COMBO,GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,SUM,AVG PER TEAM,STD DEV,AVG * STD DEV
"ARS,FUL,MCI,SHU",7.5,6.3,5.7,6.7,5.7,6.3,6.9,8.4,6.4,6.1,66,2.2,0.8326664,1.83186608
"EVE,LIV,MUN,TOT",6.8,4.8,4.7,6.3,6.6,6.7,6.2,7.4,5.2,6.3,61,2.033333333,0.903081146,1.836264996
"LEE,SHU,SOU,WOL",6.2,5.6,5.5,5.2,5.6,5,5.7,6.2,8,7.1,60.1,2.003333333,0.918271323,1.83960355
"CHE,MUN,SOU,WBA",6.3,6.3,5.5,4.7,6.3,7.4,5.7,5,6.1,7.5,60.8,2.026666667,0.910189236,1.844650184
"EVE,LEE,WHU,WOL",6.9,5.4,6.3,5.9,8.4,6.1,5.8,5.8,6,5.3,61.9,2.063333333,0.897465567,1.85177062
"AVL,CHE,CRY,LEI",5.6,7.4,4.7,7.4,5.2,6.4,6.6,5.7,5.7,5.2,59.9,1.996666667,0.927900857,1.852708711
"BHA,CHE,LEE,LEI",6.7,4.5,6.7,5.7,5.2,6.2,7.1,4.5,6.7,6.1,59.4,1.98,0.938320012,1.857873623
"CHE,FUL,LIV,NEW",6.1,7.5,5.7,4.6,6.8,5.9,5.3,7.3,6.7,6.3,62.2,2.073333333,0.896660471,1.859076043
"BUR,EVE,LEI,SOU",6.3,5.8,6.4,4.3,6.8,7.9,5.7,6.3,5.9,5.9,61.3,2.043333333,0.910494371,1.860443499
"LIV,MCI,MUN,TOT",8.2,7.2,6.1,6.6,6.6,6,6,8.2,7.1,6.6,68.6,2.286666667,0.818127944,1.870785899
"AVL,CHE,CRY,NEW",7.3,7.1,4.7,6.9,7.5,6.5,6.8,5.7,5.7,5.9,64.1,2.136666667,0.884998431,1.890946647
"BUR,FUL,LIV,NEW",7.4,7,6.9,5.7,5.7,5.3,5.8,7.9,5.8,6.9,64.4,2.146666667,0.882169044,1.893722881
"ARS,SHU,TOT,WOL",5.1,7.3,5.7,5.7,5.1,6.7,6.3,6.3,6.9,7.8,62.9,2.096666667,0.904863403,1.897196935
"BHA,EVE,LEI,TOT",6.8,4.7,6.5,6.4,5.2,6.3,5.2,6.3,7.9,6.4,61.7,2.056666667,0.923820569,1.899990971
"FUL,LIV,MUN,WHU",5.9,6.4,6.2,8.4,6.1,5.8,6.8,6.3,4.8,6.3,63,2.1,0.905538514,1.901630879
"CHE,LEE,SHU,WOL",6.6,7.1,4.4,5.1,5.1,7.1,6.1,6.1,6.8,6.6,61,2.033333333,0.935711257,1.902612888
"BUR,FUL,NEW,WHU",7.6,7,7.1,7.5,7,7.6,6.6,5.9,4.9,6.6,67.8,2.26,0.845642425,1.911151881
"BHA,CHE,LEI,MCI",6.7,7.1,7.8,5,5.2,6.7,5.9,6.2,7.1,5.6,63.3,2.11,0.906825966,1.913402789
"LIV,MUN,SHU,SOU",5.7,5.6,5.5,5.7,4.9,6.7,7.7,7.7,6.2,6.1,61.8,2.06,0.930710601,1.917263837
"BHA,CHE,LIV,NEW",6.1,7.4,7.8,4.6,6.2,5.8,7.1,6.2,6.6,6.3,64.1,2.136666667,0.898702769,1.920228249
"ARS,SHU,SOU,WBA",5.8,6.8,7.4,5.3,6.9,6.9,7.5,5.9,7.9,5.8,66.2,2.206666667,0.870249007,1.920349474
"CRY,EVE,FUL,SOU",7,6,4.9,6,7.5,4.3,4.9,5.8,5.9,6.5,58.8,1.96,0.98409575,1.928827669
"ARS,AVL,CHE,WBA",6.3,6.5,6.5,5.2,8.1,6.5,6.3,5.8,5.2,7.5,63.9,2.13,0.906090503,1.929972772
"CRY,EVE,MUN,WOL",7.9,5.9,5.2,5.3,5,5.7,5.8,7.2,4.7,5.9,58.6,1.953333333,0.990173947,1.934139776
"CRY,EVE,SHU,SOU",6.9,5.8,4.7,5.9,6.3,6.3,7.4,6.5,6.4,4.2,60.4,2.013333333,0.961711437,1.936245694
"CHE,FUL,LIV,MUN",6.2,6.8,4.6,5.6,6.1,5.8,6.1,6.6,4.6,7.8,60.2,2.006666667,0.967011433,1.940469608
"CHE,CRY,FUL,LEI",5.6,7.9,4.7,6.9,4.7,5.9,5.1,5.7,6.2,5.2,57.9,1.93,1.006037331,1.941652049
"CHE,FUL,LEI,MCI",6.2,7.2,5.7,5.1,5.8,6.8,4.6,7.3,7.2,5.6,61.5,2.05,0.947804481,1.942999185
"BHA,CHE,EVE,LIV",6.7,6.9,5.7,4.1,6.2,5.2,7.1,6.9,5.2,6.3,60.3,2.01,0.967298644,1.944270274
"CRY,EVE,LEI,SOU",5.2,5.8,5.8,4.9,6.8,6.3,5.7,5.8,7.4,3.7,57.4,1.913333333,1.020021786,1.951641684
"FUL,SHU,SOU,WHU",5.9,6.8,5.2,8,6.4,7.4,7.4,5.4,6.5,6.4,65.4,2.18,0.895916663,1.953098325
"ARS,LIV,MUN,TOT",4.6,6.3,6.1,6.2,6.6,6.7,7.2,5.1,5.6,7.8,62.2,2.073333333,0.949619807,1.9688784
"CHE,LEE,LEI,WOL",4.9,7.1,6.1,4.1,5.6,6.6,4.9,5.6,7.3,6.1,58.3,1.943333333,1.01876832,1.979806434
"CHE,FUL,LEE,LIV",6.2,6.8,4.6,6.2,6.8,4.1,6.1,5.6,6.7,7.1,60.2,2.006666667,0.988601706,1.98379409
"BUR,FUL,LEI,LIV",5.7,7.3,6.9,6.2,4.7,5.3,5.6,7.9,5.8,6.2,61.6,2.053333333,0.966321778,1.984180717
"AVL,BHA,LEI,SOU",6.3,5.2,7.5,5.8,6.3,4.3,6.2,6.3,6.9,7.4,62.2,2.073333333,0.967011433,2.004937037
"ARS,FUL,SHU,WBA",7.5,6.3,6.5,7.9,4.8,6,6.6,7.5,6.4,5.8,65.3,2.176666667,0.92141196,2.0056067
"BUR,FUL,LEI,SOU",5.8,6.8,6.4,5.3,4.7,5.9,4.7,6.3,6.4,8,60.3,2.01,0.997830981,2.005640272
"LIV,MUN,NEW,SOU",5.7,5.3,7.1,4.7,7.8,6.7,6.7,6.7,7.2,6.3,64.2,2.14,0.940212742,2.012055268
"CHE,LEE,LEI,LIV",4.4,6.6,6,5.1,6.1,6.6,6.9,5.6,7.7,4.9,59.9,1.996666667,1.009345222,2.015325961
"BUR,LEE,LEI,LIV",7.6,6.1,7.2,6.2,5,6.1,7.6,6.2,6.8,4.9,63.7,2.123333333,0.951081256,2.019462534
"CRY,MUN,WBA,WOL",7.4,7.4,6.7,6.8,5,4.7,5.3,6.8,5.7,5.9,61.7,2.056666667,0.982117893,2.019889133
"CHE,CRY,EVE,WBA",7.4,7.6,4.7,5.3,5.9,6.4,5.8,5.8,5.7,4.4,59,1.966666667,1.027402334,2.020557923
"LEI,LIV,MUN,SOU",4,5.6,7.1,5.2,5.4,6.7,6.5,6.7,7.2,5.6,60,2,1.011050059,2.022100118
"AVL,LEI,MUN,SOU",7.7,4.1,5.7,6.4,6.7,6.9,6.2,6.7,5.8,6.8,63,2.1,0.96378882,2.023956521
"BHA,NEW,SHU,SOU",7.4,5.2,7.3,5.3,5.9,6.4,7.4,6.3,7.9,6.4,65.5,2.183333333,0.927661337,2.025393918
"BHA,CHE,EVE,WBA",8.5,5.4,6.4,4.7,5.9,5.9,5.8,6.3,5.2,6,60.1,2.003333333,1.013738954,2.030857038
"ARS,FUL,LEE,LIV",5.8,5.3,6.2,6.8,7.3,4.1,6.8,5.7,6.8,7.1,61.9,2.063333333,0.98482937,2.032031268
"BUR,EVE,LEI,TOT",6.8,5.8,5.4,5.9,5.2,8.4,5.2,6.3,6.9,6.4,62.3,2.076666667,0.978717982,2.03247101
"CHE,EVE,FUL,LEI",6.2,4.8,4.3,4.8,5.8,7.5,4.8,7.3,5.3,5.3,56.1,1.87,1.089801205,2.037928254
"EVE,FUL,LEI,SOU",5.8,4.8,5.4,4.9,7.4,5.9,4.7,7.4,7,5.9,59.2,1.973333333,1.033655864,2.039747571
"ARS,AVL,SHU,WOL",6.2,5.8,5.8,5.7,6.2,5.8,7.4,8.5,5.9,7.3,64.6,2.153333333,0.947745864,2.04081276
"BUR,SHU,SOU,WBA",7.5,7.3,6.2,5.8,4.2,6.9,7,6.4,6.9,6.4,64.6,2.153333333,0.947745864,2.04081276
"CRY,EVE,MUN,SOU",7.5,4.8,5.2,5.4,7.3,6.3,6.9,5.1,4.7,5.9,59.1,1.97,1.038642276,2.046125284
"ARS,CRY,EVE,WBA",7,6,7.1,5.9,7.9,6.4,7,5.9,5.8,4.4,63.4,2.113333333,0.968618719,2.047014226
"CRY,EVE,SOU,WBA",7,6.5,5.8,5.4,7.5,5.3,5.4,5.9,7.4,4.4,60.6,2.02,1.013464904,2.047199106
"BUR,LEE,LEI,SOU",7.7,5.6,6.7,5.3,5.7,6.7,6.7,4.6,7.4,6.7,63.1,2.103333333,0.974622434,2.049955853
"AVL,SHU,WHU,WOL",6.3,6.9,5.8,7.9,6.2,7.3,7.8,8.1,6,5.8,68.1,2.27,0.907315944,2.059607193
"BHA,CHE,SHU,WBA",7.9,6.2,6.2,6.2,4.2,6.9,7.3,6.3,6.2,5.8,63.2,2.106666667,0.978434123,2.061234553
"MUN,SHU,SOU,WBA",7.5,5.1,5.5,6.9,4.6,7.4,6.4,6.8,6.8,5.8,62.8,2.093333333,0.985224171,2.062402597
"FUL,SHU,WHU,WOL",6.3,7.4,5.8,7.9,4.6,6.8,6.3,7.5,6.5,6.3,65.4,2.18,0.946572765,2.063528628
"AVL,CRY,SOU,WBA",7,7,5.8,8,7,4.8,5.9,5.9,7.4,5.9,64.7,2.156666667,0.95806518,2.066227238
"AVL,CHE,SHU,SOU",6.2,6.3,4.1,5.2,6.9,7.4,6.7,6.3,5.8,7.3,62.2,2.073333333,0.998665777,2.070567043
"AVL,CHE,LEI,LIV",4.4,7.3,5.7,5.1,6.1,6.3,6.6,7.9,6.2,5.6,61.2,2.04,1.015217546,2.071043795
"CHE,FUL,LEI,LIV",4.4,7.8,5.7,5.1,5.6,5.8,5.1,7.3,6.7,5.6,59.1,1.97,1.052457442,2.07334116
"CHE,FUL,WBA,WHU",6.4,8.1,5.9,7.4,6.5,7,4.8,5.3,5.8,6,63.2,2.106666667,0.985224171,2.07553892
"ARS,CRY,MUN,WOL",5.7,7.4,6.7,5.2,5,5.7,7.3,5.1,5.1,7.4,60.6,2.02,1.027618606,2.075789585
"AVL,CHE,NEW,WBA",7.9,5.5,6.4,5.8,8.1,7.1,5.8,7.4,7,6,67,2.233333333,0.929755045,2.076452935
"FUL,MUN,WHU,WOL",6.4,6.4,6.3,7.4,5.6,5.8,4.8,6.3,4.8,8,61.8,2.06,1.011928851,2.084573434
"MUN,SHU,SOU,WOL",6.2,5.6,5.5,4.7,4.4,6.7,5.7,7.2,5.8,7.8,59.6,1.986666667,1.053248942,2.092454564
"FUL,LIV,MUN,SOU",5.8,5.8,5.7,5.7,6.1,4.2,5.7,6.7,5.7,8.4,59.8,1.993333333,1.050714043,2.094423326
"LIV,MUN,WBA,WHU",5.9,6.9,7.8,7.8,6.1,6.8,7.3,6.4,5.7,4.8,65.5,2.183333333,0.96061323,2.097338886
"CHE,CRY,MUN,WBA",7.4,7.4,5,6.8,5.2,6.9,6.8,5,5,5.9,61.4,2.046666667,1.025453829,2.09876217
"CHE,FUL,NEW,WBA",7.9,6,6.4,5.8,6.5,6.6,4.5,7.3,7.5,6,64.5,2.15,0.976672355,2.099845563
"CHE,LIV,MUN,NEW",6.1,6.3,6,4.6,6.6,8.4,7.1,6.6,5.5,6.3,63.5,2.116666667,0.992471662,2.100731685
"CRY,LIV,MUN,SOU",5.2,7.8,6.1,5.7,5.5,4.6,7.7,5.1,6.1,6.2,60,2,1.050925518,2.101851036
"BUR,LEE,LEI,WOL",8.1,6.1,7.3,5.2,4.5,6.1,5.6,6.2,6.4,6.6,62.1,2.07,1.015928694,2.102972396
"CRY,LEE,NEW,WOL",7.3,6.4,6.7,6.9,6.2,4.5,5.8,5.7,7.9,5.2,62.6,2.086666667,1.007968253,2.103293756
"ARS,FUL,SHU,WOL",6.2,6.3,5.8,5.7,4.6,5.3,5.9,7.9,6.4,7.8,61.9,2.063333333,1.020294075,2.105206775
"CHE,LEE,LIV,NEW",6.1,6.3,6,4.6,7.8,6.7,7.1,5.6,7.7,5.6,63.5,2.116666667,0.999166319,2.114902042
"EVE,FUL,LIV,WHU",5.9,6.6,5.9,6.9,7.9,5.3,5.8,7.7,5.5,4.8,62.3,2.076666667,1.020947273,2.120167169
"ARS,CHE,LEE,WBA",6.3,5.8,6.8,5.2,7.5,6.8,6.8,4,6.7,6.8,62.7,2.09,1.01876832,2.129225788
"EVE,MUN,WHU,WOL",6.9,5.4,6.3,5.3,7.2,7.8,5.8,6.8,4.3,6,61.8,2.06,1.036875649,2.135963837
"AVL,CHE,LIV,WBA",6.2,8,5.7,5.6,6.8,4.8,6.3,8,6.2,6.3,63.9,2.13,1.003826014,2.13814941
"AVL,CHE,LEI,SOU",4.5,6.3,5.2,4.2,7.4,6.9,6,5.7,6.8,6.8,59.8,1.993333333,1.072691319,2.138231363
"FUL,LEI,LIV,MUN",5.7,4.6,6.2,7.3,5.1,5.8,5.6,8.3,5.7,5.6,59.9,1.996666667,1.071292055,2.139013136
"BHA,CHE,FUL,NEW",7.9,5.4,6.4,5.2,5.9,5.5,5.3,6.2,5.7,8.1,61.6,2.053333333,1.043711327,2.143087257
"EVE,SHU,SOU,TOT",6.3,5.8,4.2,5.9,7.4,7.3,5.3,6.5,7.5,6.4,62.6,2.086666667,1.027618606,2.144297492
"AVL,LEI,WHU,WOL",4.6,6.9,7.6,6.9,6.7,6.3,5.1,7.5,6,5.3,62.9,2.096666667,1.023555893,2.146055523
"ARS,CRY,FUL,WBA",7,7,7.1,8,5.4,4.4,6,5.8,6.3,5.9,62.9,2.096666667,1.023555893,2.146055523
"LEE,LIV,MUN,WOL",8.1,5.6,6.5,5.6,5.9,4.4,6.6,7.1,6.2,7.1,63.1,2.103333333,1.022469777,2.150594764
"CRY,EVE,TOT,WOL",6.2,8.1,4.8,6.4,5.7,5.1,4.2,6.3,6.4,6.4,59.6,1.986666667,1.084435337,2.154411536
"FUL,LIV,NEW,WHU",5.8,7.1,7.5,7.4,7.9,5.9,5.8,7,6.9,4.8,66.1,2.203333333,0.980306075,2.159941051
"CHE,FUL,SHU,SOU",6.2,6.8,4.1,5.2,5.3,6.9,5.2,5.7,6.3,7.9,59.6,1.986666667,1.087504789,2.160509515
"CHE,FUL,LEI,WBA",6.2,6.3,6.5,6.3,5.3,6.5,4.3,7.3,8,5.3,62,2.066666667,1.04774891,2.165347747
"AVL,LEI,SHU,SOU",5.7,5.1,5.2,6.9,5.7,6.9,6.2,8,7.5,5.1,62.3,2.076666667,1.044615825,2.169318864
"BHA,EVE,TOT,WHU",7,5.9,6,7.5,7.5,6.3,6.9,4.3,5.4,7.1,63.9,2.13,1.019204483,2.170905548
"AVL,CHE,WBA,WHU",6.4,7.6,5.9,7.4,8.1,7.5,6.3,5.4,5.3,6,65.9,2.196666667,0.989331986,2.173232595
"ARS,FUL,MUN,WBA",7.6,5.3,7,7.4,5.8,6,5.5,6.7,4.7,7.5,63.5,2.116666667,1.027672667,2.175240479
"ARS,AVL,SHU,WBA",7.5,5.8,6.5,7.9,6.4,6.5,8.1,8.1,5.9,5.8,68.5,2.283333333,0.954812372,2.180154917
"MUN,NEW,WHU,WOL",6.3,5.9,7.9,5.8,7.2,8.4,5.8,6.3,5.3,6,64.9,2.163333333,1.009345222,2.183550164
"ARS,FUL,MCI,WHU",6,7.9,7.5,6.8,8.5,6.3,6.9,5.4,5.9,6.3,67.5,2.25,0.970967444,2.18467675
"ARS,FUL,LEE,LEI",5.8,4.6,8.3,7.5,6.3,5.8,5.8,5.7,6.9,6.1,62.8,2.093333333,1.045413262,2.188398429
"FUL,NEW,SHU,SOU",7.4,5.3,5.2,6.4,6.5,6.5,4.9,7.4,8,6.4,64,2.133333333,1.026320288,2.189483281
"AVL,CHE,LEI,MCI",8.1,6.7,5.7,5.1,6.7,7.3,5.9,7.9,6.7,5.6,65.7,2.19,1.000055554,2.190121663
"EVE,FUL,WHU,WOL",6.4,6.6,6,5.9,7.4,5.3,3.8,7.5,5.5,6.5,60.9,2.03,1.079557523,2.191501771
"LEI,MCI,MUN,SOU",7.7,5.6,7.1,5.2,6,7.7,5.5,6.7,7.7,5.6,64.8,2.16,1.015217546,2.1928699
"CRY,FUL,NEW,SOU",6.9,6.5,5.8,6.5,7.1,4.3,4.9,5.8,7.9,6.5,62.2,2.073333333,1.058090523,2.193774352
"BHA,LEI,MUN,SOU",6.3,4.5,7.8,5.8,4.5,6.3,6.7,5.6,6.2,7.4,61.1,2.036666667,1.079557523,2.198698821
"CHE,LEE,LIV,SHU",6.1,6.6,4.4,6.1,5.6,7.1,8.1,6.6,7.2,5.4,63.2,2.106666667,1.046475566,2.204575193
"CHE,EVE,LEE,LIV",6.7,5.8,4.6,4.1,7.8,6.1,7.1,6.3,6.2,5.6,60.3,2.01,1.097522462,2.20602015
"BUR,EVE,FUL,WHU",8.2,6.5,5.5,7,7,7,6.6,5.9,4.4,6.6,64.7,2.156666667,1.023121585,2.206532218
"CHE,CRY,EVE,LEI",5.6,6.9,4.7,4.8,5.2,7.9,6.1,5.7,5.7,3.7,56.3,1.876666667,1.176671388,2.208219972
"ARS,MUN,SOU,WBA",5.9,5.8,7.9,5.3,7.9,6.9,6.4,5.1,6.2,7.5,64.9,2.163333333,1.023555893,2.214292582
"LIV,MCI,MUN,WHU",7.8,7.8,7.6,6.6,7,7.1,7.6,7.8,5.7,5.1,70.1,2.336666667,0.949210198,2.217987829
"ARS,AVL,FUL,LEI",5.8,5.3,8,7.5,6.9,5.5,5.3,7.4,5.4,6.8,63.9,2.13,1.041846651,2.219133367
"CHE,LEI,LIV,MUN",4.4,6.6,6,5.1,5.4,8.3,6.9,6.6,5.5,5.6,60.4,2.013333333,1.1027239,2.220150786
"ARS,FUL,WBA,WHU",6,7,8.3,8,7.6,6,6.6,5.4,5.9,6,66.8,2.226666667,0.997552561,2.221217035
"CRY,FUL,LEI,SOU",5.2,6.8,5.8,7,4.7,4.3,4.7,5.8,7.9,5.8,58,1.933333333,1.148912529,2.22123089
"BUR,CRY,NEW,SOU",6.9,8,6.8,4.8,6.5,6.3,7.4,4.7,6.8,6.5,64.7,2.156666667,1.030695558,2.222866753
"BUR,CHE,FUL,LEI",6.2,7.3,5.3,5.2,4.7,7.5,5.1,6.2,4.7,7.4,59.6,1.986666667,1.119722188,2.224514746
"EVE,TOT,WHU,WOL",5.2,7.6,5.9,5.9,7.9,6.7,4.2,5.9,6,6.5,61.8,2.06,1.079917692,2.224630446
"ARS,CHE,FUL,LEI",4.5,6.3,7.8,4.7,5.8,7.5,5.1,5.7,5.7,6.8,59.9,1.996666667,1.114998754,2.226280846
"ARS,MCI,MUN,TOT",8.3,6.3,6.1,6.2,7.2,7.7,6.2,5.1,6.1,7.8,67,2.233333333,0.997775303,2.228364844
"BHA,CHE,CRY,NEW",7.3,7.5,6.8,5.2,5.3,5.9,7.8,4.6,6.1,5.9,62.4,2.08,1.073105566,2.232059577
"ARS,AVL,CRY,WOL",5.7,8.1,6.4,6.3,6.8,4.2,6.8,6.3,5.8,7.4,63.8,2.126666667,1.049656028,2.232268487
"CHE,FUL,LEI,SOU",4.5,6.8,5.2,4.2,5.8,6.4,4.7,5.7,7.3,7.4,58,1.933333333,1.154700538,2.232421041
"CRY,EVE,WBA,WHU",7.1,7.1,6.5,8.1,7,6.4,7,5.5,5.9,4.4,65,2.166666667,1.030641656,2.23305692
"CRY,EVE,WHU,WOL",5.8,8.7,6.4,5.9,6.8,5.7,6.3,5.9,5.9,4.4,61.8,2.06,1.08402542,2.233092365
"CHE,LEE,WBA,WOL",6.7,7.8,6.1,4.6,6.3,5.1,4.6,5.7,7.3,6.8,61,2.033333333,1.099494833,2.235639495
"BUR,NEW,SHU,SOU",7.4,6.3,6.2,4.8,5.9,8.5,7.5,6.3,6.9,6.4,66.2,2.206666667,1.0141225,2.237830316
"CRY,EVE,LIV,TOT",5.7,8,4.8,7.4,6.2,5.1,6.2,6.5,6.8,4.7,61.4,2.046666667,1.093617849,2.238271198
"AVL,SHU,SOU,WBA",7.5,5.8,5.2,7.4,6.4,5.4,5.9,8.1,7.5,5.8,65,2.166666667,1.033870828,2.240053461
"FUL,LIV,MUN,NEW",7.4,4.3,6.2,6.8,6.1,5.8,5.8,8.3,5.7,6.3,62.7,2.09,1.072950242,2.242466006
"MUN,NEW,TOT,WOL",6.7,5.3,6.2,5.8,6.1,7.2,4.2,6.7,7,8,63.2,2.106666667,1.065415933,2.244476233
"LEE,LIV,SHU,SOU",5.7,5.6,5.5,6.2,6.1,5,7.7,6.7,8.4,5.4,62.3,2.076666667,1.081203034,2.2452983
"CHE,FUL,LEI,MUN",6.2,4.6,4.6,6.3,5.1,8,5.1,6.6,4.6,6.8,57.9,1.93,1.16375828,2.24605348
"BHA,EVE,SHU,SOU",8,4.7,5.2,4.8,6.3,5.8,7.4,7,5.9,6.4,61.5,2.05,1.095698661,2.246182255
"LEE,WBA,WHU,WOL",6.4,6.9,7.9,7.4,6.8,5.1,5.3,5.4,7.5,5.3,64,2.133333333,1.053037933,2.246480924
