COMBO,GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,SUM,AVG PER TEAM,STD DEV,AVG * STD DEV
"CRY,LEE,LEI,SOU",5.2,5.6,6.1,7.5,5.7,5.1,6.7,4.1,8.9,4.5,59.4,1.98,1.440833092,2.852849523
"BUR,NEW,TOT,WHU",6.4,8,7,7.5,7.5,9,7,4.3,6.6,7.1,70.4,2.346666667,1.215821624,2.853128078
"CRY,LEE,LIV,WOL",5.6,8.9,6.6,6.7,5.5,4,6.6,6.2,7.8,5.5,63.4,2.113333333,1.350061727,2.85313045
"LEE,LIV,WBA,WHU",5.9,6.9,7.8,8.4,7.3,5.1,7.3,5.4,7.9,4.8,66.8,2.226666667,1.282185634,2.855000012
"ARS,CRY,MUN,TOT",5.8,6.3,5.1,8.5,5.7,6.8,7.9,4.2,5.1,7.4,62.8,2.093333333,1.364469779,2.856290071
"BHA,EVE,SHU,TOT",8.5,4.7,4.2,7.4,4.7,6.3,6.9,7,5.9,6.9,62.5,2.083333333,1.371333495,2.856944782
"ARS,BUR,NEW,TOT",6.3,7,7.5,5.3,7.6,8.4,7,4.7,6.5,8.6,68.9,2.296666667,1.244052518,2.857173949
"LEI,MUN,SHU,SOU",5.7,4.4,5.5,6.4,3.9,8.9,6.7,6.7,6.8,5.1,60.1,2.003333333,1.426300576,2.857355487
"ARS,CRY,EVE,LEI",5.2,5.3,8.4,5.4,7.2,7.4,7.3,5.8,5.8,3.7,61.5,2.05,1.393835635,2.857363052
"SHU,WBA,WHU,WOL",6.3,7.9,7.4,7.3,4.6,7.8,6.8,7.6,7,4.3,67,2.233333333,1.279756921,2.858123791
"CHE,EVE,FUL,SHU",7.9,4.8,4.1,5.8,5.3,8,5.3,8,5.3,5.8,60.3,2.01,1.422087667,2.858396211
"BUR,LEI,LIV,SOU",4,8.3,7.8,4.6,5,6.2,6.5,6.3,7.3,6.2,62.2,2.073333333,1.379049592,2.859229488
"EVE,FUL,MCI,WHU",8.2,6.4,5.9,6.9,8.5,6.3,4.8,7.7,5.5,4.8,65,2.166666667,1.319932658,2.859854093
"AVL,BUR,WHU,WOL",8.3,8.6,7,6.3,6.8,5.8,6.9,6.4,4.4,8,68.5,2.283333333,1.252774698,2.860502228
"LEE,LEI,SHU,SOU",5.7,4.4,5.5,6.9,5.1,7.2,6.7,5.7,9,4.4,60.6,2.02,1.416725489,2.861785488
"FUL,LEE,LIV,NEW",7.4,4.3,6.2,7.4,7.3,4.1,5.8,7.3,7.9,5.6,63.3,2.11,1.356506952,2.862229669
"ARS,LEE,MCI,WOL",8.2,6.7,7.7,4,7.7,5.4,5.6,6.2,7.4,7.1,66,2.2,1.30128142,2.862819123
"ARS,MCI,SHU,WOL",6.2,7.7,7.2,4,5.5,6.6,6.7,8.9,6.9,6.1,65.8,2.193333333,1.30537351,2.863119231
"ARS,CRY,NEW,WBA",6.9,6.5,9.2,6.4,7.1,6.4,7,5.8,8,4.4,67.7,2.256666667,1.269339286,2.864475655
"BHA,CHE,NEW,SOU",6.2,6.4,7.3,3.7,7.6,6.4,6.2,4.6,7.2,8.1,63.7,2.123333333,1.349114936,2.864620715
"FUL,LIV,SOU,WBA",5.8,7.5,6.8,5.7,6.3,4.2,4.4,7.5,8.4,6.9,63.5,2.116666667,1.354211538,2.866414422
"LEE,LIV,MCI,TOT",8.2,7.2,6.1,7.7,7.7,5.4,6,7.2,9.3,5.9,70.7,2.356666667,1.216598172,2.867116358
"AVL,SHU,SOU,WHU",5.9,6.3,5.2,8,8,7.9,8.9,6,6,5.8,68,2.266666667,1.264911064,2.867131745
"AVL,CHE,LIV,MUN",8.1,6.3,4.6,5.6,6.6,6.3,7.6,7.2,4.1,7.8,64.2,2.14,1.339817566,2.867209592
"BHA,LEE,LIV,SOU",6.3,5.7,7.1,5.1,6.7,4,7.7,4.6,7.8,7.7,62.7,2.09,1.371981535,2.867441409
"CRY,EVE,SHU,WOL",7.3,6.9,4.7,5.8,4,5.7,6.3,8.6,6.4,4.2,59.9,1.996666667,1.436392085,2.867996197
"BHA,EVE,LEI,LIV",6.2,4.7,8,5.7,5,5.2,6.6,8.6,6.3,4.1,60.4,2.013333333,1.424546712,2.868087379
"LEE,LEI,SOU,WOL",4.5,5.6,7.2,4.2,6.1,5,4.5,5.7,9,6.6,58.4,1.946666667,1.473619882,2.868646703
"ARS,BHA,NEW,TOT",6.3,5.9,8.6,5.8,7.6,6.3,6.9,4.7,7.5,8.6,68.2,2.273333333,1.26209702,2.869167226
"BHA,MCI,NEW,TOT",8.5,6.4,7.9,6.2,6.8,5.6,5.2,6.3,9,7.4,69.3,2.31,1.242801495,2.870871453
"CHE,FUL,MUN,NEW",7.9,4.3,4.6,5.8,6.3,8.1,5.3,6.6,4.6,7.5,61,2.033333333,1.41264134,2.872370725
"EVE,MUN,TOT,WBA",8.6,4.3,4.7,7.5,6.3,7.4,4.9,6.8,6.5,6,63,2.1,1.367885635,2.872559834
"EVE,LIV,MUN,WOL",6.7,5.8,6.2,4.1,5.9,5.6,5.6,9.5,4.8,6.3,60.5,2.016666667,1.42458571,2.872914515
"BUR,CRY,EVE,WOL",7.9,8.6,5.9,4.2,4.6,5.7,6.3,6.8,4.8,6.4,61.2,2.04,1.408545349,2.873432512
"CRY,EVE,LEI,WBA",6.9,5.3,7.1,7,4.7,6.4,5.3,7.5,8.1,3.7,62,2.066666667,1.390443574,2.873583387
"CHE,EVE,LEI,WBA",6.2,5.3,6.5,4.8,5.8,8.5,5.3,7.4,7.5,3.8,61.1,2.036666667,1.411421663,2.874595454
"AVL,NEW,TOT,WOL",6.7,6,5.9,6.9,7.9,5.2,4.2,7.9,7.7,8,66.4,2.213333333,1.299743564,2.876765756
"LEE,SHU,WBA,WOL",7.9,5.1,6.1,7.3,4.6,5.1,5.3,7.9,8,5.1,62.4,2.08,1.383393573,2.877458632
"BHA,CHE,FUL,LIV",6.2,7.9,5.7,5,5.7,3.2,6.1,6.2,5.7,8.4,60.1,2.003333333,1.436392085,2.877572144
"BHA,CRY,NEW,TOT",7.4,6.4,6.9,8.5,5.3,4.7,6.9,4.7,8,7,65.8,2.193333333,1.312165301,2.878015894
"BUR,LEE,SOU,WBA",9.5,6.3,6.7,5.8,6.4,5.7,6.4,4.6,7.4,7.4,66.2,2.206666667,1.30452205,2.878645323
"CRY,EVE,LEI,TOT",5.7,5.8,4.8,8.1,5.2,6.8,5.2,5.8,8.4,3.7,59.5,1.983333333,1.451627439,2.879061088
"AVL,LEI,SOU,WOL",4.5,6.3,6.9,4.2,6.7,4.7,4.5,7.9,7.5,7.3,60.5,2.016666667,1.427702116,2.879199268
"BUR,LIV,MUN,SOU",7.7,7.3,6.7,4.6,5.5,6.2,7.7,5.6,4.6,8.4,64.3,2.143333333,1.343337469,2.879219975
"ARS,SHU,SOU,WOL",4.6,7.3,6.7,3.1,6.7,6.2,6.8,6.3,6.9,7.8,62.4,2.08,1.385801012,2.882466105
"ARS,BUR,LIV,NEW",5.7,7.5,9,5.1,7.4,7.3,8.4,6.3,5.7,6.3,68.7,2.29,1.258791307,2.882632094
"AVL,CHE,FUL,SHU",7.9,5.3,4.1,7.9,5.3,6.5,5.8,7.9,5.3,7.3,63.3,2.11,1.366300764,2.882894612
"ARS,AVL,LEI,MCI",7.7,5.8,9.4,5.7,7.8,6.8,6.1,8,6.8,5.6,69.7,2.323333333,1.241012132,2.883284853
"CRY,EVE,FUL,NEW",8.6,4.5,4.9,7.1,7.1,5.4,5,7.4,5.9,4.4,60.3,2.01,1.434534381,2.883414105
"EVE,LIV,NEW,TOT",6.2,5.5,5.8,5.3,8.5,6.7,5.4,8.1,8.1,4.8,64.4,2.146666667,1.343461532,2.883964089
"ARS,LEE,LIV,WOL",4.5,7.3,7.7,4,7.1,4.4,6.6,6.2,7.3,7.1,62.2,2.073333333,1.391082712,2.884178156
"EVE,FUL,LEE,LEI",8,3.6,4.8,7.6,6.3,5.8,4.8,7.3,6.5,4.6,59.3,1.976666667,1.459870618,2.885677589
"AVL,LIV,WBA,WHU",5.9,7.6,7.5,8.4,7.9,4.8,6.8,7.7,6.4,4.8,67.8,2.26,1.276975594,2.885964842
"AVL,LIV,MUN,WHU",7.8,5.9,6.2,8.4,7.7,6.3,8.3,6.9,4.3,6.3,68.1,2.27,1.271438381,2.886165124
"CHE,LEI,MUN,TOT",5,5.6,4.5,6.3,5.6,9.4,5.5,5,7.1,6.8,60.8,2.026666667,1.424234687,2.886448966
"FUL,LEI,NEW,SOU",5.7,5.3,7.5,5.4,7,6.4,4.7,7.4,9.2,5.9,64.5,2.15,1.342675604,2.886752549
"ARS,MUN,NEW,WBA",7.5,4.8,9.1,6.4,7.5,8.5,6.5,6.7,6.4,6,69.4,2.313333333,1.248287716,2.887705583
"CHE,EVE,LEI,WOL",4.9,7.3,5.8,3.1,5.6,7.8,4.6,7.8,5.8,5.3,58,1.933333333,1.493690433,2.887801505
"EVE,LEI,WHU,WOL",4.6,6.4,7.6,4.8,6.7,7.8,4.6,7.5,6,3.8,59.8,1.993333333,1.448984319,2.888308742
"BUR,CHE,EVE,LIV",6.7,8.5,5.3,4.1,6.2,7.3,7.1,6.9,4.2,6.3,62.6,2.086666667,1.384196518,2.888356734
"BHA,EVE,SOU,WHU",6.5,5.9,7,4.8,9.1,5.8,7.4,4.3,5.4,6.6,62.8,2.093333333,1.379855065,2.888496602
"BUR,LIV,NEW,WBA",7.4,7.5,9,5.7,5.7,6.3,6.3,8,7.5,4.8,68.2,2.273333333,1.270870218,2.889111629
"BHA,FUL,SHU,SOU",7.5,5.7,5.2,6.8,4.2,3.8,6.4,6.3,6.4,8.5,60.8,2.026666667,1.425794126,2.889609428
"AVL,CHE,FUL,LIV",6.2,7.5,4.3,6.2,6.8,3.8,5.8,7.9,5.3,7.8,61.6,2.053333333,1.407282646,2.889620366
"LIV,MUN,SHU,WOL",6.1,6.6,6,5.6,4.4,6.1,6.6,9.8,5.8,6.1,63.1,2.103333333,1.373923821,2.889819771
"LEE,LIV,NEW,WOL",6.1,6.3,7.7,4.6,7.1,4.4,5.6,7.8,8.4,5.6,63.6,2.12,1.363981101,2.891639935
"BUR,LEI,SHU,WOL",6.1,7.1,6.8,5.2,3.5,7.8,6.2,8.4,5.9,5.6,62.6,2.086666667,1.385801012,2.891704778
"CRY,FUL,NEW,WOL",7.3,7.6,6.4,6.4,5.2,3.7,3.8,7.4,6.9,6.4,61.1,2.036666667,1.420054772,2.892178219
"ARS,FUL,LIV,WHU",4.2,8.1,7.5,6.8,7.9,5.3,7.9,5.4,5.9,6.3,65.3,2.176666667,1.329201933,2.89322954
"ARS,LEE,LIV,MUN",7.7,4.1,6.5,6.2,7.1,6.1,8.8,5,5.6,7.1,64.2,2.14,1.352199854,2.893707687
"ARS,FUL,MUN,WHU",6,5.3,6.4,8,7.4,7.5,8.1,4.7,4.7,7.5,65.6,2.186666667,1.32346347,2.893973454
"CHE,LIV,SHU,TOT",5,8.8,4,6.1,5.6,7.7,6.5,6.7,7.2,6.1,63.7,2.123333333,1.363043979,2.894196716
"BHA,CHE,LEI,WOL",4.9,8.2,7.9,4,4.5,5.7,4.9,6.2,6.2,7.3,59.8,1.993333333,1.452048362,2.894416401
"CHE,MCI,MUN,WBA",9.9,6.7,6,5.6,6.3,7.8,5.6,6.7,6,6.3,66.9,2.23,1.298246681,2.895090098
"SHU,SOU,WBA,WHU",5.9,7.3,6.8,7.4,6.4,8.4,7.9,5.5,8,4.3,67.9,2.263333333,1.279279311,2.895435507
"BUR,CRY,LEI,WOL",5.6,9.4,7.4,5.2,4.1,5.7,6.1,6.3,5.8,5.7,61.3,2.043333333,1.417391971,2.896204261
"BHA,CHE,SHU,TOT",6.7,6.7,4,6.7,4.7,7.3,7.2,4.6,6.2,8.4,62.5,2.083333333,1.391442098,2.898837703
"ARS,BHA,EVE,LIV",6.3,5.4,8,4.7,8.2,5.2,8.3,7,5.3,6.3,64.7,2.156666667,1.344990706,2.900696623
"AVL,CHE,CRY,SOU",5.7,8.6,4.7,5.8,7.5,4.8,6.7,4.1,5.7,7.4,61,2.033333333,1.426728971,2.901015574
"BHA,FUL,LEI,LIV",5.7,5.7,8,6.7,4.7,3.2,5.6,7.9,6.8,6.2,60.5,2.016666667,1.438556375,2.90108869
"EVE,NEW,TOT,WOL",6.7,5.5,5.9,4.3,8,6.7,4.2,7.9,7.7,6.5,63.4,2.113333333,1.372912557,2.90142187
"AVL,BUR,LIV,NEW",9.3,6.5,6.9,5.7,7.3,5.8,7.3,8.5,5.3,6.3,68.9,2.296666667,1.263548794,2.901950398
"AVL,CHE,EVE,LEI",6.7,4.3,4.3,4.8,7.4,8,6.1,7.9,4.8,5.3,59.6,1.986666667,1.460745624,2.90201464
"BUR,CHE,EVE,WBA",8.5,7,5.3,4.2,5.9,8,5.8,6.3,4.2,6,61.2,2.04,1.42267354,2.902254021
"CHE,CRY,EVE,MCI",7.9,8.5,4.7,4.1,6.8,6.7,6.1,6.4,5.7,4.7,61.6,2.053333333,1.413584883,2.90256096
"EVE,MCI,WBA,WHU",8.2,6.9,7.5,6.3,8.5,7.3,5.3,7.8,6.9,4.5,69.2,2.306666667,1.258570618,2.903102892
"AVL,LIV,NEW,WHU",5.8,6.6,7.5,7.4,9.5,6.4,7.3,7.6,6.4,4.8,69.3,2.31,1.257024706,2.903727071
"ARS,AVL,SHU,TOT",6.3,5.8,4.2,9,6.9,6.9,8,6.4,5.9,7.3,66.7,2.223333333,1.306437055,2.904645052
"BUR,SHU,TOT,WBA",8,7.3,5.2,8.4,4.2,7.4,6.5,6.4,7.6,6.9,67.9,2.263333333,1.283614688,2.90524791
"CRY,SHU,SOU,WBA",6.9,7.3,5.6,7.4,4.2,5.3,6.9,5.9,8.4,4.2,62.1,2.07,1.403527303,2.905301516
"BHA,FUL,LIV,WHU",5.9,7.5,7.5,7.8,5.7,3.2,7.3,5.9,5.9,6.9,63.6,2.12,1.370482478,2.905422853
"AVL,CHE,WBA,WOL",6.7,8.5,5.8,4.6,6.3,4.8,4.6,7.9,5.8,7.5,62.5,2.083333333,1.394632568,2.905484517
"EVE,FUL,TOT,WHU",6.5,6,4.4,8.7,8.1,6.4,4.4,5.4,5.5,6.6,62,2.066666667,1.406334874,2.906425406
"BHA,EVE,TOT,WOL",7.3,5.9,5.9,4.7,5.7,4.6,4.2,6.8,5.9,9.1,60.1,2.003333333,1.45101497,2.906866657
"AVL,BHA,EVE,LEI",8.5,4.3,6.6,6.4,6.3,5.4,6.3,8.5,4.9,5.3,62.5,2.083333333,1.395429046,2.907143846
"CHE,FUL,LEI,WOL",4.9,8.3,5.8,4.1,5.1,5.8,3.6,7.3,6.3,7.3,58.5,1.95,1.490898312,2.907251709
"BUR,CRY,EVE,WBA",9.2,7,5.9,6.4,4.8,6.4,7,6.4,4.8,4.4,62.3,2.076666667,1.400039682,2.90741574
"CRY,EVE,LEI,NEW",6.8,4.3,7,6,6.4,7.9,5.8,7.4,7.6,3.7,62.9,2.096666667,1.386802878,2.907663367
"CRY,NEW,WHU,WOL",5.8,9.2,8,6.4,6.8,6.3,6.3,5.4,6.9,4.4,65.5,2.183333333,1.331874202,2.90792534
"BUR,CRY,NEW,WBA",8.6,7.5,8,6.9,4.8,6.4,7,6.3,7,4.4,66.9,2.23,1.304223907,2.908419313
"ARS,AVL,NEW,SHU",7.4,4.8,6.4,6.9,8.1,8.1,8.6,8,5.9,5.8,70,2.333333333,1.247219129,2.910177967
"BUR,LIV,MUN,WBA",9.4,6.8,7.2,6.7,5.2,6.3,7.3,7.3,4.6,6.3,67.1,2.236666667,1.3016656,2.911392058
"ARS,FUL,MCI,MUN",9.5,5.3,6.2,6.2,6.7,6.3,5.8,6.7,4.7,7.8,65.2,2.173333333,1.339817566,2.911870178
"EVE,LIV,SHU,SOU",5.7,5.8,5.2,4.2,7.2,6.2,6.7,9.1,6.9,4.6,61.6,2.053333333,1.418293184,2.912228671
"ARS,BUR,NEW,WBA",7.5,6.5,9.8,5.3,7.1,8,7.1,6.3,6.5,6,70.1,2.336666667,1.246729054,2.913190222
"CHE,LIV,NEW,WBA",6.1,8,7.8,4.6,6.8,6.9,5.8,7.4,8.4,4.8,66.6,2.22,1.312503968,2.91375881
"NEW,SHU,SOU,WOL",6.2,6.3,6.7,3.7,6.3,6.8,4.7,7.9,8.5,6.3,63.4,2.113333333,1.379371838,2.915072484
"MUN,TOT,WBA,WHU",6.5,6.3,6.3,9.6,6.3,7.9,5.9,4.7,7,6,66.5,2.216666667,1.315083436,2.915101617
"BUR,NEW,WHU,WOL",6.3,8.6,8.6,4.7,6.8,7.9,6.4,5.9,5.4,6.5,67.1,2.236666667,1.303371696,2.915208027
"AVL,LEE,LEI,SOU",7.7,4.1,5.7,7.9,7.9,5.2,6.2,5.7,8,6.1,64.5,2.15,1.356670762,2.916842138
"BHA,LIV,MUN,WHU",6.4,6.3,7.8,7.2,5.5,5.7,9.3,5.2,4.7,6.3,64.4,2.146666667,1.359901957,2.919256202
"FUL,LEE,LIV,WBA",7.5,5.3,6.2,8.4,6.3,4.1,5.3,7.4,7.9,5.6,64,2.133333333,1.368697678,2.919888379
"ARS,AVL,NEW,WBA",7.5,5.5,8.8,6.4,9.3,6.5,6,7.5,7.1,6,70.6,2.353333333,1.241146423,2.92083125
"BUR,FUL,LEI,TOT",6.3,6.8,5.4,8,4.7,6.4,4.2,6.3,7.4,8.5,64,2.133333333,1.369509239,2.92161971
"ARS,FUL,SOU,WBA",5.9,7,7.6,5.3,8.1,4.9,4.4,5.8,7.4,8.1,64.5,2.15,1.359125536,2.922119902
"CRY,EVE,LEE,LEI",7.4,3.6,5.2,8.1,5.7,6.2,6.8,5.7,6.9,3.7,59.3,1.976666667,1.47877577,2.923046772
"CHE,CRY,FUL,LEE",7.4,6.9,4.6,8.5,5.9,4.2,6.3,4,6.2,6.7,60.7,2.023333333,1.445337331,2.924399199
"CHE,CRY,MUN,TOT",6.2,7.9,4.5,7.9,5.7,7.3,6.7,4.1,5,7.4,62.7,2.09,1.399245829,2.924423782
"FUL,LEI,MUN,WHU",5.9,4.6,6.4,9.1,5.1,8,5.8,6.3,4.8,5.3,61.3,2.043333333,1.431432849,2.924894454
"BHA,CHE,NEW,WOL",6.6,7.9,7.9,3.6,5.7,5.8,5.1,6.2,6.2,8,63,2.1,1.392838828,2.924961538
"AVL,CHE,NEW,WOL",6.6,7.5,5.8,3.6,7.9,6.4,5.1,7.8,5.8,7.5,64,2.133333333,1.37113092,2.925079296
"CHE,MUN,WBA,WHU",6.4,6.9,6.2,6.8,6.3,9.5,6.8,4.6,4.6,6,64.1,2.136666667,1.36906294,2.925231148
"CHE,EVE,MCI,TOT",7.3,7.4,4.2,4.1,7.9,7.7,5.2,6.4,6.7,6.3,63.2,2.106666667,1.388684429,2.925495198
"BUR,LIV,MUN,TOT",8.2,7.3,5.7,6.7,5.5,6.7,7.2,5.6,4.6,8.9,66.4,2.213333333,1.321783307,2.925547053
"ARS,FUL,LIV,MCI",5.8,7.9,7.3,5,7.2,4.6,5.6,8.9,6.8,6.6,65.7,2.19,1.335872582,2.925560955
"EVE,LEE,LEI,SOU",6.3,3.6,5.7,4.9,8.4,6.7,5.7,5.7,8,4.6,59.6,1.986666667,1.472865687,2.926093166
"AVL,LEE,LEI,WOL",8.1,4.1,6.3,7.8,6.1,4.6,5.1,7.8,7,6.1,63,2.1,1.393636331,2.926636294
"BHA,FUL,LEI,MUN",8,4.5,6.9,7.9,4.5,5.4,5.8,7.2,4.7,7.4,62.3,2.076666667,1.409531049,2.927126145
"ARS,FUL,TOT,WBA",6.4,7,6.6,8,6.5,5.4,3.9,5.8,8.1,8.1,65.8,2.193333333,1.334832491,2.927732596
"CRY,EVE,NEW,SOU",6.9,5.5,5.8,4.4,9.2,6.3,5.9,5.8,7.4,4.4,61.6,2.053333333,1.426105809,2.928270594
"ARS,BUR,EVE,LIV",6.3,7,6.9,4.7,8.2,7.3,8.4,7,4.3,6.3,66.4,2.213333333,1.32346347,2.929265813
"AVL,CHE,LEE,WOL",8.6,6.8,4.6,6.1,7.3,4.6,5.6,6.1,5.8,8.3,63.8,2.126666667,1.377437234,2.929349851
"CHE,EVE,WBA,WHU",6.4,7.1,5.9,5.3,8.1,9,5.8,5.4,5.3,4.5,62.8,2.093333333,1.399841261,2.930334373
"AVL,EVE,LEI,SOU",6.3,4.3,5.4,4.9,9,6.4,5.7,8,6.5,5.3,61.8,2.06,1.42267354,2.930707491
"FUL,MUN,WBA,WHU",7.7,5.3,6.4,9.6,5.8,6.5,5.5,6.3,4.8,6,63.9,2.13,1.376347824,2.931620866
"AVL,BUR,LEI,WOL",8.1,6.8,7,5.2,4.5,5.8,5.1,8.4,4.9,7.3,63.1,2.103333333,1.393995058,2.932036272
"CHE,CRY,FUL,MCI",7.4,9.5,4.7,6.2,5.9,4.7,5.1,5.7,6.2,6.2,61.6,2.053333333,1.428441264,2.933066062
"LEE,MUN,SOU,WOL",8.2,4.6,6,4.7,6.6,5,5.7,5,6.3,8.8,60.9,2.03,1.444876004,2.933098288
"CHE,FUL,MUN,SOU",6.3,5.8,4.6,4.7,6.3,6.4,5.2,5,4.6,9.6,58.5,1.95,1.504253229,2.933293797
"CHE,LIV,NEW,TOT",5,8.5,5.6,4.6,7.3,7.3,5.7,5.7,8.4,6.3,64.4,2.146666667,1.368048082,2.936743217
"CHE,CRY,MUN,WOL",6.1,9.4,5,4.6,5,6.2,6.1,5,5,7.4,59.8,1.993333333,1.47331825,2.936814379
"EVE,FUL,LEI,WOL",6.2,4.8,6,4.8,5.1,5.3,3.6,9.5,6,5.8,57.1,1.903333333,1.54304893,2.936936463
"BUR,CRY,EVE,NEW",9.1,6,5.9,5.4,6.5,7.4,7.5,6.3,4.8,4.4,63.3,2.11,1.392080777,2.937290439
"EVE,FUL,LIV,SOU",5.8,6,5.4,4.2,8.4,4.2,4.9,8.1,6.4,6.9,60.3,2.01,1.46139203,2.937397981
"CHE,FUL,LEE,WOL",6.7,7.3,4.6,5.2,6.3,4.1,4.1,5.6,6.3,8.8,59,1.966666667,1.493690433,2.937591186
"BHA,LIV,MUN,WBA",8,5.2,8.3,7.2,5.2,4.2,7.3,7.3,5.6,6.3,64.6,2.153333333,1.364795467,2.938859572
"ARS,BUR,EVE,FUL",8.1,5.5,5.5,4.8,7.9,7,6.6,6.3,4.3,8.1,64.1,2.136666667,1.375540298,2.939071103
"BHA,CHE,EVE,SOU",6.8,5.9,5.2,3.2,8,5.8,6.2,4.6,5.2,8.1,59,1.966666667,1.495177433,2.940515618
"CRY,LEI,MCI,MUN",8.8,6,6.6,7.3,4.5,7.2,6.6,6.7,6.6,4,64.3,2.143333333,1.371981535,2.940613757
"EVE,LEE,SHU,SOU",8,3.6,4.6,5.9,7.9,6.7,6.9,6.4,7,5.1,62.1,2.07,1.420836999,2.941132588
"EVE,FUL,LEI,LIV",5.7,4.8,5.9,5.8,5.6,5.3,4.8,9.7,6.4,4.1,58.1,1.936666667,1.519100611,2.941991517
"BHA,CRY,FUL,LEI",6.9,5.7,7,8.5,4.1,3.3,6.3,6.3,6.3,5.8,60.2,2.006666667,1.466515144,2.942807055
"ARS,CHE,TOT,WBA",5.1,8,6.4,5.2,7,7.4,5.2,4.1,7.9,7.5,63.8,2.126666667,1.383875396,2.943041675
"CHE,FUL,LEE,SOU",6.3,5.8,4.6,5.3,7.5,4.7,5.2,4,6.8,8.9,59.1,1.97,1.495511804,2.946158254
"BHA,CRY,MUN,WOL",7.9,6.8,6.7,6.2,4.6,3.6,7.3,5.6,5.1,7.9,61.7,2.056666667,1.432984454,2.94717136
"BUR,LEI,SOU,WBA",5.8,7.3,8.6,5.3,4.7,6.9,5.2,6.3,8.6,5.9,64.6,2.153333333,1.368860029,2.947611928
"ARS,AVL,CRY,LIV",5.2,8,6.3,7.3,7.3,4.2,8.8,6.4,5.8,6.2,65.5,2.183333333,1.350102877,2.947724614
"BHA,MUN,NEW,TOT",8.5,4.2,6.8,7.4,5.7,6.8,6.4,5.6,6.4,8.6,66.4,2.213333333,1.331832489,2.947789242
"ARS,LEE,LIV,SHU",5.7,5.1,6,6.7,6.1,6.1,9.9,6.7,7.3,5.4,65,2.166666667,1.360555442,2.947870125
"BHA,SHU,SOU,WOL",6.2,6.7,6.7,4.1,4,4.1,6.2,6.8,6.9,8.4,60.1,2.003333333,1.471544918,2.947994985
"ARS,FUL,LEE,MCI",9.5,5.3,6.2,6.8,7.9,5.1,5.8,5.7,6.9,7.1,66.3,2.21,1.334208046,2.948599783
"ARS,LIV,TOT,WBA",4.6,8,8,6.2,6.8,5.7,5.7,5.9,9,6.3,66.2,2.206666667,1.336496248,2.949201722
"ARS,BHA,MCI,SHU",8,6.2,7.8,5.6,5.1,6.2,9.4,7.3,6.3,6.1,68,2.266666667,1.30128142,2.949571218
"NEW,SHU,WHU,WOL",6.3,6.9,7.4,6.3,6.2,9.4,7.3,7.5,7,4.3,68.6,2.286666667,1.290305735,2.950499113
"CRY,FUL,MUN,NEW",8.6,4.3,5.2,8.6,5.2,5.9,6,6.7,5.2,5.9,61.6,2.053333333,1.436972125,2.950582764
"AVL,BHA,CRY,SOU",7.5,6.4,5.8,7.4,6.4,3.8,7.9,4.7,5.8,8,63.7,2.123333333,1.389684217,2.95076282
"CHE,FUL,NEW,SOU",6.2,6.5,5.2,3.7,8.2,6.5,4.9,5.7,7.3,8.1,62.3,2.076666667,1.421306129,2.95157906
"CRY,EVE,FUL,TOT",7.5,6,4.4,9.2,5.9,4.8,4.4,5.8,5.9,6.5,60.4,2.013333333,1.466060481,2.951668435
"BHA,LEI,MCI,SOU",6.3,6.7,8.9,5.1,5.6,5.1,5.5,6.3,8.8,6.2,64.5,2.15,1.372953022,2.951848997
"EVE,LEE,WBA,WOL",8.5,4.3,6.3,5.3,6.8,5.1,4.3,7.9,7,5.3,60.8,2.026666667,1.456632341,2.952108212
"AVL,LEI,LIV,MUN",7.6,4.1,6.2,7.3,5.4,6.3,7.1,8.9,5.2,5.6,63.7,2.123333333,1.390483529,2.952460027
"BHA,FUL,LEI,SHU",7.4,5.5,6.4,8.4,3.5,5.4,6.3,7.9,6.4,5.7,62.9,2.096666667,1.408269229,2.952671151
"CRY,NEW,TOT,WOL",6.2,8.6,6.3,6.9,5.7,5.1,4.2,5.8,8.6,6.4,63.8,2.126666667,1.388684429,2.953268887
"ARS,LIV,NEW,TOT",4.6,7,7.9,5.2,8.5,6.7,6.2,5.8,8.5,6.3,66.7,2.223333333,1.328365746,2.953399842
"LEI,MCI,MUN,TOT",8.2,5.6,6.1,7.3,5.6,8.2,5,6.7,8.7,5.6,67,2.233333333,1.322455628,2.953484237
"ARS,MUN,NEW,WOL",6.2,4.8,8.4,4.2,7.3,7.8,5.8,6.7,5.2,7.5,63.9,2.13,1.386802878,2.95389013
"BUR,FUL,LEI,WOL",6.2,7.3,7,5.2,4.5,5.3,3.6,7.9,5.4,7.9,60.3,2.01,1.469731646,2.954160608
"CHE,CRY,MCI,NEW",7.3,9,6.1,4.6,6.8,7.3,6.1,5.7,7.6,4.7,65.2,2.173333333,1.359575097,2.954809878
"ARS,AVL,LEI,SHU",5.7,5.1,7.8,7.4,5.7,8,8.4,8,5.9,5.1,67.1,2.236666667,1.321993444,2.95685867
"CRY,MCI,NEW,WHU",7,8.5,7.9,7.4,7.9,7.3,7.3,5.4,7.8,4.4,70.9,2.363333333,1.251177223,2.956948838
"BUR,LEI,MUN,WOL",8.1,6.1,7.3,5.2,4.5,7.8,5.6,7.2,4.2,7.3,63.3,2.11,1.40162604,2.957430944
