COMBO,GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,GW11,GW12,GW13,GW14,GW15,SUM,AVG PER TEAM,STD DEV,AVG * STD DEV
"BHA,FUL,WHU",4.6,3.9,4.6,6,3.4,1.9,4.5,2.9,3.9,5.1,6.2,5.5,2.4,3.4,4,62.3,6.23,1.248923346,7.780792445
"BUR,CHE,LEE",6.8,4.3,3.1,2.7,3.9,4.8,5.3,2.6,2.7,5.3,3.2,4.8,3.2,5.5,3.7,61.9,6.19,1.257245667,7.782350677
"EVE,LIV,NEW",4.3,2.5,4.4,3.3,6,4.3,4,6.7,4.4,3,4.5,2.3,4.9,2.3,2.8,59.7,5.97,1.303950043,7.784581756
"CHE,LEI,MUN",3.1,2.6,3.1,3.3,3.1,7,4.1,3.6,2.6,3.8,3.1,3.6,3.6,3.8,7,57.4,5.74,1.356711711,7.787525221
"EVE,NEW,TOT",4.9,2.5,2.9,3.5,6.2,5.4,3.4,4.4,5.2,3,4.5,2.4,5.6,4,5.5,63.4,6.34,1.228510519,7.78875669
"BUR,FUL,SHU",6.1,3.8,2.8,5.4,2.2,4,4.6,4.9,2.9,4.9,4.9,6.5,3.4,3.8,3.7,63.9,6.39,1.219367518,7.791758437
"BUR,TOT,WBA",5,5.5,3.9,4.9,3.4,4.4,2.9,3.3,5.1,5.6,2.9,3.4,6.9,4.5,5.4,67.1,6.71,1.161567086,7.794115147
"BUR,LEE,NEW",8,2.3,4.3,3.9,4.4,4.8,5,3.2,3.9,3.8,3.9,3.5,3.2,4,3.7,61.9,6.19,1.260083142,7.799914647
"CHE,EVE,WBA",4.9,3.5,2.8,2.3,4.5,5,3.5,4.4,3.3,3,2.3,4.3,7.1,4,5.5,60.4,6.04,1.291989975,7.803619448
"EVE,LEE,NEW",6.6,1.8,3.3,3.5,6.7,4.8,4,4.3,4.5,3,4.5,3.5,3.3,4.1,3.8,61.7,6.17,1.266528815,7.814482786
"EVE,MUN,TOT",5.5,1.8,2.9,4.5,4.3,5.4,3.4,3.7,2.3,4.5,5.5,5.1,5.4,4.3,5.5,64.1,6.41,1.219757978,7.818648636
"AVL,LEE,LEI",6.3,2.3,3.3,7,4.3,3.3,4.3,4.3,4.5,3.1,3.3,3.8,3.1,5,2.8,60.7,6.07,1.288335951,7.820199225
"CHE,SHU,TOT",3.7,4.8,2.6,4.3,3.3,6.4,3.7,2.7,4.3,4.3,4.3,3.7,7,4.3,5.3,64.7,6.47,1.209407568,7.824866968
"BUR,CHE,EVE",5.4,4.5,2.8,2.3,3.9,6,4.3,3.2,2.4,4.5,3.2,5.8,5.4,5.5,3.9,63.1,6.31,1.240660346,7.828566786
"MCI,SHU,WOL",4.8,5.2,4.2,2.6,2.6,3.6,2.6,7.5,5,3.1,3.8,4.3,4.3,4.1,3.1,60.8,6.08,1.287781407,7.829710955
"AVL,SHU,TOT",4.9,3.3,2.7,7.6,3.3,3.9,3.9,5,4,4.3,4.5,4.4,5.5,3.3,2.8,63.4,6.34,1.235467908,7.832866538
"BHA,MCI,WOL",5.4,5.3,5.9,2.6,3.2,2.2,2.6,5.4,4.4,5.3,3.3,4.8,2.2,3.7,4.3,60.6,6.06,1.292726907,7.833925059
"BHA,LIV,WOL",3.1,5.9,5.9,2.6,3.2,2.2,3.6,5.4,4.4,5.3,5.4,2.6,4.3,2.7,3.8,60.4,6.04,1.297506767,7.836940871
"NEW,SHU,WOL",4.8,3.3,4.3,2.8,2.6,4.9,2.8,6.5,5,2.8,5,2.3,5.5,2.8,4.8,60.2,6.02,1.303219457,7.845381129
"AVL,BUR,SOU",6.4,4.5,3.9,2.8,5,3.4,4.4,3.3,2.4,6.6,3.4,4.9,3.9,4.5,2.4,61.8,6.18,1.269533098,7.845714543
"ARS,FUL,WHU",2.9,4.5,4.6,5,5.6,4,5.1,2.4,3.9,4.5,7.2,3.9,2.5,4.4,4,64.5,6.45,1.216552506,7.846763664
"CHE,MCI,SOU",3.2,6.4,3.7,1.7,5.4,4.2,3.7,2.7,5.2,4.8,2.1,3.7,4.3,5.3,2.7,59.1,5.91,1.329769045,7.858935059
"CHE,NEW,SOU",3.2,4.5,3.7,1.7,6.2,5.5,3.9,2.7,5.3,4.5,3.2,2.4,5.5,3.5,4.9,60.7,6.07,1.294971961,7.860479806
"AVL,BHA,WHU",5.1,3.4,4.6,6,5,2.4,6,2.9,3.4,4.5,4,5.5,2.4,2.9,2.5,60.6,6.06,1.297139711,7.860666646
"LIV,NEW,WHU",2.8,5.1,6,3.8,5.9,4.9,4.8,4,4.9,3,4.9,2.3,3,2.3,2.3,60,6,1.310397977,7.86238786
"LEE,MCI,WOL",6.8,4.2,4.7,2.6,4.7,3.1,2.6,4.8,5.5,4.1,4.8,3.8,2.1,5.1,3.1,62,6.2,1.268670095,7.865754588
"LEI,WHU,WOL",2.8,5.4,6.1,3.3,3.1,4.8,2.6,4,4.5,2.3,5.5,2.6,2.8,5.8,4.5,60.1,6.01,1.309016352,7.867188275
"BUR,CRY,FUL",5.6,5.5,3.4,5.5,2.8,2.4,4.5,3.3,2.9,5,3.3,6.5,3.4,5,3.8,62.9,6.29,1.252122008,7.875847433
"CRY,SOU,WBA",3.9,5.5,4.3,3.9,3.4,3.3,3.4,2.8,5.9,2.9,2.4,3.4,6.5,6,3.3,60.9,6.09,1.293831519,7.879433952
"SHU,SOU,WOL",3.2,4.8,3.7,1.7,2.6,3.2,2.7,4.9,5,4.8,4.9,2.7,7,4.1,3.2,58.5,5.85,1.346954236,7.879682281
"ARS,BHA,SHU",4.4,3.7,4.9,3.8,2.2,3.9,7.6,3.3,3.8,4.3,5.5,4.9,3.9,3.2,4.8,64.2,6.42,1.227773827,7.882307972
"CHE,LEE,WHU",3.3,4.4,3.1,4.4,5.5,5.8,5.3,2.3,3.8,3.8,5,4.3,2.3,6.5,3.3,63.1,6.31,1.249266451,7.882871309
"ARS,BUR,CRY",3.9,6,4.4,3.3,2.8,4.4,7.1,2.8,2.8,4.4,3.3,4.9,4.4,5.4,3.8,63.7,6.37,1.238009155,7.886118314
"LIV,TOT,WHU",2.8,6.6,4.3,5.4,4.8,3.7,4.2,2.4,4.9,3.3,5.9,2.7,3.9,4.3,2.3,61.5,6.15,1.282297046,7.886126833
"CHE,MUN,WHU",3.3,4.4,3.1,3.8,4.3,7.5,5.3,2.3,2.6,4.5,4.3,4.3,2.8,3.8,5,61.3,6.13,1.286671601,7.887296916
"LIV,NEW,SOU",2.7,4.5,5.3,2.7,6,3.2,3.9,4.4,6.4,3.3,3.9,2.3,4.9,2.3,2.2,58,5.8,1.361546739,7.896971089
"BUR,CRY,WOL",4.3,7.6,4.4,2.7,2.8,2.7,4.3,3.3,3.3,4.9,3.3,4.3,4.9,5.3,3.8,61.9,6.19,1.275856388,7.897551044
"BHA,LIV,WHU",2.8,5.5,6,4.2,3.7,2.2,6.3,2.9,3.9,3.3,5.4,3.3,2.4,2.7,2.3,56.9,5.69,1.388970156,7.90324019
"CHE,CRY,MCI",4.3,7.5,3.2,2.6,3.9,3.7,4.1,2.7,4.2,3.2,2.1,5.3,3.8,5.3,3.2,59.1,5.91,1.337268004,7.903253903
"MCI,SOU,WBA",4.5,5.5,5.3,2.7,4.9,3.9,3.3,4.5,6.9,3.3,1.8,3.4,4.3,4.3,2.7,61.3,6.13,1.289998154,7.907688686
"FUL,LIV,SHU",4.3,3.8,2.8,5.3,2.8,2.3,3.8,7,4.5,3.1,5.9,4.3,4.4,3.1,2.6,60,6,1.318007154,7.908042922
"SHU,SOU,TOT",3.3,4.8,2.7,4.4,3.3,4.3,3.3,2.8,6,4.9,4.9,2.8,7,4.8,3.2,62.5,6.25,1.26528747,7.908046686
"LEE,LEI,NEW",4.3,2.3,5.4,4.5,4.3,5.3,3.8,4.3,6.7,2.3,3.8,2.3,3.1,4.5,5.3,62.2,6.22,1.271594425,7.909317322
"LEI,SOU,WOL",2.7,4.8,5.4,1.7,3.1,3.2,2.6,4.4,6,4.3,3.7,2.6,5.3,5.8,4.4,60,6,1.319631983,7.9177919
"MUN,TOT,WHU",3.4,3.8,3.2,6.6,4.3,5.9,4.4,2.4,2.8,4.5,6,3.4,2.8,4.3,5,62.8,6.28,1.261442862,7.921861176
"NEW,SOU,WOL",3.2,4.5,5.4,1.7,5.5,3.2,2.7,4.4,6,5,3.9,2.3,5.5,3.3,4.4,61,6.1,1.298717316,7.922175627
"EVE,LEI,MUN",4.9,1.8,3.3,4,3.1,6.5,3.8,5.3,2.3,2.3,4.3,5,3.6,4.4,5.5,60.1,6.01,1.319343271,7.929253059
"ARS,AVL,BUR",6.4,4,4,3.3,5,4.5,6.1,3.3,2.4,6,3.4,5.4,3.9,3.9,2.9,64.5,6.45,1.229401713,7.929641048
"BUR,EVE,WHU",5.1,4.5,4,3.4,5,6,5.6,2.9,2.4,3,4.4,5.5,2.9,6.1,3.4,64.2,6.42,1.235313725,7.930714117
"CRY,EVE,MCI",6.1,4.4,3.4,3.3,4.3,3.7,3.8,5.1,3.9,2.9,2.2,6.7,3.8,5.9,3.2,62.7,6.27,1.265023998,7.931700464
"EVE,NEW,WOL",4.8,2.5,4.5,2.3,5.5,4.3,2.8,6.5,4,3,4.5,2.3,5.5,3.3,5,60.8,6.08,1.306503877,7.943543573
"LEE,LIV,MCI",6.3,4.2,4.7,3.6,5.2,3.1,4.6,5.8,5.9,3.6,3.7,3.8,2.1,4.1,2.1,62.8,6.28,1.265964718,7.950258428
"ARS,LEE,SHU",4.4,2.6,3.1,4.9,3.8,4.8,7.1,2.7,4.4,3.6,6.5,4.4,3.8,4.2,3.6,63.9,6.39,1.244301296,7.951085279
"CHE,EVE,WOL",3.6,5.5,2.8,1.6,4.3,4.3,2.8,4.8,3.3,4.5,3.8,3.6,7,4.8,5,61.7,6.17,1.288890257,7.952452887
"ARS,BHA,SOU",2.8,4.4,6,2.3,5.5,2.8,5.4,2.8,3.8,6.6,4.4,3.3,3.9,3.8,4.4,62.2,6.22,1.279434399,7.958081961
"LIV,MUN,SHU",4.3,2.6,3.1,4.8,2.6,4.8,5.8,6.3,3.3,3.1,5.9,4.3,4.7,2.6,2.6,60.8,6.08,1.3092346,7.960146369
"ARS,BHA,LEE",5,2.7,5.4,3.8,4.4,2.7,6.5,2.7,3.8,5.3,6,4.4,2.7,3.8,4.8,64,6.4,1.244224754,7.963038425
"EVE,LEI,TOT",3.2,2.8,2.9,4,3.8,5.4,3.2,4.4,6,2.3,4.3,2.7,5.4,6.1,5.5,62,6.2,1.284893918,7.966342293
"AVL,CHE,EVE",5.4,2.5,2.8,2.3,6.1,4.5,4.3,4.9,3,4.5,2.8,5.9,5.5,4,3,61.5,6.15,1.295596939,7.967921175
"CRY,MCI,TOT",4.4,6.4,3.3,5.9,3.9,3.7,3.2,2.8,5.8,3.2,2.2,4.4,3.8,5.8,3.2,62,6.2,1.285449708,7.969788191
"ARS,FUL,LEE",4.5,2.8,3.3,5,5,2.8,4,2.7,3.9,5.3,7.5,4.4,2.8,4.4,4.3,62.7,6.27,1.271219887,7.970548689
"ARS,EVE,WOL",3.2,3.5,4.5,2.2,6.3,4.3,2.8,4.9,3.4,4.5,6,3.2,6,4.7,5,64.5,6.45,1.236354087,7.974483861
"EVE,MUN,WOL",5.4,1.8,3.3,2.3,3.6,4.3,2.8,5.8,2.3,4.5,5.5,5,5.3,3.6,5,60.5,6.05,1.3183684,7.97612882
"CHE,FUL,MUN",4.9,2.8,2.8,3.8,3.8,4.5,3.3,3.6,2.6,6,4.3,6.8,3.3,3.3,6,61.8,6.18,1.290736224,7.976749864
"FUL,WBA,WOL",4.9,4.5,4.5,3.8,3.8,2.3,1.8,6.1,4.5,5,6,3.3,5,3.5,5.5,64.5,6.45,1.236931688,7.978209386
"AVL,LEI,MCI",6.3,3.3,4.4,4.3,4.2,3.8,3.6,6.6,4.9,2.6,2.3,4.9,2.6,4.3,2.3,60.4,6.04,1.320966457,7.978637401
"CRY,EVE,MUN",6.1,1.8,3.3,4.5,3.2,4.4,5,3.7,2.3,2.9,3.9,6.7,4.8,4.4,3.9,60.9,6.09,1.310288954,7.97965973
"BUR,MUN,SOU",6.4,3.8,4.2,2.8,3.2,4.9,4.9,3.3,1.7,6.6,3.8,4.9,3.7,4.3,3.3,61.8,6.18,1.29239534,7.9870032
"ARS,BHA,WBA",4.5,4.4,7.3,3.8,3.4,2.9,5,3.3,3.8,4.5,3.5,3.9,3.9,2.9,6.6,63.7,6.37,1.254060073,7.988362665
"BUR,CRY,TOT",4.4,6.5,3.3,6,2.8,3.8,4.9,2.8,3.3,5.5,3.3,4.4,4.9,6,3.8,65.7,6.57,1.216082704,7.989663365
"CRY,SHU,SOU",3.9,4.8,3.2,4.4,2.2,3.3,5.4,2.8,4.9,2.7,3.3,4.4,6.5,6.3,3.2,61.3,6.13,1.303767435,7.992094375
"CHE,LEE,MCI",6.8,4.2,3.1,2.6,5.4,4.1,4.1,2.6,4.8,4.1,2.1,4.8,2.1,5.3,3.1,59.2,5.92,1.351119465,7.998627235
"ARS,LIV,SHU",2.7,4.3,4.2,3.2,3.1,4.3,6.9,5.4,4.4,3.1,5.9,3.2,5.4,3.1,2.6,61.8,6.18,1.294604187,8.000653873
"MCI,WBA,WHU",4.6,5.9,6,4.8,4.9,4.3,3.3,4.1,5.4,3,1.8,4,1.8,4.3,2.8,61,6.1,1.312395121,8.005610235
"BHA,SOU,TOT",3.3,4.9,3.8,3.3,3.9,2.8,3.3,2.8,5.4,7.7,4.4,2.8,4.9,4.4,4.4,62.1,6.21,1.28996124,8.010659299
"LIV,MCI,MUN",6.3,4.2,4.7,3.6,4.1,3.6,4.6,6.8,3.7,3.6,3.7,5.3,2.6,2.6,2.1,61.5,6.15,1.302744356,8.01187779
"CHE,MUN,WOL",3.6,5.3,3.1,1.6,3.6,4.8,3.1,3.6,2.6,6,4.3,3.6,5.3,3.6,6.5,60.6,6.06,1.322227558,8.012699
"EVE,LEE,TOT",5.5,1.8,2.9,5.6,5.5,4.2,3.4,2.7,4.5,3.8,5.5,3.9,4.9,6.1,3.8,64.1,6.41,1.250409457,8.015124618
"ARS,MCI,NEW",4.4,4,6.5,3.2,6.6,5.3,3.8,4.4,5.3,3.3,2.8,2.9,2.8,3.4,4.9,63.6,6.36,1.261405112,8.022536514
"FUL,SHU,TOT",4.9,3.8,2.7,7.1,2.8,3.4,2.4,4.4,4.5,4.9,6,4.4,5,3.8,4.3,64.4,6.44,1.245831143,8.023152564
"ARS,CHE,CRY",3.2,6.6,3.2,2.2,3.9,4.4,5.8,2.7,3.7,4.4,2.7,4.2,5.5,4.9,5.4,62.8,6.28,1.277758454,8.024323091
"ARS,LEE,NEW",4.4,2.3,5.4,3.4,6.7,4.8,5,2.7,4.9,3.8,5.5,2.9,3.3,3.4,5.4,63.9,6.39,1.256298418,8.027746889
"AVL,LIV,WOL",3.1,5.5,4.4,2.6,4.1,2.6,3.3,7.1,4,4.8,4.4,2.6,4.9,2.8,1.8,58,5.8,1.38443731,8.029736401
"CHE,TOT,WHU",3.3,6.6,2.7,4.4,5,6.4,3.7,2.3,3.8,4.5,4.3,3.4,4.5,5.5,5,65.4,6.54,1.228704312,8.035726199
"AVL,CHE,LEE",6.8,2.3,2.8,5.3,5.5,3.3,4.8,2.6,3.3,5.3,2.8,4.8,3.3,4,2.8,59.7,5.97,1.346529932,8.038783693
"LIV,NEW,SHU",4.3,3.3,4.2,3.8,3.1,4.9,4.8,7,5.4,2.8,4.9,2.3,4.9,2.3,2.6,60.6,6.06,1.327080577,8.042108295
"EVE,SHU,TOT",4.9,2.8,2.7,5,3.3,5.4,3.4,5.1,4,2.8,5.5,4.4,7.1,4.8,3.8,65,6.5,1.237316605,8.042557932
"ARS,BHA,TOT",3.3,4.4,5,3.8,3.9,3.3,4.9,2.8,3.8,7.1,5.5,3.3,3.9,3.8,6.5,65.3,6.53,1.232226015,8.046435879
"ARS,LEE,WOL",3.2,3.3,4.8,2.2,4.8,3.1,3.8,2.7,4.4,5.3,7.5,3.2,3.8,4.7,4.8,61.6,6.16,1.307378329,8.053450507
"LEI,MUN,TOT",3.2,2.6,3.2,5.5,3.1,5.9,3.2,3.7,5.3,3.8,4.8,2.7,3.6,4.3,7,61.9,6.19,1.301354606,8.055385009
"ARS,BUR,WOL",3.2,6,5.5,2.2,3.2,4.3,4.4,3.3,2.8,6.5,5.4,3.2,4.4,4.7,4.9,64,6.4,1.259062387,8.057999279
"CRY,WBA,WHU",4,6.1,5,6.6,3.4,3.4,5,2.4,4.4,2.9,2.4,4,4,5.7,3.4,62.7,6.27,1.285746031,8.061627617
"ARS,LEI,LIV",2.6,4.3,7.9,3.2,3.6,4.3,4.6,4.4,4.8,2.6,4.7,2.6,4.3,3.7,4.3,61.9,6.19,1.3024519,8.062177262
"LIV,SHU,TOT",3.2,4.8,2.7,5.3,3.1,3.7,4.2,5.4,5.4,3.1,5.9,2.7,6.4,3.1,2.6,61.6,6.16,1.309016352,8.063540728
"CHE,SHU,WBA",4.8,4.3,2.6,3.8,2.8,6,3.8,4.4,4.3,2.8,2.3,4.3,7,3.3,5.3,61.8,6.18,1.305045155,8.065179059
"BHA,WBA,WOL",4.9,4.4,6.6,3.2,3.2,2.2,2.3,5,4.4,5,3.5,3.3,4.9,2.9,6,61.8,6.18,1.305045155,8.065179059
"BHA,NEW,WOL",4.8,3.4,6.6,2.8,3.2,2.2,2.8,4.9,4.4,5,4.5,2.3,3.4,2.4,6,58.7,5.87,1.37418374,8.066458556
"AVL,SOU,TOT",3.3,4.5,2.9,5,6.1,3.4,3.3,2.8,5,6.6,3.4,2.8,5.5,4.5,2.4,61.5,6.15,1.312576528,8.07234565
"LEE,LEI,SOU",2.7,2.6,4.2,3.4,4.3,3.7,3.7,2.7,6.5,3.1,3.7,2.7,3.1,7.5,3.2,57.1,5.71,1.413944163,8.073621169
"BUR,LEI,MCI",6.3,5.2,5.4,3.7,2.7,5.3,3.6,4.9,4.3,2.6,2.6,4.8,2.6,5.8,3.2,63,6.3,1.282297046,8.07847139
"ARS,EVE,MCI",5,3.5,4.4,2.9,7.4,5.3,3.8,5.1,3.4,3.3,3.3,5.6,3.3,5.2,3.3,64.8,6.48,1.250828297,8.105367365
"LEI,LIV,SHU",2.6,3.6,4.2,4.3,2.1,4.8,4.6,7,5.4,2.1,4.7,2.6,4.7,3.1,2.6,58.4,5.84,1.387941264,8.105576982
"CRY,LEE,WBA",5.6,3.3,3.7,7.1,3.4,3.2,4.5,2.7,5.4,2.9,2.4,4.5,4.3,5.5,3.7,62.2,6.22,1.303219457,8.106025021
"FUL,LEI,TOT",3.2,3.8,2.9,6.1,3.3,3.4,2.4,4.4,6.5,4.4,4.8,2.7,3.3,5,6,62.2,6.22,1.303219457,8.106025021
"EVE,MCI,SOU",5,4,3.9,2.4,7,4.2,3.7,5.1,4.9,3.3,2.7,5.1,4.3,5.9,2.7,64.2,6.42,1.26276341,8.106941089
"CHE,SOU,WBA",3.2,5.5,3.7,1.7,4.5,3.9,3.4,2.7,5.3,4.5,2.3,3.4,7,4,4.9,60,6,1.351718483,8.110310898
"BHA,SOU,WOL",3.2,4.9,5.4,1.7,3.2,2.2,2.7,3.3,4.4,7.1,4.4,2.7,4.9,3.7,4.4,58.2,5.82,1.394478909,8.115867252
"CHE,LIV,TOT",3.1,7,2.7,2.6,4.8,3.7,3.7,2.7,4.7,4.8,4.2,2.7,6.4,3.8,4.3,61.2,6.12,1.326219116,8.116460988
"ARS,BHA,FUL",4.5,3.9,5.1,3.8,3.4,1.9,4.5,3.3,3.8,6.6,6,5.4,2.9,3.4,5.5,64,6.4,1.268670095,8.119488607
"EVE,NEW,WHU",4.5,2.5,4.6,3.5,7.3,6.6,4,4,3.5,3,4.5,3,3,4.1,3.5,61.6,6.16,1.318801765,8.123818872
"ARS,MUN,WOL",3.2,3.3,4.8,2.2,3.6,4.3,3.8,3.7,2.7,6,6.5,3.2,4.3,3.6,6.5,61.7,6.17,1.3168505,8.124967582
"BHA,MCI,NEW",6.6,3.4,6.5,3.8,4.3,3.2,3.8,4.9,5.3,3.3,2.8,4.5,2.2,2.4,4.3,61.3,6.13,1.326578126,8.131923911
"LEI,MUN,WHU",2.8,2.6,4.9,5.5,3.1,7,4.8,3.3,2.8,2.3,4.8,3.3,2.8,4.8,5,59.8,5.98,1.361126984,8.139539365
"FUL,MUN,NEW",6.1,2.3,3.3,5,3.8,4.5,3,5.3,2.8,4.5,5,5.5,3.3,2.3,6,62.7,6.27,1.298460627,8.141348132
"CRY,MCI,SHU",5.5,5.2,3.2,5.3,2.2,3.7,5.3,5.4,4.9,2.7,2.2,6,3.8,4.6,3.1,63.1,6.31,1.290330338,8.141984432
"BHA,LIV,MCI",4.9,5.3,5.8,3.6,3.7,2.2,4.6,6.4,4.8,3.6,3.3,4.8,2.2,2.7,2.1,60,6,1.358044813,8.148268878
"CHE,LIV,MCI",3.1,7.4,4.2,2.6,4.8,3.6,4.1,5.8,4.7,3.6,2.1,3.6,3.7,3.8,2.1,59.2,5.92,1.376780233,8.150538978
"BHA,FUL,WBA",6.2,3.9,5.1,5.4,3.4,1.9,2.5,4.9,3.9,5.1,3.5,5.5,2.9,2.9,5.5,62.6,6.26,1.303548271,8.160212177
"BUR,CRY,LIV",3.8,7.5,4.4,3.7,2.8,2.7,6.3,3.3,3.3,3.2,3.3,4.3,4.8,4.3,2.7,60.4,6.04,1.351436625,8.162677217
"BUR,WHU,WOL",3.3,7.1,5.5,2.7,3.2,4.3,4.4,2.9,2.9,5,5.6,3.3,2.9,5.3,3.4,61.8,6.18,1.321362933,8.166022924
"CRY,LEI,WBA",3.8,4.3,5.6,5.5,2.7,3.4,3.3,4.4,6.6,2.2,2.4,3.3,4.8,5,5.4,62.7,6.27,1.303950043,8.175766769
"AVL,MUN,WOL",6.8,2.3,3.3,3.8,3.6,2.8,3.3,5.8,2.3,6,4.5,4.9,3.8,2.8,4,60,6,1.363294329,8.179765976
"BUR,LEE,SOU",6.4,3.8,4.2,2.8,4.4,3.7,4.9,2.7,3.9,5.9,3.8,3.9,3.2,7,3.2,63.8,6.38,1.282222772,8.180581288
"CRY,MCI,WOL",4.3,7.5,4.8,2.6,3.2,2.7,2.6,4.9,4.9,3.2,2.2,4.3,3.8,5.1,3.2,59.3,5.93,1.380407117,8.185814206
"EVE,LEI,MCI",4.9,2.8,4.4,3.3,4.2,5.3,3.6,6.7,4.9,2.3,2.6,5,2.6,5.9,3.3,61.8,6.18,1.325141502,8.189374482
"MUN,TOT,WOL",3.7,3.8,3.2,3.8,3.6,3.7,2.2,3.7,3.3,6.5,6,2.7,5.3,3.6,6.5,61.6,6.16,1.329589983,8.190274297
"ARS,AVL,MCI",6.4,4,4.4,3.2,6.5,3.8,4.3,5,3.4,4.8,2.3,5.5,2.8,3.9,2.3,62.6,6.26,1.308470572,8.191025781
"CRY,WBA,WOL",4.3,6.6,4.9,3.8,3.2,2.7,2.3,4.5,4.9,2.9,2.4,3.3,6.5,3.8,4.9,61,6.1,1.343591491,8.195908096
"CHE,LEI,SHU",3.1,3.6,2.6,3.3,2.1,7.5,4.1,4.3,4.3,2.1,3.1,3.6,5.3,4.3,5.3,58.6,5.86,1.398706886,8.196422351
"CHE,MUN,TOT",3.7,3.8,2.7,3.8,4.3,5.9,3.7,2.7,2.6,6,4.3,3.7,5.3,3.8,7,63.3,6.33,1.29515581,8.198336275
"ARS,BUR,TOT",3.3,5.5,3.9,3.3,3.9,5.4,5,2.8,2.8,7.1,4.9,3.3,4.4,5.4,5.4,66.4,6.64,1.234889623,8.199667097
"ARS,BUR,LEE",6.4,3.3,4.3,3.3,4.4,4.8,6.6,2.7,2.8,5.3,5.4,4.4,3.2,5.4,3.7,66,6.6,1.242692928,8.201773327
"ARS,AVL,SOU",2.8,4,3.9,2.3,7.7,3.4,4.4,2.8,3.4,6,3.4,3.3,4.5,3.9,2.4,58.2,5.82,1.409255122,8.201864812
"CHE,LIV,WHU",2.8,7.6,4.2,2.6,4.8,5.3,5.1,2.3,3.8,3.3,4.2,3.3,3.9,3.8,2.3,59.3,5.93,1.383508308,8.204204266
"CHE,NEW,WOL",3.6,6,4.3,1.6,4.3,4.9,2.8,4.3,4.3,4.5,3.3,2.3,5.5,3.3,6.5,61.5,6.15,1.33630621,8.218283189
"BUR,LEI,MUN",6.3,2.6,4.3,4.4,2.7,6.5,4.8,4.2,1.7,3.8,3.7,4.8,3.6,4.3,5.4,63.1,6.31,1.3024519,8.21847149
"CHE,NEW,SHU",4.8,3.3,2.6,2.8,3.3,7.6,4.3,4.3,4.3,2.8,3.3,3.3,5.5,2.8,5.3,60.3,6.03,1.363922914,8.224455169
"NEW,TOT,WOL",3.7,4.5,4.4,2.8,4.3,3.7,2.2,4.4,6.2,5,5,2.3,5.5,3.3,6.5,63.8,6.38,1.289444325,8.226654792
"NEW,TOT,WHU",3.4,4.5,4.5,5.6,6.1,6,3.4,2.4,5.7,3,5,2.4,3,4,5,64,6.4,1.285449708,8.226878133
"ARS,CRY,SHU",3.9,4.3,3.2,4.9,2.2,4.4,7.6,2.8,4.3,2.7,4.4,4.9,5.5,4.2,3.7,63,6.3,1.306029971,8.227988819
"FUL,LEI,WOL",3.1,3.8,4.5,3.3,3.1,2.3,1.8,6,4.5,4.3,6.8,2.6,3.3,4.3,5.5,59.2,5.92,1.390203822,8.230006626
"CHE,EVE,TOT",3.7,4,2.7,2.3,5,5.4,3.4,2.7,3.3,4.5,3.8,3.7,7.1,5.5,5.5,62.6,6.26,1.315004979,8.23193117
"MCI,WHU,WOL",3.3,7,5.9,2.6,4.7,3.6,2.6,4.5,4.5,3.3,4.5,3.3,1.8,5.1,2.8,59.5,5.95,1.385468805,8.24353939
"AVL,EVE,WHU",5.1,2.5,3,5.1,7.2,4.5,4.5,4.6,3,3,4,5.6,3,4.6,2.5,62.2,6.22,1.326039574,8.247966152
"EVE,LEE,SHU",6.6,1.8,2.8,5,3.8,4.8,5,5,4,2.8,5.5,5.5,4.8,4.9,3.6,65.9,6.59,1.252122008,8.251484035
"LIV,SOU,WBA",2.7,5.5,5.3,2.7,4.3,3.2,3.4,4.5,6.4,3.3,2.9,2.7,6.4,2.8,2.2,58.3,5.83,1.415660707,8.253301923
"MCI,MUN,WHU",6.5,4.2,4.7,4.8,4.7,5.8,4.8,3.3,2.8,3.3,3.8,6,1.8,4.1,2.8,63.4,6.34,1.303000201,8.261021274
"ARS,CRY,LEI",2.7,4.3,6.9,3.9,2.7,4.4,5.3,2.8,4.3,2.2,3.2,3.2,4.3,5.9,5.4,61.5,6.15,1.344300137,8.26744584
"MCI,NEW,WOL",4.8,4.9,5.9,2.6,4.7,3.6,2.6,6.5,5.9,3.3,2.8,2.3,2.8,3.3,4.3,60.3,6.03,1.371235105,8.268547686
"AVL,BHA,TOT",5.5,3.4,2.9,6.5,3.9,2.4,3.9,3.3,3.4,7.1,4,4.9,3.4,2.9,4,61.5,6.15,1.345362405,8.273978789
"ARS,LEE,LEI",2.7,2.6,6.8,3.9,4.3,4.8,4.8,2.7,4.9,3.1,5.3,3.2,3.1,5.9,5.3,63.4,6.34,1.305191101,8.274911579
"BUR,MUN,WOL",6.8,4.3,4.3,2.7,3.2,4.3,3.8,4.2,1.7,6.5,4.9,4.8,3.7,3.6,4.9,63.7,6.37,1.299926738,8.28053332
"BHA,MUN,WHU",5.1,2.7,4.9,5.4,3.2,4.4,6.5,2.9,2.7,4.5,5.5,5.5,2.4,2.7,4.5,62.9,6.29,1.317718085,8.288446757
"ARS,EVE,SHU",4.4,2.8,2.8,2.9,5.3,6,6.1,5.1,3.4,2.8,5.5,4.9,6,4.2,3.8,66,6.6,1.256412125,8.292320027
