COMBO,GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,GW11,GW12,GW13,GW14,GW15,SUM,AVERAGE PER TEAM,STD DEV,AVG * STD DEV
"ARS,AVL,FUL,LIV",2.7,3.5,3,3.2,4.3,2.3,3.5,4.4,3.4,4.8,4.4,3.2,3.5,2.8,1.8,50.8,1.693333333,0.830547725,1.406394148
"BHA,CRY,LEI,LIV",2.6,3.7,4.8,4.2,2.7,2.2,4.6,3.3,4.3,2.2,3.2,2.6,3.2,2.7,2.7,49,1.633333333,0.861615316,1.407305016
"CHE,LEE,LIV,MUN",3.1,1.6,3.1,2.6,4.1,3.1,5.1,2.6,2.6,4.1,4.2,3.6,3.1,2.6,2.6,48.1,1.603333333,0.877876225,1.407528214
"FUL,LEI,NEW,SOU",2.7,3.3,3.9,2.9,3.3,2.9,2.8,4.4,5.5,2.3,3.7,2.3,3.3,3,3.9,50.2,1.673333333,0.841653701,1.408367193
"BUR,EVE,FUL,LIV",4.4,3,3,3.3,3.4,2.3,3,4.9,2.4,3.3,4.4,4.8,3.4,3.3,2.7,51.6,1.72,0.819233091,1.409080916
"EVE,FUL,LEI,TOT",3.2,2.8,2.9,4,3.3,3.4,2.4,4.4,3.5,2.3,4.3,2.7,3.3,5,4.5,52,1.733333333,0.812989779,1.409182284
"ARS,MCI,SHU,WBA",4.4,4.3,4.2,3.2,2.8,4.3,3.3,4.5,4.4,2.8,1.8,3.9,3.3,3.3,3.1,53.6,1.786666667,0.788730143,1.409197855
"ARS,CRY,EVE,MCI",3.9,3.5,3.4,2.9,4.3,3.7,3.8,2.8,3.4,2.9,2.2,4.9,3.3,5.2,3.2,53.4,1.78,0.791743104,1.409302725
"BHA,FUL,LIV,WBA",4.4,3.9,4.4,4.2,3.4,1.9,2.5,4.9,3.9,3.3,3.5,3.3,2.9,2.7,3.3,52.5,1.75,0.805339325,1.409343819
"AVL,LEI,WBA,WHU",2.8,3.3,4.6,5.5,3.3,3.5,3.3,4,3.5,2.3,2.5,3.3,2.8,3,2.5,50.2,1.673333333,0.842501943,1.409786584
"FUL,LEE,LEI,LIV",2.6,2.6,3.3,4.3,3.3,2.3,2.8,4.3,4.9,2.6,4.7,2.6,2.8,3.3,2.6,49,1.633333333,0.86409876,1.411361308
"AVL,LEI,MCI,SOU",2.7,3.3,3.9,2.7,4.2,3.4,3.6,4.4,4.9,2.6,2.3,2.7,2.6,4.3,2.3,49.9,1.663333333,0.848920884,1.412038403
"FUL,LIV,SHU,SOU",2.7,3.8,2.8,2.7,2.8,2.3,2.9,4.4,4.5,3.1,4.8,2.7,4.4,3.1,2.2,49.2,1.64,0.861228359,1.412414508
"BHA,CRY,LIV,NEW",3.8,3.4,4.8,3.8,2.8,2.2,4.8,3.3,4.3,2.9,3.4,2.3,3.4,2.3,2.7,50.2,1.673333333,0.84419587,1.412621089
"FUL,LEE,LIV,SOU",2.7,2.8,3.3,2.7,4.3,2.3,2.9,2.7,4.9,4.1,4.8,2.7,2.8,3.3,2.2,48.5,1.616666667,0.873961969,1.412905184
"FUL,LEI,SOU,WBA",2.7,3.8,3.9,3.4,3.3,2.9,2.5,4.4,5.5,2.3,2.8,2.7,3.3,3.5,3.9,50.9,1.696666667,0.832780769,1.412951372
"CHE,EVE,LIV,MUN",3.1,1.8,2.8,2.3,4.1,4.3,4.3,3.6,2.3,3.3,3.8,3.6,4.7,2.6,2.8,49.4,1.646666667,0.85812642,1.413048171
"FUL,MCI,NEW,WHU",4.5,3.5,4.4,3.8,4.9,3.3,2.8,4,4,3,2.8,3,1.8,3,2.8,51.6,1.72,0.821844615,1.413572738
"FUL,LEI,LIV,MUN",2.6,2.6,3.3,4.3,3.1,2.3,2.8,5.3,2.8,2.6,4.7,2.6,3.3,2.6,3.3,48.2,1.606666667,0.879826823,1.413588429
"BHA,CHE,LEE,TOT",3.7,2.7,2.7,3.2,3.9,2.7,3.7,2.6,3.7,5.3,3.8,3.7,2.7,3.9,4.8,53.1,1.77,0.798927853,1.4141023
"CRY,FUL,LEE,LIV",3.8,2.8,3.3,5.4,3.4,2.3,3.8,2.7,4.4,3.2,4.3,3.8,2.8,3.3,2.6,51.9,1.73,0.81748744,1.414253271
"BUR,NEW,TOT,WHU",3.4,4.5,3.9,3.9,3.9,5.4,3.4,2.4,2.9,3,3.9,2.4,2.9,4,3.4,53.3,1.776666667,0.796300972,1.414761394
"ARS,FUL,LEI,SHU",2.7,3.6,2.8,3.9,2.1,4,2.8,4.4,3.9,2.1,4.8,3.2,3.3,3.8,4.3,51.7,1.723333333,0.821033031,1.41491359
"CHE,CRY,NEW,WHU",3.3,5.1,3.2,2.8,3.9,5,4.3,2.3,3.8,2.9,2.7,3,3,3.5,3.4,52.2,1.74,0.813458226,1.415417314
"ARS,BUR,EVE,WOL",3.2,3.5,4,2.2,3.2,4.3,2.8,3.3,2.4,4.5,4.4,3.2,4.4,4.7,3.9,54,1.8,0.78649312,1.415687617
"FUL,LEE,LEI,SOU",2.7,2.6,3.3,3.4,3.3,2.8,2.8,2.7,5,3.1,3.7,2.7,2.8,5.5,3.2,49.6,1.653333333,0.856460045,1.416013942
"ARS,AVL,MUN,WBA",4.5,2.3,3.3,4.4,3.8,3.5,4,3.7,2.3,4.5,2.5,3.9,3.8,2.8,4.5,53.8,1.793333333,0.789996986,1.416727928
"BHA,BUR,SOU,WBA",4.5,4.4,4.9,2.8,2.8,2.8,3.4,3.3,2.8,5.1,2.9,3.4,3.3,2.9,3.3,52.6,1.753333333,0.808408195,1.417409035
"BHA,FUL,NEW,SOU",4.4,3.4,3.9,2.9,3.4,1.9,2.9,3.3,3.9,5.1,3.9,2.4,2.9,2.4,3.9,50.6,1.686666667,0.840464724,1.417583835
"BUR,LIV,MUN,TOT",3.2,3.8,3.2,3.7,3.2,3.7,4.2,3.3,1.7,4.8,4.8,2.7,3.7,2.6,2.7,51.3,1.71,0.829113123,1.417783441
"ARS,CRY,EVE,WOL",3.2,3.5,3.4,2.2,3.2,2.7,2.8,2.8,3.4,2.9,3.9,3.2,5.5,4.7,3.9,51.3,1.71,0.829113123,1.417783441
"AVL,BUR,CRY,NEW",5.5,3,3.4,3.9,2.8,2.9,4.5,3.3,2.4,2.9,2.9,4,3.9,2.5,2.9,50.8,1.693333333,0.837399603,1.417996661
"BHA,LIV,MUN,SOU",2.7,2.7,4.2,2.7,3.2,2.2,4.7,3.3,2.7,4.8,4.4,2.7,3.2,2.6,2.2,48.3,1.61,0.880908622,1.418262881
"CHE,LEE,LEI,WBA",3.1,2.6,3.1,3.3,3.3,3.8,3.3,2.6,4.8,2.3,2.3,3.3,3.1,4,5.3,50.2,1.673333333,0.847573568,1.418273103
"ARS,FUL,WBA,WHU",2.9,4.5,4.6,4.4,4,3,2.5,2.4,3.9,3,4.5,3.9,2.5,3.5,4,53.6,1.786666667,0.794145243,1.418872834
"ARS,AVL,CHE,WBA",3.2,4,2.8,2.2,4.5,3.5,3.8,2.7,3.3,4.5,2.3,3.9,4.5,3,4.5,52.7,1.756666667,0.807877879,1.41917214
"CRY,FUL,MUN,WOL",4.3,2.8,3.3,3.8,3.2,2.3,1.8,3.7,2.8,4.4,4.4,4.3,3.3,3.3,4.4,52.1,1.736666667,0.817196135,1.419197289
"BHA,FUL,LEE,LEI",4.4,2.6,3.3,4.9,2.7,1.9,2.8,3.2,3.9,3.1,4.3,3.8,2.7,3.4,4.3,51.3,1.71,0.829974182,1.419255851
"BUR,FUL,NEW,TOT",4.9,3.5,2.9,3.9,3.4,3.4,2.4,3.3,2.9,5.1,3.9,2.4,3.4,3,4.4,52.8,1.76,0.806402948,1.419269188
"BUR,LEI,LIV,SOU",2.6,4.8,4.9,2.7,2.7,3.2,3.7,3.3,3.8,2.6,3.7,2.6,3.7,4.3,2.2,50.8,1.693333333,0.83825215,1.419440307
"ARS,AVL,LIV,WBA",2.7,4,4.4,3.2,4.3,2.8,4,4.5,3.4,3.3,2.5,3.2,4.5,2.8,1.8,51.4,1.713333333,0.828481112,1.419464305
"CRY,EVE,LEI,MUN",3.8,1.8,3.3,4,2.7,4.4,3.8,3.7,2.3,2.2,3.2,4.3,3.6,4.4,3.9,51.4,1.713333333,0.828481112,1.419464305
"ARS,CRY,MUN,TOT",3.3,3.3,3.2,4.4,3.2,3.8,4.4,2.8,2.7,4.4,4.4,3.3,4.3,3.7,5.4,56.6,1.886666667,0.752582854,1.419872985
"CRY,EVE,MUN,WOL",4.3,1.8,3.3,2.3,3.2,2.7,2.8,3.7,2.3,2.9,3.9,4.3,4.8,3.6,3.9,49.8,1.66,0.855402996,1.419968974
"AVL,BUR,TOT,WBA",5,4,2.9,4.9,3.4,3.5,2.9,3.3,2.4,4.5,2.5,3.4,3.9,3,2.9,52.5,1.75,0.811524139,1.420167244
"AVL,LIV,NEW,TOT",3.2,3,2.9,3.8,4.8,2.8,3.4,4.4,4.4,3.3,3.5,2.3,4,2.3,1.8,49.9,1.663333333,0.853954387,1.420410797
"BHA,CHE,EVE,TOT",3.7,2.9,2.7,2.3,3.9,3.3,3.4,2.7,3.3,4.5,3.8,3.7,4.9,3.9,5,54,1.8,0.78921299,1.420583381
"BHA,EVE,NEW,TOT",4.9,2.5,2.9,3.5,3.9,3.3,3.4,3.3,3.4,3,4.5,2.4,3.4,2.4,5,51.8,1.726666667,0.82277116,1.420651535
"CHE,LIV,MUN,TOT",3.1,3.8,2.7,2.6,4.1,3.7,3.7,2.7,2.6,4.8,4.2,2.7,4.7,2.6,4.3,52.3,1.743333333,0.814920388,1.420677876
"BHA,EVE,LIV,WHU",2.8,2.9,4.4,3.3,3.7,2.2,4.8,2.9,3.4,3,5,3.3,2.4,2.7,2.3,49.1,1.636666667,0.868057492,1.420720762
"ARS,FUL,LIV,NEW",2.7,3.5,4.4,3.2,4.3,2.3,3,4.4,3.9,3.3,4.9,2.3,3.5,2.3,3.3,51.3,1.71,0.830834348,1.420726736
"AVL,EVE,LEI,WHU",2.8,2.5,3,4,4.9,4.5,3.8,4,3,2.3,3.3,3.3,2.8,4.6,2.5,51.3,1.71,0.830834348,1.420726736
"AVL,LEI,MUN,TOT",3.2,2.3,2.9,5.5,3.1,3.9,3.2,3.7,2.3,3.8,3.3,2.7,3.6,2.8,4.5,50.8,1.693333333,0.83910383,1.420882486
"AVL,BUR,FUL,LEI",4.4,3.3,3,4.4,2.7,2.5,2.8,4.9,2.4,3.8,3.3,4.8,3.3,3.5,2.9,52,1.733333333,0.819988386,1.421313202
"BHA,CRY,LEI,WOL",3.1,3.7,4.9,3.2,2.7,2.2,2.6,3.3,4.3,2.2,3.2,2.6,3.2,3.7,4.9,49.8,1.66,0.856237617,1.421354445
"MUN,NEW,SOU,WBA",4.4,2.3,4.2,2.9,3.8,3.9,3.4,3.7,4.3,3,2.9,2.4,3.8,2.3,4.9,52.2,1.74,0.816963017,1.42151565
"ARS,MCI,NEW,SHU",4.4,3.3,4.2,3.2,3.7,5.3,3.8,4.4,4.4,2.8,2.8,2.9,2.8,2.8,3.1,53.9,1.796666667,0.791442324,1.421958042
"CHE,MCI,MUN,SOU",3.2,3.8,3.1,1.7,4.3,4.2,3.7,2.7,2.6,4.8,2.1,3.7,2.6,3.8,2.7,49,1.633333333,0.870686647,1.422121524
"CHE,LEE,SHU,WOL",3.6,2.6,2.6,1.6,2.6,3.1,3.1,2.6,4.3,3.6,4.3,3.6,4.8,4.1,3.6,50.1,1.67,0.851720947,1.422373981
"AVL,LIV,WBA,WHU",2.8,4,4.4,4.8,4.3,2.8,4,4.1,3.5,3,2.5,3.3,3,2.8,1.8,51.1,1.703333333,0.835349941,1.422879399
"ARS,CRY,MCI,WBA",3.9,5,4.8,3.2,3.4,3.4,3.3,2.8,4.3,2.9,1.8,3.9,3.3,3.9,3.2,53.1,1.77,0.804274296,1.423565504
"LEI,LIV,MCI,MUN",2.6,2.6,4.7,3.6,3.1,3.6,3.6,5.3,3.7,2.6,2.6,2.6,2.6,2.6,2.1,47.9,1.596666667,0.891601021,1.42358963
"EVE,LEE,LEI,WBA",4.4,1.8,3.3,4,3.3,3.8,3.3,4.3,4.5,2.3,2.8,3.3,3.1,4.6,3.8,52.6,1.753333333,0.811934785,1.423592323
"BUR,CRY,EVE,NEW",5.5,2.5,3.4,3.4,2.8,4.4,4,3.3,2.4,2.9,3.3,4,3.9,4,3.8,53.6,1.786666667,0.796838993,1.423685668
"CHE,CRY,FUL,WBA",4.3,4.5,2.8,3.8,3.4,2.4,2.5,2.7,3.8,2.9,2.3,4.3,4.5,3.5,4.4,52.1,1.736666667,0.819814149,1.423743905
"CRY,MCI,MUN,NEW",5.5,2.3,3.7,3.8,3.2,3.7,3.8,3.7,3.2,2.9,2.2,4,2.6,2.3,3.2,50.1,1.67,0.852559173,1.423773818
"LEE,MUN,NEW,SOU",4.4,1.6,3.6,2.9,4.8,3.7,3.9,2.7,3.8,3.8,3.9,2.4,3.1,2.3,3.2,50.1,1.67,0.852559173,1.423773818
"BUR,EVE,SOU,WBA",4.5,3.5,3.9,2.4,3.4,3.9,3.4,3.3,2.4,3,2.9,3.4,5.4,4.5,3.3,53.2,1.773333333,0.803444964,1.424775735
"CHE,MCI,MUN,WOL",3.6,4.2,3.1,1.6,3.6,3.6,2.6,3.6,2.6,4.8,2.1,3.6,2.6,3.6,4.3,49.5,1.65,0.863547501,1.424853376
"BHA,EVE,TOT,WBA",5,2.9,2.9,3.9,3.4,2.9,2.9,3.3,3.4,3,3.5,3.4,5,2.9,5,53.4,1.78,0.800713967,1.425270861
"BHA,MUN,SHU,SOU",4.4,2.6,3.1,3.3,2.2,2.8,4.9,3.3,2.7,4.3,4.4,4.4,3.2,2.7,3.2,51.5,1.716666667,0.830375704,1.425478292
"ARS,LEI,LIV,TOT",2.6,4.3,4.3,3.2,3.6,3.7,3.2,2.8,4.8,2.6,4.7,2.6,4.3,3.7,4.3,54.7,1.823333333,0.781817175,1.425513316
"LEE,NEW,SHU,SOU",4.4,2.3,3.1,2.9,3.8,3.7,3.9,2.7,5.5,2.8,3.9,2.4,3.3,2.8,3.2,50.7,1.69,0.843631605,1.425737413
"CHE,CRY,LEE,LIV",3.1,4.8,3.1,2.6,3.7,2.7,5.1,2.6,4.2,3.2,2.7,3.6,4.2,3.8,2.6,52,1.733333333,0.822597512,1.425835687
"EVE,LIV,MCI,TOT",3.2,4,2.9,3.3,4.8,3.6,3.2,5.1,4.4,3.3,3.3,2.7,3.7,4.1,2.1,53.7,1.79,0.796599918,1.425913852
"LIV,MCI,MUN,WHU",2.8,4.2,4.7,3.6,4.1,3.6,4.6,3.3,2.8,3.3,3.7,3.3,1.8,2.6,2.1,50.5,1.683333333,0.847405002,1.426465087
"FUL,LEI,MCI,WHU",2.8,3.8,4.4,4.3,3.3,3.3,2.8,4,4,2.3,2.6,3.3,1.8,4.8,2.8,50.3,1.676666667,0.850937858,1.426739142
"FUL,LIV,NEW,SOU",2.7,3.5,3.9,2.7,4.3,2.3,2.9,4.4,4.9,3.3,3.9,2.3,3.5,2.3,2.2,49.1,1.636666667,0.872162064,1.427438579
"CHE,CRY,NEW,SOU",3.2,4.5,3.2,1.7,3.9,3.3,3.9,2.7,4.2,2.9,2.7,2.4,5,3.5,3.3,50.4,1.68,0.850042016,1.428070586
"BHA,CHE,LIV,TOT",3.1,4.9,2.7,2.6,3.7,2.2,3.7,2.7,3.7,4.8,3.8,2.7,4.3,2.7,3.8,51.4,1.713333333,0.83363804,1.428299841
"AVL,LEE,LEI,NEW",4.3,2.3,3.3,4.5,4.3,3.3,3.8,4.3,4.5,2.3,3.3,2.3,3.1,2.5,2.8,50.9,1.696666667,0.842162749,1.428869464
"AVL,BUR,CRY,SOU",3.9,4.5,3.4,2.8,2.8,2.9,4.4,2.8,2.4,4.4,2.9,4.4,3.9,4.5,2.4,52.4,1.746666667,0.818069737,1.428895141
"CHE,CRY,LIV,MUN",3.1,4.8,3.1,2.6,3.2,2.7,5.1,2.7,2.6,3.2,2.7,3.6,4.7,2.6,2.7,49.4,1.646666667,0.868057492,1.429401337
"EVE,MUN,WHU,WOL",3.3,1.8,3.3,2.3,3.6,4.3,2.8,3.3,2.3,3,5.5,3.3,2.8,3.6,3.5,48.7,1.623333333,0.880638297,1.429569502
"MCI,MUN,TOT,WHU",3.4,3.8,3.2,4.8,4.3,4.7,3.2,2.4,2.8,3.3,3.8,3.4,1.8,4.1,2.8,51.8,1.726666667,0.827963652,1.42961724
"LEI,MCI,MUN,WOL",3.1,2.6,4.7,2.6,3.1,3.6,2.6,5.3,3.3,2.6,2.6,2.6,2.6,3.6,4.3,49.2,1.64,0.871943642,1.429987572
"ARS,LEE,SHU,SOU",2.8,2.6,3.1,2.3,3.8,3.7,4.9,2.7,4.4,3.6,4.9,3.3,3.8,4.2,3.2,53.3,1.776666667,0.805221058,1.430609413
"MCI,MUN,NEW,SOU",4.4,2.3,4.2,2.7,4.7,4.2,3.7,3.7,4.2,3.3,2.7,2.4,2.6,2.3,2.7,50.1,1.67,0.856738,1.430752459
"CRY,MUN,SOU,WHU",2.9,3.8,3.7,3.9,3.2,3.3,4.9,2.4,2.8,2.9,3.3,3.4,2.8,5.5,2.9,51.7,1.723333333,0.830547725,1.43131058
"AVL,LEE,SHU,WOL",4.8,2.3,2.8,4.3,2.6,2.8,3.3,4.8,4,3.6,4.5,3.8,3.3,3.3,2.8,53,1.766666667,0.810349719,1.431617836
"AVL,BUR,NEW,SOU",4.4,3,3.9,2.8,5,3.4,3.9,3.3,2.4,4.5,3.4,2.4,3.9,2.5,2.4,51.2,1.706666667,0.83910383,1.432070537
"AVL,BUR,LIV,SOU",2.7,4.5,3.9,2.7,3.7,2.8,4.4,3.3,2.4,4.8,3.4,2.7,3.9,2.8,1.8,49.8,1.66,0.862885525,1.432389971
"AVL,BHA,LEI,LIV",2.6,3.3,4.4,4.2,2.7,2.2,4.3,4.9,3.4,2.6,3.3,2.6,3.2,2.7,1.8,48.2,1.606666667,0.891921414,1.433020406
"BHA,LEE,LEI,WOL",3.1,2.6,4.8,3.2,2.7,2.2,2.6,3.2,4.4,3.1,4.3,2.6,2.7,3.7,4.8,50,1.666666667,0.859955702,1.433259503
"BUR,EVE,LIV,WHU",2.8,4.5,4,3.3,3.7,4.3,4.8,2.9,2.4,3,4.4,3.3,2.9,4.3,2.3,52.9,1.763333333,0.812814042,1.433262094
"AVL,BHA,CRY,LIV",3.8,3.4,3.4,4.2,2.8,2.2,5.3,3.3,3.4,3.2,2.9,4.3,3.4,2.7,1.8,50.1,1.67,0.858403834,1.433534403
"ARS,LEE,MCI,SHU",4.4,2.6,3.1,3.2,3.7,4.1,4.8,2.7,4.4,3.1,3.8,4.4,2.1,4.2,3.1,53.7,1.79,0.801070712,1.433916575
"BHA,LIV,SHU,SOU",2.7,3.7,3.7,2.7,2.2,2.2,4.7,3.3,4.4,3.1,4.4,2.7,4.3,2.7,2.2,49,1.633333333,0.87803894,1.434130269
"ARS,CHE,LEE,WBA",3.2,3.3,3.1,2.2,4.5,3.8,3.8,2.6,3.7,3.8,2.3,3.9,3.8,3.9,5.3,53.2,1.773333333,0.808761546,1.434203808
"ARS,CRY,NEW,SOU",2.8,4,4.3,2.3,5.1,3.3,3.9,2.8,4.3,2.9,3.3,2.4,4.5,3.4,3.3,52.6,1.753333333,0.818069737,1.43434894
"BUR,CHE,LEE,LEI",3.1,2.6,3.1,2.7,2.7,4.8,4.1,2.6,2.7,3.1,3.1,3.6,3.1,5.5,3.7,50.5,1.683333333,0.852447457,1.434953219
"CHE,CRY,MCI,MUN",4.3,4.2,3.1,2.6,3.2,3.7,4.1,2.7,2.6,3.2,2.1,5.3,2.6,3.8,3.2,50.7,1.69,0.849537689,1.435718695
"BHA,SHU,SOU,TOT",3.3,3.7,2.7,3.3,2.2,2.8,3.3,2.8,4.4,4.9,4.4,2.8,4.9,3.2,3.2,51.9,1.73,0.830490389,1.436748372
"BHA,BUR,LEI,LIV",2.6,3.7,5.4,3.7,2.7,2.2,4.6,3.8,2.8,2.6,3.7,2.6,3.2,2.7,2.7,49,1.633333333,0.879664438,1.436785249
"AVL,CHE,LIV,MUN",3.1,2.3,2.8,2.6,4.1,2.8,4.8,3.6,2.3,4.8,2.8,3.6,3.8,2.6,1.8,47.8,1.593333333,0.902272264,1.437620474
"BUR,CRY,EVE,LIV",3.8,4.5,3.4,3.3,2.8,2.7,4.8,3.3,2.4,2.9,3.3,4.3,4.8,4.3,2.7,53.3,1.776666667,0.809644249,1.438467949
"AVL,LEI,MCI,WHU",2.8,3.3,4.4,4.3,4.2,3.8,3.6,4,3.5,2.3,2.3,3.3,1.8,4.3,2.3,50.2,1.673333333,0.860121808,1.439270491
"BHA,LEE,LIV,WBA",4.4,2.7,4.7,4.2,3.4,2.2,4.3,3.2,4.8,3.3,3.5,3.3,2.7,2.7,2.6,52,1.733333333,0.830375704,1.439317887
"AVL,BHA,BUR,LEI",4.9,3.3,4,4.3,2.7,2.4,4.3,3.8,2.4,3.8,3.3,4.8,3.2,2.9,2.9,53,1.766666667,0.814745067,1.439382951
"BHA,FUL,LEI,LIV",2.6,3.7,4.4,4.2,2.7,1.9,2.8,4.9,3.9,2.6,4.3,2.6,2.9,2.7,3.3,49.5,1.65,0.872598746,1.439787931
"BHA,CHE,NEW,SHU",4.8,3.3,2.6,2.8,2.2,4.5,4.3,3.2,3.7,2.8,3.3,3.3,3.4,2.4,4.8,51.4,1.713333333,0.840464724,1.439996227
"AVL,BUR,LEI,NEW",4.3,3,4,3.9,2.7,4.5,3.8,4.9,2.4,2.3,3.3,2.3,3.7,2.5,2.9,50.5,1.683333333,0.855792587,1.440584189
"CRY,MUN,TOT,WOL",3.7,3.8,3.2,3.8,3.2,2.7,2.2,2.8,3.2,4.4,4.4,2.7,4.8,3.6,4.9,53.4,1.78,0.809585432,1.441062069
"BHA,BUR,EVE,LEI",4.9,2.8,4,3.4,2.7,3.9,3.8,3.8,2.4,2.3,3.7,4.8,3.2,4.4,3.9,54,1.8,0.800892359,1.441606247
"BHA,EVE,MCI,TOT",5.5,2.9,2.9,3.3,3.9,3.2,3.2,3.3,3.4,3.3,3.3,4.9,2.2,4.2,3.3,52.8,1.76,0.819581775,1.442463924
"MUN,NEW,SHU,SOU",4.4,2.3,3.1,2.9,2.6,5.4,3.9,3.7,3.3,2.8,3.9,2.4,3.8,2.3,3.2,50,1.666666667,0.865750431,1.442917386
"CHE,CRY,FUL,MUN",4.3,2.8,2.8,3.8,3.2,2.4,3.3,2.7,2.6,4.4,2.7,5.3,3.3,3.3,4.4,51.3,1.71,0.844477861,1.444057142
"BHA,LEI,SOU,TOT",2.7,3.7,3.8,3.3,2.7,2.8,3.2,2.8,5.4,4.4,3.7,2.7,3.2,4.4,4.4,53.2,1.773333333,0.814920388,1.445125487
"ARS,BHA,EVE,LEI",2.7,2.8,5.1,2.9,2.7,3.9,3.8,3.3,3.4,2.3,4.3,3.2,3.2,3.8,5,52.4,1.746666667,0.8276185,1.445573646
"ARS,CHE,LEE,LIV",2.7,3.3,3.1,2.2,4.8,3.1,5.1,2.6,3.7,4.1,4.2,3.2,3.8,3.7,2.6,52.2,1.74,0.830834348,1.445651766
"EVE,FUL,SHU,SOU",4.4,2.8,2.8,2.4,2.8,2.9,2.9,4.4,3.5,2.8,4.4,4.4,5,3.8,3.2,52.5,1.75,0.826351707,1.446115486
"BUR,CRY,LIV,NEW",3.8,5,4.4,3.7,2.8,2.7,4.8,3.3,3.3,2.9,3.3,2.3,3.9,2.3,2.7,51.2,1.706666667,0.847573568,1.446525555
"BUR,CRY,MUN,SOU",3.9,3.8,3.7,2.8,2.8,3.3,4.9,2.8,1.7,4.4,3.3,4.4,3.7,4.3,3.3,53.1,1.77,0.81748744,1.446952769
"BHA,EVE,LEI,SHU",4.3,2.8,2.8,3.9,2.1,3.9,3.8,4.9,3.4,2.1,4.3,4.3,3.2,3.2,3.8,52.8,1.76,0.822192192,1.447058257
"AVL,CHE,NEW,SHU",4.8,3,2.6,2.8,3.3,5.1,4.3,4.3,3.3,2.8,2.8,3.3,4,2.5,2.8,51.7,1.723333333,0.839954647,1.447521842
"BUR,MCI,SHU,SOU",4.4,4.8,3.7,2.7,2.2,4.2,3.7,3.3,3.4,3.1,2.7,4.4,2.7,4.6,2.7,52.6,1.753333333,0.825890573,1.448061471
"ARS,BHA,CRY,FUL",3.9,3.9,3.4,3.8,2.8,1.9,4.5,2.8,3.8,4.4,3.9,4.9,2.9,3.4,4.4,54.7,1.823333333,0.794504937,1.448647335
"BHA,BUR,NEW,SOU",4.4,3.4,4.9,2.8,2.8,2.8,3.9,3.3,2.8,5.1,3.8,2.4,3.3,2.4,3.3,51.4,1.713333333,0.845548568,1.448706547
"CHE,EVE,WBA,WHU",3.3,3.5,2.8,2.3,4.5,5,3.5,2.3,3.3,3,2.3,4,4.5,4,3.5,51.8,1.726666667,0.83910383,1.448852614
"BUR,LIV,SHU,SOU",2.7,4.8,3.7,2.7,2.2,3.2,4.7,3.3,3.4,3.1,3.8,2.7,4.8,3.1,2.2,50.4,1.68,0.862554346,1.449091301
"ARS,CRY,EVE,LEI",2.7,2.8,3.4,2.9,2.7,4.4,3.8,2.8,3.4,2.2,3.2,3.2,4.3,5.5,3.9,51.2,1.706666667,0.849257379,1.44939926
"CRY,EVE,LIV,MUN",3.8,1.8,3.3,3.3,3.2,2.7,4.8,3.7,2.3,2.9,3.9,4.3,4.7,2.6,2.7,50,1.666666667,0.86986589,1.449776483
"ARS,AVL,WBA,WOL",3.2,4,4.5,2.2,3.8,2.8,2.3,4.5,3.4,4.5,2.5,3.2,4.5,3,4,52.4,1.746666667,0.830203647,1.450089036
"AVL,LEI,LIV,MUN",2.6,2.3,3.3,4.3,3.1,2.8,4.3,5.3,2.3,2.6,3.3,2.6,3.6,2.6,1.8,46.8,1.56,0.929823332,1.450524398
"AVL,CHE,WHU,WOL",3.3,5.1,2.8,1.6,4.3,2.8,3.1,2.3,3.3,4.5,2.8,3.3,3,3.8,2.5,48.5,1.616666667,0.897350598,1.4507168
"FUL,LEI,LIV,TOT",2.6,3.8,2.9,4.3,3.3,2.3,2.4,4.4,4.9,2.6,4.7,2.6,3.3,3.3,3.3,50.7,1.69,0.858736614,1.451264877
"AVL,BUR,LIV,WBA",4.4,4,4,3.7,3.4,2.8,4,5,2.4,3.3,2.5,3.3,3.9,2.8,1.8,51.3,1.71,0.848696479,1.45127098
"BUR,NEW,SHU,WOL",4.8,3.3,3.8,2.7,2.2,4.3,2.8,4.9,3.4,2.8,3.9,2.3,3.9,2.8,3.7,51.6,1.72,0.84413946,1.451919872
"ARS,AVL,CRY,SOU",2.8,4,3.4,2.3,5,2.9,4.4,2.8,3.4,4.4,2.9,3.3,4.5,3.9,2.4,52.4,1.746666667,0.831922615,1.453091502
"FUL,NEW,WBA,WHU",4.5,3.5,4.6,5,4,3,2.5,4,4,3,3,3,2.5,2.5,4,53.1,1.77,0.82097503,1.453125803
"LEE,MUN,WBA,WOL",4.9,1.6,3.6,3.8,3.6,3.1,2.3,3.6,3.3,3.8,4,3.3,3.1,2.8,4.8,51.6,1.72,0.844985207,1.453374556
"BHA,LEI,LIV,SOU",2.6,3.7,5.3,2.7,2.7,2.2,3.7,3.3,4.8,2.6,3.7,2.6,3.2,2.7,2.2,48,1.6,0.908688223,1.453901156
"AVL,CHE,TOT,WHU",3.3,4.5,2.7,4.4,5,3.9,3.7,2.3,3.3,4.5,2.8,3.4,3,4,2.5,53.3,1.776666667,0.818418917,1.454057609
"AVL,TOT,WHU,WOL",3.3,4.5,2.9,4.4,4.3,2.8,2.2,2.4,3.5,4.5,4.5,2.7,3,3.8,2.5,51.3,1.71,0.850378067,1.454146495
