COMBO,GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,GW11,GW12,GW13,GW14,GW15,SUM,AVERAGE PER TEAM,STD DEV,AVG * STD DEV
"AVL,CHE,CRY,NEW",4.3,3,2.8,2.8,3.9,2.9,4.3,2.7,3.3,2.9,2.7,3.3,4,2.5,2.9,48.3,1.61,0.608511063,0.979702812
"CRY,FUL,MUN,SOU",3.9,2.8,3.3,3.9,3.2,2.4,2.9,2.8,2.8,4.4,3.3,4.4,3.3,3.3,3.3,50,1.666666667,0.588784058,0.981306763
"BHA,CHE,LEI,LIV",2.6,3.7,4.2,2.6,2.7,2.2,4.1,3.2,3.7,2.6,3.1,2.6,3.2,2.7,3.8,47,1.566666667,0.629814788,0.986709834
"BHA,LEI,SHU,SOU",2.7,3.6,3.7,3.3,2.1,2.8,3.7,3.3,4.4,2.1,3.7,2.7,3.2,3.2,3.2,47.7,1.59,0.62358411,0.991498736
"EVE,LIV,WBA,WHU",2.8,3.5,4.4,3.3,4.3,3.3,3.5,4.1,3.5,3,3.5,3.3,3.9,2.8,2.3,51.5,1.716666667,0.578997492,0.993945694
"AVL,BUR,LEI,SOU",2.7,3.3,3.9,2.8,2.7,3.4,3.7,3.3,2.4,3.8,3.3,2.7,3.7,4.5,2.4,48.6,1.62,0.613886914,0.9944968
"AVL,CHE,LEI,WBA",3.1,3.3,2.8,3.3,3.3,3.5,3.3,4.3,3.3,2.3,2.3,3.3,3.8,3,4.5,49.4,1.646666667,0.604112888,0.994772555
"AVL,BHA,LEI,TOT",3.2,3.3,2.9,4.9,2.7,2.4,3.2,3.3,3.4,3.8,3.3,2.7,3.2,2.9,4,49.2,1.64,0.608511063,0.997958144
"BUR,LEE,SOU,WBA",4.5,3.3,4.2,2.8,3.4,3.7,3.4,2.7,3.9,3.8,2.9,3.4,3.2,4.5,3.2,52.9,1.763333333,0.56753435,1.000752237
"CRY,MUN,WHU,WOL",3.3,4.4,3.7,3.8,3.2,2.7,3.8,2.4,2.8,2.9,4.4,3.3,2.8,3.6,3.4,50.5,1.683333333,0.5948189,1.001278482
"CRY,LEI,MUN,SOU",2.7,2.6,3.7,3.4,2.7,3.3,3.7,2.8,3.2,2.2,3.2,2.7,3.6,4.8,3.3,47.9,1.596666667,0.629587923,1.00524205
"AVL,LEI,TOT,WOL",3.1,3.3,2.9,3.3,3.1,2.8,2.2,4.4,4,3.8,3.3,2.6,3.8,3.8,4,50.4,1.68,0.602139044,1.011593594
"AVL,BHA,CRY,WOL",4.3,3.4,3.4,3.2,2.8,2.2,3.3,3.3,3.4,4.4,2.9,4.3,3.4,2.9,2.9,50.1,1.67,0.608041352,1.015429058
"AVL,CHE,LEI,SOU",2.7,3.3,2.8,1.7,3.8,3.4,3.7,2.7,3.3,3.8,2.8,2.7,3.8,4,2.4,46.9,1.563333333,0.64968857,1.015679798
"AVL,BUR,CHE,LEI",3.1,3.3,2.8,2.7,2.7,4.5,4.1,3.2,2.4,3.8,2.8,3.6,3.7,4,2.9,49.6,1.653333333,0.615823104,1.018160865
"ARS,BUR,FUL,LEI",2.7,3.8,4,3.3,2.7,4,2.8,3.3,2.8,3.8,3.7,3.2,3.3,4.4,4.4,52.2,1.74,0.585783968,1.019264104
"AVL,CHE,LEI,LIV",2.6,3.3,2.8,2.6,3.6,2.8,4.1,4.3,3.3,2.6,2.8,2.6,3.8,2.8,1.8,45.8,1.526666667,0.669612539,1.022275143
"CHE,LEE,LEI,LIV",2.6,2.6,3.1,2.6,3.6,3.1,4.1,2.6,4.7,2.6,3.1,2.6,3.1,3.8,2.6,46.8,1.56,0.657049683,1.024997505
"AVL,BUR,LEI,TOT",3.2,3.3,2.9,4.4,2.7,3.9,3.2,3.3,2.4,3.8,3.3,2.7,3.7,4.5,2.9,50.2,1.673333333,0.612799975,1.025418625
"BHA,CHE,EVE,LIV",3.1,2.9,2.8,2.3,3.7,2.2,4.3,3.2,3.3,3.3,3.8,3.6,4.3,2.7,2.8,48.3,1.61,0.637181293,1.025861882
"ARS,FUL,LEI,SOU",2.7,3.8,3.9,2.3,3.3,2.9,2.8,2.8,3.9,3.8,3.7,2.7,3.3,4.4,3.9,50.2,1.673333333,0.615126777,1.029312141
"ARS,BUR,FUL,NEW",4.4,3.5,4,3.3,3.4,4,3,3.3,2.8,4.5,3.9,2.9,3.4,3,4.4,53.8,1.793333333,0.574290452,1.029894211
"CRY,MCI,MUN,SOU",3.9,3.8,3.7,2.7,3.2,3.3,3.7,2.8,3.2,3.2,2.2,4.4,2.6,4.1,2.7,49.5,1.65,0.625642527,1.032310169
"CRY,MUN,SOU,TOT",3.3,3.8,3.2,3.9,3.2,3.3,3.3,2.8,3.2,4.4,3.3,2.8,4.8,4.3,3.3,52.9,1.763333333,0.587326469,1.03565234
"BUR,CHE,FUL,LEI",3.1,3.8,2.8,2.7,2.7,4,2.8,3.2,2.7,3.8,3.1,3.6,3.3,4.5,4.4,50.5,1.683333333,0.6172134,1.03897589
"CHE,FUL,LIV,NEW",3.1,3.5,2.8,2.6,4.3,2.3,3,4.3,3.8,3.3,3.3,2.3,3.5,2.3,3.3,47.7,1.59,0.653780216,1.039510544
"ARS,AVL,BUR,LEI",2.7,3.3,4,3.3,2.7,4.5,4.3,3.3,2.4,3.8,3.3,3.2,3.7,3.9,2.9,51.3,1.71,0.608511063,1.040553918
"ARS,BUR,LEE,WBA",4.5,3.3,4.3,3.3,3.4,3.8,4.5,2.7,2.8,3.8,2.9,3.9,3.2,3.9,3.7,54,1.8,0.579408565,1.042935418
"BHA,CHE,LEE,LEI",3.1,2.6,3.1,3.2,2.7,2.7,4.1,2.6,3.7,3.1,3.1,3.6,2.7,3.9,4.8,49,1.633333333,0.638823323,1.043411428
"CHE,FUL,LEE,LIV",3.1,2.8,2.8,2.6,4.3,2.3,3.3,2.6,3.8,4.1,4.2,3.6,2.8,3.3,2.6,48.2,1.606666667,0.65122595,1.046303027
"AVL,CRY,NEW,WOL",4.3,3,3.4,2.8,3.2,2.7,2.8,4.4,3.9,2.9,2.9,2.3,4,2.5,2.9,48,1.6,0.654653671,1.047445873
"ARS,AVL,CRY,WOL",3.2,4,3.4,2.2,3.2,2.7,3.3,2.8,3.4,4.4,2.9,3.2,4.5,3.8,2.9,49.9,1.663333333,0.630721431,1.049099981
"LIV,MCI,MUN,SOU",2.7,3.8,4.2,2.7,4.1,3.2,3.7,3.7,3.7,3.6,2.7,2.7,2.6,2.6,2.1,48.1,1.603333333,0.655162648,1.050444112
"ARS,CRY,FUL,LIV",2.7,4.5,3.4,3.2,3.4,2.3,3.8,2.8,3.9,3.2,4.3,3.2,4,3.3,2.7,50.7,1.69,0.624728512,1.055791186
"AVL,CHE,LEI,MCI",3.1,3.3,2.8,2.6,3.8,3.8,3.6,4.3,3.3,2.6,2.1,3.6,2.6,4,2.3,47.8,1.593333333,0.664257552,1.058383699
"BHA,CRY,NEW,SOU",3.9,3.4,4.3,2.9,2.8,2.3,3.9,2.8,4.3,2.9,3.3,2.4,3.4,2.4,3.3,48.3,1.61,0.659220319,1.061344713
"CHE,CRY,LEE,NEW",4.3,2.3,3.1,2.8,3.9,3.2,4.3,2.6,4.2,2.9,2.7,3.3,3.3,3.5,3.7,50.1,1.67,0.635609943,1.061468605
"BUR,LIV,NEW,TOT",3.2,4.5,3.9,3.7,3.7,3.7,3.4,3.3,3.8,3.3,3.9,2.3,3.9,2.3,2.7,51.6,1.72,0.617367684,1.061872416
"AVL,BHA,SOU,WBA",4.5,3.4,3.9,3.3,3.4,2.4,3.4,3.3,3.4,4.5,2.5,3.4,3.4,2.9,2.4,50.1,1.67,0.637853543,1.065215418
"CRY,LEI,MUN,WOL",3.1,2.6,3.7,3.3,2.7,2.7,2.6,3.7,3.2,2.2,3.2,2.6,3.6,3.6,4.9,47.7,1.59,0.671033318,1.066942976
"AVL,WBA,WHU,WOL",3.3,4,4.5,3.8,3.8,2.8,2.3,4.1,3.5,3,2.5,3.3,3,3,2.5,49.4,1.646666667,0.64968857,1.069820512
"BUR,CRY,NEW,TOT",4.4,4.5,3.3,3.9,2.8,3.8,3.4,2.8,3.3,2.9,3.3,2.4,3.9,4,3.8,52.5,1.75,0.611788946,1.070630655
"BUR,CRY,NEW,SOU",3.9,4.5,4.3,2.8,2.8,3.3,3.9,2.8,3.3,2.9,3.3,2.4,3.9,4,3.3,51.4,1.713333333,0.626175086,1.072846647
"FUL,MUN,SOU,WBA",4.5,2.8,3.3,3.9,3.8,2.9,2.5,3.7,2.8,4.5,2.9,3.4,3.3,2.8,3.9,51,1.7,0.631325137,1.073252733
"BHA,BUR,CHE,LEI",3.1,3.7,3.8,2.7,2.7,3.9,4.1,3.2,2.7,3.8,3.1,3.6,3.2,3.9,4.9,52.4,1.746666667,0.614662122,1.073609839
"FUL,SOU,WBA,WHU",2.9,4.5,3.9,3.9,4,2.9,2.5,2.4,4,3,2.9,3.4,2.5,3.5,2.9,49.2,1.64,0.654871852,1.073989838
"BHA,CHE,LIV,NEW",3.1,3.4,4.2,2.6,3.7,2.2,4.3,3.2,3.7,3.3,3.3,2.3,3.4,2.3,3.8,48.8,1.626666667,0.661023737,1.075265279
"AVL,SHU,WHU,WOL",3.3,3.3,2.8,4.3,2.6,2.8,3.3,4.5,3.5,2.8,4.5,3.3,3,3.3,2.5,49.8,1.66,0.648294466,1.076168813
"AVL,LEI,SHU,SOU",2.7,3.3,2.8,3.4,2.1,3.4,3.7,4.4,4,2.1,3.3,2.7,3.8,3.3,2.4,47.4,1.58,0.681175455,1.076257218
"ARS,MCI,SHU,TOT",3.3,4.3,2.7,3.2,3.3,4.7,3.2,2.8,4.4,3.1,3.8,3.3,3.3,4.2,3.1,52.7,1.756666667,0.612799975,1.07648529
"BHA,FUL,LEI,SOU",2.7,3.7,3.9,3.3,2.7,1.9,2.8,3.3,3.9,4.4,3.7,2.7,2.9,3.4,3.9,49.2,1.64,0.658135896,1.079342869
"AVL,CHE,WBA,WHU",3.3,4,2.8,3.8,4.5,3.5,3.8,2.3,3.3,3,2.3,4,3,3,2.5,49.1,1.636666667,0.660591366,1.081167868
"BUR,LEE,WBA,WOL",4.9,3.3,4.3,2.7,3.2,3.1,2.3,3.2,3.4,3.8,2.9,3.3,3.2,3.8,3.7,51.1,1.703333333,0.63523524,1.082017358
"MCI,MUN,SHU,SOU",4.4,2.6,3.1,2.7,2.6,4.2,3.7,3.7,3.3,3.1,2.7,4.4,2.6,3.1,2.7,48.9,1.63,0.665260422,1.084374487
"CRY,EVE,FUL,LIV",3.8,3,3,3.3,3.4,2.3,3,4.4,3.5,2.9,3.9,4.3,4.4,3.3,2.7,51.2,1.706666667,0.636807514,1.086818157
"BHA,EVE,WBA,WHU",4.6,2.9,4.6,3.9,3.4,2.9,3.5,2.9,3.4,3,3.5,4,2.4,2.9,3.5,51.4,1.713333333,0.636358689,1.090294554
"AVL,SHU,SOU,WHU",2.9,3.3,2.8,4.4,4.4,3.4,4.4,2.4,3.5,2.8,3.4,3.4,3,3.3,2.4,49.8,1.66,0.658135896,1.092505587
"CHE,LIV,MUN,WBA",3.1,3.3,3.1,2.6,3.8,3.3,3.8,3.6,2.6,3.3,2.3,3.3,4.7,2.6,4.3,49.7,1.656666667,0.659942277,1.093304373
"LIV,MUN,SOU,WBA",2.7,3.3,4.2,2.7,3.8,3.2,3.4,3.7,3.7,3.3,2.9,2.7,4.7,2.6,2.2,49.1,1.636666667,0.670252262,1.096979536
"ARS,AVL,CRY,WBA",3.9,4,3.4,4.4,3.4,2.9,4,2.8,3.4,2.9,2.4,3.9,4.5,3,2.9,51.8,1.726666667,0.635684858,1.097615854
"BHA,EVE,SOU,WBA",4.5,2.9,3.9,2.4,3.4,2.8,3.4,3.3,3.4,3,2.9,3.4,4.9,2.9,3.4,50.5,1.683333333,0.653197265,1.099548729
"AVL,MUN,WHU,WOL",3.3,2.3,3.3,3.8,3.6,2.8,3.3,3.3,2.3,4.5,4.5,3.3,2.8,2.8,2.5,48.4,1.613333333,0.682920898,1.101779048
"AVL,CHE,LEI,WOL",3.1,3.3,2.8,1.6,3.1,2.8,2.6,4.3,3.3,3.8,2.8,2.6,3.8,3.8,4,47.7,1.59,0.693026489,1.101912117
"CHE,FUL,LEI,SOU",2.7,3.8,2.8,1.7,3.3,2.9,2.8,2.7,3.8,3.8,3.1,2.7,3.3,4.5,3.9,47.8,1.593333333,0.691650889,1.102030417
"BHA,CHE,FUL,LIV",3.1,3.9,2.8,2.6,3.4,1.9,3.3,3.2,3.7,4.8,3.8,3.6,2.9,2.7,3.3,49,1.633333333,0.674713343,1.102031794
"AVL,BHA,WHU,WOL",3.3,3.4,4.5,3.2,3.2,2.2,3.3,2.9,3.4,4.5,4,3.3,2.4,2.9,2.5,49,1.633333333,0.674713343,1.102031794
"CRY,MCI,MUN,WOL",4.3,4.2,3.7,2.6,3.2,2.7,2.6,3.7,3.2,3.2,2.2,4.3,2.6,3.6,3.2,49.3,1.643333333,0.670678406,1.10214818
"CHE,FUL,LIV,MUN",3.1,2.8,2.8,2.6,3.8,2.3,3.3,3.6,2.6,4.8,4.2,3.6,3.3,2.6,3.3,48.7,1.623333333,0.679145121,1.102478913
"BHA,CRY,LEE,WOL",4.3,2.7,3.7,3.2,2.8,2.2,3.8,2.7,4.3,3.7,3.9,3.8,2.7,3.7,3.7,51.2,1.706666667,0.646823741,1.103912519
"CRY,LEI,LIV,MUN",2.6,2.6,3.7,4.3,2.7,2.7,4.6,3.7,3.2,2.2,3.2,2.6,3.6,2.6,2.7,47,1.566666667,0.704745817,1.10410178
"CHE,EVE,FUL,LIV",3.1,3,2.8,2.3,4.3,2.3,3,4.3,3.3,3.3,3.8,3.6,4.4,3.3,2.8,49.6,1.653333333,0.669185717,1.106387052
"ARS,CRY,LEE,WBA",3.9,3.3,3.7,4.4,3.4,3.2,4.5,2.7,4.3,2.9,2.4,3.9,3.8,3.9,3.7,54,1.8,0.615281585,1.107506853
"LEI,MCI,MUN,SOU",2.7,2.6,4.2,2.7,3.1,4.2,3.6,3.7,4.2,2.6,2.6,2.7,2.6,4.1,2.7,48.3,1.61,0.689927532,1.110783327
"CHE,CRY,FUL,LEI",3.1,3.8,2.8,3.3,2.7,2.4,2.8,2.7,3.8,2.2,2.7,3.6,3.3,4.5,4.4,48.1,1.603333333,0.694330784,1.113243691
"AVL,BUR,LEI,WOL",3.1,3.3,4,2.7,2.7,2.8,2.6,4.9,2.4,3.8,3.3,2.6,3.7,3.8,2.9,48.6,1.62,0.687438309,1.11365006
"CHE,FUL,NEW,WHU",3.3,3.5,2.8,2.8,4.5,4.6,3,2.3,3.8,3,3.3,3,2.5,3,4,49.4,1.646666667,0.676616231,1.114161393
"BHA,CHE,LEI,SOU",2.7,3.7,3.7,1.7,2.7,2.8,3.7,2.7,3.7,3.8,3.1,2.7,3.2,3.9,4.4,48.5,1.616666667,0.691444313,1.117834973
"EVE,WBA,WHU,WOL",3.3,3.5,4.5,2.3,3.8,3.3,2.3,4.1,3.5,3,3.5,3.3,4.5,3.8,3.5,52.2,1.74,0.642761898,1.118405702
"BHA,CHE,LEI,MCI",3.1,3.7,4.2,2.6,2.7,3.2,3.6,3.2,3.7,2.6,2.1,3.6,2.2,3.9,4.3,48.7,1.623333333,0.690617391,1.121102232
"BHA,EVE,LIV,TOT",3.2,2.9,2.9,3.3,3.7,2.2,3.4,3.3,3.4,3.3,5,2.7,4.3,2.7,2.8,49.1,1.636666667,0.685009559,1.121132311
"CHE,FUL,LIV,SHU",3.1,3.8,2.6,2.6,2.8,2.3,3.3,4.3,3.8,3.1,4.2,3.6,4.4,3.1,2.6,49.6,1.653333333,0.678724294,1.122157499
"CRY,FUL,LIV,NEW",3.8,3.5,3.4,3.8,3.4,2.3,3,4.4,4.4,2.9,3.4,2.3,3.5,2.3,2.7,49.1,1.636666667,0.688130663,1.126240519
"ARS,CRY,FUL,LEI",2.7,3.8,3.4,3.9,2.7,2.4,2.8,2.8,3.9,2.2,3.2,3.2,3.3,4.4,4.4,49.1,1.636666667,0.68916789,1.127938114
"AVL,EVE,LEI,TOT",3.2,2.5,2.9,4,3.8,3.9,3.2,4.4,3,2.3,3.3,2.7,3.8,4.5,3,50.5,1.683333333,0.670465368,1.128616703
"FUL,NEW,SHU,SOU",4.4,3.3,2.8,2.9,2.8,2.9,2.9,4.4,4.5,2.8,3.9,2.4,3.5,2.8,3.2,49.5,1.65,0.684522774,1.129462578
"MUN,WBA,WHU,WOL",3.3,3.3,4.8,3.8,3.6,3.3,2.3,3.3,2.8,3,4,3.3,2.8,2.8,4.5,50.9,1.696666667,0.66704751,1.131757276
"CRY,EVE,WBA,WHU",4,3.5,3.4,4.5,3.4,3.4,3.5,2.4,3.5,2.9,2.4,4,4,4.6,3.4,52.9,1.763333333,0.641946445,1.131965564
"EVE,FUL,WBA,WHU",4.6,3,3,4.5,4,3,2.5,4,3.5,3,3.5,4,2.5,3.5,3.5,52.1,1.736666667,0.651883717,1.132104722
"CHE,LIV,MCI,MUN",3.1,4.2,3.1,2.6,4.1,3.6,4.1,3.6,2.6,3.6,2.1,3.6,2.6,2.6,2.1,47.6,1.586666667,0.713609203,1.132259936
"BUR,FUL,LEI,LIV",2.6,3.8,4,3.7,2.7,2.3,2.8,4.9,2.9,2.6,3.7,2.6,3.3,3.3,2.7,47.9,1.596666667,0.709594116,1.132985272
"CHE,CRY,LEE,WBA",4.3,3.3,3.1,3.8,3.4,3.2,3.8,2.6,4.2,2.9,2.3,4.3,4.3,4,3.7,53.2,1.773333333,0.641278485,1.137200513
"BHA,NEW,SHU,SOU",4.4,3.3,3.7,2.9,2.2,2.8,3.9,3.3,4.4,2.8,3.9,2.4,3.4,2.4,3.2,49,1.633333333,0.696590335,1.137764214
"BHA,MUN,SOU,WBA",4.5,2.7,4.2,3.3,3.2,2.8,3.4,3.3,2.7,4.5,2.9,3.4,3.2,2.7,4.4,51.2,1.706666667,0.6674757,1.139158527
"AVL,CRY,LEI,SOU",2.7,3.3,3.4,3.4,2.7,2.9,3.7,2.8,3.9,2.2,2.9,2.7,3.8,5,2.4,47.8,1.593333333,0.715009157,1.139247924
"LEE,MUN,SOU,WBA",4.5,1.6,3.6,3.9,3.8,3.7,3.4,2.7,3.8,3.8,2.9,3.4,3.1,2.8,3.2,50.2,1.673333333,0.681245358,1.139950566
"ARS,EVE,FUL,WBA",4.5,3,3,2.9,4,3,2.5,4.4,3.4,3,3.5,3.9,4,3.5,4.5,53.1,1.77,0.644537486,1.140831351
"BHA,CRY,FUL,LIV",3.8,3.9,3.4,4.2,2.8,1.9,3.8,3.3,3.9,3.2,3.9,4.3,2.9,2.7,2.7,50.7,1.69,0.676334659,1.143005574
"CHE,LEE,LIV,WBA",3.1,3.3,3.1,2.6,4.3,3.1,3.8,2.6,4.7,3.3,2.3,3.3,4.2,2.8,2.6,49.1,1.636666667,0.699455571,1.144775617
"BHA,CRY,EVE,LEI",3.8,2.8,3.4,3.9,2.7,2.3,3.8,3.3,3.4,2.2,3.2,4.3,3.2,4.5,3.9,50.7,1.69,0.677389949,1.144789014
"BHA,CHE,EVE,LEI",3.1,2.8,2.8,2.3,2.7,3.9,3.8,3.2,3.3,2.3,3.1,3.6,3.2,3.9,5,49,1.633333333,0.701698619,1.146107745
"CHE,LEE,WBA,WHU",3.3,3.3,3.1,3.8,4.5,3.8,3.8,2.3,3.8,3,2.3,4,2.3,4,3.3,50.6,1.686666667,0.679775873,1.146555307
"BHA,CHE,EVE,WHU",3.3,2.9,2.8,2.3,3.9,3.9,4.3,2.3,3.3,3,3.8,4.3,2.4,3.9,3.5,49.9,1.663333333,0.690203559,1.148038586
"AVL,BHA,CRY,SOU",3.9,3.4,3.4,3.3,2.8,2.3,4.4,2.8,3.4,4.4,2.9,4.4,3.4,2.9,2.4,50.1,1.67,0.688476579,1.149755887
"SHU,SOU,WBA,WHU",2.9,4.3,3.7,3.9,2.8,3.9,3.4,2.4,4.5,2.8,2.9,3.4,4.5,3.3,2.9,51.6,1.72,0.669541421,1.151611244
"ARS,MCI,SHU,SOU",2.8,4.3,3.7,2.3,3.7,4.2,3.7,2.8,4.4,3.1,2.7,3.3,3.3,4.2,2.7,51.2,1.706666667,0.67492504,1.151872068
"BUR,LEE,NEW,WOL",4.8,2.3,4.3,2.7,3.2,3.1,2.8,3.2,3.4,3.8,3.9,2.3,3.2,3.3,3.7,50,1.666666667,0.691444313,1.152407188
"BUR,LEE,LIV,TOT",3.2,3.8,3.2,3.7,3.7,3.1,4.2,2.7,3.8,4.1,4.8,2.7,3.2,4.3,2.6,53.1,1.77,0.651152824,1.152540498
"CRY,LEE,NEW,WOL",4.3,2.3,3.7,2.8,3.2,2.7,2.8,2.7,4.9,2.9,3.4,2.3,3.3,3.3,3.7,48.3,1.61,0.716339903,1.153307244
"FUL,LEI,SHU,SOU",2.7,3.6,2.8,3.4,2.1,2.9,2.8,4.4,4.5,2.1,3.7,2.7,3.3,3.8,3.2,48,1.6,0.721110255,1.153776408
"ARS,AVL,BUR,WBA",4.5,4,4,3.3,3.4,3.5,4,3.3,2.4,4.5,2.5,3.9,3.9,3,2.9,53.1,1.77,0.652248857,1.154480477
"BUR,CHE,FUL,NEW",4.8,3.5,2.8,2.7,3.4,4,3,3.2,2.7,4.5,3.2,3.3,3.4,3,4.4,51.9,1.73,0.667404354,1.154609532
"ARS,AVL,LEI,SOU",2.7,3.3,3.9,2.3,4.9,3.4,3.7,2.8,3.4,3.8,3.3,2.7,3.8,3.9,2.4,50.3,1.676666667,0.691650889,1.159667991
"ARS,AVL,LEI,WOL",2.7,3.3,4.5,2.2,3.1,2.8,2.6,4.4,3.4,3.8,3.3,2.6,3.8,3.8,4,50.3,1.676666667,0.691650889,1.159667991
