COMBO,GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,GW11,GW12,GW13,GW14,GW15,SUM,AVERAGE PER TEAM,STD DEV,AVG * STD DEV
"ARS,SHU,WBA,WOL",6.2,6.8,8,5.2,4.6,6.3,6.4,8,6.9,5.8,7.5,5.2,9.5,5.6,8.4,100.4,2.231111111,1.368767259,3.05387184
"BUR,LIV,MUN,WOL",8.1,8.3,7.2,4.5,5,5.6,6.6,7.7,4.2,8.3,7.8,6.1,6.6,4.9,5.7,96.6,2.146666667,1.42267354,3.054005865
"EVE,MCI,WBA,WHU",8.2,6.9,7.5,6.3,8.5,7.3,5.3,7.8,6.9,4.5,4.3,7.7,5.4,7.4,4.8,98.8,2.195555556,1.391231041,3.054525041
"BHA,CHE,EVE,TOT",7.3,5.9,4.2,4.7,6.4,6.3,5.7,4.6,5.2,8.6,6.3,7.2,8.5,6.9,8.5,96.3,2.14,1.427385222,3.054604375
"AVL,MCI,TOT,WOL",8.7,7.9,5.8,6.7,7.2,5.1,4,8.5,7.4,8.3,5.3,6.3,6.3,6.6,5.3,99.4,2.208888889,1.383818045,3.056700303
"BUR,SHU,TOT,WOL",6.7,8.3,5.2,6.2,4,6.7,5.8,6.8,5.9,8.9,7.9,5.7,8.9,7.1,6.7,100.8,2.24,1.364969911,3.0575326
"BUR,FUL,LEI,WOL",6.2,7.3,7,5.2,4.5,5.3,3.6,7.9,5.4,7.9,8.7,6.1,5.2,7.3,7.4,95,2.111111111,1.44848032,3.057902898
"MUN,SOU,TOT,WHU",4.8,6.8,5.6,7.5,7.9,7.8,6.3,3.8,6.3,8.1,7.9,4.8,6.3,8.5,6.4,98.8,2.195555556,1.392770449,3.057904897
"ARS,FUL,MUN,SOU",5.9,5.3,5.7,5.3,7.9,5.9,5.9,5.1,4.7,9.6,8.4,7.8,5.8,5.7,7.4,96.4,2.142222222,1.42751866,3.058062195
"ARS,BHA,CHE,EVE",6.8,5.4,6.4,3.7,8.4,6.9,7.8,4.6,5.2,7.5,6.3,7.7,7.4,6.3,8.5,98.9,2.197777778,1.391539059,3.058293621
"BHA,LEE,NEW,SOU",8,4.2,7.8,5.3,8.1,4.6,6.9,4.6,8.4,7.4,6.4,4.9,4.7,6.4,6.2,93.9,2.086666667,1.465703147,3.058433899
"CHE,CRY,MUN,WOL",6.1,9.4,5,4.6,5,6.2,6.1,5,5,7.4,5.7,6.6,8.3,6.1,8.4,94.9,2.108888889,1.450352995,3.058633316
"LIV,MUN,NEW,WHU",5.8,5.9,7.8,6.8,7.7,8.4,7.8,6.3,5.7,4.8,7.9,4.3,4.8,3.6,5.8,93.4,2.075555556,1.473802985,3.058959973
"BUR,FUL,SHU,WBA",9.2,6.3,5.3,8.4,4.2,6,6.1,8,5.4,6.4,5.9,8.5,6.9,5.3,6.2,98.1,2.18,1.4034651,3.059553917
"BUR,NEW,SOU,WOL",6.2,8,7.9,3.6,6.9,6.2,4.7,6.3,6.9,8.6,5.8,3.7,7.4,6.3,6.3,94.8,2.106666667,1.452682248,3.06031727
"ARS,AVL,BHA,WOL",6.8,5.9,8.1,4.6,6.8,3.7,6.8,6.8,5.3,9.5,7.5,6.7,5.9,5.2,7,96.6,2.146666667,1.425682794,3.060465731
"AVL,LEE,LEI,LIV",7.6,4.1,6.2,8.8,6.6,4.6,7.1,7.9,7.4,4.9,6.2,5.1,5.1,6.3,3.6,91.5,2.033333333,1.505228981,3.060632262
"BHA,EVE,SOU,WOL",6.8,5.9,6.9,3.2,7.3,4.1,4.7,6.8,5.9,8.6,6.9,6.2,8.4,6.8,6.4,94.9,2.108888889,1.451829716,3.061747556
"CHE,LEE,MCI,SHU",9.8,6,4.4,6.1,6.2,8.1,7.1,6.6,7.3,5.4,5.1,7.8,5.6,7.1,4.9,97.5,2.166666667,1.413203049,3.061939939
"ARS,CRY,FUL,TOT",5.8,7.5,4.8,9.1,5.9,4.8,5.9,4.2,6.3,8,7.9,6.3,7,7.4,7.9,98.8,2.195555556,1.39482035,3.062405569
"CRY,LIV,NEW,TOT",5.7,8.5,6.2,7.9,6.2,5.1,6.2,5.8,9,4.7,6.3,3.7,7.9,5.3,6.2,94.7,2.104444444,1.455465888,3.062947103
"BHA,CHE,FUL,SOU",6.3,6.9,5.2,4.1,5.9,3.8,5.2,4.6,5.7,10.2,5.7,7.2,6.4,5.9,6.9,90,2,1.531572488,3.063144976
"CRY,FUL,LEI,WOL",5.6,7.9,6.4,6.9,4.5,3.7,3.6,7.4,6.9,5.7,8.2,5.6,6.3,7.8,7.4,93.9,2.086666667,1.46813779,3.063514189
"AVL,EVE,LIV,TOT",6.8,5.5,4.4,7.4,8.4,5.2,5.9,8.7,5.9,6.3,6.9,6.3,8.5,5.8,3.8,95.8,2.128888889,1.439179661,3.063853588
"ARS,BHA,LEE,WBA",8.1,5.2,9.1,6.8,6.4,4.7,8,4.6,6.8,6.8,7,6.4,5.2,5.3,8.4,98.8,2.195555556,1.395844172,3.064653426
"BHA,LEI,MCI,TOT",6.8,6.7,7.9,6.7,5.2,5.6,5,6.3,9.8,6.7,5.1,6.2,4,7.2,7.8,97,2.155555556,1.42210441,3.065425061
"BHA,CRY,LEI,SHU",6.8,5.5,6.8,8.4,3.5,5.8,8.8,6.3,6.8,3.5,5.7,7.3,6.2,6.7,6.7,94.8,2.106666667,1.455629466,3.066526075
"ARS,BUR,MCI,TOT",8.3,8.9,6.8,5.1,6.8,7.7,6.8,4.7,6.2,8.9,5.7,6.8,5.2,8.2,6.7,102.8,2.284444444,1.342634227,3.0671733
"BHA,CRY,SHU,SOU",6.9,6.7,5.6,6.8,3.6,4.2,8.9,4.7,6.8,6.3,5.8,7.4,7.9,7.7,5.1,94.4,2.097777778,1.462613447,3.068237987
"AVL,LIV,WBA,WHU",5.9,7.6,7.5,8.4,7.9,4.8,6.8,7.7,6.4,4.8,5.4,5.3,5.9,4.3,3.3,92,2.044444444,1.500793441,3.068288813
"BHA,CHE,MCI,WBA",8.5,7.8,7.8,5,5.9,5.2,5.6,6.3,7.1,6.3,3.1,7.8,5.7,5.4,7.8,95.3,2.117777778,1.449071953,3.06881238
"ARS,BUR,EVE,FUL",8.1,5.5,5.5,4.8,7.9,7,6.6,6.3,4.3,8.1,7.9,9.1,5.9,7.4,6.4,100.8,2.24,1.370192896,3.069232086
"AVL,CRY,SOU,WOL",5.7,8.6,5.8,5.8,6.8,4.2,5.2,6.3,6.4,7.9,4.8,5.7,8.5,8.3,4.3,94.3,2.095555556,1.464760666,3.069487352
"LEE,MCI,SHU,SOU",9.4,5.6,5.5,6.2,6.7,6,6.7,6.7,8.9,5.4,5.7,6.9,5.6,8.6,4.5,98.4,2.186666667,1.40448262,3.071135328
"BUR,LEE,SHU,WOL",9.8,6.1,5.6,6.2,4,6.1,7.4,6.7,5.9,7.1,8.9,6.8,6.7,7.1,5.5,99.9,2.22,1.383473888,3.071312032
"FUL,LEE,NEW,SOU",7.5,4.3,5.7,6.5,8.7,4.7,4.9,5.7,8.5,7.4,7.9,4.9,4.8,7,5.7,94.2,2.093333333,1.467359144,3.071671808
"EVE,LEE,LEI,WOL",6.7,3.6,6.3,4.8,6.1,6.1,4.6,7.8,7,4.6,8.3,5.1,6.6,8.9,6.8,93.3,2.073333333,1.481890684,3.072453352
"CHE,CRY,FUL,WBA",7.4,8.6,4.7,7.4,5.4,4.4,4.8,5.7,6.2,5.9,3.7,7.3,8,6,7.9,93.4,2.075555556,1.480572605,3.073010695
"BUR,CRY,MUN,WOL",9.3,8.4,6.2,5.7,4.6,5.7,7.3,5.6,4.1,7.9,6.3,7.8,6.7,6.6,6.8,99,2.2,1.396935421,3.073257927
"LEE,LEI,SHU,SOU",5.7,4.4,5.5,6.9,5.1,7.2,6.7,5.7,9,4.4,6.7,5.2,6.6,9.3,5,93.4,2.075555556,1.481054965,3.074011861
"FUL,LEI,MCI,WHU",5.9,7.2,7.5,7.9,6.2,6.8,4.6,7,7.4,4.1,6.3,7.3,3.3,8.3,5.3,95.1,2.113333333,1.454942316,3.074778094
"BHA,FUL,SOU,WHU",6,6.9,7,6.9,7,3.8,6.4,4.3,5.9,8.7,8.1,6.9,3.9,7.6,5.4,94.8,2.106666667,1.459549833,3.074784981
"AVL,CHE,FUL,TOT",6.8,6.5,4.2,8.5,7,4.9,4.7,5.7,5.3,9.6,5.8,7.3,7,6,7,96.3,2.14,1.43686166,3.074883951
"AVL,LEI,MUN,WHU",7.8,4.1,6.4,9.1,6.7,8.5,7.3,6.3,4.3,5.3,6.3,6.9,4.6,6.3,6,95.9,2.131111111,1.44294672,3.075079789
"AVL,BUR,NEW,WOL",9.8,6.5,7,4.7,6.8,5.8,5.3,8.4,4.9,8,5.4,5.8,5.9,4.8,5.9,95,2.111111111,1.456839371,3.075549783
"ARS,FUL,MUN,WBA",7.6,5.3,7,7.4,5.8,6,5.5,6.7,4.7,7.5,7.5,8.4,5.8,4.8,9.6,99.6,2.213333333,1.389655661,3.075771197
"LEE,LIV,MCI,TOT",8.2,7.2,6.1,7.7,7.7,5.4,6,7.2,9.3,5.9,6.7,5.2,5,7.1,3.9,98.6,2.191111111,1.403804355,3.07589132
"CHE,LEE,LEI,MCI",8.1,6,6,5.1,6.7,7.6,5.9,5.6,8.2,4.9,3.9,6.1,3.9,8.8,6.6,93.4,2.075555556,1.482019215,3.076013214
"BUR,CRY,LEI,WBA",6.9,7.8,8.1,7.4,4.1,6.4,6.8,6.3,7.5,3.7,4.2,6.3,6.7,8,7.3,97.5,2.166666667,1.419758531,3.076143483
"BUR,SHU,SOU,TOT",6.3,7.8,5.1,6.3,4.7,7.3,6.9,4.7,6.9,9,6.8,5.8,8.9,7.8,5.1,99.4,2.208888889,1.393078127,3.077154795
"BHA,EVE,FUL,SOU",8.1,4.9,5.4,4.8,7.5,3.8,4.9,6.3,5.4,8.7,6.9,8.6,6.4,6.5,5.9,94.1,2.091111111,1.471863089,3.077829259
"BHA,CHE,CRY,LEE",7.9,6.8,5,7.3,5.3,4.1,8.8,4,6.1,6.7,5.2,7.8,5.7,7.9,6.7,95.3,2.117777778,1.453501519,3.078193218
"LEI,MUN,SOU,TOT",4.6,5.6,5.6,6.4,5.6,7.8,5.1,5.1,8.8,7.4,6.7,4.1,7.1,7.8,8.4,96.1,2.135555556,1.441460899,3.078319831
"CHE,LEE,MCI,TOT",8.7,7.2,4.5,6.7,7.9,6.5,5.5,4,8.2,7.1,5.1,6.2,5.6,8.3,6.6,98.1,2.18,1.412090649,3.078357614
"AVL,LEE,LIV,WOL",8.1,6.3,6.2,7.1,7.1,4.1,6.1,8.4,6.9,7.1,8.4,5.1,6.2,5.1,3.6,95.8,2.128888889,1.446605221,3.079661783
"BHA,BUR,FUL,LEI",8,5.7,7.6,6.8,4.1,4.9,6.3,6.8,4.8,8.9,6.2,8.3,4.7,6.4,7.4,96.9,2.153333333,1.430684152,3.080739874
"LEI,MUN,SHU,WOL",6.1,4.4,6.1,6.3,3.9,8.3,5.6,8.8,5.8,5.1,7.8,5.6,7.1,5.4,8.3,94.6,2.102222222,1.465540693,3.080892213
"AVL,BHA,CHE,SHU",8.4,5.2,4.1,6.7,4.7,6.4,8.3,6.8,5.2,7.3,5.3,8.8,6.9,4.7,5.8,94.6,2.102222222,1.465540693,3.080892213
"EVE,FUL,NEW,WHU",7.6,4.5,6.1,7.1,9.3,7.6,5,7,5.5,4.5,8.2,6.7,4.5,6.1,6,95.7,2.126666667,1.449236252,3.082042429
"FUL,LIV,MCI,TOT",6.3,8.4,5.8,7.2,6.8,4.6,4.2,8.9,8.3,7.2,6.7,6.7,5.2,6.1,4.6,97,2.155555556,1.43011821,3.082699253
"BHA,CRY,LIV,MUN",7.4,6.7,6.6,7.2,4.6,3.6,9.3,5.6,5.1,6.2,6.8,7.8,6.1,4,5.7,92.7,2.06,1.496758402,3.083322308
"CHE,MCI,SHU,SOU",6.2,8.2,5,3.5,6.2,8.2,6,6.7,7.7,6.1,4,6.7,7.8,7.1,4.5,93.9,2.086666667,1.477836256,3.083751655
"BHA,MUN,SOU,TOT",6.9,5.7,5.6,6.3,5.7,5.2,6.3,4.7,6.2,10.7,7.4,6.3,6.7,5.7,7.9,97.3,2.162222222,1.426217108,3.083798324
"BHA,LIV,WBA,WHU",5.9,8,9.6,7.2,5.7,4.2,7.8,6,6.8,4.8,6.4,5.3,5.3,4.2,5.3,92.5,2.055555556,1.500317427,3.083985822
"AVL,CRY,EVE,LEI",7.4,4.3,4.9,8.1,6.3,5.9,6.3,8,5.4,3.7,4.7,7.9,6.8,8.1,4.9,92.7,2.06,1.497235548,3.084305229
"AVL,CHE,MUN,WOL",8.6,6.8,4.6,4.6,6.1,6.3,5.6,7.1,4.1,9,5.8,7.2,7.3,5.1,7.5,95.7,2.126666667,1.45071411,3.08518534
"FUL,LEI,SOU,WHU",4.2,6.8,7,7,6.9,6.4,4.7,5.4,7.5,5.9,7.4,4.7,4.3,9.7,5.4,93.3,2.073333333,1.488623525,3.086412776
"AVL,BHA,LIV,WOL",6.7,7.4,7.4,5,5.5,3.5,6.1,9,5.9,8.3,6.9,6.1,6.3,4.2,4.8,93.1,2.068888889,1.492106214,3.087001966
"ARS,AVL,TOT,WOL",5.1,7,5.9,6.3,7.9,5.2,4.7,6.3,5.9,9.5,8,4.6,8,6.2,7.5,98.1,2.18,1.416131552,3.087166782
"BUR,EVE,FUL,WHU",8.2,6.5,5.5,7,7,7,6.6,5.9,4.4,6.6,8.1,9.2,4.4,8.1,5.4,99.9,2.22,1.390683285,3.087316893
"BUR,CRY,LEI,LIV",5.1,9.3,7.3,6.2,4.1,5.7,8.1,6.3,6.2,4,5.1,5.6,6.6,7.8,4.6,92,2.044444444,1.510282219,3.087688092
"AVL,CRY,FUL,SOU",7,6.5,4.9,8.6,7,3.9,5.4,5.8,5.9,8,4.8,8,6.5,8,4.3,94.6,2.102222222,1.468948442,3.088056057
"FUL,SHU,WBA,WHU",7.6,6.3,5.9,10.1,4.8,7.5,7,7.1,6.5,4.3,7.7,7,6,5.3,5.8,98.9,2.197777778,1.40532999,3.088603023
"AVL,EVE,LIV,WHU",6.4,6.1,5.9,6.9,9.5,5.8,7.3,8.3,5,4.8,6.9,6.9,5.9,5.9,3.3,94.9,2.108888889,1.464565595,3.08860611
"ARS,CRY,EVE,MUN",7.5,4.3,5.2,5.9,7.7,7.4,8.5,5.1,4.2,5.9,6.9,8.6,7.3,6.8,7.4,98.7,2.193333333,1.408241051,3.088742038
"BHA,LIV,MUN,WOL",6.7,6.7,7.7,5,5,3.5,6.6,7.7,5.2,8.3,8.4,6.1,6.1,4,6.8,93.8,2.084444444,1.482211989,3.089588546
"FUL,LEE,LIV,NEW",7.4,4.3,6.2,7.4,7.3,4.1,5.8,7.3,7.9,5.6,8.9,4.8,4.8,4.3,5.1,91.2,2.026666667,1.524654528,3.089966509
"BHA,EVE,LIV,WOL",6.7,6.9,7.4,4.1,5.5,3.5,5.6,9.1,5.9,6.8,7.9,6.1,7.8,5,5.8,94.1,2.091111111,1.477675137,3.089982897
"AVL,CHE,CRY,EVE",7.9,6.6,4.3,6.4,7.5,5.9,6.8,6.3,4.8,5.9,4.2,8.9,8.5,7.1,4.9,96,2.133333333,1.448644687,3.090441998
"ARS,BUR,SHU,WOL",6.2,7.8,6.8,4.1,4,7.3,8.5,6.8,5.3,7.8,8.4,6.2,7.9,6.5,6.7,100.3,2.228888889,1.386602563,3.090583045
"ARS,LIV,SHU,WBA",5.7,6.8,7.9,6.2,5.1,6.3,8.4,8.5,7.3,4.6,6.9,5.2,8.9,4.6,6.2,98.6,2.191111111,1.410909872,3.091460297
"ARS,CRY,LIV,WBA",5.2,9,8.5,6.2,5.7,4.7,7.8,5.9,7.2,4.7,5.3,5.2,8.4,5.2,6.3,95.3,2.117777778,1.459876055,3.091693067
"MCI,MUN,NEW,SOU",9.4,5.3,7.1,4.7,8.4,7.7,5.7,6.7,7.7,6.3,4.7,6.4,4.6,5.1,6.2,96,2.133333333,1.449630495,3.092545056
"SHU,SOU,WHU,WOL",4.7,8.4,6.7,5.2,6.2,7.7,7.2,5.9,7,6.3,8.6,4.7,8,8.3,4.7,99.6,2.213333333,1.39734442,3.092788983
"LEE,MCI,TOT,WOL",8.7,7.2,6.1,6.7,7.2,5.4,4,6.2,8.9,7.6,7.8,5.2,5.6,8.1,6.1,100.8,2.24,1.381613963,3.094815277
"BUR,EVE,FUL,NEW",9.7,4.5,5.5,5.4,7.1,7,5,7.9,4.4,6.6,6.4,8.2,5.4,6,6.4,95.5,2.122222222,1.458799245,3.095896176
"AVL,LEI,SOU,TOT",4.6,6.3,5.3,7.5,7.4,5.8,5.1,5.8,9.5,7.4,5.2,4.1,7.3,8,5.9,95.2,2.115555556,1.463785048,3.09671859
"EVE,TOT,WBA,WHU",6.5,6.5,6,8.1,8.1,7.4,4.9,5.5,7.7,4.5,6.5,5.4,9.6,7.6,7,101.3,2.251111111,1.375742224,3.096948606
"MCI,NEW,SHU,TOT",7.9,6.3,5.6,7.3,6.2,8.3,5.2,8.4,9.6,4.6,5.8,5.4,6.3,5.6,6.6,99.1,2.202222222,1.406346161,3.097086767
"BUR,MCI,NEW,TOT",9.9,7.9,6.8,5.7,6.8,7.7,5.2,6.3,8,7.4,4.7,5.9,4.7,6.8,6.7,100.5,2.233333333,1.387186258,3.098049309
"AVL,LEI,MCI,SOU",7.7,6.3,6.8,5.2,7.8,5.7,5.5,8,8.4,5.6,4.1,6.3,4.6,7.8,3.7,93.5,2.077777778,1.491244287,3.098474241
"BUR,CRY,FUL,WBA",8.7,8,5.9,8.5,4.8,4.4,6,6.3,5.3,6.5,4.3,8.5,6.4,6.5,6.3,96.4,2.142222222,1.446407701,3.09852672
"LEI,LIV,MUN,WBA",5.7,5.1,8.4,7.3,5.1,6.8,6.1,8.4,7.9,4.1,5.7,4.6,6.5,4.1,7.8,93.6,2.08,1.48987056,3.098930765
"BHA,MCI,SHU,WOL",8.4,7.1,7.2,5,4,4.5,6.1,9.4,6.9,6.6,6.3,7.8,5.7,5.5,6.1,96.6,2.146666667,1.443606595,3.098942156
"BHA,MCI,SOU,TOT",6.9,7.9,6.7,5.1,6.8,5.1,5.1,4.7,8.8,9.5,5.2,6.3,5.7,7.2,5.7,96.7,2.148888889,1.442154473,3.099029723
"AVL,BHA,CHE,WOL",7.2,7.9,5.8,4,5.7,3.7,5.6,6.7,5.2,9.5,5.3,7.1,6.9,5.2,7,92.8,2.062222222,1.503266285,3.100069139
"CHE,CRY,MUN,TOT",6.2,7.9,4.5,7.9,5.7,7.3,6.7,4.1,5,7.4,5.7,6.7,8.3,6.8,8.9,99.1,2.202222222,1.407869042,3.100440489
"EVE,SHU,WBA,WHU",7.6,5.3,5.9,8,6.4,9.5,8,7.8,6,4.3,6.5,7,8.1,6.4,5.3,102.1,2.268888889,1.366678281,3.100841166
"ARS,BHA,CHE,LIV",4.5,8.4,7.8,4,6.2,5.2,8.6,4.6,5.6,7.8,6.7,5.5,6.8,5.1,7.3,94.1,2.091111111,1.483464414,3.102088918
"AVL,LEI,SOU,WHU",4.2,6.3,7,7,8.5,6.9,6.2,5.4,7,5.3,5.2,4.7,4.8,9.2,3.9,91.6,2.035555556,1.524310929,3.102819581
"MUN,TOT,WHU,WOL",5.2,7.4,6.2,7.4,6.1,7.2,5.2,4.7,5.3,8,9.7,4.7,6.3,6.6,8,98,2.177777778,1.425114866,3.103583486
"BHA,CHE,LEI,TOT",5,6.7,6.3,5.7,5.2,6.8,5.5,4.6,8.2,7.9,5.6,5,6.7,6.9,10,96.1,2.135555556,1.453796344,3.104662859
"CHE,CRY,LEE,WOL",6.1,9.4,5,5.7,5.7,4.5,6.1,4,6.7,6.7,6.7,6.1,7.8,8.8,6.7,96,2.133333333,1.455531322,3.105133486
"BUR,EVE,LIV,WOL",6.7,8.5,6.9,4.1,5.5,5.6,5.6,9.1,4.9,6.8,7.3,6.1,8.3,6.6,4.7,96.7,2.148888889,1.445123162,3.105409105
"BHA,SHU,TOT,WOL",6.7,6.7,5.7,6.7,4,4.6,5.7,6.8,6.9,8.9,8.5,5.7,8.4,5.5,7.8,98.6,2.191111111,1.417475959,3.105847324
"AVL,LIV,MUN,WOL",8.1,6.3,6.2,5.6,5.9,4.1,6.1,9.4,4.8,7.8,7.4,6.2,6.7,4.1,4.8,93.5,2.077777778,1.495071268,3.106425856
"CHE,LEI,MCI,MUN",8.1,6,6,5.1,5.6,9.3,5.9,6.6,6,5.6,3.9,7.6,4.4,6.6,8.3,95,2.111111111,1.471474803,3.106446806
"BHA,FUL,NEW,SHU",9.1,5.2,6.4,7.9,4.2,5.5,6.5,7.9,6.4,6.4,7.5,7.5,4.9,4.2,7.3,96.9,2.153333333,1.443111717,3.107500565
"FUL,MCI,SOU,TOT",6.4,8,5.3,6.3,7.4,5.2,4.2,5.8,8.9,9,5.7,6.8,5.8,7.8,5.2,97.8,2.173333333,1.42988511,3.107616973
"EVE,TOT,WHU,WOL",5.2,7.6,5.9,5.9,7.9,6.7,4.2,5.9,6,6.5,9.2,4.7,8.1,8.4,6.5,98.7,2.193333333,1.417341576,3.108702523
"AVL,BHA,SOU,WHU",6.5,6.4,7,6.9,8.6,4.3,7.9,4.3,5.4,8.1,5.9,6.9,4.4,7.1,3.9,93.6,2.08,1.494657151,3.108886875
"BHA,LIV,TOT,WHU",4.7,8.5,7.4,7.8,6.2,4.6,7.7,4.3,6.8,7.4,8.4,4.7,5.3,5.7,5.3,94.8,2.106666667,1.476095235,3.109640628
"BUR,LEE,SHU,SOU",9.4,5.6,5.5,6.3,5.2,6.7,8.5,4.6,6.4,7.2,6.8,6.9,6.7,8.8,5,99.6,2.213333333,1.404991103,3.109713642
"ARS,AVL,BHA,TOT",6.9,5.9,6.5,7.9,7.5,4.8,7.4,4.7,5.3,10.1,7,6.8,5.9,5.3,7.5,99.5,2.211111111,1.406447737,3.109812219
"NEW,SHU,WHU,WOL",6.3,6.9,7.4,6.3,6.2,9.4,7.3,7.5,7,4.3,8.7,4.3,6.5,5.1,6.3,99.5,2.211111111,1.406447737,3.109812219
"BHA,EVE,NEW,WOL",8.4,4.4,8.1,4.3,6.9,5.2,4.8,8.4,5.9,6.5,7,5.8,6.9,4.7,8,95.3,2.117777778,1.468656659,3.110288435
"AVL,LEE,SOU,WOL",8.2,5.3,5.7,6.2,8.4,4.6,5.2,6.2,7,8.8,7.4,5.2,6.8,7.8,4.2,97,2.155555556,1.443045721,3.11056522
"CRY,MCI,NEW,SHU",8.5,6.7,6.1,7.3,5.1,7.3,7.3,8.4,8.3,4.2,4.2,7,5.8,5.6,5,96.8,2.151111111,1.44611137,3.110746237
"AVL,FUL,LEI,WOL",6.2,5.3,6,6.9,5.1,3.8,3.6,9.5,6,7.3,8.3,6.2,5.3,5.8,6.5,91.8,2.04,1.52559122,3.112206089
"LIV,MCI,MUN,WHU",7.8,7.8,7.6,6.6,7,7.1,7.6,7.8,5.7,5.1,6.7,7.3,3.6,5.4,3.6,96.7,2.148888889,1.448578942,3.112835194
"BUR,LEE,NEW,SOU",9.4,5.3,6.7,4.8,8.1,6.7,6.9,4.6,7.4,7.4,5.8,4.9,5.2,8,5.1,96.3,2.14,1.454647724,3.112946129
"BUR,CHE,LIV,MUN",8.1,8.3,5.6,4.5,5.5,7.8,8.1,5.5,3.5,7.8,6.1,7.1,6.6,5.1,6.2,95.8,2.128888889,1.4623204,3.113117652
"EVE,MUN,SOU,WOL",6.8,4.8,5.7,3.2,7.7,6.2,4.7,7.2,4.8,8,7.4,6.4,8.8,6.7,6.4,94.8,2.106666667,1.478029576,3.113715641
"CHE,FUL,LIV,MCI",6.2,9.4,5.7,4.4,6.8,4.6,5.1,8.8,6.7,6.6,5,7.6,5.2,5.8,4.6,92.5,2.055555556,1.515004322,3.11417555
"ARS,CRY,LEE,LIV",5.2,7.3,6.6,7.3,6.7,4.5,9.3,4.1,7.2,5.5,7.8,5.7,6.7,7.7,4.5,96.1,2.135555556,1.458701314,3.115137695
"BUR,LEI,LIV,SHU",5.6,7.1,6.7,6.2,3.5,7.8,8.2,8.9,6.3,3.9,6.6,5.6,6.6,6.1,4.5,93.6,2.08,1.497998665,3.115837223
"BHA,SHU,WBA,WOL",7.9,6.2,7.9,6.2,4,4.2,5.8,8.5,6.9,6.3,6.5,6.3,8.4,4.7,7.8,97.6,2.168888889,1.436994217,3.116680792
"BHA,EVE,MUN,SOU",8.6,3.7,5.7,4.8,7.3,5.8,6.9,5.6,4.2,8.1,6.9,8.6,6.7,5.8,6.4,95.1,2.113333333,1.474933413,3.117025945
"CRY,FUL,MUN,NEW",8.6,4.3,5.2,8.6,5.2,5.9,6,6.7,5.2,5.9,6.4,8.5,5.3,4.3,7.9,94,2.088888889,1.492201952,3.117044078
"BHA,CRY,WBA,WOL",7.4,8.5,8.5,6.2,4.6,3.6,5.8,6.4,6.8,6.4,4.9,6.3,7.9,5.2,7.9,96.4,2.142222222,1.455269571,3.117510814
"BHA,MCI,WHU,WOL",6.9,8.9,9,5,6.1,4.5,6.1,6.4,6.4,6.8,7,6.8,3.2,6.5,5.8,95.4,2.12,1.470568403,3.117605015
"ARS,CRY,FUL,MUN",7,5.3,5.2,8,5.2,5.4,7.5,5.1,4.7,7.4,7.9,9.4,5.8,5.7,7.9,97.5,2.166666667,1.439245834,3.118365974
"BHA,CHE,LEI,MUN",6.7,4.5,6.7,5.7,4.5,7.9,7.1,5.5,4.5,6.8,5.6,7.1,5,5.2,10,92.8,2.062222222,1.512267298,3.118631228
"EVE,LIV,NEW,TOT",6.2,5.5,5.8,5.3,8.5,6.7,5.4,8.1,8.1,4.8,7.4,3.7,8.5,5.3,6.3,95.6,2.124444444,1.467975606,3.118632622
"BUR,LIV,MCI,TOT",8.2,9.9,6.8,5.5,6.2,6,6,7.8,7.2,7.7,5.6,6.2,5.6,7.1,4,99.8,2.217777778,1.407057044,3.120539843
"LEE,LEI,LIV,WOL",4.4,6.6,7.7,5.1,5.4,4.4,5.4,7.8,8.4,4.9,8.7,3.9,6,7.1,5.6,91.4,2.031111111,1.536446116,3.120692777
"ARS,AVL,CHE,LEE",8.2,4.8,4.6,6.7,9.1,6.3,7.8,4,5.2,8.3,6.3,6.7,5.8,6.4,6.3,96.5,2.144444444,1.455367733,3.12095525
"ARS,BHA,MCI,WOL",6.8,7.8,9.5,4,6.1,4.5,6.1,6.8,6.3,8.3,6.8,6.7,4.7,6.1,7.3,97.8,2.173333333,1.436364458,3.121698756
"BHA,BUR,NEW,TOT",8.5,6.4,7.5,6.3,5.3,6.3,6.9,5.2,6.5,10.1,6.4,5.9,5.3,5.4,8.4,100.4,2.231111111,1.399217468,3.121809641
"BUR,FUL,LEE,LEI",9.4,4.6,5.8,8,4.7,5.8,5.8,6.2,5.9,6.7,7.7,7.3,4.6,8.5,6.2,97.2,2.16,1.44528791,3.121821886
"AVL,LEE,WBA,WOL",9.9,4.8,6.3,8.3,6.8,4.6,4.8,7.9,7,6.8,6.5,5.8,6.8,5.3,5.8,97.4,2.164444444,1.442451617,3.122106388
"AVL,BHA,NEW,TOT",8.5,4.9,6.5,8.5,7.5,4.8,5.9,6.3,7.1,8.6,6,5.9,5.4,3.9,7.5,97.3,2.162222222,1.444134277,3.122539225
"CRY,FUL,LEE,LIV",6.9,6.8,5.2,9.5,5.7,3.7,6.8,5.7,7.3,5.5,8.3,6.8,5.7,7.3,4.5,95.7,2.126666667,1.468332387,3.122653544
"CHE,LEE,NEW,TOT",6.7,5.3,4.5,6.9,8,7.8,5.7,4,8.5,6.8,6.3,4.7,6.8,6.5,8.8,97.3,2.162222222,1.444628804,3.123608503
