COMBO,GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,GW11,GW12,GW13,GW14,GW15,SUM,AVERAGE PER TEAM,STD DEV,AVG * STD DEV
"ARS,AVL,LEI,MCI,NEW",5.7,4.8,8,5.2,7.8,6.8,5.6,7.4,6.8,4.1,4.1,4.2,4.6,4.9,5.8,85.8,1.906666667,1.344406401,2.563334872
"ARS,EVE,LEE,SHU,WOL",6.2,3.6,4.6,3.7,5.6,6.1,5.8,6.2,5.9,5.1,9,5.7,7.3,6.5,5.6,86.9,1.931111111,1.327439354,2.563432886
"ARS,CRY,EVE,TOT,WHU",4.8,6.5,4.8,6.5,7.5,6.8,6.9,3.8,5.4,4.4,6.9,5.3,6.5,8.5,5.4,90,2,1.281739889,2.563479778
"BUR,MUN,NEW,TOT,WHU",6.4,5.3,5.7,6.9,5.7,8.9,6.4,4.3,3.7,6,6.9,4.4,4.7,5.3,6.9,87.5,1.944444444,1.3183684,2.563494111
"CHE,FUL,MCI,MUN,WOL",6.7,6.2,4.6,3.4,5.6,4.6,3.6,6.6,4.6,7.8,5.1,7.6,4.1,5.6,6.8,82.9,1.842222222,1.391539059,2.563524177
"EVE,FUL,SOU,TOT,WHU",4.8,6,4.4,6,8.1,5.3,4.3,3.8,5.5,6.6,7.4,4.8,6,8.1,4.9,86,1.911111111,1.341463309,2.563685435
"ARS,AVL,MUN,TOT,WOL",5.1,4.8,4.7,5.2,6.1,5.2,4.7,5.1,4.2,9,7.5,4.6,6.3,5.1,7.5,85.1,1.891111111,1.355658336,2.563700542
"ARS,AVL,LEE,LIV,MCI",7.7,4.8,6.2,5,8.2,4.6,7.1,6.3,6.3,5.9,5.2,5.7,4.1,5.2,3.1,85.4,1.897777778,1.350907984,2.563723152
"FUL,LEI,MCI,SHU,TOT",6.2,5.6,4.2,7.8,4.1,5.7,4.2,7.4,7.9,3.9,5.6,5.7,4.1,6.6,5.6,84.6,1.88,1.363713418,2.563781225
"CRY,EVE,FUL,LEE,SOU",7,3.8,4.8,6,6.4,4.2,4.9,4.1,5.9,5.2,5.8,6.9,5.8,9.1,5.1,85,1.888888889,1.357343344,2.56387076
"EVE,FUL,MCI,NEW,SOU",7.5,4.5,5.4,4.2,8.6,5.2,4.7,7.4,6.9,4.8,4.7,6.1,4.3,5.8,4.7,84.8,1.884444444,1.360602108,2.563979083
"CHE,CRY,FUL,LIV,MCI",5.6,9.4,4.7,4.4,5.7,3.7,5.1,5.7,6.2,5,3.5,6.6,5.2,5.8,4,80.6,1.791111111,1.431516013,2.564004236
"CRY,LEE,LEI,MUN,WBA",6.9,3.4,5.5,8.5,4.5,5.2,6.3,5,6.2,3.7,4.2,5.8,4.9,6.3,7.2,83.6,1.857777778,1.380200124,2.564105118
"BUR,CRY,EVE,LEI,SOU",5.2,5.8,5.8,4.3,4.1,6.3,5.7,4.7,4.8,3.7,5.1,5.7,6.7,9.6,5.2,82.7,1.837777778,1.395332355,2.564310795
"BUR,NEW,SHU,WBA,WHU",7.5,5.8,6.9,6.9,4.2,8.6,7.1,5.9,5.4,4.3,4.9,5,4.9,4.3,5.2,86.9,1.931111111,1.327977338,2.564471792
"LIV,SHU,TOT,WBA,WHU",4.7,7.3,5.6,8.3,5.1,5.7,5.7,5.5,7.4,4.3,6.9,4.7,7.4,4.6,4.1,87.3,1.94,1.32190339,2.564492576
"ARS,AVL,CRY,SHU,WBA",6.9,5.8,4.7,7.9,4.2,4.9,7.5,5.9,5.8,4.2,3.9,6.9,7.5,4.8,4.7,85.6,1.902222222,1.348261667,2.564693305
"BHA,CRY,LEI,LIV,NEW",5.1,5.2,8.4,6.2,4.1,3.6,6.6,6.3,7.2,3.7,5.2,3.6,5.2,3.7,5.7,79.8,1.773333333,1.446276006,2.564729451
"BHA,CHE,EVE,LEE,SHU",8.4,3.6,4.1,4.7,4.7,5.7,7.3,4.5,5.2,5.1,6.3,7.8,6.2,5.7,5.6,84.9,1.886666667,1.359516721,2.56495488
"AVL,CRY,EVE,FUL,LEI",6.9,4.3,4.5,7.6,4.7,3.9,4.8,7.4,5,3.7,4.7,7.9,5.3,6.6,4.9,82.2,1.826666667,1.404177441,2.564964125
"CHE,MUN,SHU,SOU,WHU",4.7,5.6,4.4,4.7,5.1,9.4,7.2,3.7,4.6,5.8,6.2,5.7,6.3,5.6,4.7,83.7,1.86,1.379026572,2.564989424
"BUR,LEI,MCI,SHU,WOL",6.1,7,6.7,4.5,3.5,6.6,4.4,8.4,5.9,3.9,4.5,5.6,4.5,6.9,5,83.5,1.855555556,1.382372013,2.565068068
"ARS,AVL,CHE,LEE,NEW",6.2,3.8,4.6,4.2,9.1,6.3,6.8,4,5.2,6.8,4.8,5.2,5.3,4.9,6.3,83.5,1.855555556,1.382372013,2.565068068
"ARS,BUR,EVE,LEI,MCI",6.3,5.3,6.9,4.7,5.6,8.3,5.6,6.3,4.3,4.1,4.5,6.7,4.5,8.2,5.2,86.5,1.922222222,1.334523279,2.565250302
"ARS,BUR,CRY,MCI,TOT",5.8,8.9,5.8,5.1,5.3,6.1,6.7,4.2,5.2,6.2,4.1,6.3,5.2,8.2,5.1,88.2,1.96,1.308870833,2.565386832
"FUL,LEI,MCI,TOT,WHU",4.7,6.8,5.8,7.9,5.8,5.7,4.2,5.4,7.4,4.1,5.6,4.7,3.3,7.8,5.3,84.5,1.877777778,1.366260102,2.565532858
"CHE,CRY,LEE,TOT,WOL",5.5,7.9,4.5,5.7,5.7,4.5,4.5,4,6.7,6.7,5.7,5,7.8,7.8,6.7,88.7,1.971111111,1.301574139,2.565547246
"AVL,LEE,LEI,LIV,SHU",5.6,4.1,4.6,7.8,4.4,4.6,7.1,7.9,6.9,3.9,6.2,5.1,5.1,4.6,3.6,81.5,1.811111111,1.416568624,2.565563175
"BUR,FUL,LEI,MUN,WBA",7.5,4.6,5.8,7.4,4.5,6,4.3,7.2,3.7,5.3,4.7,6.8,5.1,4.8,7.9,85.6,1.902222222,1.348791346,2.565700872
"BUR,NEW,SOU,WBA,WOL",6.2,7,7.9,3.6,5.2,5.2,4.2,6.3,6.9,6.5,4.8,3.7,7.4,4.8,6.3,86,1.911111111,1.342527822,2.565719837
"FUL,LEI,SHU,WHU,WOL",4.6,5.6,5.8,6.8,3.9,5.8,3.6,7,6.5,3.6,8.5,4.6,4.3,6.1,5.8,82.5,1.833333333,1.399489703,2.565731122
"ARS,BUR,EVE,FUL,SHU",7.5,4.8,4.3,4.8,4.2,7,6.6,6.3,4.3,5.8,7.4,8.4,5.9,6.2,5.7,89.2,1.982222222,1.29442026,2.565828604
"LEE,LEI,NEW,SHU,WOL",6.1,4.1,6.1,5.3,3.9,6.6,4.6,7.3,8,3.6,6.8,3.6,5.1,5.1,6.6,82.8,1.84,1.394478909,2.565841193
"ARS,AVL,FUL,MCI,SOU",5.9,6,5.4,4.1,8.5,4.4,4.7,5.8,5.4,7.8,4.2,6.9,4.3,5.9,3.7,83,1.844444444,1.391128353,2.565858963
"AVL,CRY,EVE,LEI,MUN",7.4,3.3,4.8,7,4.5,5.9,6.3,6.7,3.8,3.7,4.7,7.9,5.6,5.9,4.9,82.4,1.831111111,1.401257938,2.56585898
"ARS,EVE,FUL,MCI,WHU",6,5.5,5.9,4.7,8.5,6.3,4.8,5.4,5.4,4.8,6.8,7.6,3.3,7.2,4.8,87,1.933333333,1.32718822,2.565897225
"BUR,CHE,EVE,LIV,SOU",4.5,7.5,5.2,3.2,6.2,6.2,6.2,4.6,4.2,6.3,5.1,5,8.3,6.8,4.1,83.4,1.853333333,1.384506101,2.565951307
"AVL,LEI,LIV,NEW,WHU",4.1,4.8,7.5,6.3,7.2,6.3,6.3,7,6.4,3.8,5.3,3.6,4.8,3.8,3.3,80.5,1.788888889,1.434606301,2.566351271
"CHE,EVE,LEI,LIV,WOL",4.4,6.8,5.7,3.1,5.4,5.6,4.6,7.8,5.8,4.1,5.6,3.9,8.2,6.1,5.8,82.9,1.842222222,1.393078127,2.566359482
"BUR,CRY,MUN,NEW,WBA",8.6,4.8,6.2,6.9,4.6,6.4,6.5,5.6,4.1,4.4,4.3,6,5.7,3.8,7.3,85.2,1.893333333,1.355517824,2.56644708
"AVL,CHE,MCI,TOT,WOL",5.5,7.9,4.2,3.4,6.8,5.1,4,6.2,5.8,7.8,3.6,5,6.3,6.3,5.3,83.2,1.848888889,1.388147103,2.566529756
"CRY,LEI,LIV,NEW,SHU",5.1,5.1,6.1,6.3,3.5,6.2,6.6,7.4,7.8,3.5,5.2,3.6,6.7,4.1,4.5,81.7,1.815555556,1.413641027,2.56654382
"CRY,EVE,FUL,LEI,SHU",6.8,4.6,4.3,7.5,3.5,5.4,4.8,7.4,5.9,3.5,5.7,7.3,6.3,6.9,5.7,85.6,1.902222222,1.349320817,2.566708043
"ARS,NEW,SHU,WBA,WHU",5.9,5.8,8,6.4,6.4,8.6,7.6,5.4,6.4,4.3,6,4.9,5.5,4.3,6.9,92.4,2.053333333,1.250028571,2.566725333
"AVL,CRY,EVE,LEE,LIV",7.4,3.3,4.8,7.4,6.7,4.2,7.3,6.3,5.4,4.7,5.4,6.8,6.2,5.9,3.6,85.4,1.897777778,1.352493288,2.566731707
"ARS,CHE,FUL,MCI,WOL",5,7.9,5.7,3,6.3,4.6,3.6,5.7,5.7,7.8,5.6,5.5,4.8,6.7,6.8,84.7,1.882222222,1.363748336,2.566877423
"BUR,EVE,SOU,WBA,WOL",6.3,6.5,6.4,3.2,5.2,5.2,4.2,6.4,4.9,6.5,4.8,4.7,8.9,6.8,5.3,85.3,1.895555556,1.354287724,2.567127618
"FUL,LEE,MCI,NEW,SOU",7.5,4.3,5.7,4.7,7.9,4.7,4.7,5.7,8.4,5.6,4.7,4.9,3.6,5.8,4.5,82.7,1.837777778,1.396867243,2.567131578
"ARS,CHE,LEE,LIV,WOL",4.5,7.3,6,3,6.6,4.4,5.9,4,6.2,7.1,7.7,4.5,6.7,6,5.6,85.5,1.9,1.351189952,2.567260908
"ARS,LEE,MUN,SOU,TOT",4.7,4.1,5,5.3,7.3,6.1,6.3,4.1,5.7,8.3,7.9,4.7,5.6,6.7,6.7,88.5,1.966666667,1.305482943,2.567449788
"BUR,CRY,SHU,WBA,WOL",7.3,7.8,5.7,5.7,3.6,4.7,5.8,6.4,5.8,4.2,4.3,6.3,8.4,5.6,5.6,87.2,1.937777778,1.324961814,2.56748156
"BUR,MUN,TOT,WBA,WOL",6.8,6.3,5.7,5.7,5,5.7,3.7,5.6,4.2,8,5.9,4.7,7.2,5.1,8.4,88,1.955555556,1.312939269,2.567525681
"ARS,LEE,LEI,MCI,TOT",4.6,5.1,6.1,5.7,6.7,6.5,5,4.1,8.3,4.9,5.6,4.6,3.9,8.2,6.6,85.9,1.908888889,1.345079215,2.567606769
"ARS,CRY,MCI,NEW,WBA",6.9,6.5,8.4,5.2,6.3,5.7,5.3,5.8,7.7,4.4,3.2,4.9,5.3,4.9,6.8,87.3,1.94,1.323523436,2.567635466
"CRY,FUL,SHU,SOU,WHU",5.4,6.8,4.7,8,4.2,4.3,6.4,3.8,6.4,4.2,6.3,6.4,5.5,8,4.7,85.1,1.891111111,1.357764269,2.567683095
"ARS,LEE,MCI,NEW,TOT",6.3,4.8,6.1,5.2,8.4,6.5,5.2,4.1,8.3,5.6,5.8,4.3,4.1,6.2,6.6,87.5,1.944444444,1.320533803,2.567704616
"ARS,CHE,FUL,SOU,WBA",4.6,7,5.2,3.1,6.5,4.9,4.4,4.1,5.7,7.5,4.2,5.3,7.5,5.9,7.4,83.3,1.851111111,1.387117601,2.567708803
"BHA,BUR,LIV,SHU,WOL",6.1,7.2,6.7,4.5,3.6,3.5,7.1,7.3,5.3,6.6,7.3,5.6,6.2,4.5,4.5,86,1.911111111,1.343591491,2.567752628
"AVL,CHE,CRY,TOT,WBA",6.2,7,4.2,7.9,5.9,4.9,5.2,4.1,5.7,5.9,3.7,5.7,8.5,5.5,6.4,86.8,1.928888889,1.331415287,2.568152154
"CRY,FUL,LEE,LIV,MUN",6.9,3.6,5.1,8.4,5.2,3.7,6.8,5,5.2,5.5,7.3,6.8,4.6,4.6,4.5,83.2,1.848888889,1.389175843,2.568431782
"AVL,BHA,CHE,MCI,WOL",7.2,6.8,5.7,3.4,5.7,3.7,4.9,6.7,5.2,7.8,3.6,7.1,4.2,5.2,5.3,82.5,1.833333333,1.401020037,2.568536734
"ARS,CHE,FUL,LEE,WHU",4.7,5.3,4.6,5.8,7.5,5.8,6.3,3.6,5.7,6.8,8.5,6.2,3.8,6.9,5.8,87.3,1.94,1.324063011,2.568682241
"AVL,BHA,CRY,LEE,SOU",7.5,4.2,5.2,7.4,5.8,3.8,7.4,4.1,5.8,6.7,4.8,6.9,4.7,6.9,4.2,85.4,1.897777778,1.353549127,2.568735454
"CHE,FUL,MCI,TOT,WHU",5.2,8.4,4.2,6.2,7,5.7,4.2,3.7,5.8,6.3,5.1,5.7,3.3,7.3,5.3,83.4,1.853333333,1.386052978,2.568818185
"ARS,BHA,CRY,LEI,LIV",4,6.2,8.4,5.6,4.1,3.6,8.1,4.7,6.2,4,5.7,4.5,5.7,5.1,5.7,81.6,1.813333333,1.416635854,2.568833015
"ARS,BHA,CHE,CRY,SOU",4.6,7.4,5.6,3.1,5.3,4.2,7.7,4.1,5.6,7.4,4.6,5.6,6.9,6.3,6.3,84.7,1.882222222,1.364795467,2.568848357
"CHE,EVE,FUL,MCI,WOL",6.7,6.4,4.3,3.1,6.3,4.6,3.6,7.8,5.3,6.3,4.6,7.3,5.8,6.8,5.8,84.7,1.882222222,1.364795467,2.568848357
"BUR,EVE,MUN,NEW,SOU",8,3.3,5.7,4.3,6.9,7.9,5.9,5.6,3.2,6,5.8,5.9,5.7,5.3,5.3,84.8,1.884444444,1.363224469,2.568920777
"AVL,LEI,LIV,SHU,TOT",4.5,5.1,4.2,7.8,4.4,5.2,5.7,8,6.9,3.9,6.2,4,6.7,4.6,3.6,80.8,1.795555556,1.430717436,2.56893264
"AVL,EVE,LEE,WBA,WOL",8.5,3.3,4.8,5.3,6.8,4.6,4.3,7.9,5.5,5.3,5,5.8,6.8,5.3,4.8,84,1.866666667,1.376330525,2.569150313
"AVL,LIV,NEW,WBA,WHU",5.8,5.5,7.5,6.8,7.9,4.8,6,7.1,6.4,4.5,4.5,4.3,5,3.8,3.3,83.2,1.848888889,1.389689928,2.569382266
"BHA,LEI,SOU,WBA,WHU",4.2,6.2,9.1,5.8,4.7,4.8,5.2,4.3,7.4,3.8,4.7,4.7,4.2,6.4,5.9,81.4,1.808888889,1.420496224,2.569519837
"ARS,AVL,CHE,CRY,WOL",5,8.1,4.7,3,5.7,4.2,5.6,4.1,5.2,7.4,4.2,5.5,7.5,6.2,5.9,82.3,1.828888889,1.405024996,2.569634603
"ARS,AVL,BHA,EVE,NEW",8,4,6.6,4.9,8.7,5.4,6.5,6.3,4.9,6,6,6.4,5.4,3.9,6,89,1.977777778,1.299267193,2.569661781
"BHA,LEE,LEI,WHU,WOL",4.6,4.5,7.9,5.7,4.5,4,5.6,4.2,6.4,4.6,8,4.6,3.7,7.2,6.3,81.8,1.817777778,1.413641027,2.569685244
"BUR,CHE,FUL,LIV,SOU",4.5,8.5,5.2,3.5,5.7,4.2,5.2,4.6,4.7,8.4,5.1,5,6.3,5.8,4.1,80.8,1.795555556,1.431216599,2.569828915
"EVE,FUL,LEE,TOT,WBA",8.1,3.8,4.4,8.1,6.5,4.8,3.9,5.7,6.5,5.3,6.5,5.9,6.4,6.5,6.3,88.7,1.971111111,1.303767435,2.569870477
"LEI,MCI,MUN,WBA,WHU",5.9,5.1,7.8,7.3,5.1,7.8,5.1,6.3,6.2,3.8,3.6,5.3,3.6,5.6,6.3,84.8,1.884444444,1.363748336,2.569907975
"CHE,EVE,LEE,SHU,TOT",6.7,3.6,4,5.8,5.8,7.2,5.7,4,5.8,5.1,6.8,6.2,8.3,7.3,5.6,87.9,1.953333333,1.315729021,2.570057355
"BHA,CRY,EVE,NEW,SHU",8.5,4.3,4.7,5.9,3.6,5.3,7.5,6.3,5.8,4.2,5.9,7,6.4,4.2,5.7,85.3,1.895555556,1.355869076,2.57012516
"ARS,CRY,LIV,MCI,WBA",5.2,8.4,7.7,5,5.7,4.7,6.1,5.9,7.2,4.7,3.2,5.2,6.2,5.2,4,84.4,1.875555556,1.370331903,2.570133613
"CHE,CRY,EVE,MUN,NEW",7.3,3.3,4.6,4.3,5.7,7.9,6.3,5,4.1,4.4,4.7,6.3,6.8,4.8,7.4,82.9,1.842222222,1.395127576,2.570135023
"AVL,LEE,LIV,MUN,SOU",7.7,3.1,5.1,5.7,7.1,4.6,7.2,5,5.2,7.1,6.3,5.2,5.1,4.1,3.2,81.7,1.815555556,1.415660707,2.570210662
"AVL,CHE,LEI,MUN,NEW",6.1,3.8,4.6,5.3,5.6,8.5,6.1,6.6,4.1,5.3,4.6,4.6,5.6,3.8,8,82.6,1.835555556,1.400238075,2.570214778
"LEI,MUN,SOU,TOT,WBA",4.6,5.1,5.6,6.4,5.1,6.3,4.7,5.1,8.5,5.3,4.7,4.1,7.1,5.8,8.4,86.8,1.928888889,1.332487827,2.570220964
"BHA,CHE,LEI,MUN,SHU",6.1,4.4,4.4,5.7,3.5,7.9,7.1,5.5,4.5,5.1,5.6,6.6,5,4.5,8.3,84.2,1.871111111,1.373663853,2.570277698
"AVL,CRY,LIV,WBA,WHU",5.3,7.6,6.3,8.4,5.7,4.2,6.8,5.5,5.9,4.4,3.9,5.3,5.9,4.3,3.3,82.8,1.84,1.397037682,2.570549335
"BHA,CRY,EVE,FUL,TOT",7.5,4.9,4.4,7.5,4.8,3.3,4.4,4.7,5.4,6.5,6.4,7.9,5.9,6.4,6.4,86.4,1.92,1.338869459,2.570629362
"BUR,CHE,LIV,MUN,SHU",6.1,6.1,4.4,4.5,4,7.8,8.1,5.5,3.5,6.1,6.1,6.6,6.6,4.4,4.5,84.3,1.873333333,1.372276524,2.570731354
"ARS,AVL,CHE,EVE,WOL",5,5,4.3,3,7.9,5.8,5.1,6.2,4.8,7.5,5.3,5.5,8,6.2,6,85.6,1.902222222,1.351436625,2.570732781
"BUR,FUL,LEE,NEW,SHU",9.1,4.1,4.6,7.4,4.2,5.8,6,6.2,5.4,5.1,6.9,6.5,4.7,4.8,5.5,86.3,1.917777778,1.340504525,2.570789789
"BHA,FUL,NEW,SOU,TOT",6.3,5.4,5.3,5.3,5.9,3.8,4.3,4.7,7.4,8.7,6.4,3.8,4.9,4.4,6.9,83.5,1.855555556,1.385468805,2.570814338
"BHA,CHE,LEI,NEW,SHU",6.1,5.1,6.2,5.2,3.5,8,6.1,6.2,6.2,3.6,5.1,4.6,5.2,4.2,8.3,83.6,1.857777778,1.383818045,2.570826412
"CRY,LEI,MCI,SHU,SOU",5.2,6.6,5.6,5.2,3.5,5.6,5.5,5.8,8.3,3.5,4,5.7,5.6,8.1,4.5,82.7,1.837777778,1.398911141,2.570887808
"AVL,LEI,SHU,WBA,WHU",5.8,5.1,5.9,9,4.1,7,5.8,7.1,6,3.6,4.3,5.3,4.8,4.8,4.3,82.9,1.842222222,1.395639468,2.571078042
"ARS,BHA,CRY,LIV,MUN",5.2,5.2,6.6,5.6,4.6,3.6,9.3,4.7,4.6,6.2,6.8,6.2,5.7,4,5.7,84,1.866666667,1.377368091,2.571087103
"AVL,BUR,EVE,LIV,WOL",6.7,6,5.5,4.1,5.5,4.1,5.3,9,3.9,6.3,5.9,6.1,6.8,5.1,3.7,84,1.866666667,1.377368091,2.571087103
"ARS,BHA,BUR,LEI,SOU",4.1,6.2,8.5,4.2,4.1,5.8,7.2,4.7,4.7,7.4,5.6,4.6,5.1,6.8,6.3,85.3,1.895555556,1.356395784,2.571123565
"LEE,LEI,LIV,SHU,WOL",4.4,4.4,6,5.1,3.9,4.4,5.4,7.8,7.9,3.9,7.7,3.9,6,5.4,4.4,80.6,1.791111111,1.435502235,2.571144003
"AVL,LEI,MCI,WBA,WHU",5.9,5.8,7.5,7.3,6.2,5.8,5.1,7.1,6.9,3.8,3.3,5.3,3.6,5.8,3.8,83.2,1.848888889,1.390717526,2.571282182
"AVL,CHE,LIV,SOU,WBA",4.5,7,5.2,3.5,6.8,4.7,5.7,5.8,6.2,6.3,3.8,4.7,8.4,4.3,3.2,80.1,1.78,1.444595841,2.571380596
"CHE,FUL,LEI,SOU,WOL",4.5,6.8,5.2,2.5,5.1,4.2,3.6,5.7,6.3,7.3,5,4,6.8,6.8,6.9,80.7,1.793333333,1.433875866,2.571417387
"ARS,AVL,BUR,TOT,WOL",5.1,7,5.4,4.1,5.7,5.2,4.7,4.7,4.3,9.5,6.4,4.6,6.4,6.2,5.9,85.2,1.893333333,1.358150002,2.571430671
"BHA,LEI,SHU,WBA,WHU",5.8,5.5,8,7.9,3.5,6.4,6.8,5.9,6.4,3.6,5.3,5.3,4.2,4.7,6.3,85.6,1.902222222,1.35196506,2.571737981
"AVL,EVE,LIV,TOT,WBA",6.3,5,4.4,6.3,6.8,4.8,4.9,8.1,5.9,4.8,5,4.7,8.5,4.3,3.8,83.6,1.857777778,1.384334119,2.571785163
"ARS,BHA,CRY,LIV,NEW",5.2,5.9,8.4,5.2,5.1,3.6,8.3,4.7,6.2,4.7,5.9,4.2,5.9,3.7,5.7,82.7,1.837777778,1.399421649,2.571826009
"ARS,AVL,FUL,MUN,WBA",7.6,4.3,4.8,7.4,5.8,4.5,5,6.7,4.2,7.5,5.5,7.5,5.3,4.3,7,87.4,1.942222222,1.324206861,2.571903991
"AVL,BHA,CHE,EVE,WBA",8.5,4.4,4.3,4.7,5.9,4.4,5.8,6.3,4.8,6,3.8,7.8,6.9,4.4,6,84,1.866666667,1.37788658,2.57205495
"ARS,NEW,SHU,SOU,WBA",5.8,5.8,7.3,4.3,6.5,6.9,5.4,5.8,7.9,4.3,4.9,4.3,8,4.3,6.8,88.3,1.962222222,1.310870303,2.57221884
"AVL,CHE,EVE,LEI,MCI",6.7,4.3,4.3,4.1,6.7,6.8,5.6,7.9,4.8,4.1,3.6,7.2,4.6,6.8,4.3,81.8,1.817777778,1.415156057,2.572439233
"CRY,LEI,MCI,MUN,SHU",6.8,4.4,5,7.3,3.5,7.2,6.6,6.7,5.7,3.5,4,7.3,4.4,5.9,5,83.3,1.851111111,1.389689928,2.572470466
"BUR,CRY,LEE,MUN,WOL",9.3,5.1,5.5,5.7,4.6,4.5,6.8,4.6,4.1,6.7,6.3,6.8,5,6.6,5.6,87.2,1.937777778,1.327654574,2.572699529
"EVE,LEE,NEW,WBA,WHU",7.6,3.3,6.4,6.5,8.6,6.8,5.5,5.3,6.5,4.5,5.5,5,4.3,5.6,5.3,86.7,1.926666667,1.335343722,2.572762239
"EVE,FUL,MCI,WHU,WOL",6.4,6.4,5.9,4.1,6.7,4.6,3.6,7.5,5.5,4.8,7,7,3.3,7.1,4.8,84.7,1.882222222,1.366887322,2.572785694
"ARS,BHA,CRY,NEW,SHU",6.9,5.2,6.8,5.8,3.6,5.3,9,4.7,6.2,4.2,5.9,5.9,5.9,4.2,6.7,86.3,1.917777778,1.341569798,2.572832747
"EVE,LIV,NEW,SHU,WHU",5.8,4.3,5.7,5.3,6.7,7.9,6.8,7.7,6,4.3,7.4,4.3,5.9,4.1,4.1,86.3,1.917777778,1.341569798,2.572832747
"ARS,BHA,BUR,CRY,NEW",6.9,5.9,8,5.3,4.2,5.3,9,4.7,4.7,5.9,5.3,5.9,5.3,4.8,6.8,88,1.955555556,1.315656635,2.572839642
"MCI,MUN,SHU,TOT,WHU",6.4,5.6,4.5,8.3,5.1,8.2,6.2,4.7,5.3,4.6,6.8,6.4,3.6,5.9,4.6,86.2,1.915555556,1.343166125,2.572909332
"LEE,LIV,TOT,WBA,WHU",4.7,6.3,6.1,8.4,6.8,5.1,5.7,3.7,7.9,4.8,6.9,4.7,5.2,5.8,4.1,86.2,1.915555556,1.343166125,2.572909332
"BUR,MCI,NEW,TOT,WBA",8,7,6.8,5.7,5.9,6.7,4.7,6.3,8,4.8,3.7,4.4,4.7,5.3,6.7,88.7,1.971111111,1.305409989,2.573108133
"AVL,CHE,CRY,FUL,SHU",7.3,5.3,4.1,7.9,4.2,3.9,5.8,5.7,5.3,5.7,4.2,8.3,6.5,5.3,4.7,84.2,1.871111111,1.375222926,2.573194896
"BHA,CRY,LEI,LIV,WBA",5.1,6.2,8.4,6.7,4.1,3.6,6.1,6.3,7.2,3.7,4.2,4.6,6.1,4.2,5.7,82.2,1.826666667,1.408748178,2.573313338
"BHA,CRY,FUL,LEI,WHU",5.3,5.7,6.5,8.5,4.1,3.3,6.3,4.3,5.9,3.7,5.7,6.3,3.9,6.9,5.9,82.3,1.828888889,1.407057044,2.573350993
"BHA,FUL,LIV,MCI,NEW",7.4,5.4,7.3,5.6,5.7,3.2,4.8,7.9,6.8,5.1,5.3,5.8,3.7,3.7,4.6,82.3,1.828888889,1.407057044,2.573350993
"AVL,EVE,LEE,LIV,WOL",6.7,3.3,4.8,4.1,7.1,4.1,5.3,8.4,5.5,5.6,6.9,5.1,6.2,5.1,3.6,81.8,1.817777778,1.415660707,2.573356575
"ARS,AVL,BHA,SOU,TOT",4.7,5.9,5.3,4.7,7.5,4.3,5.8,4.2,5.3,9.6,5.9,4.7,5.9,5.3,5.4,84.5,1.877777778,1.370436149,2.573374546
"BUR,CHE,NEW,SHU,TOT",6.7,6.3,4,4.7,4.7,9,5.7,4.6,5.2,5.8,5.2,4.7,7.4,5.3,7.2,86.5,1.922222222,1.338798324,2.573467889
"AVL,MCI,SOU,WBA,WHU",6,7,6.8,5.7,8.5,5.4,5.2,5.5,6.9,4.8,3.3,5.4,3.8,5.8,3.7,83.8,1.862222222,1.381958583,2.573513983
"BUR,LEI,WBA,WHU,WOL",4.6,7.8,8.6,5.2,4.5,6.3,4.1,5.9,5.4,3.8,4.7,4.6,4.7,6.8,6.4,83.4,1.853333333,1.388627277,2.57358922
"LEE,LEI,LIV,SOU,WOL",4,5.6,7.1,3.5,5.4,4.4,4.5,5.7,8.4,4.9,6.6,3.9,6,7.1,4,81.1,1.802222222,1.428018941,2.573607469
"ARS,BHA,EVE,NEW,WOL",6.2,4.4,8.1,3.7,6.9,5.2,4.8,6.3,5.3,6,7,4.2,5.9,4.7,8,86.7,1.926666667,1.335878523,2.573792621
"CRY,EVE,NEW,SOU,WHU",5.4,5.5,5.8,4.4,8.7,6.3,5.9,3.8,5.9,4.4,5.3,4.4,6,8.3,4.8,84.9,1.886666667,1.364237097,2.573860657
"CHE,CRY,LIV,NEW,TOT",5,8.5,4.6,4.6,6.2,5.1,5.7,4.1,7.1,4.7,4.7,3.7,7.9,4.8,6.2,82.9,1.842222222,1.397174019,2.573905025
"ARS,BHA,BUR,TOT,WBA",6.4,6.9,7.5,5.7,4.8,5.3,6.4,4.7,4.7,8.6,5.4,5.3,5.8,5.3,8.4,91.2,2.026666667,1.270095609,2.574060435
"CRY,FUL,MCI,MUN,NEW",8.6,4.3,5.2,6.8,5.2,4.7,4.8,6.7,5.2,4.7,4.2,8,4.1,4.3,5.7,82.5,1.833333333,1.4040757,2.574138783
"ARS,AVL,EVE,SHU,WOL",6.2,4.3,4.3,3.7,6.2,5.8,5.3,8.5,4.9,5.8,7,6.2,8,5.6,4.8,86.6,1.924444444,1.337624049,2.574183169
"AVL,LEI,MCI,SOU,WHU",4.2,6.3,6.8,5.2,7.8,5.7,5.5,5.4,6.9,4.1,4.1,4.7,3.6,7.8,3.7,81.8,1.817777778,1.416165177,2.574273589
"CHE,LEI,MCI,SHU,WOL",4.9,7,5.5,3.4,3.9,7.1,4.4,7.8,6.8,3.9,3.9,4.9,6.1,6.6,6.1,82.3,1.828888889,1.407564597,2.574279252
