COMBO,GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,SUM
"BUR,CHE,WHU,WOL",3.3,7.1,3.8,1.6,3.2,4.3,3.1,2.3,2.7,4.5,35.9
"BUR,CRY,LEI,MCI",3.8,5.2,4.4,3.7,2.7,3.7,3.6,3.3,3.3,2.2,35.9
"BUR,FUL,SHU,TOT",4.9,3.8,2.7,5.4,2.2,3.4,2.4,3.3,2.9,4.9,35.9
"BUR,FUL,SHU,WHU",4.5,3.8,2.8,5.4,2.2,4,4.6,2.9,2.9,2.8,35.9
"BUR,LEE,MUN,SOU",6.4,1.6,3.6,2.8,3.2,3.7,4.9,2.7,1.7,5.3,35.9
"CRY,LIV,MCI,MUN",3.8,4.2,3.7,3.6,3.2,2.7,4.6,3.7,3.2,3.2,35.9
"LEE,LEI,MUN,NEW",4.3,1.6,3.6,4.5,3.1,5.3,3.8,3.6,3.8,2.3,35.9
"LEE,LIV,MUN,NEW",4.3,1.6,3.6,3.8,4.1,3.1,4.8,3.6,3.7,3.3,35.9
"LEI,MUN,NEW,TOT",3.2,2.3,3.2,4.5,3.1,5.9,3.2,3.7,4.5,2.3,35.9
"LIV,SOU,WHU,WOL",2.7,6.6,5.3,1.7,4.1,2.6,2.7,2.4,4.5,3.3,35.9
"MCI,SHU,WHU,WOL",3.3,5.2,4.2,2.6,2.6,3.6,2.6,4.5,4.5,2.8,35.9
"ARS,AVL,BHA,SHU",4.4,3.3,2.8,3.8,2.2,2.4,6,3.3,3.4,4.3,35.9
"ARS,AVL,BUR,CRY",3.9,4,3.4,3.3,2.8,2.9,6,2.8,2.4,4.4,35.9
"ARS,AVL,EVE,FUL",4.5,2.5,3,2.9,5.6,2.5,3,4.4,3,4.5,35.9
"ARS,AVL,EVE,WHU",2.9,2.5,3,2.9,7.2,4.5,4.5,2.4,3,3,35.9
"ARS,AVL,SHU,WBA",4.4,3.3,2.8,4.4,2.8,3.5,4,4.5,3.4,2.8,35.9
"ARS,BUR,LEI,WBA",2.7,4.3,6.2,3.3,2.7,5,3.3,3.3,2.8,2.3,35.9
"ARS,CHE,EVE,NEW",3.2,2.5,2.8,2.2,6.2,6,4,2.7,3.3,3,35.9
"ARS,CHE,EVE,TOT",3.2,3.5,2.7,2.2,5,5.4,3.4,2.7,3.3,4.5,35.9
"ARS,CHE,LEI,NEW",2.7,3.3,4.9,2.2,3.8,6.5,3.8,2.7,3.7,2.3,35.9
"ARS,EVE,TOT,WHU",2.9,3.5,2.9,2.9,6.1,5.4,3.4,2.4,3.4,3,35.9
"ARS,LEI,MUN,WHU",2.7,2.6,4.9,3.9,3.1,6.5,4.8,2.4,2.7,2.3,35.9
"ARS,LEI,NEW,WOL",2.7,3.3,6.6,2.2,3.1,4.3,2.6,4.4,4.4,2.3,35.9
"ARS,MUN,NEW,SOU",2.8,2.3,4.2,2.3,5.5,4.9,3.9,2.8,2.7,4.5,35.9
"ARS,SOU,WBA,WOL",2.8,5,5.4,1.7,3.8,3.2,2.3,2.8,4.4,4.5,35.9
"AVL,BHA,BUR,CHE",5.4,3.4,2.8,2.7,2.8,2.4,4.8,3.2,2.4,6,35.9
"AVL,BHA,BUR,LEI",4.9,3.3,4,4.3,2.7,2.4,4.3,3.8,2.4,3.8,35.9
"AVL,BHA,CHE,MCI",5.4,3.4,2.8,2.6,3.9,2.4,4.1,3.2,3.3,4.8,35.9
"AVL,BUR,FUL,LIV",4.4,3.5,3,3.7,3.4,2.3,3.5,4.9,2.4,4.8,35.9
"AVL,BUR,SOU,TOT",3.3,4.5,2.9,2.8,3.9,3.4,3.3,2.8,2.4,6.6,35.9
"AVL,CHE,FUL,LEE",4.9,2.3,2.8,4.4,4.5,2.5,3.3,2.6,3.3,5.3,35.9
"AVL,EVE,LIV,MUN",4.9,1.8,3,3.3,4.1,2.8,4.5,5.9,2.3,3.3,35.9
"AVL,LEI,SHU,WHU",2.8,3.3,2.8,6,2.1,5,4.3,4,3.5,2.1,35.9
"AVL,LIV,SOU,WOL",2.7,4.5,3.9,1.7,4.1,2.6,2.7,4.9,4,4.8,35.9
"BHA,BUR,CHE,SHU",4.8,3.7,2.6,2.7,2.2,3.9,5.8,3.2,2.7,4.3,35.9
"BHA,BUR,EVE,WHU",5.1,2.9,4,3.4,2.8,3.9,5.5,2.9,2.4,3,35.9
"BHA,BUR,LIV,SHU",4.3,3.7,3.8,3.7,2.2,2.2,6.3,3.8,2.8,3.1,35.9
"BHA,CHE,MCI,WBA",4.9,4.4,4.2,2.6,3.4,2.9,3.3,3.2,3.7,3.3,35.9
"BHA,CRY,LEE,NEW",5.5,2.3,3.7,4.4,2.8,2.3,5,2.7,4.3,2.9,35.9
"BHA,CRY,LIV,SHU",3.8,3.7,3.2,4.2,2.2,2.2,6.3,3.3,4.3,2.7,35.9
"BHA,CRY,MUN,WBA",5.6,2.7,3.7,5.4,2.8,2.3,4.5,3.3,2.7,2.9,35.9
"BHA,EVE,LEE,NEW",6.6,1.8,3.3,3.5,4.4,2.7,4,3.2,3.4,3,35.9
"BHA,FUL,LEE,WHU",4.6,2.7,3.3,6,3.4,1.9,4,2.3,3.9,3.8,35.9
"BHA,LEE,SOU,TOT",3.3,2.7,3.2,3.3,3.9,2.7,3.3,2.7,4.9,5.9,35.9
"BUR,CHE,FUL,MCI",4.9,5.4,2.8,2.6,3.4,3.3,2.8,3.2,2.7,4.8,35.9
"BUR,CHE,MUN,SHU",4.8,2.6,2.6,2.7,2.2,6.5,5.3,3.2,1.7,4.3,35.9
"BUR,FUL,LIV,WBA",4.4,4.5,4,3.7,3.4,2.3,2.5,4.9,2.9,3.3,35.9
"BUR,FUL,MUN,WHU",4.6,2.8,3.3,4.9,3.2,4,4,2.9,1.7,4.5,35.9
"BUR,FUL,SHU,WBA",6.1,3.8,2.8,4.9,2.2,3,2.5,4.9,2.9,2.8,35.9
"BUR,LEI,SOU,TOT",2.7,4.8,3.8,2.8,2.7,4.3,3.2,2.8,4.4,4.4,35.9
"CHE,CRY,MCI,WBA",4.3,5.9,3.2,2.6,3.4,3.4,3.3,2.7,4.2,2.9,35.9
"CHE,LEE,TOT,WBA",3.7,3.3,2.7,3.8,4.5,3.8,2.9,2.6,4.8,3.8,35.9
"CRY,EVE,NEW,SHU",5.5,2.5,2.8,3.5,2.2,4.4,4,4.4,3.9,2.7,35.9
"CRY,FUL,SHU,WHU",4,3.8,2.8,7.1,2.2,2.4,4.5,2.4,4,2.7,35.9
"CRY,LEE,MUN,NEW",5.5,1.6,3.6,5,3.2,3.2,5,2.7,3.2,2.9,35.9
"CRY,MCI,WHU,WOL",3.3,7,4.8,2.6,3.2,2.7,2.6,2.4,4.4,2.9,35.9
"EVE,LEI,TOT,WBA",3.2,2.8,2.9,4,3.3,4.4,2.9,4.4,5.7,2.3,35.9
"EVE,MCI,MUN,WHU",5.1,1.8,3.3,3.3,4.7,5.3,3.8,3.3,2.3,3,35.9
"FUL,LEE,MUN,TOT",5,1.6,2.9,6.6,3.8,2.8,2.4,2.7,2.8,5.3,35.9
"FUL,LEE,WBA,WHU",4.6,2.8,3.3,6.6,4,2.8,2.5,2.3,4,3,35.9
"FUL,MCI,SOU,WOL",3.2,5,3.9,1.7,3.8,2.3,1.8,4.4,4.5,5.3,35.9
"MUN,SOU,TOT,WBA",3.3,3.3,3.2,3.9,3.8,3.9,2.9,2.8,4.3,4.5,35.9
"ARS,BUR,LEI,MCI",2.7,4.3,5.4,3.2,2.7,5.3,3.6,3.3,2.8,2.6,35.9
"ARS,CRY,SHU,TOT",3.3,4.3,2.7,4.9,2.2,3.8,4.9,2.8,4.3,2.7,35.9
"ARS,CRY,SOU,TOT",2.8,5.5,3.3,2.3,3.9,3.3,3.3,2.8,4.3,4.4,35.9
"BHA,BUR,MUN,WOL",5.4,2.7,4.3,2.7,2.8,2.2,3.8,3.8,1.7,6.5,35.9
"BHA,CRY,SHU,TOT",4.4,3.7,2.7,5.9,2.2,2.3,4.9,2.8,4.3,2.7,35.9
"BUR,CRY,SOU,TOT",3.3,6,3.3,2.8,2.8,3.3,3.3,2.8,3.3,5,35.9
"CHE,EVE,MCI,WHU",3.3,4.4,2.8,2.3,5.4,5.3,3.8,2.3,3.3,3,35.9
"CHE,LEE,LIV,MCI",3.1,4.2,3.1,2.6,4.8,3.1,4.1,2.6,4.7,3.6,35.9
"CHE,LEE,MCI,MUN",6.8,1.6,3.1,2.6,4.3,4.1,4.1,2.6,2.6,4.1,35.9
"LEE,LEI,MCI,WHU",2.8,2.6,4.7,4.3,4.2,4.1,3.6,2.3,5,2.3,35.9
"ARS,AVL,FUL,MUN",4.5,2.3,3,4.4,3.8,2.5,3.5,3.7,2.3,6,36
"ARS,CHE,LIV,WOL",2.7,6.5,4.2,1.6,4.1,2.6,3.1,2.7,3.7,4.8,36
"BHA,MCI,MUN,TOT",5.5,2.7,3.2,4.2,3.2,3.2,3.2,3.3,2.7,4.8,36
"BUR,CHE,LIV,NEW",3.1,5,3.8,2.6,3.7,4.3,4.3,3.2,2.7,3.3,36
"BUR,LIV,NEW,SOU",2.7,4.5,4.9,2.7,3.7,3.2,3.9,3.3,3.8,3.3,36
"BUR,MCI,SHU,TOT",4.9,4.8,2.7,3.7,2.2,4.7,3.2,3.3,3.4,3.1,36
"AVL,LIV,MUN,NEW",4.3,2.3,3.3,3.8,4.1,2.8,4.5,5.3,2.3,3.3,36
"AVL,LIV,NEW,TOT",3.2,3,2.9,3.8,4.8,2.8,3.4,4.4,4.4,3.3,36
"AVL,NEW,SHU,SOU",4.4,3,2.8,2.9,4.4,3.4,3.9,4.4,4,2.8,36
"BHA,EVE,NEW,SHU",6,2.5,2.8,3.5,2.2,3.9,4,4.9,3.4,2.8,36
"BHA,LEE,LEI,NEW",4.3,2.3,5.4,4.4,2.7,2.7,3.8,3.2,4.9,2.3,36
"BHA,LIV,TOT,WBA",3.2,4.4,4.3,4.2,3.4,2.2,2.9,3.3,4.8,3.3,36
"BUR,CHE,MCI,WOL",3.6,6.9,3.8,1.6,3.2,3.6,2.6,3.2,2.7,4.8,36
"BUR,LEI,MUN,NEW",4.3,2.3,4.3,3.9,2.7,6.5,3.8,4.2,1.7,2.3,36
"CHE,CRY,WBA,WHU",3.3,6.1,3.2,3.8,3.4,3.4,3.8,2.3,3.8,2.9,36
"CHE,MCI,WHU,WOL",3.3,7,4.2,1.6,4.3,3.6,2.6,2.3,3.8,3.3,36
"CRY,FUL,LIV,WHU",2.8,5.6,3.4,5.4,3.4,2.3,3.8,2.4,4,2.9,36
"CRY,FUL,TOT,WHU",3.4,5,2.9,7.2,3.4,2.4,2.4,2.4,4,2.9,36
"CRY,LEI,MCI,TOT",3.2,4.8,3.3,4.3,2.7,3.7,3.2,2.8,5.8,2.2,36
"CRY,WBA,WHU,WOL",3.3,6.1,4.9,3.8,3.2,2.7,2.3,2.4,4.4,2.9,36
"MCI,SHU,SOU,TOT",3.3,4.8,2.7,2.7,3.3,4.2,3.2,2.8,5.9,3.1,36
"ARS,AVL,EVE,WBA",4.5,2.5,3,2.9,5.6,3.5,3.5,4.5,3,3,36
"ARS,BHA,FUL,MCI",4.5,3.9,4.4,3.2,3.4,1.9,2.8,3.3,3.8,4.8,36
"ARS,BHA,WHU,WOL",2.9,4.4,6.1,2.2,3.2,2.2,4.3,2.4,3.8,4.5,36
"ARS,BUR,TOT,WOL",3.2,5.5,3.9,2.2,3.2,3.7,2.2,2.8,2.8,6.5,36
"ARS,EVE,LEE,WHU",2.9,1.8,3.3,2.9,6.6,4.8,5,2.3,3.4,3,36
"ARS,EVE,LEI,MCI",2.7,2.8,4.4,2.9,4.2,5.3,3.6,4.4,3.4,2.3,36
"ARS,TOT,WHU,WOL",2.9,5.5,4.4,2.2,4.3,3.7,2.2,2.4,3.9,4.5,36
"AVL,BHA,CHE,LEE",5.4,2.3,2.8,3.2,3.9,2.4,4.8,2.6,3.3,5.3,36
"AVL,CHE,FUL,MCI",4.9,3.5,2.8,2.6,4.5,2.5,2.8,4.3,3.3,4.8,36
"AVL,CHE,NEW,WHU",3.3,3,2.8,2.8,6.1,5.1,4.3,2.3,3.3,3,36
"AVL,LEI,MUN,SHU",4.3,2.3,2.8,5.5,2.1,5,4.3,5.3,2.3,2.1,36
"AVL,LIV,SOU,WBA",2.7,4,3.9,2.7,4.3,2.8,3.4,4.5,4.4,3.3,36
"AVL,SOU,WBA,WHU",2.9,4,3.9,3.9,5.6,3.4,3.4,2.4,3.5,3,36
"BHA,BUR,FUL,SOU",4.5,3.9,3.9,2.8,2.8,1.9,2.9,3.3,2.8,7.2,36
"BHA,BUR,LEI,SHU",4.3,3.6,3.8,4.3,2.1,3.9,5.3,3.8,2.8,2.1,36
"BHA,BUR,SHU,SOU",4.4,3.7,3.7,2.8,2.2,2.8,5.4,3.3,2.8,4.9,36
"BHA,CRY,FUL,TOT",4.4,3.9,2.9,6,2.8,1.9,2.4,2.8,3.9,5,36
"BHA,CRY,LEI,WBA",3.8,3.7,5.5,4.9,2.7,2.3,3.3,3.3,4.3,2.2,36
"BHA,TOT,WBA,WOL",3.7,4.4,4.4,3.2,3.2,2.2,2.2,3.3,4.4,5,36
"BUR,CHE,SOU,WOL",3.2,6.5,3.7,1.6,3.2,3.2,2.7,2.7,2.7,6.5,36
"BUR,CHE,WBA,WHU",3.3,6,3.8,2.7,3.4,5,3.8,2.3,2.7,3,36
"BUR,CRY,LEE,LIV",3.8,4.3,3.7,3.7,2.8,2.7,5.8,2.7,3.3,3.2,36
"BUR,EVE,SHU,WBA",6.1,2.8,2.8,3.4,2.2,5,3.5,5,2.4,2.8,36
"CHE,EVE,MCI,SHU",4.8,2.8,2.6,2.3,3.3,5.3,3.8,5,3.3,2.8,36
"CHE,EVE,NEW,WBA",4.8,2.5,2.8,2.3,4.5,5,3.5,4.3,3.3,3,36
"CRY,FUL,LEE,MCI",5.6,2.8,3.3,5.4,3.4,2.4,2.8,2.7,4.4,3.2,36
"CRY,LEI,WBA,WHU",2.8,4.3,5,5.5,2.7,3.4,3.3,2.4,4.4,2.2,36
"EVE,FUL,LEE,NEW",6.1,1.8,3,3.5,5,2.8,3,4.3,3.5,3,36
"FUL,LEE,LEI,WBA",4.4,2.6,3.3,5.5,3.3,2.8,2.5,4.3,5,2.3,36
"LEE,MUN,WBA,WHU",4.6,1.6,3.6,6,3.8,3.8,4.5,2.3,2.8,3,36
"LEI,WBA,WHU,WOL",2.8,4.3,6.1,3.3,3.1,3.3,2.3,4,4.5,2.3,36
"SOU,TOT,WHU,WOL",2.9,6,3.8,1.7,4.3,3.2,2.2,2.4,4.5,5,36
"AVL,CRY,FUL,LIV",3.8,3.5,3,5.4,3.4,2.3,3.5,4.4,3.5,3.2,36
"CRY,LEI,NEW,WHU",2.8,3.3,5,4.5,2.7,4.9,3.8,2.4,4.4,2.2,36
"LEE,LEI,MCI,SHU",4.3,2.6,3.1,4.3,2.1,4.1,3.6,4.3,5.5,2.1,36
"ARS,BHA,LIV,TOT",2.7,4.4,4.3,3.2,3.7,2.2,4.2,2.8,3.8,4.8,36.1
"ARS,BHA,LIV,WOL",2.7,4.4,5.9,2.2,3.2,2.2,3.6,3.3,3.8,4.8,36.1
"ARS,BUR,LEE,SHU",4.4,2.6,3.1,3.3,2.2,4.8,6.6,2.7,2.8,3.6,36.1
"ARS,EVE,MCI,MUN",5,1.8,3.3,2.9,4.7,5.3,3.8,3.7,2.3,3.3,36.1
"ARS,LEE,SHU,TOT",3.3,2.6,2.7,4.9,3.3,4.2,4.4,2.7,4.4,3.6,36.1
"AVL,CRY,LIV,NEW",3.8,3,3.4,3.8,3.7,2.7,4.5,4.4,3.9,2.9,36.1
"AVL,MUN,NEW,SOU",4.4,2.3,3.3,2.9,5.4,3.4,3.9,3.7,2.3,4.5,36.1
"BHA,CHE,MCI,NEW",4.8,3.4,4.2,2.6,3.9,3.2,3.8,3.2,3.7,3.3,36.1
"BHA,LEE,SHU,TOT",4.9,2.6,2.7,5.9,2.2,2.7,4.4,2.7,4.4,3.6,36.1
"BUR,CRY,EVE,MCI",6.1,4.4,3.4,3.3,2.8,3.7,3.8,3.3,2.4,2.9,36.1
"BUR,LEE,SHU,TOT",4.9,2.6,2.7,5.4,2.2,4.2,4.4,2.7,3.4,3.6,36.1
"BUR,LIV,MUN,NEW",4.3,2.3,4.3,3.7,3.2,4.3,4.8,4.2,1.7,3.3,36.1
"FUL,LEE,SHU,TOT",4.9,2.6,2.7,7.1,2.8,2.8,2.4,2.7,4.5,3.6,36.1
"LEI,LIV,TOT,WHU",2.6,4.8,4.3,4.3,3.6,3.7,3.2,2.4,4.9,2.3,36.1
"MCI,MUN,NEW,WOL",4.8,2.3,4.7,2.6,3.6,3.6,2.6,5.3,3.3,3.3,36.1
"ARS,AVL,BHA,EVE",5,2.5,3,2.9,5,2.4,4.5,3.3,3,4.5,36.1
"ARS,AVL,MUN,TOT",3.3,2.3,2.9,4.4,4.3,3.9,3.9,2.8,2.3,6,36.1
"ARS,AVL,SOU,WBA",2.8,4,3.9,2.3,5.6,3.4,3.4,2.8,3.4,4.5,36.1
"ARS,BUR,CHE,SHU",3.2,4.3,2.6,2.2,2.2,6,5.9,2.7,2.7,4.3,36.1
"ARS,BUR,EVE,LEE",5,1.8,3.3,2.9,4.4,4.8,5,2.7,2.4,3.8,36.1
"ARS,BUR,FUL,MUN",4.5,2.8,3.3,3.3,3.2,4,4,3.3,1.7,6,36.1
"ARS,CHE,MUN,TOT",3.2,3.3,2.7,2.2,4.3,5.4,3.7,2.7,2.6,6,36.1
"ARS,CRY,LIV,WBA",2.7,5,4.8,3.2,3.4,2.7,4.3,2.8,4.3,2.9,36.1
"ARS,LEE,LIV,TOT",2.7,3.3,3.2,3.2,4.8,3.1,4.2,2.7,4.8,4.1,36.1
"ARS,LEE,MUN,TOT",3.3,1.6,3.2,4.4,4.3,4.2,4.4,2.7,2.7,5.3,36.1
"ARS,LEE,SOU,WBA",2.8,3.3,4.2,2.3,5,3.7,3.4,2.7,4.9,3.8,36.1
"AVL,BHA,NEW,TOT",4.9,3,2.9,4.4,3.9,2.4,3.4,3.3,3.4,4.5,36.1
"AVL,BUR,CHE,NEW",4.8,3,2.8,2.7,3.9,4.5,4.3,3.2,2.4,4.5,36.1
"AVL,BUR,NEW,TOT",4.9,3,2.9,3.9,3.9,3.9,3.4,3.3,2.4,4.5,36.1
"AVL,CHE,MUN,SHU",4.8,2.3,2.6,3.8,2.6,5,4.8,3.6,2.3,4.3,36.1
"AVL,LEI,WBA,WHU",2.8,3.3,4.6,5.5,3.3,3.5,3.3,4,3.5,2.3,36.1
"AVL,NEW,SOU,WHU",2.9,3,3.9,2.9,7.2,3.4,3.9,2.4,3.5,3,36.1
"BHA,BUR,CHE,NEW",4.8,3.4,3.8,2.7,2.8,3.9,4.3,3.2,2.7,4.5,36.1
"BHA,FUL,MUN,TOT",5,2.7,2.9,5.4,3.2,1.9,2.4,3.3,2.7,6.6,36.1
"BHA,FUL,WBA,WHU",4.6,3.9,4.6,5.4,3.4,1.9,2.5,2.9,3.9,3,36.1
"BHA,LEE,NEW,SHU",6,2.3,3.1,4.4,2.2,2.7,5,3.2,4.4,2.8,36.1
"BHA,LEI,WBA,WHU",2.8,3.7,6.7,4.9,2.7,2.9,3.3,2.9,3.9,2.3,36.1
"BUR,CRY,FUL,TOT",4.4,5,2.9,5.5,2.8,2.4,2.4,2.8,2.9,5,36.1
"BUR,EVE,FUL,MCI",6.7,3,3,3.3,3.4,3.3,2.8,4.9,2.4,3.3,36.1
"BUR,LEE,NEW,SOU",4.4,2.3,4.2,2.8,4.4,3.7,3.9,2.7,3.9,3.8,36.1
"BUR,LEI,MCI,WOL",3.1,5.2,5.4,2.6,2.7,3.6,2.6,4.9,3.4,2.6,36.1
"CHE,LIV,WBA,WOL",3.1,6.5,4.2,1.6,3.8,2.6,2.3,4.4,4.3,3.3,36.1
"CHE,NEW,SHU,WHU",3.3,3.3,2.6,2.8,3.3,7.6,4.3,2.3,3.8,2.8,36.1
"CRY,FUL,WBA,WHU",4,4.5,3.4,6.6,3.4,2.4,2.5,2.4,4,2.9,36.1
"CRY,LEI,MCI,WHU",2.8,5.2,4.8,4.3,2.7,3.7,3.6,2.4,4.4,2.2,36.1
"EVE,LEE,MUN,WBA",6.7,1.6,3.3,4.5,3.8,3.8,3.5,3.6,2.3,3,36.1
"EVE,MUN,SHU,WHU",4.5,1.8,2.8,4.5,2.6,6.5,5,3.3,2.3,2.8,36.1
"EVE,NEW,TOT,WHU",3.4,2.5,2.9,3.5,6.1,5.4,3.4,2.4,3.5,3,36.1
"FUL,LEE,TOT,WHU",3.4,2.8,2.9,7.2,4.5,2.8,2.4,2.3,4,3.8,36.1
"FUL,LEI,NEW,WHU",2.8,3.3,4.6,4.5,3.3,4.5,2.8,4,4,2.3,36.1
"LEE,LEI,NEW,TOT",3.2,2.3,3.2,4.5,3.8,4.2,3.2,2.7,6.7,2.3,36.1
"LEE,LIV,NEW,SOU",2.7,2.3,4.2,2.7,5.3,3.1,3.9,2.7,5.9,3.3,36.1
"MUN,SHU,TOT,WHU",3.4,2.6,2.7,6.5,2.6,5.9,4.4,2.4,2.8,2.8,36.1
"ARS,BUR,LIV,SHU",2.7,4.3,3.8,3.2,2.2,4.3,6.4,3.3,2.8,3.1,36.1
"ARS,BUR,MUN,SOU",2.8,3.3,4.2,2.3,3.2,4.9,4.9,2.8,1.7,6,36.1
"ARS,BUR,SHU,TOT",3.3,4.3,2.7,3.3,2.2,5.4,5,2.8,2.8,4.3,36.1
"ARS,BUR,SOU,WOL",2.8,5.5,4.9,1.7,3.2,3.2,2.7,2.8,2.8,6.5,36.1
"ARS,CRY,LEE,SHU",3.9,2.6,3.1,4.9,2.2,3.2,6.5,2.7,4.3,2.7,36.1
"ARS,FUL,LIV,MCI",2.7,4.5,4.4,3.2,4.3,2.3,2.8,4.4,3.9,3.6,36.1
"ARS,LEE,MCI,SHU",4.4,2.6,3.1,3.2,3.7,4.1,4.8,2.7,4.4,3.1,36.1
"AVL,BHA,NEW,WOL",4.8,3,4.5,2.8,3.2,2.2,2.8,4.9,3.4,4.5,36.1
"AVL,CHE,FUL,WBA",4.9,3.5,2.8,3.8,4,2.5,2.5,4.3,3.3,4.5,36.1
"AVL,CRY,EVE,SHU",5.5,2.5,2.8,5,2.2,2.9,4.5,5,3,2.7,36.1
"AVL,EVE,NEW,WOL",4.8,2.5,3,2.3,5.4,2.8,2.8,6.5,3,3,36.1
"AVL,LIV,SOU,WHU",2.7,4.5,3.9,2.7,5.9,2.8,4.4,2.4,3.5,3.3,36.1
"AVL,MCI,SHU,SOU",4.4,3.3,2.8,2.7,3.7,3.4,3.7,5,4,3.1,36.1
"AVL,MUN,WBA,WHU",4.6,2.3,3.3,6,3.8,3.5,4,3.3,2.3,3,36.1
"BHA,BUR,TOT,WOL",3.7,4.9,3.9,2.7,2.8,2.2,2.2,3.3,2.8,7.6,36.1
"BHA,CRY,FUL,MUN",5.6,2.7,3.3,5.4,2.8,1.9,4,3.3,2.7,4.4,36.1
"BHA,CRY,LIV,NEW",3.8,3.4,4.8,3.8,2.8,2.2,4.8,3.3,4.3,2.9,36.1
"BHA,LEE,LEI,MCI",4.9,2.6,4.7,4.2,2.7,2.7,3.6,3.2,4.9,2.6,36.1
"BHA,MCI,SOU,WOL",3.2,4.9,5.3,1.7,3.2,2.2,2.6,3.3,4.4,5.3,36.1
"BHA,MCI,TOT,WOL",3.7,4.9,4.3,2.6,3.2,2.2,2.2,3.3,4.4,5.3,36.1
"BUR,CHE,NEW,WBA",4.8,4,3.8,2.7,3.4,5,3.5,3.2,2.7,3,36.1
"BUR,CRY,MCI,WOL",4.3,6.9,4.4,2.6,2.8,2.7,2.6,3.3,3.3,3.2,36.1
"BUR,CRY,MUN,WBA",5.6,3.3,3.7,4.9,2.8,3.4,4.5,3.3,1.7,2.9,36.1
"BUR,LIV,TOT,WOL",3.1,6.5,3.9,2.6,3.2,2.6,2.2,3.3,3.4,5.3,36.1
"CHE,LEE,MCI,SOU",3.2,3.8,3.1,1.7,5.4,3.7,3.7,2.6,4.8,4.1,36.1
"CHE,LEE,SHU,WHU",3.3,2.6,2.6,4.3,3.3,5.8,5.3,2.3,3.8,2.8,36.1
"CHE,LEE,SOU,TOT",3.2,3.8,2.7,1.7,5,3.7,3.3,2.6,4.8,5.3,36.1
"CRY,FUL,MCI,WHU",4,5.4,3.4,5.4,3.4,2.4,2.8,2.4,4,2.9,36.1
"CRY,FUL,SOU,TOT",3.3,5,2.9,4.5,3.4,2.4,2.4,2.8,4.4,5,36.1
"CRY,LEI,LIV,WHU",2.6,5.4,4.8,4.3,2.7,2.7,4.6,2.4,4.4,2.2,36.1
"CRY,NEW,SOU,TOT",3.3,4.5,3.3,2.9,3.9,3.3,3.3,2.8,5.9,2.9,36.1
"EVE,LEE,MCI,WHU",5.1,1.8,3.3,3.3,5.9,4.1,3.8,2.3,3.5,3,36.1
"FUL,MCI,SHU,WHU",4.5,3.8,2.8,5.3,2.8,3.3,2.8,4,4,2.8,36.1
"LEE,LEI,MCI,TOT",3.2,2.6,3.2,4.3,3.8,4.1,3.2,2.7,6.4,2.6,36.1
"LEI,MUN,SHU,WHU",2.8,2.6,3.1,5.5,2.1,7,4.8,3.3,2.8,2.1,36.1
"LEI,MUN,WBA,WHU",2.8,2.6,4.9,5.5,3.1,5.5,3.3,3.3,2.8,2.3,36.1
"LEI,NEW,SHU,WOL",3.1,3.3,4.3,2.8,2.1,4.8,2.6,6,5,2.1,36.1
"LIV,MCI,MUN,WOL",3.1,4.2,4.7,2.6,3.6,2.6,2.6,5.8,3.3,3.6,36.1
"LIV,MUN,WBA,WHU",2.8,3.3,4.7,4.8,3.8,3.3,4.3,3.3,2.8,3,36.1
"LIV,SHU,WBA,WOL",3.1,4.3,4.2,2.6,2.6,2.6,2.3,6.6,5,2.8,36.1
"BUR,CHE,LIV,TOT",3.1,6.5,2.7,2.6,3.7,3.7,3.7,2.7,2.7,4.8,36.2
"ARS,CRY,LIV,SOU",2.7,5.5,4.3,2.3,3.7,2.7,4.7,2.8,4.3,3.2,36.2
"ARS,LIV,MCI,MUN",2.7,3.3,4.7,3.2,4.1,3.6,4.6,3.7,2.7,3.6,36.2
"AVL,BUR,CHE,TOT",3.7,4.5,2.7,2.7,3.9,3.9,3.7,2.7,2.4,6,36.2
"AVL,CRY,MUN,WBA",5.6,2.3,3.3,6,3.2,2.9,4,3.7,2.3,2.9,36.2
"BHA,FUL,LEE,SHU",6.1,2.6,2.8,5.9,2.2,1.9,4,3.2,3.9,3.6,36.2
"ARS,AVL,BUR,LIV",2.7,4,4,3.2,3.7,2.8,5.3,3.3,2.4,4.8,36.2
"AVL,BHA,TOT,WHU",3.4,3.4,2.9,6,3.9,2.4,3.9,2.4,3.4,4.5,36.2
"BHA,FUL,MUN,SHU",6.1,2.6,2.8,5.4,2.2,1.9,4,4.2,2.7,4.3,36.2
"BUR,CHE,CRY,MCI",4.3,6.9,3.2,2.6,2.8,3.7,4.1,2.7,2.7,3.2,36.2
"BUR,FUL,MUN,NEW",6.1,2.3,3.3,3.9,3.2,4,3,4.2,1.7,4.5,36.2
"BUR,LEE,LEI,MUN",6.3,1.6,3.6,4.4,2.7,4.8,4.8,3.2,1.7,3.1,36.2
"BUR,LEE,LIV,WHU",2.8,4.3,4.3,3.7,3.7,3.1,5.8,2.3,2.9,3.3,36.2
"CHE,CRY,MCI,NEW",4.3,4.9,3.2,2.6,3.9,3.7,3.8,2.7,4.2,2.9,36.2
"CHE,LEI,LIV,NEW",2.6,3.3,4.2,2.6,3.6,4.8,3.8,4.3,4.7,2.3,36.2
