COMBO,GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,SUM,AVG PER TEAM,STD DEV,AVG * STD DEV
"SHU,SOU,TOT",3.3,4.8,2.7,4.4,3.3,4.3,3.3,2.8,6,4.9,39.8,3.98,1.069579357,4.256925839
"EVE,SOU,WBA",4.5,3.5,3.9,2.4,6.1,3.9,3.4,4.5,5,3,40.2,4.02,1.059140112,4.257743252
"BUR,TOT,WBA",5,5.5,3.9,4.9,3.4,4.4,2.9,3.3,5.1,5.6,44,4.4,0.9695359715,4.265958275
"BUR,SHU,SOU",4.4,4.8,3.7,2.8,2.2,4.9,5.5,3.3,3.4,4.9,39.9,3.99,1.069215704,4.26617066
"LEE,NEW,WOL",4.8,2.3,4.8,2.8,4.8,3.1,2.8,4.3,5.5,3.8,39,3.9,1.094430344,4.268278341
"SHU,SOU,WOL",3.2,4.8,3.7,1.7,2.6,3.2,2.7,4.9,5,4.8,36.6,3.66,1.166380917,4.268954158
"CRY,MUN,NEW",5.5,2.3,3.7,5,3.2,4.9,5,3.7,3.2,2.9,39.4,3.94,1.084435337,4.272675228
"LEE,LEI,LIV",2.6,2.6,4.7,4.3,3.6,3.1,4.6,4.3,5.9,2.6,38.3,3.83,1.115596502,4.272734603
"CHE,LEE,WOL",3.6,5.3,3.1,1.6,4.3,3.1,3.1,2.6,4.3,5.3,36.3,3.63,1.178558441,4.278167143
"LEE,LEI,SOU",2.7,2.6,4.2,3.4,4.3,3.7,3.7,2.7,6.5,3.1,36.9,3.69,1.159932948,4.280152579
"AVL,CHE,TOT",3.7,4.5,2.7,4.9,5,3.9,3.7,2.7,3.3,6,40.4,4.04,1.059559657,4.280621014
"BHA,CHE,SHU",4.8,3.7,2.6,3.2,2.2,4.9,5.8,3.2,3.7,4.3,38.4,3.84,1.114749598,4.280638457
"BHA,SHU,WOL",4.8,3.7,4.3,3.2,2.2,2.2,4.3,5.4,4.4,4.8,39.3,3.93,1.092448829,4.293323899
"MUN,SOU,WHU",2.9,3.8,4.2,3.9,5.4,5.4,4.9,2.4,2.8,4.5,40.2,4.02,1.068540022,4.295530887
"FUL,LEE,LEI",4.4,2.6,3.3,6.1,3.3,2.8,2.8,4.3,5,3.1,37.7,3.77,1.143143813,4.309652176
"BUR,NEW,WOL",4.8,5,5.5,2.7,3.2,4.3,2.8,4.9,3.4,5,41.6,4.16,1.036232492,4.310727167
"FUL,LIV,SOU",2.7,5,3.9,2.7,4.3,2.3,2.9,4.4,4.9,5.4,38.5,3.85,1.119771802,4.311121438
"FUL,MUN,SOU",4.5,2.8,3.3,3.9,3.8,2.9,2.9,3.7,2.8,6.6,37.2,3.72,1.162181856,4.323316505
"BUR,CHE,WBA",4.9,6,3.8,2.7,3.4,5,3.8,3.2,2.7,4.5,40,4,1.081151649,4.324606597
"EVE,LEI,SOU",2.7,2.8,3.9,2.4,5.4,4.9,3.7,4.4,5,2.3,37.5,3.75,1.153978625,4.327419843
"CHE,EVE,WOL",3.6,5.5,2.8,1.6,4.3,4.3,2.8,4.8,3.3,4.5,37.5,3.75,1.153978625,4.327419843
"MUN,NEW,TOT",4.9,2.3,3.2,5,4.3,5.9,3.4,3.7,4.5,4.5,41.7,4.17,1.038214279,4.329353543
"BHA,LEI,SOU",2.7,3.7,6,3.3,2.7,2.8,3.7,3.3,5.4,4.4,38,3.8,1.140175425,4.332666615
"NEW,SHU,SOU",4.4,3.3,3.7,2.9,4.5,5.5,3.9,4.4,6,2.8,41.4,4.14,1.046900186,4.334166771
"BHA,CHE,LEE",5.4,2.7,3.1,3.2,3.9,2.7,5.3,2.6,3.7,5.3,37.9,3.79,1.144503774,4.337669304
"BUR,LEI,LIV",2.6,5.3,5.4,3.7,2.7,4.3,4.6,4.9,3.8,2.6,39.9,3.99,1.087760186,4.340163142
"BHA,MCI,TOT",5.5,4.9,4.3,4.2,3.9,3.2,3.2,3.3,5.3,5.9,43.7,4.37,0.9944847912,4.345898538
"CHE,EVE,LEI",3.1,2.8,2.8,2.3,3.8,6.5,3.8,4.3,3.3,2.3,35,3.5,1.241862401,4.346518402
"BUR,LEI,WOL",3.1,5.3,5.5,2.7,2.7,4.3,2.6,4.9,3.4,4.3,38.8,3.88,1.120317415,4.346831572
"LEE,SOU,WBA",4.5,3.3,4.2,3.9,5,3.7,3.4,2.7,6.5,3.8,41,4.1,1.060398248,4.347632817
"ARS,CRY,MUN",3.9,3.3,3.7,4.4,3.2,4.4,6.5,2.8,2.7,4.4,39.3,3.93,1.107600008,4.352868032
"CRY,FUL,LIV",3.8,6,3.4,5.4,3.4,2.3,3.8,4.4,4.4,3.2,40.1,4.01,1.08571533,4.353718473
"FUL,SOU,WHU",2.9,5,3.9,4.5,5.6,2.9,2.9,2.4,4,5.1,39.2,3.92,1.113353293,4.364344909
"LIV,SHU,TOT",3.2,4.8,2.7,5.3,3.1,3.7,4.2,5.4,5.4,3.1,40.9,4.09,1.067135314,4.364583433
"ARS,AVL,LEI",2.7,3.3,6.5,3.9,4.9,4.5,4.3,4.4,3.4,3.8,41.7,4.17,1.046740974,4.364909862
"AVL,CHE,LIV",3.1,5.5,2.8,2.6,4.8,2.8,4.8,4.9,3.3,4.8,39.4,3.94,1.109754728,4.372433627
"ARS,BUR,FUL",4.5,4.5,4,3.3,3.4,4,4.6,3.3,2.8,6.6,41,4.1,1.069787102,4.38612712
"EVE,LEE,LIV",4.9,1.8,3.3,3.3,5.3,3.1,4.8,5,4.4,3.3,39.2,3.92,1.123288822,4.403292182
"CHE,LIV,WBA",3.1,6.5,4.2,2.6,4.3,3.3,3.8,4.4,4.7,3.3,40.2,4.02,1.096256256,4.406950147
"FUL,LEI,MCI",4.4,3.8,4.4,4.3,3.3,3.3,2.8,6,5.4,2.6,40.3,4.03,1.094481105,4.410758853
"ARS,MCI,TOT",3.3,5.5,4.3,3.2,5.4,4.7,3.2,2.8,5.3,4.8,42.5,4.25,1.0384283,4.413320273
"ARS,EVE,FUL",4.5,3,3,2.9,6.5,4,3,4.4,3.4,4.5,39.2,3.92,1.126252389,4.414909366
"BUR,SHU,WOL",4.8,5.3,3.8,2.7,2.2,4.3,4.4,5.4,3.4,4.8,41.1,4.11,1.074399057,4.415780124
"AVL,LIV,WBA",4.4,4,4.4,4.8,4.3,2.8,4,6.7,4.4,3.3,43.1,4.31,1.025724676,4.420873354
"MUN,SOU,WOL",3.2,3.8,4.2,1.7,3.6,3.2,2.7,3.7,3.3,6.5,35.9,3.59,1.231485102,4.421031515
"ARS,MUN,TOT",3.3,3.3,3.2,4.4,4.3,5.4,4.4,2.8,2.7,6,39.8,3.98,1.111355529,4.423195004
"BUR,LEE,LIV",6.3,4.3,4.3,3.7,3.7,3.1,5.8,3.2,3.8,4.1,42.3,4.23,1.046740974,4.42771432
"CRY,LEI,MCI",3.8,5.2,4.8,4.3,2.7,3.7,3.6,4.4,5.8,2.2,40.5,4.05,1.093668648,4.429358023
"CHE,SHU,TOT",3.7,4.8,2.6,4.3,3.3,6.4,3.7,2.7,4.3,4.3,40.1,4.01,1.104988688,4.431004638
"BHA,LEE,LIV",4.9,2.7,4.7,4.2,3.7,2.2,5.8,3.2,4.8,4.1,40.3,4.03,1.099545361,4.431167803
"FUL,NEW,SOU",4.4,3.5,3.9,2.9,5.7,2.9,2.9,4.4,5.5,5.1,41.2,4.12,1.07579428,4.432272434
"FUL,LEI,LIV",2.6,3.8,4.4,4.3,3.3,2.3,2.8,6,4.9,2.6,37,3.7,1.199073717,4.436572751
"BUR,EVE,SOU",5,4,3.9,2.4,5.5,4.9,3.9,3.3,2.4,5.1,40.4,4.04,1.099696928,4.442775589
"FUL,MCI,SOU",4.5,5,3.9,2.7,4.9,2.9,2.8,4.4,5.4,5.4,41.9,4.19,1.060869664,4.445043893
"AVL,LIV,SOU",2.7,4.5,3.9,2.7,5.9,2.8,4.4,5,4.4,4.8,41.1,4.11,1.08161402,4.445433623
"BHA,CRY,EVE",6.1,2.9,3.4,3.9,2.8,2.3,5.5,3.3,3.4,2.9,36.5,3.65,1.220427976,4.454562112
"ARS,LEE,TOT",3.3,3.3,3.2,5.5,5.5,4.2,4.4,2.7,4.9,5.3,42.3,4.23,1.053090689,4.454573616
"CHE,LEI,SOU",2.7,4.8,3.7,1.7,3.8,5.4,3.7,2.7,5.3,3.8,37.6,3.76,1.185280089,4.456653134
"ARS,TOT,WBA",3.3,5,5.1,4.4,4.5,4.4,2.9,2.8,6.1,4.5,43,4.3,1.037089946,4.459486767
"ARS,LEE,LIV",2.7,3.3,4.7,3.2,5.3,3.1,5.8,2.7,4.8,4.1,39.7,3.97,1.124524591,4.464362626
"BHA,CHE,LIV",3.1,5.9,4.2,2.6,3.7,2.2,5.1,3.2,3.7,4.8,38.5,3.85,1.15974135,4.465004199
"LEE,LIV,SOU",2.7,3.8,4.2,2.7,5.3,3.1,4.7,2.7,5.9,4.1,39.2,3.92,1.139980507,4.468723586
"FUL,LEI,WOL",3.1,3.8,4.5,3.3,3.1,2.3,1.8,6,4.5,4.3,36.7,3.67,1.219334974,4.474959353
"CHE,MCI,NEW",4.8,4.9,4.2,2.6,5.4,5.9,3.8,4.3,5.2,3.3,44.4,4.44,1.007968253,4.475379045
"FUL,WHU,WOL",3.3,5.6,4.5,4.4,3.8,2.3,1.8,4,4,5,38.7,3.87,1.157631682,4.480034609
"BHA,LEE,LEI",4.9,2.6,5.4,4.9,2.7,2.7,4.8,3.2,4.9,3.1,39.2,3.92,1.142900793,4.480171108
"EVE,LIV,WBA",4.4,3.5,4.4,3.3,4.3,3.3,3.5,6.8,4.4,3,40.9,4.09,1.095901455,4.482236953
"CHE,SOU,WBA",3.2,5.5,3.7,1.7,4.5,3.9,3.4,2.7,5.3,4.5,38.4,3.84,1.167333143,4.482559269
"BHA,SOU,WBA",4.5,4.4,6,3.3,3.4,2.8,3.4,3.3,5.4,5.1,41.6,4.16,1.07827022,4.485604114
"ARS,AVL,CRY",3.9,4,3.4,5.5,5,2.9,6,2.8,3.4,4.4,41.3,4.13,1.086329191,4.486539559
"EVE,LEI,TOT",3.2,2.8,2.9,4,3.8,5.4,3.2,4.4,6,2.3,38,3.8,1.182276523,4.492650789
"CHE,LEI,MCI",3.1,5.2,4.2,2.6,3.8,5.8,3.6,4.3,5.2,2.6,40.4,4.04,1.113752416,4.499559761
"EVE,FUL,SOU",4.5,3,3,2.4,6.1,2.9,2.9,4.4,3.5,5.1,37.8,3.78,1.191451029,4.503684891
"BHA,CHE,WHU",3.3,5.5,4.4,3.2,3.9,4.9,5.8,2.3,3.7,4.5,41.5,4.15,1.085510633,4.504869125
"LEE,LIV,NEW",4.3,2.3,4.7,3.8,5.3,3.1,4.8,4.3,5.9,3.3,41.8,4.18,1.080946088,4.518354646
"AVL,BHA,CHE",5.4,3.4,2.8,3.2,3.9,2.4,4.8,3.2,3.3,6,38.4,3.84,1.177756813,4.522586163
"AVL,CHE,NEW",4.8,3,2.8,2.8,6.1,5.1,4.3,4.3,3.3,4.5,41,4.1,1.10352969,4.524471731
"EVE,FUL,LIV",4.4,3,3,3.3,4.3,2.3,3,6.7,3.5,3.3,36.8,3.68,1.230898497,4.529706471
"BHA,CRY,LEI",3.8,3.7,5.5,4.9,2.7,2.3,5.3,3.3,4.3,2.2,38,3.8,1.196290563,4.545904139
"FUL,MUN,WHU",4.6,2.8,3.3,6.6,3.8,4.5,4,3.3,2.8,4.5,40.2,4.02,1.131174414,4.547321145
"BUR,EVE,TOT",5.5,4,2.9,3.4,3.9,5.4,3.4,3.3,2.4,5.6,39.8,3.98,1.142900793,4.548745155
"BHA,MCI,WHU",5.1,5.3,6,4.2,4.3,3.2,5.3,2.9,3.9,3.3,43.5,4.35,1.045891433,4.549627732
"BHA,MCI,SOU",5,4.9,5.3,2.7,4.3,2.8,3.7,3.3,5.3,5.4,42.7,4.27,1.065676624,4.550439184
"CHE,SHU,SOU",3.2,4.8,2.6,1.7,3.3,5.9,4.2,2.7,4.3,4.3,37,3.7,1.231079021,4.554992377
"CHE,LEE,SOU",3.2,3.8,3.1,1.7,5.5,3.7,4.2,2.6,4.8,5.3,37.9,3.79,1.202266378,4.556589574
"AVL,BUR,LEI",6.3,3.3,4,4.4,2.7,4.5,4.3,4.9,2.4,3.8,40.6,4.06,1.12269517,4.55814239
"CHE,LEE,SHU",4.8,2.6,2.6,4.3,3.3,5.8,5.3,2.6,4.3,3.6,39.2,3.92,1.165046494,4.566982257
"MUN,WBA,WHU",4.6,3.3,4.9,6,3.8,5.5,4.5,3.3,2.8,3,41.7,4.17,1.097522462,4.576668668
"AVL,CRY,LEI",3.8,3.3,3.4,6.6,2.7,2.9,4.3,4.4,3.9,2.2,37.5,3.75,1.221338064,4.58001774
"BHA,CRY,WOL",4.3,6,4.9,3.2,2.8,2.2,4.3,3.3,4.3,4.9,40.2,4.02,1.139980507,4.582721637
"ARS,AVL,LIV",2.7,4,4.4,3.2,5.9,2.8,5.3,5,3.4,4.8,41.5,4.15,1.105792828,4.589040235
"NEW,TOT,WOL",3.7,4.5,4.4,2.8,4.3,3.7,2.2,4.4,6.2,5,41.2,4.12,1.116343237,4.599334135
"BHA,LEE,WOL",5.4,2.7,4.8,3.2,3.2,2.2,3.8,3.2,4.4,5.8,38.7,3.87,1.188883697,4.600979906
"CRY,LEI,WOL",3.1,5.9,4.9,3.3,2.7,2.7,2.6,4.4,4.9,2.2,36.7,3.67,1.255255618,4.606788118
"BUR,EVE,LEI",4.9,2.8,4,3.4,2.7,6,3.8,4.9,2.4,2.3,37.2,3.72,1.238996009,4.609065155
"FUL,LEE,SOU",4.5,2.8,3.3,4.5,5,2.8,2.9,2.7,5,5.9,39.4,3.94,1.171134303,4.614269154
"BUR,LEE,LEI",6.3,2.6,4.3,4.4,2.7,4.8,4.8,3.2,3.9,3.1,40.1,4.01,1.151279481,4.616630721
"CHE,TOT,WBA",3.7,5.5,2.7,3.8,4.5,4.4,2.9,2.7,6,4.5,40.7,4.07,1.134362278,4.616854472
"LEI,MUN,TOT",3.2,2.6,3.2,5.5,3.1,5.9,3.2,3.7,5.3,3.8,39.5,3.95,1.171181739,4.626167871
"ARS,BUR,WBA",4.5,5,6.2,3.3,3.4,5,5.1,3.3,2.8,4.5,43.1,4.31,1.073364389,4.626200516
"ARS,SHU,SOU",2.8,4.3,3.7,2.3,4.9,4.9,6,2.8,4.4,4.3,40.4,4.04,1.14523166,4.626735907
"EVE,LIV,SOU",2.7,4,3.9,2.4,6.4,3.2,3.9,5.1,4.4,3.3,39.3,3.93,1.177615293,4.628028101
"BUR,LIV,TOT",3.2,6.5,3.9,3.7,3.7,3.7,4.2,3.3,3.8,5.9,41.9,4.19,1.104988688,4.629902602
"MCI,WBA,WHU",4.6,5.9,6,4.8,4.9,4.3,3.3,4.1,5.4,3,46.3,4.63,1.000055554,4.630257215
"CHE,LEI,MUN",3.1,2.6,3.1,3.3,3.1,7,4.1,3.6,2.6,3.8,36.3,3.63,1.277193103,4.636210964
"EVE,LEI,WOL",3.1,2.8,4.5,2.3,3.1,4.3,2.6,6.5,4,2.3,35.5,3.55,1.306607142,4.638455352
"BHA,LIV,MUN",4.9,2.7,4.7,4.2,3.2,2.2,5.8,4.2,2.7,4.8,39.4,3.94,1.177756813,4.640361844
"BHA,EVE,WOL",5.4,2.9,4.5,2.3,3.2,2.2,2.8,5.4,3.4,5,37.1,3.71,1.252064961,4.645161005
"AVL,CRY,LIV",3.8,5.5,3.4,5.9,3.7,2.7,5.3,5,3.9,3.2,42.4,4.24,1.095647956,4.645547335
"ARS,AVL,SHU",4.4,3.3,2.8,4.9,4.4,4.5,6.6,5,3.4,4.3,43.6,4.36,1.065833008,4.647031913
"AVL,LEI,WHU",2.8,3.3,4.6,6.1,4.9,5,4.3,4,3.5,2.3,40.8,4.08,1.139005414,4.647142089
"LEE,LIV,TOT",3.2,3.8,3.2,5.9,4.8,3.1,4.2,2.7,5.9,4.1,40.9,4.09,1.137687713,4.653142748
"AVL,WBA,WHU",4.6,4,4.6,6.6,5.6,3.5,4,4.1,3.5,3,43.5,4.35,1.071084601,4.659218014
"SHU,WHU,WOL",3.3,5.4,4.3,4.3,2.6,5.8,5.3,4.5,4.5,2.8,42.8,4.28,1.089138293,4.661511896
"ARS,BHA,MCI",5,4.4,6.5,3.2,4.3,3.2,5.3,3.3,3.8,4.8,43.8,4.38,1.064372533,4.661951694
"EVE,MCI,WHU",5.1,4.4,4.4,3.3,6.5,5.3,3.8,4.7,3.5,3,44,4.4,1.061445555,4.670360443
"BUR,EVE,WOL",5.4,4.5,4,2.3,3.2,4.3,2.8,5.4,2.4,5,39.3,3.93,1.189817913,4.675984399
"CHE,LEE,NEW",4.8,2.3,3.1,2.8,5.5,5.4,4.3,2.6,4.8,3.8,39.4,3.94,1.187153458,4.677384625
"ARS,CRY,LEE",3.9,3.3,3.7,5.5,4.4,3.2,6.5,2.7,4.3,3.7,41.2,4.12,1.136075115,4.680629473
"LEE,TOT,WOL",3.7,3.8,3.2,4.9,4.3,3.1,2.2,2.7,5.5,5.8,39.2,3.92,1.194245461,4.681442209
"CRY,SHU,WOL",4.3,5.9,3.2,4.3,2.2,2.7,4.3,4.9,4.9,2.7,39.4,3.94,1.189023876,4.684754072
"ARS,EVE,WOL",3.2,3.5,4.5,2.2,6.3,4.3,2.8,4.9,3.4,4.5,39.6,3.96,1.183403754,4.686278865
"BHA,LEE,SOU",5,2.7,4.2,3.3,4.4,2.7,4.9,2.7,4.9,5.9,40.7,4.07,1.151858402,4.688063695
"BHA,LEI,SHU",4.3,3.6,4.9,4.9,2.1,4.4,5.3,4.9,4.4,2.1,40.9,4.09,1.146443777,4.688955047
"MCI,MUN,TOT",6.9,3.8,3.2,4.8,4.3,4.7,3.2,3.7,4.2,4.8,43.6,4.36,1.076207332,4.692263969
"ARS,BHA,EVE",5,2.9,5.1,2.9,5.9,3.9,5.5,3.3,3.4,4.5,42.4,4.24,1.106746985,4.692607217
"CRY,FUL,MCI",5.6,5.4,3.4,5.4,3.4,2.4,2.8,4.4,4.4,3.2,40.4,4.04,1.161608081,4.692896646
"FUL,LEE,WOL",4.9,2.8,3.3,4.4,3.8,2.3,1.8,4.3,4.5,5.8,37.9,3.79,1.238682095,4.694605141
"FUL,WBA,WHU",4.6,4.5,4.6,6.6,4,3,2.5,4,4,3,40.8,4.08,1.150651989,4.694660115
"AVL,LEI,LIV",2.6,3.3,4.4,4.3,3.6,2.8,4.3,6.6,4.4,2.6,38.9,3.89,1.208718329,4.701914302
"BUR,CRY,EVE",6.1,4.5,3.4,3.4,2.8,4.4,5.5,3.3,2.4,2.9,38.7,3.87,1.216598172,4.708234924
"EVE,SOU,WOL",3.2,4,3.9,1.7,5.9,3.2,2.7,4.9,4,5,38.5,3.85,1.223156209,4.709151404
"CHE,LEE,WHU",3.3,4.4,3.1,4.4,5.5,5.8,5.3,2.3,3.8,3.8,41.7,4.17,1.129454145,4.709823787
"BHA,CHE,FUL",4.9,3.9,2.8,3.2,3.4,1.9,3.3,3.2,3.7,6.6,36.9,3.69,1.277541041,4.714126441
"AVL,CRY,NEW",5.5,3,3.4,6.1,5,2.9,4.5,4.4,3.9,2.9,41.6,4.16,1.135488148,4.723630694
"BHA,LIV,SOU",2.7,4.9,5.3,2.7,3.7,2.2,4.7,3.3,4.8,5.4,39.7,3.97,1.191684149,4.730986072
"BHA,FUL,WHU",4.6,3.9,4.6,6,3.4,1.9,4.5,2.9,3.9,5.1,40.8,4.08,1.160268168,4.733894126
"CHE,EVE,MCI",5.4,4.4,2.8,2.3,5.4,5.3,3.8,5,3.3,3.3,41,4.1,1.155662388,4.738215792
"FUL,LIV,WBA",4.4,4.5,4.4,4.8,4,2.3,2.5,6.1,4.9,3.3,41.2,4.12,1.150651989,4.740686195
"BUR,CHE,LEI",3.1,5.3,3.8,2.7,2.7,6.5,4.1,3.2,2.7,3.8,37.9,3.79,1.252064961,4.745326202
"BHA,TOT,WHU",3.4,4.9,4.5,6,3.9,3.3,4.9,2.4,3.9,5.6,42.8,4.28,1.109354166,4.748035832
"ARS,MCI,WBA",4.5,5,6.6,3.2,4.9,4.3,3.3,4.5,5.3,3.3,44.9,4.49,1.057722921,4.749175916
"CHE,MUN,TOT",3.7,3.8,2.7,3.8,4.3,5.9,3.7,2.7,2.6,6,39.2,3.92,1.212710463,4.753825014
"ARS,AVL,FUL",4.5,3.5,3,5,5.6,2.5,3.5,4.4,3.4,6,41.4,4.14,1.149105933,4.757298561
"EVE,TOT,WHU",3.4,4,2.9,5.1,6.1,5.4,3.4,2.4,3.5,3,39.2,3.92,1.213626338,4.757415246
"ARS,CHE,LEE",3.2,3.3,3.1,2.2,5.5,4.8,5.3,2.6,3.7,5.3,39,3.9,1.220200348,4.758781357
"EVE,MUN,TOT",5.5,1.8,2.9,4.5,4.3,5.4,3.4,3.7,2.3,4.5,38.3,3.83,1.242801495,4.759929725
"BHA,LEI,TOT",3.2,3.7,5,4.9,2.7,3.3,3.2,3.3,6.4,4.9,40.6,4.06,1.173030264,4.762502871
"BHA,BUR,LEI",4.9,3.7,6.1,4.3,2.7,3.9,5.3,3.8,2.8,5.3,42.8,4.28,1.114350832,4.769421563
"LEI,SHU,SOU",2.7,3.6,3.7,3.4,2.1,5.4,3.7,4.4,6,2.1,37.1,3.71,1.2862089,4.771835017
"CHE,LEI,WBA",3.1,4.3,5,3.3,3.3,5.5,3.3,4.3,6,2.3,40.4,4.04,1.18246447,4.777156458
"BHA,NEW,SOU",4.4,3.4,6,2.9,5.1,2.8,3.9,3.3,5.4,5.1,42.3,4.23,1.131419953,4.785906403
"EVE,LEI,WHU",2.8,2.8,4.6,4,4.9,6.5,3.8,4,3.5,2.3,39.2,3.92,1.220928608,4.786040145
"CHE,EVE,LEE",5.4,1.8,2.8,2.3,5.5,4.8,4.3,2.6,3.3,3.8,36.6,3.66,1.309961832,4.794460303
"ARS,LIV,WBA",2.7,5,6.6,3.2,4.3,3.3,4.3,4.5,4.8,3.3,42,4.2,1.14212278,4.796915676
"ARS,AVL,WOL",3.2,4,4.5,2.2,5.4,2.8,3.3,4.9,3.4,6,39.7,3.97,1.210188231,4.804447279
"CRY,NEW,WBA",5.5,4,5.5,5,3.4,3.4,3.5,4.4,6.1,2.9,43.7,4.37,1.099545361,4.805013226
"EVE,LIV,MUN",4.9,1.8,3.3,3.3,4.1,4.3,4.8,6,2.3,3.3,38.1,3.81,1.264427846,4.817470093
"ARS,EVE,WBA",4.5,3.5,5.2,2.9,6.5,5,3.5,4.5,3.4,3,42,4.2,1.147945024,4.8213691
"AVL,WBA,WOL",4.9,4,4.5,3.8,3.8,2.8,2.3,6.6,4,4.5,41.2,4.12,1.170754742,4.823509538
"EVE,LEI,LIV",2.6,2.8,4.4,3.3,3.6,4.3,3.8,6.7,4.4,2.3,38.2,3.82,1.262977083,4.824572455
"BUR,NEW,WBA",6.1,4,6.1,3.9,3.4,5,3.5,4.9,4.6,3,44.5,4.45,1.084486566,4.825965217
"FUL,NEW,TOT",4.9,3.5,2.9,5.6,4.5,3.4,2.4,4.4,5.7,5.1,42.4,4.24,1.139395551,4.831037137
"CHE,NEW,WOL",3.6,6,4.3,1.6,4.3,4.9,2.8,4.3,4.3,4.5,40.6,4.06,1.189957982,4.831229409
"CRY,EVE,MUN",6.1,1.8,3.3,4.5,3.2,4.4,5,3.7,2.3,2.9,37.2,3.72,1.299401572,4.833773847
"BUR,CRY,WBA",5.6,6,4.4,4.9,2.8,3.4,5,3.3,3.3,2.9,41.6,4.16,1.167333143,4.856105875
"CRY,NEW,WHU",4,5.1,5,5.6,5,5,5.5,2.4,4.4,2.9,44.9,4.49,1.082640804,4.861057211
"BHA,CRY,NEW",5.5,3.4,5.5,4.4,2.8,2.3,5.5,3.3,4.3,2.9,39.9,3.99,1.219699417,4.866600672
"BHA,LIV,WBA",4.4,4.4,6.5,4.2,3.4,2.2,4.3,5,4.8,3.3,42.5,4.25,1.14528017,4.86744072
"FUL,MCI,TOT",5,5,2.9,5.4,4.5,3.3,2.4,4.4,5.4,5.4,43.7,4.37,1.114600078,4.87080234
"CHE,MUN,SOU",3.2,3.8,3.1,1.7,4.3,5.4,4.2,2.7,2.6,6,37,3.7,1.317404856,4.874397969
"CRY,NEW,TOT",4.4,4.5,3.3,6.1,3.9,3.8,3.4,2.8,6.1,2.9,41.2,4.12,1.184905059,4.881808845
"FUL,LIV,TOT",3.2,5,2.9,5.4,4.3,2.3,2.4,4.4,4.9,5.4,40.2,4.02,1.214541523,4.882456922
"CHE,MUN,WOL",3.6,5.3,3.1,1.6,3.6,4.8,3.1,3.6,2.6,6,37.3,3.73,1.308986037,4.882517917
"ARS,CRY,SOU",2.8,5.5,4.3,2.3,5.5,3.3,5.4,2.8,4.3,4.4,40.6,4.06,1.202959314,4.884014815
"AVL,LEI,NEW",4.3,3,5.1,4.5,4.9,5,3.8,6,5.2,2.3,44.1,4.41,1.108001203,4.886285307
"BHA,LIV,NEW",4.3,3.4,6.5,3.8,3.7,2.2,4.8,4.9,4.8,3.3,41.7,4.17,1.171940461,4.886991723
"BUR,FUL,WBA",6.2,4.5,4,4.9,3.4,3,2.5,4.9,2.9,5.1,41.4,4.14,1.18058366,4.887616352
"AVL,FUL,LEI",4.4,3.3,3,6.1,3.3,2.5,2.8,6,3.5,3.8,38.7,3.87,1.263197002,4.888572399
"ARS,MCI,MUN",6.4,3.3,4.7,3.2,4.7,5.3,4.8,3.7,2.7,4.8,43.6,4.36,1.121705051,4.890634024
"BHA,CHE,CRY",4.3,6,3.2,3.2,2.8,2.3,5.8,2.7,3.7,4.4,38.4,3.84,1.274711296,4.894891378
"CHE,NEW,TOT",3.7,4.5,2.7,2.8,5,6,3.4,2.7,5.5,4.5,40.8,4.08,1.199814801,4.895244386
"BHA,CHE,MUN",5.4,2.7,3.1,3.2,3.2,4.4,5.3,3.2,2.6,6,39.1,3.91,1.252064961,4.895573998
"AVL,LIV,WHU",2.8,5.1,4.4,5.4,5.9,2.8,5.3,4.6,3.5,3.3,43.1,4.31,1.137687713,4.903434045
"BUR,CHE,NEW",4.8,5,3.8,2.7,3.9,6.6,4.3,3.2,2.7,4.5,41.5,4.15,1.182511452,4.907422524
"BUR,CHE,EVE",5.4,4.5,2.8,2.3,3.9,6,4.3,3.2,2.4,4.5,39.3,3.93,1.249044079,4.90874323
"BHA,SOU,WHU",2.9,4.9,5.5,3.3,5,2.8,5.4,2.4,3.9,5.1,41.2,4.12,1.192383234,4.912618926
"AVL,BHA,SOU",5,3.4,3.9,3.3,5,2.4,4.4,3.3,3.4,6.6,40.7,4.07,1.208350575,4.917986839
"EVE,MUN,WOL",5.4,1.8,3.3,2.3,3.6,4.3,2.8,5.8,2.3,4.5,36.1,3.61,1.363370008,4.921765728
"BHA,WHU,WOL",3.3,5.5,6.1,3.2,3.2,2.2,4.3,2.9,3.9,5,39.6,3.96,1.245614529,4.932633536
"CRY,MUN,TOT",4.4,3.8,3.2,7.1,3.2,3.8,4.4,2.8,3.2,4.4,40.3,4.03,1.225697081,4.939559235
"EVE,WBA,WOL",4.9,3.5,4.5,2.3,3.8,3.3,2.3,6.6,4,3,38.2,3.82,1.29340206,4.940795869
"BHA,EVE,WBA",6.7,2.9,5.1,3.9,3.4,2.9,3.5,5,3.4,3,39.8,3.98,1.242577965,4.945460302
"MCI,SHU,TOT",4.9,4.8,2.7,5.3,3.3,4.7,3.2,5.4,5.9,3.1,43.3,4.33,1.142171421,4.945602254
"BHA,SHU,TOT",4.9,3.7,2.7,5.9,2.2,3.3,4.9,3.3,4.4,5.4,40.7,4.07,1.215684535,4.947836058
"ARS,FUL,TOT",3.3,4.5,2.9,5,4.5,3.4,2.4,2.8,3.9,6.6,39.3,3.93,1.259673679,4.950517559
