COMBO,GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,SUM,AVG PER TEAM,STD DEV,AVG * STD DEV
"CRY,MCI,SOU",3.9,6.4,4.3,2.7,4.3,3.3,3.7,2.8,5.8,3.2,40.4,4.04,1.22583305,4.952365522
"LEE,SOU,WOL",3.2,3.8,4.2,1.7,4.8,3.1,2.7,2.7,5.5,5.8,37.5,3.75,1.320984481,4.953691805
"CRY,LIV,WBA",3.8,6.5,4.8,4.8,3.4,2.7,4.3,4.5,5.3,2.9,43,4.3,1.152774431,4.956930054
"LEI,LIV,WHU",2.6,5.4,6,4.3,3.6,4.8,4.6,4,4.9,2.3,42.5,4.25,1.166428547,4.957321325
"FUL,MUN,NEW",6.1,2.3,3.3,5,3.8,4.5,3,5.3,2.8,4.5,40.6,4.06,1.221292576,4.958447858
"LIV,NEW,WHU",2.8,5.1,6,3.8,5.9,4.9,4.8,4,4.9,3,45.2,4.52,1.098281486,4.964232316
"CRY,SOU,TOT",3.3,6,3.3,5,3.9,3.3,3.3,2.8,5.9,5,41.8,4.18,1.187714893,4.964648252
"NEW,WHU,WOL",3.3,5.1,6.1,2.8,5.4,4.9,2.8,4,4.5,3,41.9,4.19,1.185514422,4.967305428
"LIV,WBA,WHU",2.8,6.1,6,4.8,4.3,3.3,4.3,4.1,4.9,3,43.6,4.36,1.139395551,4.967764603
"CRY,FUL,WOL",4.3,6.1,3.4,4.4,3.2,2.3,1.8,4.4,4.4,4.9,39.2,3.92,1.267368227,4.968083449
"CHE,WBA,WHU",3.3,6.1,4.4,3.8,4.5,6,3.8,2.3,3.8,3,41,4.1,1.211977264,4.969106783
"CHE,LEI,WOL",3.1,6.3,4.3,1.6,3.1,4.8,2.6,4.3,4.3,3.8,38.2,3.82,1.301964328,4.973503733
"BHA,MUN,SOU",5,2.7,4.2,3.3,3.2,2.8,4.9,3.3,2.7,6.6,38.7,3.87,1.285863307,4.976290998
"LEI,WHU,WOL",2.8,5.4,6.1,3.3,3.1,4.8,2.6,4,4.5,2.3,38.9,3.89,1.279279311,4.97639652
"LEE,SOU,WHU",2.9,3.8,4.2,4.5,6.6,3.7,4.9,2.3,5,3.8,41.7,4.17,1.194478036,4.980973409
"CHE,FUL,TOT",3.7,5,2.7,4.4,4.5,3.4,2.4,2.7,3.8,6.6,39.2,3.92,1.270870218,4.981811255
"BHA,LEI,WOL",3.1,3.7,6.6,3.2,2.7,2.2,2.6,4.9,4.4,4.3,37.7,3.77,1.321657209,4.982647677
"BUR,EVE,WBA",6.7,3.5,4,3.4,3.4,5,3.5,5,2.4,3,39.9,3.99,1.250288856,4.988652534
"CRY,LEI,NEW",3.8,3.3,5.5,4.5,2.7,4.9,3.8,4.4,6.1,2.2,41.2,4.12,1.212710463,4.996367107
"CRY,MCI,WBA",5.6,5.9,4.8,4.8,3.4,3.4,3.3,4.5,5.8,2.9,44.4,4.44,1.126646943,5.002312425
"BHA,CHE,SOU",3.2,4.9,3.7,1.7,3.9,2.8,4.2,2.7,3.7,6.6,37.4,3.74,1.340978084,5.015258035
"LEI,LIV,SOU",2.6,4.8,5.3,2.7,3.6,3.2,3.7,4.4,6.4,2.6,39.3,3.93,1.27806277,5.022786687
"ARS,NEW,TOT",3.3,4,5,3.4,6.2,5.4,3.4,2.8,5.6,4.5,43.6,4.36,1.152967187,5.026936933
"EVE,MUN,SOU",5,1.8,3.3,2.4,5.9,4.9,3.9,3.7,2.3,4.5,37.7,3.77,1.334208046,5.029964335
"WBA,WHU,WOL",3.3,6.1,6.1,3.8,3.8,3.3,2.3,4.1,4.5,3,40.3,4.03,1.248154193,5.030061397
"CRY,LEE,LIV",3.8,4.8,3.7,5.9,3.7,2.7,5.8,2.7,5.3,3.2,41.6,4.16,1.209407568,5.031135485
"BHA,CHE,TOT",3.7,4.9,2.7,3.2,3.9,3.3,3.7,2.7,3.7,7.1,38.9,3.89,1.294818735,5.036844878
"CRY,LEI,LIV",2.6,5.8,4.8,4.3,2.7,2.7,4.6,4.4,5.3,2.2,39.4,3.94,1.279062156,5.039504896
"ARS,CRY,WOL",3.2,6.6,4.9,2.2,3.2,2.7,4.3,2.8,4.3,4.4,38.6,3.86,1.306564622,5.04333944
"ARS,BHA,FUL",4.5,3.9,5.1,3.8,3.4,1.9,4.5,3.3,3.8,6.6,40.8,4.08,1.236302732,5.044115145
"ARS,BHA,CHE",3.2,4.4,4.9,2.2,3.9,3.9,5.8,2.7,3.7,6,40.7,4.07,1.240116482,5.047274082
"BUR,LEI,WBA",4.4,4.3,6.2,4.4,2.7,5,3.3,4.9,5.1,2.3,42.6,4.26,1.186217143,5.053285031
"ARS,CHE,MCI",3.2,5.9,4.2,2.2,5.4,5.3,4.1,2.7,3.7,4.8,41.5,4.15,1.219517209,5.060996416
"CHE,LIV,SHU",3.1,5.8,2.6,2.6,3.1,5.3,5.1,5.3,4.3,3.1,40.3,4.03,1.258791307,5.072928969
"LEE,LIV,SHU",4.3,2.6,3.1,5.3,3.1,3.1,5.8,5.3,5.4,3.1,41.1,4.11,1.235988134,5.07991123
"CRY,EVE,SHU",5.5,2.8,2.8,5,2.2,4.4,5.5,5.1,3.9,2.7,39.9,3.99,1.277541041,5.097388753
"CHE,LEI,TOT",3.1,4.8,2.7,3.3,3.8,5.9,3.2,2.7,6.3,3.8,39.6,3.96,1.287719776,5.099370314
"BUR,EVE,FUL",6.7,3,3,3.4,3.4,4,3,4.9,2.4,5.1,38.9,3.89,1.311021654,5.099874235
"ARS,EVE,LIV",2.7,3.5,4.4,2.9,6.8,4.3,4.8,5.1,3.4,3.3,41.2,4.12,1.238098901,5.100967473
"BHA,FUL,NEW",6.1,3.4,5.1,4.4,3.4,1.9,3,4.9,3.9,5.1,41.2,4.12,1.238098901,5.100967473
"AVL,TOT,WOL",3.7,4.5,2.9,4.9,4.3,2.8,2.2,4.9,4,6.5,40.7,4.07,1.253484033,5.101680016
"AVL,LEI,TOT",3.2,3.3,2.9,6.6,3.8,3.9,3.2,4.4,6,3.8,41.1,4.11,1.241370211,5.102031566
"BUR,SHU,WBA",6.1,4.3,3.8,4.9,2.2,5,5.1,5,3.4,2.8,42.6,4.26,1.198332174,5.104895063
"CHE,FUL,SOU",3.2,5,2.8,1.7,4.5,2.9,2.9,2.7,3.8,6.6,36.1,3.61,1.414567072,5.106587128
"BUR,CRY,SOU",3.9,6.5,4.3,2.8,2.8,3.3,5.4,2.8,3.3,5,40.1,4.01,1.274057386,5.108970117
"BHA,NEW,SHU",6,3.3,4.9,4.4,2.2,4.5,5.5,4.9,4.4,2.8,42.9,4.29,1.191124585,5.109924471
"BUR,LIV,SOU",2.7,6.5,4.9,2.7,3.7,3.2,4.7,3.3,3.8,5.4,40.9,4.09,1.250288856,5.113681419
"BUR,LEE,SOU",6.4,3.8,4.2,2.8,4.4,3.7,4.9,2.7,3.9,5.9,42.7,4.27,1.198193084,5.116284469
"FUL,NEW,WOL",4.8,3.5,4.5,2.8,3.8,2.3,1.8,6,4.5,5,39,3.9,1.312334646,5.118105118
"BHA,CRY,FUL",5.6,3.9,3.4,6,2.8,1.9,4.5,3.3,3.9,5,40.3,4.03,1.27021433,5.11896375
"LEE,LIV,MCI",6.3,4.2,4.7,3.6,5.2,3.1,4.6,5.8,5.9,3.6,47,4.7,1.090361816,5.124700533
"BUR,WBA,WHU",4.6,6,5.6,4.9,3.4,5,5.1,2.9,2.9,3,43.4,4.34,1.181524439,5.127816065
"BHA,NEW,WHU",4.5,3.4,6.7,4.4,5,4.5,5.5,2.9,3.9,3,43.8,4.38,1.170754742,5.127905771
"MCI,NEW,TOT",4.9,4.5,4.3,3.8,5.4,4.7,3.2,4.4,7.1,3.3,45.6,4.56,1.1256603,5.133010968
"BHA,EVE,NEW",6.6,2.5,5.1,3.5,5.1,3.9,4,4.9,3.4,3,42,4.2,1.222929089,5.136302172
"CHE,EVE,SOU",3.2,4,2.8,1.7,6.6,4.9,3.9,2.7,3.3,4.5,37.6,3.76,1.366422742,5.137749512
"MCI,MUN,WHU",6.5,4.2,4.7,4.8,4.7,5.8,4.8,3.3,2.8,3.3,44.9,4.49,1.145474186,5.143179096
"BHA,CRY,WBA",5.6,4.4,5.5,5.4,2.8,2.3,5,3.3,4.3,2.9,41.5,4.15,1.239399496,5.143507909
"BHA,CRY,MCI",6.1,5.3,4.8,4.2,2.8,2.3,5.3,3.3,4.3,3.2,41.6,4.16,1.236662174,5.144514645
"CHE,CRY,TOT",3.7,7.1,2.7,4.9,3.9,3.8,3.7,2.7,4.2,4.4,41.1,4.11,1.252064961,5.14598699
"EVE,FUL,WBA",6.2,3,3,4.5,4,3,2.5,6.1,3.5,3,38.8,3.88,1.327319772,5.150000716
"FUL,LEI,NEW",4.3,3.3,5.1,4.5,3.3,4.5,2.8,6,5.7,2.3,41.8,4.18,1.232702541,5.152696623
"AVL,NEW,TOT",4.9,3,2.9,6.1,6.1,3.9,3.4,4.4,5.2,4.5,44.4,4.44,1.160651158,5.153291143
"BUR,CRY,FUL",5.6,5.5,3.4,5.5,2.8,2.4,4.5,3.3,2.9,5,40.9,4.09,1.260026455,5.1535082
"LEE,LIV,WHU",2.8,4.4,4.7,5.4,5.3,3.1,5.8,2.3,4.9,3.3,42,4.2,1.228368385,5.159147216
"AVL,FUL,LIV",4.4,3.5,3,5.4,4.3,2.3,3.5,6.6,3.5,4.8,41.3,4.13,1.250821952,5.165894662
"EVE,SOU,TOT",3.3,4,2.9,2.4,6.6,4.3,3.3,2.8,5,5.1,39.7,3.97,1.301324112,5.166256725
"BHA,LEI,MCI",4.9,3.7,6.5,4.2,2.7,3.2,3.6,4.9,5.3,2.6,41.6,4.16,1.24204133,5.166891935
"CRY,FUL,MUN",5.6,2.8,3.3,6.6,3.2,2.4,4,3.7,2.8,4.4,38.8,3.88,1.333166656,5.172686626
"EVE,NEW,TOT",4.9,2.5,2.9,3.5,6.2,5.4,3.4,4.4,5.2,3,41.4,4.14,1.250955191,5.178954489
"BUR,EVE,WHU",5.1,4.5,4,3.4,5,6,5.6,2.9,2.4,3,41.9,4.19,1.23778476,5.186318143
"ARS,AVL,TOT",3.3,4,2.9,5.5,6.1,3.9,3.9,2.8,3.4,6,41.8,4.18,1.24078828,5.18649501
"AVL,LIV,NEW",4.3,3,4.4,3.8,5.9,2.8,4.5,6.6,4.4,3.3,43,4.3,1.206464071,5.187795507
"ARS,LEE,MCI",6.4,3.3,4.7,3.2,5.9,4.1,4.8,2.7,4.9,4.1,44.1,4.41,1.177049041,5.19078627
"ARS,BHA,TOT",3.3,4.4,5,3.8,3.9,3.3,4.9,2.8,3.8,7.1,42.3,4.23,1.227508769,5.192362093
"FUL,MCI,NEW",6.1,3.5,4.4,3.8,4.9,3.3,2.8,6,5.4,3.3,43.5,4.35,1.193733639,5.192741328
"BUR,FUL,SHU",6.1,3.8,2.8,5.4,2.2,4,4.6,4.9,2.9,4.9,41.6,4.16,1.248287716,5.192876899
"ARS,AVL,MCI",6.4,4,4.4,3.2,6.5,3.8,4.3,5,3.4,4.8,45.8,4.58,1.134117376,5.194257581
"LIV,MCI,MUN",6.3,4.2,4.7,3.6,4.1,3.6,4.6,6.8,3.7,3.6,45.2,4.52,1.149685947,5.196580483
"BUR,SHU,TOT",4.9,4.8,2.7,5.4,2.2,5.4,5,3.3,3.4,5.4,42.5,4.25,1.224064268,5.202273141
"SHU,WBA,WOL",4.8,4.3,4.3,3.8,2.6,3.3,2.3,6.6,5,2.8,39.8,3.98,1.307924565,5.205539767
"ARS,FUL,WOL",3.2,4.5,4.5,2.2,3.8,2.3,1.8,4.4,3.9,6.5,37.1,3.71,1.403527303,5.207086292
"CRY,WBA,WOL",4.3,6.6,4.9,3.8,3.2,2.7,2.3,4.5,4.9,2.9,40.1,4.01,1.299102254,5.209400039
"AVL,CHE,WHU",3.3,5.1,2.8,4.4,6.1,5.5,4.8,2.3,3.3,4.5,42.1,4.21,1.23778476,5.211073838
"CHE,MCI,SHU",4.8,5.2,2.6,2.6,3.3,6.3,4.1,5.3,4.3,3.1,41.6,4.16,1.252730351,5.211358262
"TOT,WHU,WOL",3.3,6.6,4.4,4.4,4.3,3.7,2.2,2.4,4.5,5,40.8,4.08,1.279583265,5.220699723
"BUR,CHE,FUL",4.9,5.5,2.8,2.7,3.4,4,3.3,3.2,2.7,6.6,39.1,3.91,1.335373439,5.221310147
"AVL,NEW,WOL",4.8,3,4.5,2.8,5.4,2.8,2.8,6.5,4,4.5,41.1,4.11,1.271438381,5.225611744
"SOU,WBA,WHU",2.9,5.5,5.5,3.9,5.6,3.9,3.4,2.4,5.5,3,41.6,4.16,1.256273148,5.226096295
"AVL,EVE,LEI",4.9,2.5,3,4,4.9,4.5,3.8,6.6,3,2.3,39.5,3.95,1.324344702,5.231161572
"NEW,SHU,WOL",4.8,3.3,4.3,2.8,2.6,4.9,2.8,6.5,5,2.8,39.8,3.98,1.314703177,5.232518646
"EVE,LEE,TOT",5.5,1.8,2.9,5.6,5.5,4.2,3.4,2.7,4.5,3.8,39.9,3.99,1.311868896,5.234356895
"LEI,SOU,WOL",2.7,4.8,5.4,1.7,3.1,3.2,2.6,4.4,6,4.3,38.2,3.82,1.370968838,5.237100962
"BHA,TOT,WBA",5,4.4,5,5.4,3.4,2.9,2.9,3.3,6.1,5.6,44,4.4,1.19070474,5.239100856
"AVL,BHA,NEW",6.6,3,5.1,4.4,5,2.4,4.5,4.9,3.4,4.5,43.8,4.38,1.197961231,5.247070192
"FUL,WBA,WOL",4.9,4.5,4.5,3.8,3.8,2.3,1.8,6.1,4.5,5,41.2,4.12,1.275234183,5.253964835
"AVL,CHE,EVE",5.4,2.5,2.8,2.3,6.1,4.5,4.3,4.9,3,4.5,40.3,4.03,1.305586288,5.261512741
"AVL,FUL,SOU",4.5,3.5,3,4.5,5.6,2.5,2.9,4.4,3.5,6.6,41,4.1,1.284090686,5.264771811
"BHA,MUN,WOL",5.4,2.7,4.8,3.2,3.2,2.2,3.8,4.2,2.7,6.5,38.7,3.87,1.360596275,5.265507582
"ARS,LIV,SHU",2.7,4.3,4.2,3.2,3.1,4.3,6.9,5.4,4.4,3.1,41.6,4.16,1.266842093,5.270063107
"AVL,SHU,WOL",4.8,3.3,2.8,4.3,2.6,2.8,3.3,7.1,4,4.3,39.3,3.93,1.341682195,5.272811024
"BHA,FUL,SOU",4.5,3.9,3.9,3.3,3.4,1.9,2.9,3.3,3.9,7.2,38.2,3.82,1.380660068,5.274121458
"BHA,WBA,WHU",4.6,4.4,6.7,5.4,3.4,2.9,5,2.9,3.9,3,42.2,4.22,1.250599856,5.277531393
"FUL,LEE,NEW",6.1,2.3,3.3,5.6,5,2.8,3,4.3,5,3.8,41.2,4.12,1.281318765,5.279033312
"LEE,MUN,WOL",6.8,1.6,3.6,3.8,3.6,3.1,3.8,3.6,3.3,5.3,38.5,3.85,1.371333495,5.279633957
"LEI,SHU,WOL",3.1,3.6,4.3,3.3,2.1,4.8,2.6,6.5,5,2.1,37.4,3.74,1.412011961,5.280924734
"LEI,TOT,WOL",3.1,4.8,4.4,3.3,3.1,3.7,2.2,4.4,7,4.3,40.3,4.03,1.311530065,5.285466162
"LIV,SOU,WBA",2.7,5.5,5.3,2.7,4.3,3.2,3.4,4.5,6.4,3.3,41.3,4.13,1.279800332,5.28557537
"ARS,EVE,TOT",3.3,3.5,2.9,2.9,7,5.4,3.4,2.8,3.4,4.5,39.1,3.91,1.351912226,5.285976803
"ARS,LIV,NEW",2.7,4,6.5,3.2,6,4.3,4.8,4.4,4.8,3.3,44,4.4,1.201850425,5.288141871
"CRY,LEI,SHU",3.8,3.6,3.2,6,2.1,4.9,5.3,4.4,4.9,2.1,40.3,4.03,1.313223346,5.292290083
"ARS,BUR,NEW",4.4,4,6.1,3.3,5.1,6,5.6,3.3,2.8,4.5,45.1,4.51,1.174213685,5.295703719
"BHA,EVE,FUL",6.7,2.9,3,3.9,3.4,1.9,3,4.9,3.4,5.1,38.2,3.82,1.387884081,5.301717189
"LEE,WBA,WHU",4.6,3.3,4.9,6.6,5,3.8,4.5,2.3,5,3,43,4.3,1.233783702,5.305269917
"EVE,FUL,WOL",4.9,3,3,2.3,3.8,2.3,1.8,6.5,3.5,5,36.1,3.61,1.470034013,5.306822788
"BUR,LEE,WOL",6.8,4.3,4.3,2.7,3.2,3.1,3.8,3.2,3.4,5.8,40.6,4.06,1.308264329,5.311553177
"BHA,LEI,LIV",2.6,3.7,6.5,4.2,2.7,2.2,4.6,4.9,4.8,2.6,38.8,3.88,1.370158142,5.31621359
"CRY,NEW,SHU",5.5,3.3,3.2,5.5,2.2,5,5.5,4.4,4.9,2.7,42.2,4.22,1.260335052,5.318613921
"ARS,AVL,NEW",4.4,3,5.1,3.4,7.3,4.5,4.5,4.4,3.4,4.5,44.5,4.45,1.195593762,5.320392242
"ARS,NEW,SHU",4.4,3.3,4.9,3.4,4.5,6.6,6.1,4.4,4.4,2.8,44.8,4.48,1.187714893,5.32096272
"ARS,BHA,WBA",4.5,4.4,7.3,3.8,3.4,2.9,5,3.3,3.8,4.5,42.9,4.29,1.240474819,5.321636976
"LEI,SOU,WHU",2.7,4.8,5.5,3.4,4.9,5.4,3.7,2.4,5.5,2.3,40.6,4.06,1.310809758,5.321887618
"EVE,LEE,WBA",6.7,1.8,3.3,4.5,5,3.8,3.5,4.4,4.5,3,40.5,4.05,1.314238267,5.322664981
"BUR,WBA,WOL",4.9,6,5.5,2.7,3.2,3.3,2.3,5,3.4,5,41.3,4.13,1.289315064,5.324871213
"CRY,EVE,LEE",6.1,1.8,3.3,5.6,4.4,3.2,5,2.7,3.9,2.9,38.9,3.89,1.369874285,5.328810967
"AVL,MCI,WHU",6.5,4.9,4.4,5.4,6.5,3.8,4.3,4.6,3.5,3.3,47.2,4.72,1.129208179,5.329862604
"ARS,NEW,WOL",3.2,4,6.6,2.2,5.5,4.3,2.8,4.4,4.4,4.5,41.9,4.19,1.274929192,5.341953314
"LIV,TOT,WHU",2.8,6.6,4.3,5.4,4.8,3.7,4.2,2.4,4.9,3.3,42.4,4.24,1.260687643,5.345315607
"CHE,MCI,TOT",3.7,6.4,2.7,2.6,5,4.7,3.2,2.7,5.2,4.8,41,4.1,1.303840481,5.345745972
"BHA,CRY,LIV",3.8,5.9,4.8,4.2,2.8,2.2,6.3,3.3,4.3,3.2,40.8,4.08,1.310470653,5.346720266
"TOT,WBA,WOL",3.7,5.5,4.4,3.8,3.8,3.3,2.2,4.5,6.7,5,42.9,4.29,1.247619956,5.352289613
"CRY,LEE,LEI",3.8,2.6,3.7,6.6,2.7,3.2,4.8,2.7,5.4,2.2,37.7,3.77,1.421306129,5.358324105
"ARS,WBA,WOL",3.2,5,6.7,2.2,3.8,3.3,2.3,4.5,4.4,4.5,39.9,3.99,1.343668279,5.361236434
"BUR,FUL,SOU",4.5,5,3.9,2.8,3.4,2.9,2.9,3.3,2.9,7.2,38.8,3.88,1.385480262,5.375663415
"ARS,CHE,LIV",2.7,6.5,4.2,2.2,4.8,4.3,5.1,2.7,3.7,4.8,41,4.1,1.311487705,5.37709959
"AVL,CRY,EVE",6.1,2.5,3,5.6,5,2.9,4.5,5,3,2.9,40.5,4.05,1.327696418,5.377170492
"CHE,LEE,MCI",6.8,4.2,3.1,2.6,5.4,4.1,4.1,2.6,4.8,4.1,41.8,4.18,1.287374589,5.381225784
"AVL,CHE,SOU",3.2,4.5,2.8,1.7,6.1,3.4,4.2,2.7,3.3,6,37.9,3.79,1.420836999,5.384972226
"CHE,CRY,SOU",3.2,7.1,3.2,1.7,3.9,3.3,4.2,2.7,4.2,4.4,37.9,3.79,1.420836999,5.384972226
"AVL,NEW,SOU",4.4,3,3.9,2.9,7.3,3.4,3.9,4.4,5,4.5,42.7,4.27,1.261436571,5.386334157
"ARS,AVL,BHA",5,3.4,5.1,3.8,5,2.4,6,3.3,3.4,6,43.4,4.34,1.241146423,5.386575478
"AVL,SOU,WHU",2.9,4.5,3.9,4.5,7.2,3.4,4.4,2.4,3.5,4.5,41.2,4.12,1.307924565,5.388649206
"ARS,LIV,MCI",2.7,5.9,5.8,3.2,5.2,3.6,4.6,5.9,4.8,3.6,45.3,4.53,1.189817913,5.389875147
"AVL,BUR,LIV",6.3,5,4,3.7,3.7,2.8,5.3,5.5,2.4,4.8,43.5,4.35,1.239399496,5.391387808
"EVE,LEI,WBA",4.4,2.8,5.2,4,3.3,5,3.3,6.1,5.7,2.3,42.1,4.21,1.281015222,5.393074086
"BUR,LEI,MCI",6.3,5.2,5.4,3.7,2.7,5.3,3.6,4.9,4.3,2.6,44,4.4,1.228368385,5.404820893
"LIV,MUN,SHU",4.3,2.6,3.1,4.8,2.6,4.8,5.8,6.3,3.3,3.1,40.7,4.07,1.328365746,5.406448587
"ARS,AVL,CHE",3.2,4,2.8,2.2,6.1,4.5,4.8,2.7,3.3,6,39.6,3.96,1.365609347,5.407813015
"ARS,MCI,WOL",3.2,5.9,5.9,2.2,4.7,3.6,2.6,4.9,4.4,4.8,42.2,4.22,1.283917616,5.418132339
"ARS,BHA,NEW",4.4,3.4,7.2,3.4,5.1,3.9,5.5,3.3,3.8,4.5,44.5,4.45,1.217693631,5.418736656
"FUL,MUN,WOL",4.9,2.8,3.3,3.8,3.6,2.3,1.8,5.3,2.8,6.5,37.1,3.71,1.460935773,5.420071718
"AVL,BHA,WOL",5.4,3.4,4.5,3.2,3.2,2.2,3.3,5.4,3.4,6.5,40.5,4.05,1.338531534,5.421052711
"EVE,MCI,SOU",5,4,3.9,2.4,7,4.2,3.7,5.1,4.9,3.3,43.5,4.35,1.246550797,5.422495966
"AVL,EVE,TOT",5.5,2.5,2.9,5.6,6.1,3.9,3.4,5,3,4.5,42.4,4.24,1.279062156,5.423223543
"BHA,SHU,WBA",6.1,3.7,4.9,5.4,2.2,2.9,5,5,4.4,2.8,42.4,4.24,1.279930554,5.426905548
"BHA,NEW,WOL",4.8,3.4,6.6,2.8,3.2,2.2,2.8,4.9,4.4,5,40.1,4.01,1.35355499,5.42775551
"LEI,MCI,WHU",2.8,5.2,6,4.3,4.2,5.8,3.6,4,5.4,2.3,43.6,4.36,1.245614529,5.430879348
"FUL,LEI,TOT",3.2,3.8,2.9,6.1,3.3,3.4,2.4,4.4,6.5,4.4,40.4,4.04,1.344288329,5.430924849
"AVL,CRY,WBA",5.6,4,3.4,7.1,3.4,2.9,4,4.5,3.9,2.9,41.7,4.17,1.303030655,5.433637833
"ARS,LEE,LEI",2.7,2.6,6.8,3.9,4.3,4.8,4.8,2.7,4.9,3.1,40.6,4.06,1.339319894,5.437638769
"LIV,NEW,SHU",4.3,3.3,4.2,3.8,3.1,4.9,4.8,7,5.4,2.8,43.6,4.36,1.248287716,5.442534442
"AVL,BHA,WHU",5.1,3.4,4.6,6,5,2.4,6,2.9,3.4,4.5,43.3,4.33,1.257024706,5.442916976
"LEE,LIV,MUN",6.3,1.6,3.6,4.8,4.1,3.1,5.8,3.6,3.7,4.1,40.7,4.07,1.338365504,5.447147601
"AVL,BHA,WBA",6.7,3.4,5.1,5.4,3.4,2.4,4,5,3.4,4.5,43.3,4.33,1.258791307,5.450566361
"ARS,CHE,CRY",3.2,6.6,3.2,2.2,3.9,4.4,5.8,2.7,3.7,4.4,40.1,4.01,1.35928903,5.45074901
"CRY,FUL,WBA",5.6,4.5,3.4,6.6,3.4,2.4,2.5,4.4,4.4,2.9,40.1,4.01,1.35928903,5.45074901
"ARS,CHE,TOT",3.2,5.5,2.7,2.2,5,5.4,3.7,2.7,3.7,6,40.1,4.01,1.360106205,5.454025882
"CRY,SOU,WHU",2.9,6.6,4.3,4.5,5,3.3,5.4,2.4,4.4,2.9,41.7,4.17,1.308136928,5.454930989
"MUN,TOT,WHU",3.4,3.8,3.2,6.6,4.3,5.9,4.4,2.4,2.8,4.5,41.3,4.13,1.322497637,5.461915241
"EVE,SHU,WOL",4.8,2.8,2.8,2.3,2.6,4.3,2.8,7.2,4,2.8,36.4,3.64,1.501258731,5.464581781
"ARS,TOT,WOL",3.2,5.5,4.4,2.2,4.3,3.7,2.2,2.8,4.4,6.5,39.2,3.92,1.394274005,5.465554098
"BUR,LIV,MUN",6.3,4.3,4.3,3.7,3.2,4.3,5.8,4.2,1.7,4.8,42.6,4.26,1.283398267,5.467276616
"ARS,TOT,WHU",2.9,5.5,4.5,5,6.1,5.4,5.5,2.4,3.9,4.5,45.7,4.57,1.197265403,5.47150289
"CHE,CRY,MCI",4.3,7.5,3.2,2.6,3.9,3.7,4.1,2.7,4.2,3.2,39.4,3.94,1.389804143,5.475828323
"CHE,SHU,WOL",3.6,6.3,2.6,1.6,2.6,5.3,3.1,4.8,4.3,4.3,38.5,3.85,1.423024947,5.478646046
"CRY,MCI,SHU",5.5,5.2,3.2,5.3,2.2,3.7,5.3,5.4,4.9,2.7,43.4,4.34,1.262449119,5.479029176
"BHA,MUN,NEW",6.6,2.3,5.4,4.4,3.2,4.4,5,4.2,2.7,4.5,42.7,4.27,1.283268397,5.479556054
"EVE,LIV,NEW",4.3,2.5,4.4,3.3,6,4.3,4,6.7,4.4,3,42.9,4.29,1.277541041,5.480651065
"BHA,LEI,WHU",2.8,3.7,6.7,4.9,2.7,4.4,5.3,2.9,3.9,2.3,39.6,3.96,1.384998997,5.484596029
"CHE,LIV,TOT",3.1,7,2.7,2.6,4.8,3.7,3.7,2.7,4.7,4.8,39.8,3.98,1.378243649,5.485409722
"CRY,MCI,MUN",7.5,4.2,3.7,4.8,3.2,3.7,4.8,3.7,3.2,3.2,42,4.2,1.306394529,5.486857024
"MCI,NEW,WHU",4.5,4.9,6,3.8,6.5,5.9,3.8,4,5.4,3,47.8,4.78,1.148719093,5.490877266
"ARS,LEE,SHU",4.4,2.6,3.1,4.9,3.8,4.8,7.1,2.7,4.4,3.6,41.4,4.14,1.326817412,5.493024085
"AVL,CHE,WOL",3.6,6,2.8,1.6,4.3,2.8,3.1,4.8,3.3,6,38.3,3.83,1.435308716,5.497232383
"BHA,LIV,SHU",4.3,3.7,4.2,4.2,2.2,2.2,6.3,5.9,4.4,3.1,40.5,4.05,1.357489513,5.497832527
"MUN,NEW,WBA",6.1,2.3,5.4,5,3.8,5.5,3.5,5.3,4.5,3,44.4,4.44,1.238457822,5.498752731
"NEW,WBA,WHU",4.5,4,6.7,5,5.6,5.6,3.5,4,5.7,3,47.6,4.76,1.155854662,5.501868192
"ARS,MUN,SOU",2.8,3.3,4.2,2.3,5.9,4.9,4.9,2.8,2.7,6,39.8,3.98,1.383072265,5.504627613
"LEI,MCI,MUN",6.3,2.6,4.7,4.3,3.1,5.8,3.6,5.3,4.2,2.6,42.5,4.25,1.29550505,5.50589646
"FUL,SHU,WOL",4.8,3.8,2.8,4.3,2.6,2.3,1.8,6.5,4.5,4.8,38.2,3.82,1.442066419,5.508693719
"LEI,MUN,WBA",4.4,2.6,5.5,5.5,3.1,5.5,3.3,5.3,5,2.3,42.5,4.25,1.296362432,5.509540337
"EVE,LEI,MCI",4.9,2.8,4.4,3.3,4.2,5.3,3.6,6.7,4.9,2.3,42.4,4.24,1.299743564,5.510912713
"BUR,LIV,SHU",4.3,5.3,3.8,3.7,2.2,4.3,6.4,5.9,3.4,3.1,42.4,4.24,1.299743564,5.510912713
"AVL,LEI,WBA",4.4,3.3,5.2,5.5,3.3,3.5,3.3,6.1,5.7,2.3,42.6,4.26,1.294604187,5.515013835
"CRY,LEE,NEW",5.5,2.3,3.7,6.1,4.4,3.2,5,2.7,5.4,2.9,41.2,4.12,1.339817566,5.520048373
"BHA,MUN,WHU",5.1,2.7,4.9,5.4,3.2,4.4,6.5,2.9,2.7,4.5,42.3,4.23,1.305586288,5.522629998
