COMBO,GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,GW11,GW12,GW13,GW14,GW15,SUM,AVG PER TEAM,STD DEV,AVG * STD DEV
"AVL,BHA,NEW",3,1.5,1.5,2,1.4,0.9,2,1.9,1.5,1.5,1.5,1,1.4,1,1,23.1,2.31,0.5355904619,1.237213967
"EVE,LEE,LEI",1.3,0.8,1.5,1.5,1.3,1.8,1.8,1.3,1.5,0.8,1.8,1.3,1.3,3.1,1.8,22.9,2.29,0.5404583593,1.237649643
"AVL,NEW,WOL",1.8,1.5,1.5,0.8,1.8,1.3,0.8,3,1.5,1.5,1.5,1,2,1,1,22,2.2,0.5627314339,1.238009155
"LEE,LEI,SHU",1.3,0.8,1.3,2.5,0.8,1.8,1.8,1.3,2.5,0.8,1.8,1.3,1.3,1.8,1.8,22.9,2.29,0.5417783768,1.240672483
"CHE,MUN,SOU",1.4,0.8,1.3,0.8,1.8,1.9,1.9,1.3,0.8,3,1.3,1.4,1.8,1.3,1.4,22.2,2.22,0.5608666763,1.245124021
"CHE,NEW,WOL",1.8,1.5,1.3,0.8,1.8,1.3,0.8,1.3,1.8,1.5,1.3,1,2,1,3,22.2,2.22,0.5608666763,1.245124021
"FUL,LEI,LIV",1.3,1.8,1.5,1.8,1.3,1,1,3,2,0.8,1.8,1.3,1.5,1.3,0.8,22.2,2.22,0.5608666763,1.245124021
"EVE,LIV,SOU",1.3,1,1.5,0.9,2.3,1.3,1.9,1.4,1.5,1.5,1.9,1.3,2.9,1.3,0.8,22.8,2.28,0.5466782809,1.246426481
"NEW,SHU,TOT",1.9,1.5,1.3,2,0.8,2.4,1.4,1.4,2.5,1.3,2,1,2,1,1.8,24.3,2.43,0.512974519,1.246528081
"BHA,NEW,TOT",1.9,1.5,1.4,2,1.4,0.9,1.4,1.4,1.9,1.5,2,1,1.4,1,3,23.7,2.37,0.5267148863,1.24831428
"FUL,LIV,TOT",1.3,2,1.4,1.8,2,1,1,1.4,2,1.8,2.9,1.3,1.5,1.3,0.8,23.5,2.35,0.5313952883,1.248778927
"BHA,LEI,LIV",1.3,1.8,2.9,1.8,1.3,0.9,1.8,1.9,1.9,0.8,1.8,1.3,1.4,1.3,0.8,23,2.3,0.5433581648,1.249723779
"AVL,LIV,WBA",1.3,1.5,1.5,1.8,2,1.3,1.5,3.1,1.5,1.5,1,1.3,2,1.3,0.8,23.4,2.34,0.5342551557,1.250157064
"BHA,LEI,MCI",1.3,1.8,2.9,1.8,1.3,0.9,1.8,1.9,1.9,0.8,0.8,1.3,0.8,1.4,1.3,22,2.2,0.569042638,1.251893803
"EVE,LEI,SOU",1.3,1,1.5,0.9,1.3,1.9,1.8,1.4,1.5,0.8,1.8,1.3,1.8,3.1,1.4,22.8,2.28,0.5492852499,1.25237037
"AVL,LEE,SOU",1.4,0.8,1.5,0.9,3,1.5,1.9,1.3,1.5,2.3,1.5,1.4,1.3,1.5,1,22.8,2.28,0.5505841054,1.25533176
"MUN,SOU,WOL",1.4,0.8,1.8,0.8,1.8,1.3,0.8,1.4,0.8,3,1.9,1.3,1.8,1.3,1.4,21.6,2.16,0.581623344,1.256306423
"BUR,CRY,LEI",1.3,1.8,1.9,1.9,1.3,1.4,1.8,1.4,0.9,0.8,1.4,1.3,1.8,3,1.9,23.9,2.39,0.5257194617,1.256469513
"FUL,LIV,WHU",1.3,2,1.5,1.8,2,1,1,1,2,1.5,2.9,1.3,1,1.3,0.8,22.4,2.24,0.561206184,1.257101852
"AVL,BUR,NEW",3,1.5,1.5,1.9,1.4,1.5,2,1.9,0.9,1.5,1.5,1,1.9,1,1,23.5,2.35,0.5367450401,1.261350844
"BUR,FUL,NEW",3,1.5,1.5,1.9,1.4,1,1,1.9,0.9,1.5,1.9,1,1.5,1,1.9,22.9,2.29,0.5509299497,1.261629585
"ARS,AVL,BHA",1.4,1.5,1.5,1.4,1.4,0.9,2.5,1.4,1.5,3,1.5,1.9,1.4,1.4,1,23.7,2.37,0.5334523677,1.264282111
"BUR,WBA,WOL",1.8,2.5,2.5,0.8,1.4,1.3,0.8,1.9,0.9,1.5,1,1.3,1.9,1.5,1.9,23,2.3,0.5498917642,1.264751058
"BUR,CHE,NEW",1.8,1.5,1.3,0.8,1.4,3,2,1.3,0.9,1.5,1.3,1,1.9,1,1.9,22.6,2.26,0.5599319687,1.265446249
"BHA,EVE,WBA",3.1,1,1.5,1.5,1.4,0.9,1.5,1.9,1.5,1.5,1,2,1.4,1.4,2,23.6,2.36,0.5364788195,1.266090014
"LEE,SOU,WOL",1.4,0.8,1.8,0.8,1.8,1.3,0.8,1.3,2.5,2.3,1.9,1.3,1.3,2.3,1.4,23,2.3,0.5511891906,1.267735138
"ARS,SOU,WBA",1.4,2.5,2.4,0.9,2,1.9,1.5,1.4,1.9,1.5,1,1.4,2.5,1.5,1.4,25.2,2.52,0.5031330412,1.267895264
"ARS,LEI,SHU",1.3,1.8,1.3,1.4,0.8,3,1.8,1.4,1.9,0.8,1.8,1.3,1.8,1.8,1.8,24,2.4,0.5291502622,1.269960629
"EVE,LEE,WBA",3.1,0.8,1.5,1.5,2,1.8,1.5,1.3,1.5,1.5,1,2,1.3,1.5,1.8,24.1,2.41,0.5270763928,1.270254107
"CHE,FUL,SOU",1.4,2,1.3,0.8,2,1,1,1.3,1.8,3,1.3,1.4,1.5,2,1.4,23.2,2.32,0.5475486497,1.270312867
"FUL,LEI,MUN",1.3,0.8,1.5,2.5,1.3,1,1,2.3,0.8,0.8,1.8,1.3,1.5,1.3,2.5,21.7,2.17,0.5865963161,1.272914006
"NEW,WHU,WOL",1.5,1.5,3,0.8,1.8,1.3,0.8,1,2,1.5,2,1,1,1,1.5,21.7,2.17,0.5865963161,1.272914006
"AVL,FUL,LEI",1.3,1.5,1.5,2.5,1.3,1,1,3,1.5,0.8,1.5,1.3,1.5,1.5,1,22.2,2.22,0.5734606725,1.273082693
"BHA,MCI,WHU",1.5,1.9,2.9,1.8,1.4,0.9,1.8,1,1.9,1.5,0.8,2,0.8,1.4,1.3,22.9,2.29,0.5573747991,1.27638829
"AVL,WBA,WOL",1.8,1.5,1.5,0.8,1.8,1.3,0.8,3.1,1.5,1.5,1,1.3,2,1.5,1,22.4,2.24,0.5700459464,1.27690292
"CHE,LEE,SOU",1.4,0.8,1.3,0.8,2.5,1.8,1.9,1.3,1.8,2.3,1.3,1.4,1.3,2.5,1.4,23.8,2.38,0.5370111287,1.278086486
"BHA,LIV,NEW",1.3,1.5,2.9,1.8,1.4,0.9,2,1.9,1.9,1.5,2,1,1.4,1,0.8,23.3,2.33,0.5501514943,1.281852982
"AVL,SOU,TOT",1.4,1.5,1.4,0.9,2.5,1.5,1.4,1.4,1.5,3,1.5,1.4,2,1.5,1,23.9,2.39,0.5364788195,1.282184379
"BUR,LEE,LEI",1.3,0.8,1.8,1.9,1.3,1.8,1.8,1.3,0.9,0.8,1.8,1.3,1.3,3,1.8,22.9,2.29,0.5599319687,1.282244208
"LEI,SOU,WOL",1.3,1.8,2.4,0.8,1.3,1.3,0.8,1.4,2.5,0.8,1.8,1.3,1.8,2.3,1.4,23,2.3,0.5576310437,1.282551401
"BUR,MUN,SOU",1.4,0.8,1.8,0.9,1.4,1.9,1.9,1.4,0.8,3,1.9,1.4,1.8,1.3,1.4,23.1,2.31,0.5552348281,1.282592453
"ARS,BUR,FUL",1.4,2,1.5,1.4,1.4,1,1,1.4,0.9,3,1.9,1.9,1.5,2,1.9,24.2,2.42,0.5303188619,1.283371646
"AVL,BUR,WBA",3.1,1.5,1.5,1.9,1.4,1.5,1.5,1.9,0.9,1.5,1,2,1.9,1.5,1,24.1,2.41,0.5338093114,1.286480441
"CHE,LEE,TOT",1.8,0.8,1.3,0.8,2.5,1.8,1.4,1.3,1.8,2.3,1.3,1.4,1.3,2.5,1.8,24.1,2.41,0.5338093114,1.286480441
"CRY,EVE,WOL",1.8,1,1.5,0.8,1.4,1.3,0.8,1.4,1.5,1.4,1.4,1.3,3,2.3,1.9,22.8,2.28,0.5659379067,1.290338427
"LIV,NEW,TOT",1.3,1.5,1.4,1.8,2.3,1.3,1.4,1.4,2.9,1.5,2,1,2,1,0.8,23.6,2.36,0.5483308004,1.294060689
"BHA,EVE,NEW",3,1,1.5,1.5,1.4,0.9,2,1.9,1.5,1.5,2,1,1.4,1,2,23.6,2.36,0.5483308004,1.294060689
"AVL,LEI,WBA",1.3,1.5,1.5,2.5,1.3,1.5,1.5,3,1.5,0.8,1,1.3,1.8,1.5,1,23,2.3,0.5627314339,1.294282298
"FUL,LIV,WBA",1.3,2,1.5,1.8,2,1,1,3,2,1.5,1,1.3,1.5,1.3,0.8,23,2.3,0.5627314339,1.294282298
"BHA,MCI,WOL",1.8,1.9,2.9,0.8,1.4,0.9,0.8,1.9,1.9,1.8,0.8,1.3,0.8,1.4,1.3,21.7,2.17,0.5974549196,1.296477176
"ARS,EVE,WOL",1.4,1,1.5,0.8,1.8,1.3,0.8,1.4,1.5,1.5,2.5,1.3,2.5,2.3,2,23.6,2.36,0.5496319115,1.297131311
"SHU,WBA,WHU",1.5,1.8,1.3,3,0.8,2,1.5,1,2,1.3,1,2,1,1.5,1.5,23.2,2.32,0.5591660457,1.297265226
"ARS,CRY,LEE",1.4,0.8,1.8,1.4,1.4,1.4,3,1.3,1.9,1.4,1.4,1.9,1.3,2.4,1.8,24.6,2.46,0.5275279275,1.297718702
"CRY,EVE,WBA",2.5,1,1.5,1.5,1.4,1.4,1.5,1.4,1.5,1.4,1,2,3,1.5,1.9,24.5,2.45,0.5300494137,1.298621064
"FUL,LEI,MCI",1.3,1.8,1.5,1.8,1.3,1,1,3,2,0.8,0.8,1.3,0.8,2,1.3,21.7,2.17,0.5986492733,1.299068923
"ARS,FUL,SOU",1.4,2,1.5,0.9,2,1,1,1.4,1.9,3,1.9,1.4,1.5,2,1.4,24.3,2.43,0.5347896783,1.299538918
"BHA,TOT,WBA",1.9,1.9,1.4,2.4,1.4,0.9,1.4,1.4,1.9,1.5,1,1.4,1.4,1.4,3,24.3,2.43,0.5347896783,1.299538918
"ARS,AVL,BUR",1.4,1.5,1.5,1.4,1.4,1.5,2.5,1.4,0.9,3,1.5,1.9,1.9,1.5,1,24.3,2.43,0.5347896783,1.299538918
"ARS,CRY,WOL",1.4,2.5,1.9,0.8,1.4,1.3,0.8,1.4,1.9,1.4,1.4,1.3,2.5,2.3,1.9,24.2,2.42,0.5370111287,1.299566932
"FUL,LIV,MUN",1.3,0.8,1.5,1.8,1.8,1,1,2.3,0.8,1.8,2.9,1.3,1.5,1.3,0.8,21.9,2.19,0.593777255,1.300372188
"ARS,LEE,NEW",1.4,0.8,1.8,1.4,3,1.8,2,1.3,1.9,1.5,2,1,1.3,1,1.8,24,2.4,0.5424810727,1.301954575
"MUN,WBA,WHU",1.5,0.8,1.8,3,1.8,2,1.5,1,0.8,1.5,1,2,1,1.3,1.5,22.5,2.25,0.5794085654,1.303669272
"AVL,CHE,FUL",1.8,1.5,1.3,0.8,2,1,1,1.3,1.5,3,1.3,2.3,1.5,1.5,1,22.8,2.28,0.5722137463,1.304647342
"LEE,LEI,NEW",1.3,0.8,1.8,2,1.3,1.8,1.8,1.3,3,0.8,1.8,1,1.3,1,1.8,22.8,2.28,0.5722137463,1.304647342
"BHA,LIV,MCI",1.3,1.9,2.9,1.8,1.4,0.9,1.8,1.9,1.9,1.8,0.8,1.3,0.8,1.3,0.8,22.6,2.26,0.5775152029,1.305184358
"AVL,CHE,LEE",1.8,0.8,1.3,0.8,2.5,1.5,2.3,1.3,1.5,2.3,1.3,2.3,1.3,1.5,1,23.5,2.35,0.5563486403,1.307419305
"CRY,LEI,MCI",1.3,1.8,1.9,1.8,1.3,1.4,1.8,1.4,2.4,0.8,0.8,1.3,0.8,2.8,1.3,22.9,2.29,0.571297604,1.308271513
"CRY,SHU,SOU",1.4,1.8,1.3,0.9,0.8,1.4,1.9,1.4,2.4,1.3,1.4,1.4,3,1.8,1.4,23.6,2.36,0.5548058433,1.30934179
"ARS,NEW,SHU",1.4,1.5,1.3,1.4,0.8,3,2,1.4,1.9,1.3,2,1,2,1,1.8,23.8,2.38,0.5501514943,1.309360556
"ARS,MUN,SOU",1.4,0.8,1.8,0.9,1.8,1.9,1.9,1.4,0.8,3,1.9,1.4,1.8,1.3,1.4,23.5,2.35,0.5576310437,1.310432953
"BHA,LEI,TOT",1.3,1.8,1.4,2.4,1.3,0.9,1.4,1.4,1.9,0.8,1.8,1.3,1.4,1.4,3,23.5,2.35,0.5576310437,1.310432953
"CHE,LEI,WOL",1.3,1.8,1.3,0.8,1.3,1.3,0.8,1.3,1.8,0.8,1.3,1.3,1.8,2.3,3,22.2,2.22,0.5918494017,1.313905672
"FUL,LIV,NEW",1.3,1.5,1.5,1.8,2,1,1,3,2,1.5,2,1,1.5,1,0.8,22.9,2.29,0.5737927285,1.313985348
"AVL,CRY,WBA",2.5,1.5,1.5,3,1.4,1.4,1.5,1.4,1.5,1.4,1,2,2,1.5,1,24.6,2.46,0.5342551557,1.314267683
"AVL,CRY,EVE",2.5,1,1.5,1.5,1.4,1.4,2,1.4,1.5,1.4,1.4,3,2,1.5,1,24.5,2.45,0.5367450401,1.315025348
"CHE,EVE,LEE",1.8,0.8,1.3,0.8,2.5,1.8,2,1.3,1.5,1.5,1.3,2.3,1.3,2.5,1.8,24.5,2.45,0.5367450401,1.315025348
"BUR,LEE,WBA",3.1,0.8,1.8,1.9,1.4,1.8,1.5,1.3,0.9,1.5,1,2,1.3,1.5,1.8,23.6,2.36,0.5573747991,1.315404526
"BHA,CRY,EVE",2.5,1,1.5,1.5,1.4,0.9,2,1.4,1.5,1.4,1.4,3,1.4,1.4,1.9,24.2,2.42,0.5436210164,1.31556286
"EVE,LEI,TOT",1.3,1,1.4,1.5,1.3,2.4,1.4,1.4,1.5,0.8,1.8,1.3,1.8,3,2,23.9,2.39,0.5509299497,1.31672258
"CHE,LIV,WBA",1.3,2.5,1.3,0.8,2,1.3,1.5,1.3,1.8,1.5,1,1.3,2.9,1.3,0.8,22.6,2.26,0.5836665715,1.319086452
"FUL,WBA,WHU",1.5,2,1.5,3,2,1,1,1,2,1.5,1,2,1,1.5,1.5,23.5,2.35,0.5627314339,1.32241887
"LEE,LIV,SOU",1.3,0.8,1.8,0.9,2.3,1.3,1.9,1.3,2.9,1.8,1.9,1.3,1.3,1.3,0.8,22.9,2.29,0.5775152029,1.322509815
"LEI,LIV,SOU",1.3,1.8,2.4,0.9,1.3,1.3,1.8,1.4,2.9,0.8,1.8,1.3,1.8,1.3,0.8,22.9,2.29,0.5775152029,1.322509815
"LEE,WBA,WHU",1.5,0.8,1.8,3,2,1.8,1.5,1,2,1.5,1,2,1,1.5,1.5,23.9,2.39,0.5535168944,1.322905378
"BUR,LEE,NEW",3,0.8,1.8,1.9,1.4,1.8,2,1.3,0.9,1.5,1.9,1,1.3,1,1.8,23.4,2.34,0.5654328304,1.323112823
"EVE,LIV,TOT",1.3,1,1.4,1.5,2.3,1.3,1.4,1.4,1.5,1.5,2.5,1.3,2.9,1.3,0.8,23.4,2.34,0.5654328304,1.323112823
"BHA,LEE,LIV",1.3,0.8,1.8,1.8,1.4,0.9,2.8,1.3,1.9,1.8,2.5,1.3,1.3,1.3,0.8,23,2.3,0.5765248931,1.326007254
"BUR,EVE,TOT",1.9,1,1.4,1.5,1.4,2.4,1.4,1.4,0.9,1.5,1.9,1.4,1.9,3,1.9,24.9,2.49,0.5329165038,1.326962094
"CRY,MCI,WBA",2.5,2.5,1.9,1.8,1.4,1.4,1.5,1.4,2.4,1.4,0.8,2,0.8,1.5,1.3,24.6,2.46,0.5395765536,1.327358322
"AVL,CHE,TOT",1.8,1.5,1.3,0.8,2.5,1.5,1.4,1.3,1.5,3,1.3,1.4,2,1.5,1,23.8,2.38,0.5578871707,1.327771466
"LEI,SHU,TOT",1.3,1.8,1.3,2.5,0.8,2.4,1.4,1.4,2.5,0.8,1.8,1.3,1.8,1.8,1.8,24.7,2.47,0.538339599,1.329698809
"CRY,EVE,FUL",2.5,1,1.5,1.5,1.4,1,1,1.4,1.5,1.4,1.4,3,1.5,2,1.9,24,2.4,0.5542047069,1.330091297
"BUR,EVE,WBA",3.1,1,1.5,1.5,1.4,2,1.5,1.9,0.9,1.5,1,2,1.9,1.5,1.9,24.6,2.46,0.5422176685,1.333855464
"LEE,LIV,MCI",1.3,0.8,1.8,1.8,2.3,1.3,1.8,1.3,2.9,1.8,0.8,1.3,0.8,1.3,0.8,22.1,2.21,0.6041128876,1.335089482
"EVE,FUL,LIV",1.3,1,1.5,1.5,2,1,1,3,1.5,1.5,2.5,1.3,1.5,1.3,0.8,22.7,2.27,0.5890266386,1.33709047
"ARS,EVE,LEI",1.3,1,1.5,1.4,1.3,3,1.8,1.4,1.5,0.8,1.8,1.3,1.8,2.4,2,24.3,2.43,0.5505841054,1.337919376
"BHA,LIV,SHU",1.3,1.8,1.3,1.8,0.8,0.9,2.8,1.9,1.9,1.3,2.5,1.3,1.4,1.3,0.8,23.1,2.31,0.5803939549,1.340710036
"AVL,CHE,SOU",1.4,1.5,1.3,0.8,2.5,1.5,1.9,1.3,1.5,3,1.3,1.4,2,1.5,1,23.9,2.39,0.561206184,1.34128278
"AVL,CRY,MCI",2.5,1.5,1.5,1.8,1.4,1.4,1.8,1.4,1.5,1.4,0.8,3,0.8,1.5,1,23.3,2.33,0.57677263,1.343880228
"CHE,LEE,WHU",1.5,0.8,1.3,0.8,2.5,1.8,2.3,1,1.8,1.5,1.3,2,1,2.5,1.5,23.6,2.36,0.5700459464,1.345308433
"AVL,LIV,NEW",1.3,1.5,1.5,1.8,2.3,1.3,2,3,1.5,1.5,1.5,1,2,1,0.8,24,2.4,0.5606119106,1.345468585
"ARS,CHE,CRY",1.4,2.5,1.3,0.8,1.4,1.4,2.3,1.3,1.8,1.4,1.3,1.9,2.5,2.4,1.9,25.6,2.56,0.5257194617,1.345841822
"AVL,LEI,SHU",1.3,1.5,1.3,2.5,0.8,1.5,1.8,3,1.5,0.8,1.5,1.3,1.8,1.5,1,23.1,2.31,0.58285014,1.346383823
"ARS,BHA,SOU",1.4,1.9,2.4,0.9,1.4,0.9,1.9,1.4,1.9,3,1.9,1.4,1.4,1.4,1.4,24.6,2.46,0.5474616751,1.346755721
"BUR,LEI,SHU",1.3,1.8,1.3,1.9,0.8,3,1.8,1.9,0.9,0.8,1.8,1.3,1.8,1.8,1.8,24,2.4,0.561884584,1.348523002
"BUR,LEE,TOT",1.9,0.8,1.4,1.9,1.4,1.8,1.4,1.3,0.9,2.3,1.9,1.4,1.3,3,1.8,24.5,2.45,0.5511891906,1.350413517
"LIV,SHU,SOU",1.3,1.8,1.3,0.9,0.8,1.3,1.9,1.4,2.5,1.3,1.9,1.3,2.9,1.3,0.8,22.7,2.27,0.5950590207,1.350783977
"LEI,MUN,WOL",1.3,0.8,1.8,0.8,1.3,1.3,0.8,2.3,0.8,0.8,1.8,1.3,1.8,1.3,3,21.2,2.12,0.6379281942,1.352407772
"MUN,SHU,WOL",1.8,0.8,1.3,0.8,0.8,1.3,0.8,2.3,0.8,1.3,3,1.3,1.8,1.3,1.8,21.2,2.12,0.6379281942,1.352407772
"LEE,LIV,WOL",1.3,0.8,1.8,0.8,1.8,1.3,0.8,1.3,2.5,1.8,2.9,1.3,1.3,1.3,0.8,21.8,2.18,0.6209056366,1.353574288
"BUR,LEE,SOU",1.4,0.8,1.8,0.9,1.4,1.8,1.9,1.3,0.9,2.3,1.9,1.4,1.3,3,1.4,23.5,2.35,0.5765248931,1.354833499
"BUR,LEI,MUN",1.3,0.8,1.8,1.9,1.3,3,1.8,1.9,0.8,0.8,1.8,1.3,1.8,1.3,1.9,23.5,2.35,0.5765248931,1.354833499
"LIV,MUN,WOL",1.3,0.8,1.8,0.8,1.8,1.3,0.8,2.3,0.8,1.8,2.9,1.3,1.8,1.3,0.8,21.6,2.16,0.6276941931,1.355819457
"ARS,LIV,NEW",1.3,1.5,2.9,1.4,2.3,1.3,2,1.4,1.9,1.5,2,1,2,1,0.8,24.3,2.43,0.5595916879,1.359807802
"AVL,MUN,WOL",1.8,0.8,1.5,0.8,1.8,1.3,0.8,2.3,0.8,3,1.5,1.3,1.8,1.3,1,21.8,2.18,0.6243472782,1.361077067
"BUR,MUN,WOL",1.8,0.8,1.8,0.8,1.4,1.3,0.8,1.9,0.8,3,1.9,1.3,1.8,1.3,1.9,22.6,2.26,0.602929357,1.362620347
"BHA,LIV,MUN",1.3,0.8,1.8,1.8,1.4,0.9,2.8,1.9,0.8,1.8,2.5,1.3,1.4,1.3,0.8,22.6,2.26,0.602929357,1.362620347
"BUR,SHU,WBA",3,1.8,1.3,1.9,0.8,2,1.5,1.9,0.9,1.3,1,2,1.9,1.5,1.8,24.6,2.46,0.5539468773,1.362709318
"ARS,BUR,EVE",1.4,1,1.5,1.4,1.4,3,2,1.4,0.9,1.5,1.9,1.9,1.9,2.4,1.9,25.5,2.55,0.5345224838,1.363032334
"AVL,BHA,WBA",3.1,1.5,1.5,2.4,1.4,0.9,1.5,1.9,1.5,1.5,1,2,1.4,1.4,1,24,2.4,0.5682051943,1.363692466
"AVL,BHA,CHE",1.8,1.5,1.3,0.8,1.4,0.9,2.3,1.3,1.5,3,1.3,2.3,1.4,1.4,1,23.2,2.32,0.5878127334,1.363725541
"BHA,NEW,WHU",1.5,1.5,3.1,2,1.4,0.9,2,1,1.9,1.5,2,1,1,1,1.5,23.3,2.33,0.5853773712,1.363929275
"BUR,FUL,WBA",3.1,2,1.5,1.9,1.4,1,1,1.9,0.9,1.5,1,2,1.5,1.5,1.9,24.1,2.41,0.566274374,1.364721241
"EVE,NEW,WOL",1.8,1,1.5,0.8,1.8,1.3,0.8,3,1.5,1.5,2,1,2,1,2,23,2.3,0.5936168397,1.365318731
"LEE,LEI,WBA",1.3,0.8,1.8,2.5,1.3,1.8,1.5,1.3,3,0.8,1,1.3,1.3,1.5,1.8,23,2.3,0.5936168397,1.365318731
"BHA,BUR,LIV",1.3,1.9,2.5,1.8,1.4,0.9,2.8,1.9,0.9,1.8,1.9,1.3,1.4,1.3,0.8,23.9,2.39,0.571297604,1.365401274
"BUR,CHE,LEE",1.8,0.8,1.3,0.8,1.4,1.8,2.3,1.3,0.9,2.3,1.3,2.3,1.3,2.5,1.8,23.9,2.39,0.571297604,1.365401274
"LEE,LIV,NEW",1.3,0.8,1.8,1.8,2.3,1.3,2,1.3,2.9,1.5,2,1,1.3,1,0.8,23.1,2.31,0.5913664564,1.366056514
"EVE,MCI,TOT",1.9,1,1.4,1.5,2.5,2.3,1.4,1.4,1.5,1.5,0.8,1.4,0.8,2.8,1.3,23.5,2.35,0.5814595756,1.366430003
"ARS,CHE,LIV",1.3,2.5,1.3,0.8,2.3,1.3,2.3,1.3,1.8,1.8,1.3,1.3,2.5,1.3,0.8,23.9,2.39,0.5725465255,1.368386196
"BUR,LEI,TOT",1.3,1.8,1.4,1.9,1.3,2.4,1.4,1.4,0.9,0.8,1.8,1.3,1.8,3,1.9,24.4,2.44,0.561206184,1.369343089
"FUL,LEE,NEW",3,0.8,1.5,2,2,1,1,1.3,2,1.5,2,1,1.3,1,1.8,23.2,2.32,0.5902380472,1.36935227
"LEI,WHU,WOL",1.3,1.8,3,0.8,1.3,1.3,0.8,1,2,0.8,1.8,1.3,1,2.3,1.5,22,2.2,0.6229729032,1.370540387
"BHA,LEE,NEW",3,0.8,1.8,2,1.4,0.9,2,1.3,1.9,1.5,2,1,1.3,1,1.8,23.7,2.37,0.5784214973,1.370858949
"EVE,LEI,WOL",1.3,1,1.5,0.8,1.3,1.3,0.8,3,1.5,0.8,1.8,1.3,1.8,2.3,2,22.5,2.25,0.6094494002,1.37126115
"NEW,WBA,WHU",1.5,1.5,3.1,2,2,2,1.5,1,2,1.5,1,1,1,1,1.5,23.6,2.36,0.5812138366,1.371664654
"FUL,LIV,MCI",1.3,2,1.5,1.8,2,1,1,3,2,1.8,0.8,1.3,0.8,1.3,0.8,22.4,2.24,0.6134989424,1.374237631
"LIV,WBA,WHU",1.3,2.5,2.9,1.8,2,1.3,1.5,1,2,1.5,1,1.3,1,1.3,0.8,23.2,2.32,0.592653436,1.374955972
"ARS,CHE,LEE",1.4,0.8,1.3,0.8,2.5,1.8,2.3,1.3,1.8,2.3,1.3,1.9,1.3,2.4,1.8,25,2.5,0.5511891906,1.377972976
"CRY,WBA,WHU",1.5,2.5,1.9,3,1.4,1.4,1.5,1,2,1.4,1,2,1,1.5,1.5,24.6,2.46,0.560357029,1.378478291
"CHE,CRY,WBA",1.8,2.5,1.3,0.8,1.4,1.4,1.5,1.3,1.8,1.4,1,2,3,1.5,1.9,24.6,2.46,0.560357029,1.378478291
"LEE,MUN,WOL",1.8,0.8,1.8,0.8,1.8,1.3,0.8,1.3,0.8,2.3,3,1.3,1.3,1.3,1.8,22.2,2.22,0.6212889827,1.379261542
"ARS,CRY,LIV",1.3,2.5,1.9,1.4,1.4,1.3,2.8,1.4,1.9,1.4,1.4,1.3,2.5,1.3,0.8,24.6,2.46,0.56163028,1.381610489
"CRY,SHU,WOL",1.8,1.8,1.3,0.8,0.8,1.3,0.8,1.4,2.4,1.3,1.4,1.3,3,1.8,1.8,23,2.3,0.6007931266,1.381824191
"ARS,AVL,MUN",1.4,0.8,1.5,1.4,1.8,1.5,2.5,1.4,0.8,3,1.5,1.9,1.8,1.3,1,23.6,2.36,0.5861090423,1.38321734
"BHA,NEW,SHU",3,1.5,1.3,2,0.8,0.9,2,1.9,1.9,1.3,2,1,1.4,1,1.8,23.8,2.38,0.5817052109,1.384458402
"CRY,EVE,MUN",2.5,0.8,1.5,1.5,1.4,1.4,2,1.4,0.8,1.4,1.4,3,1.8,1.3,1.9,24.1,2.41,0.5762770498,1.38882769
"EVE,LEI,MUN",1.3,0.8,1.5,1.5,1.3,3,1.8,2.3,0.8,0.8,1.8,1.3,1.8,1.3,2,23.3,2.33,0.5974549196,1.392069963
"LIV,NEW,WHU",1.3,1.5,2.9,1.8,2.3,1.3,2,1,2,1.5,2,1,1,1,0.8,23.4,2.34,0.5949789912,1.392250839
"CHE,EVE,LEI",1.3,1,1.3,0.8,1.3,3,1.8,1.3,1.5,0.8,1.3,1.3,1.8,2.5,2,23,2.3,0.6055300708,1.392719163
"ARS,MCI,TOT",1.4,2.5,1.4,1.4,2.5,2.3,1.4,1.4,1.9,1.8,0.8,1.4,0.8,2.4,1.3,24.7,2.47,0.5642525608,1.393703825
"TOT,WBA,WHU",1.5,2.5,1.4,3,2,2,1.4,1,2,1.5,1,1.4,1,1.5,1.5,24.7,2.47,0.5642525608,1.393703825
"MUN,WBA,WOL",1.8,0.8,1.8,0.8,1.8,1.3,0.8,2.3,0.8,1.5,1,1.3,1.8,1.3,3,22.1,2.21,0.6307214312,1.393894363
"BUR,LEI,SOU",1.3,1.8,2.4,0.9,1.3,1.9,1.8,1.4,0.9,0.8,1.8,1.3,1.8,3,1.4,23.8,2.38,0.5865963161,1.396099232
"LEE,SHU,WOL",1.8,0.8,1.3,0.8,0.8,1.3,0.8,1.3,2.5,1.3,3,1.3,1.3,1.8,1.8,21.9,2.19,0.6378535434,1.39689926
"EVE,LIV,NEW",1.3,1,1.5,1.5,2.3,1.3,2,3,1.5,1.5,2,1,2,1,0.8,23.7,2.37,0.5894307181,1.396950802
"WBA,WHU,WOL",1.5,2.5,3,0.8,1.8,1.3,0.8,1,2,1.5,1,1.3,1,1.5,1.5,22.5,2.25,0.6210590034,1.397382758
"BUR,LIV,SOU",1.3,3,2.4,0.9,1.4,1.3,1.9,1.4,0.9,1.8,1.9,1.3,1.9,1.3,0.8,23.5,2.35,0.5948189,1.397824415
