COMBO,GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,SUM,AVERAGE PER TEAM,STD DEV,AVG * STD DEV
"ARS,BHA,FUL,LEI,WOL",4.5,5.7,8.1,4.6,4.5,3.2,3.6,6.3,5.8,7.3,53.6,1.786666667,1.573531061,2.811375496
"BHA,CHE,FUL,WBA,WOL",6.7,6.4,5.8,4,5.2,3.2,3.3,6.2,5.7,8,54.5,1.816666667,1.547937696,2.812086815
"CRY,LEI,SHU,SOU,TOT",4.6,6.6,4.6,6.9,3.5,5.7,5.1,4.2,8.4,3.5,53.1,1.77,1.5891647,2.812821519
"BHA,FUL,LEE,SHU,WOL",7.9,4.5,4.6,6.7,4,3.2,4.8,6.2,6.4,7.1,55.4,1.846666667,1.52330051,2.813028276
"EVE,LEE,LIV,SOU,WHU",4.2,4.8,5.7,4.2,8.9,5,6.7,3.7,6.4,4.8,54.4,1.813333333,1.551486742,2.813362626
"ARS,CRY,SOU,WBA,WOL",4.6,8,7.3,3.1,5.2,4.6,4.2,4.2,6.8,5.9,53.9,1.796666667,1.565921809,2.813439516
"ARS,BHA,LEE,MUN,WOL",6.8,3.5,6.6,4.6,5,4,6.8,4.6,4.6,8.3,54.8,1.826666667,1.540418414,2.813830969
"ARS,BUR,CHE,CRY,LEI",4.5,7.8,5.7,4.1,4.1,7.4,7.6,4.1,4.6,5.2,55.1,1.836666667,1.532209733,2.814158543
"AVL,BHA,LEE,SOU,WOL",6.8,4.2,5.7,4.1,6.2,3.7,5.2,4.6,5.9,8.8,55.2,1.84,1.529560576,2.81439146
"BHA,EVE,FUL,LEE,WHU",8.2,3.7,4.8,7.5,6.4,3.7,6,4.2,5.4,5.3,55.2,1.84,1.529560576,2.81439146
"FUL,LEE,LEI,MUN,TOT",6.3,3.4,4.7,9.1,5.1,5.2,4.2,5,5.8,6.1,54.9,1.83,1.538000144,2.814540264
"CHE,LEE,LEI,NEW,SOU",4.5,4.1,5.5,3.7,6.8,7.2,5.7,4,8.3,4.6,54.4,1.813333333,1.552202736,2.814660961
"ARS,BHA,CHE,WBA,WOL",5,6.9,7.9,3,5.2,4.2,4.6,4.6,5.6,7.5,54.5,1.816666667,1.549372633,2.814693616
"BUR,EVE,FUL,TOT,WOL",6.8,6,4.4,4.2,5.2,4.7,3.2,6.3,4.4,8.6,53.8,1.793333333,1.56971335,2.815019274
"LEI,MUN,NEW,WHU,WOL",4.6,4.1,7.9,5.3,4.9,8.3,4.6,6.3,5.3,3.8,55.1,1.836666667,1.532934731,2.815490122
"CRY,LEE,LEI,MUN,WBA",6.9,3.4,5.5,8.5,4.5,5.2,6.3,5,6.2,3.7,55.2,1.84,1.530286829,2.815727765
"BHA,BUR,FUL,LEI,WOL",6.2,5.7,7,5.1,4.1,3.2,3.6,6.8,4.8,7.9,54.4,1.813333333,1.5529184,2.815958698
"FUL,LEI,NEW,SOU,WOL",4.5,5.3,6.9,3.7,5.1,4.2,3.6,7.4,8,5.8,54.5,1.816666667,1.550089603,2.815996112
"BHA,FUL,LEI,LIV,WOL",4.4,5.7,7.4,5,4.5,3.2,3.6,7.9,6.4,6.1,54.2,1.806666667,1.559059546,2.816700912
"LEI,MUN,SHU,WBA,WOL",6.1,4.4,6.1,6.3,3.9,6.8,4.1,8.4,5.8,3.6,55.5,1.85,1.522607413,2.816823714
"CHE,EVE,LEE,NEW,TOT",6.7,3.3,4.2,4.3,8,7.2,5.4,4,6.3,5.3,54.7,1.823333333,1.544919991,2.816904116
"AVL,EVE,MUN,SOU,TOT",6.9,3.3,4.4,5.4,7.9,5.8,5.3,5.1,3.8,7.5,55.4,1.846666667,1.525487172,2.81706631
"EVE,FUL,LEI,NEW,WOL",6.1,4.3,6,4.3,5.1,5.3,3.6,9,6,3.8,53.5,1.783333333,1.579908577,2.817503629
"AVL,CHE,MUN,SOU,WOL",5,5.3,4.6,2.5,6.1,4.7,5,5,4.1,9,51.3,1.71,1.647927992,2.817956866
"CHE,CRY,EVE,LIV,WOL",4.9,9.1,4.7,3.1,5.5,4,5.1,6.2,5.7,4.7,53,1.766666667,1.595131482,2.818065618
"EVE,FUL,LEE,NEW,WOL",7.9,3.3,4.8,4.3,6.8,4.1,3.8,7.3,6,5.3,53.6,1.786666667,1.577762128,2.818935002
"CHE,FUL,NEW,SOU,WOL",5,6.5,5.2,2.5,6.3,4.2,3.7,5.7,6.3,8,53.4,1.78,1.58408754,2.819675821
"AVL,CHE,LEI,MUN,SHU",6.1,4.1,4.1,6.3,3.9,8.5,6.6,6.6,4.1,5.1,55.4,1.846666667,1.527670703,2.821098565
"ARS,CHE,SHU,SOU,TOT",4.6,7.3,4,3.1,5.8,7.3,5.6,4.1,6.2,7.3,55.3,1.843333333,1.530468338,2.821163303
"CHE,EVE,LEI,SHU,WBA",6.1,4.6,4.1,4.8,4.1,8.5,5.3,7.4,5.8,3.6,54.3,1.81,1.559237705,2.822220247
"BHA,CHE,EVE,LEE,MCI",9,3.7,4.6,4.1,6.8,5,6.1,4.5,5.2,5.6,54.6,1.82,1.550770418,2.82240216
"BUR,CHE,EVE,MUN,WOL",7.2,5.3,4.6,3.1,5,7.3,5.1,5.5,3.2,7.5,53.8,1.793333333,1.57395468,2.822625392
"ARS,CHE,FUL,LIV,SOU",4.1,7.5,5.2,3.1,6.8,4.2,5.2,4.1,5.7,7.8,53.7,1.79,1.57765649,2.824005117
"CHE,FUL,MCI,SOU,WHU",4.7,8.4,5.2,3.5,7.4,5.2,4.7,3.7,5.8,6.3,54.9,1.83,1.543768837,2.825096972
"BUR,CHE,LIV,MUN,SOU",4.5,7.3,5.5,3.5,5.5,6.2,7,4.6,3.5,7.8,55.4,1.846666667,1.529851118,2.825125065
"ARS,FUL,LEE,TOT,WOL",5.1,5.3,4.7,5.8,6.3,4.1,3.2,4.1,6.4,8.8,53.8,1.793333333,1.575365919,2.825156214
"BHA,EVE,MUN,WBA,WOL",8.5,3.7,6.3,4.7,5,4.2,4.3,7.3,4.2,6,54.2,1.806666667,1.564040352,2.825699569
"CHE,FUL,MCI,SHU,WOL",6.6,7.2,4.1,3.4,4.6,4.6,3.6,7.8,6.3,6.1,54.3,1.81,1.561374039,2.82608701
"BHA,BUR,CHE,EVE,FUL",8.5,4.9,4.3,4.2,4.8,4.9,5.3,5.1,4.2,8.1,54.3,1.81,1.561374039,2.82608701
"CHE,FUL,LIV,SOU,WHU",4.2,8.6,5.2,3.5,6.8,4.2,5.2,3.7,5.8,6.3,53.5,1.783333333,1.58482386,2.826269217
"BHA,BUR,EVE,SOU,WOL",6.8,5.9,6.4,3.2,4.6,4.1,4.7,5.2,4.3,8.6,53.8,1.793333333,1.576071064,2.826420775
"AVL,BHA,CHE,LEE,SOU",6.8,4.2,4.6,4.1,6.9,4.2,6.7,4,5.2,8.3,55,1.833333333,1.542724862,2.828328914
"BHA,FUL,SHU,SOU,WOL",6.2,5.7,5.2,4.1,4,3.2,3.7,6.3,6.4,8.4,53.2,1.773333333,1.594992163,2.828452769
"CRY,NEW,SOU,TOT,WOL",5.1,7.5,5.7,3.7,5.7,4.6,4.1,4.2,8.4,6.4,55.4,1.846666667,1.532753514,2.830484822
"CHE,LEI,MUN,SHU,TOT",5,4.4,4,6.3,3.9,9.4,5.5,5,5.1,5.1,53.7,1.79,1.581876523,2.831558976
"ARS,BUR,LEE,LEI,SHU",5.7,4.4,5.6,5.8,3.5,7.8,8.4,4.6,5.3,4.4,55.5,1.85,1.53061353,2.83163503
"LIV,NEW,SHU,SOU,WOL",4.5,6.3,6.6,3.5,4.9,4.5,4.7,7.9,7.9,4.6,55.4,1.846666667,1.533478254,2.831823176
"BHA,EVE,LIV,WBA,WOL",6.2,5.4,7.4,4.1,5.2,3.5,4.3,8.5,5.9,4.8,55.3,1.843333333,1.536265313,2.83184906
"BHA,CHE,LEE,MUN,SOU",6.8,3.5,4.9,4.1,5.7,4.6,7.2,4,4.5,8.3,53.6,1.786666667,1.586190405,2.833993523
"BHA,BUR,LEI,SOU,WOL",4.5,6.7,7.9,3.6,4.1,4.1,4.5,5.2,5.3,7.9,53.8,1.793333333,1.580295331,2.833996294
"BHA,EVE,LIV,SHU,WOL",6.1,4.7,5.7,4.1,4,3.5,5.6,9.1,5.9,4.6,53.3,1.776666667,1.59516631,2.83407881
"LIV,SHU,SOU,TOT,WOL",4.5,7.8,5.1,3.5,4.9,4.5,4.1,6.3,7.9,6.6,55.2,1.84,1.54113955,2.835696771
"CHE,CRY,FUL,LIV,TOT",5,9,4.2,6.2,5.7,3.7,4.7,4.1,6.2,6.2,55,1.833333333,1.547040185,2.836240339
"BHA,CRY,EVE,LEE,TOT",8,3.7,4.7,8,5.3,4.1,6.4,4.1,5.8,5.2,55.3,1.843333333,1.539155613,2.837176846
"CHE,LEI,SOU,WBA,WOL",4.5,7.3,6.7,2.5,5.1,5.2,4.1,5.7,7.8,5.3,54.2,1.806666667,1.570421033,2.837227334
"CHE,CRY,LEE,LIV,WOL",4.9,8.9,5,3.4,5.5,4,5.9,4,6.7,5.5,53.8,1.793333333,1.582403236,2.837776469
"CHE,LEI,LIV,SOU,TOT",4,7.8,5.1,3.5,6.1,5.6,5.1,4.1,8.2,5.6,55.1,1.836666667,1.545207645,2.838031375
"BHA,CRY,EVE,LIV,SHU",6.8,4.7,4.7,5.7,3.6,3.6,8.3,7,5.8,4.2,54.4,1.813333333,1.565744409,2.839216529
"AVL,BHA,CHE,CRY,SHU",7.3,5.2,4.1,6.7,3.6,3.8,8.3,4.6,5.2,5.7,54.5,1.816666667,1.562938827,2.83933887
"BHA,EVE,MUN,SHU,WOL",8.4,3.6,4.6,4.7,4,5.2,5.8,7.7,4.2,5.8,54,1.8,1.578325414,2.840985744
"FUL,LEE,MUN,WBA,WOL",8,3.6,5.1,6.8,5.6,4.1,3.3,6.6,5.3,6.8,55.2,1.84,1.544020725,2.840998134
"AVL,EVE,LEE,LIV,WOL",6.7,3.3,4.8,4.1,7.1,4.1,5.3,8.4,5.5,5.6,54.9,1.83,1.553097264,2.842167993
"CHE,EVE,MCI,SHU,WOL",6.6,6.2,4.1,3.1,5.1,6.6,4.6,8.5,5.8,4.6,55.2,1.84,1.545459299,2.84364511
"CHE,CRY,FUL,LIV,MCI",5.6,9.4,4.7,4.4,5.7,3.7,5.1,5.7,6.2,5,55.5,1.85,1.537132973,2.843696001
"BUR,LEI,LIV,SHU,WOL",4.4,7.1,6.7,4.5,3.5,5.6,5.4,8.4,5.9,3.9,55.4,1.846666667,1.53998557,2.843840019
"BUR,CRY,EVE,FUL,SHU",8.6,4.8,4.3,6.9,3.6,5.4,6.5,6.3,4.4,4.2,55,1.833333333,1.551343504,2.844129757
"BHA,FUL,LEE,LEI,MUN",8,3.4,5.1,7.9,4.5,3.7,5.8,5.5,4.7,6.1,54.7,1.823333333,1.559950142,2.844309092
"AVL,EVE,SOU,TOT,WOL",5.1,5.5,4.4,3.2,7.9,4.7,4.1,6.3,5.5,8,54.7,1.823333333,1.559950142,2.844309092
"CHE,LEE,LIV,TOT,WOL",4.9,7.8,4.5,3.4,6.6,4.4,4.5,4,7.2,7.1,54.4,1.813333333,1.568580391,2.84435911
"ARS,AVL,FUL,MUN,WOL",6.3,4.3,4.8,5.2,5.6,3.8,4.3,6.7,4.2,9,54.2,1.806666667,1.574660457,2.844886559
"CHE,CRY,EVE,MUN,SHU",7.3,3.6,4.1,5.3,4,7.9,7.3,5,4.1,4.2,52.8,1.76,1.616443284,2.844940179
"AVL,BUR,CHE,WHU,WOL",5.1,8.6,5.3,3.5,5.7,5.8,5.6,4.2,4.2,7.5,55.5,1.85,1.538577987,2.846369276
"AVL,CHE,LEE,SOU,WOL",5,5.3,4.6,2.5,7.3,4.6,5,4,5.8,8.3,52.4,1.746666667,1.629723903,2.846584417
"CHE,LIV,SHU,TOT,WOL",4.9,8.8,4,3.4,4.9,5,4.5,6.2,6.8,6.1,54.6,1.82,1.565034611,2.848362992
"ARS,FUL,MUN,TOT,WOL",5.1,5.3,4.7,5.2,5.6,4.7,3.2,5.1,4.7,9.5,53.1,1.77,1.609313173,2.848484316
"ARS,AVL,BHA,CHE,WOL",5,5.9,5.8,3,5.7,3.7,5.6,4.6,5.2,9,53.5,1.783333333,1.597393711,2.848685451
"FUL,SHU,SOU,TOT,WOL",5.1,6.8,4.2,5.2,4.6,4.2,3.2,5.8,7,8.4,54.5,1.816666667,1.568615809,2.849652053
"BUR,CHE,MUN,SHU,WOL",6.6,6.1,4.4,3.5,4,7.8,6.1,5.5,3.5,7.3,54.8,1.826666667,1.560484255,2.850484573
"BUR,EVE,FUL,LEI,SHU",7.4,4.6,4.3,5.9,3.5,7,4.8,7.9,4.4,3.6,53.4,1.78,1.601527049,2.850718147
"BHA,EVE,LEI,WBA,WOL",6.2,4.7,8.1,4.7,4.5,4.2,4.1,8,5.9,3.8,54.2,1.806666667,1.578184611,2.851253531
"BHA,LEE,LEI,LIV,WHU",4.1,4.5,7.8,6.7,5,4,7.6,4.2,6.8,4.1,54.8,1.826666667,1.561196123,2.851784917
"EVE,FUL,LEE,LEI,SHU",7.4,3.6,4.3,7.5,4.1,5.8,4.8,7.3,6,3.6,54.4,1.813333333,1.572824777,2.852055595
"CRY,FUL,LEI,LIV,SHU",5.1,5.6,4.7,7.8,3.5,3.7,5.6,7.4,6.9,3.5,53.8,1.793333333,1.590806923,2.852847082
"BHA,BUR,EVE,LEE,LIV",8.5,3.7,5.8,5.2,5.1,4,7.8,5.1,4.3,5.6,55.1,1.836666667,1.553812516,2.853835653
"AVL,BHA,EVE,SOU,WOL",6.8,4.4,5.4,3.2,6.8,3.7,4.7,6.8,4.9,8,54.7,1.823333333,1.56563796,2.854679881
"EVE,LEE,MUN,SHU,WOL",8.4,2.6,4.6,5.3,4.4,6.1,5.8,7.1,4.8,5.1,54.2,1.806666667,1.580295331,2.855066898
"CRY,EVE,MCI,SHU,WOL",7.3,6.2,4.7,4.1,4,5,4.6,8.6,6.4,4.2,55.1,1.836666667,1.554527438,2.855148728
"ARS,CRY,FUL,SOU,WOL",4.6,7.5,5.8,3.1,5.2,3.7,3.7,4.2,6.3,7.9,52,1.733333333,1.64721988,2.855181125
"CHE,LEI,MUN,TOT,WHU",4.6,5.6,4.5,6.3,5.6,9.4,5.5,3.7,4.6,5.3,55.1,1.836666667,1.555242032,2.856461199
"BUR,EVE,FUL,LEI,MUN",8,3.6,4.8,5.9,4.5,7,4.8,7.2,3.2,5.3,54.3,1.81,1.578360612,2.856832708
"CHE,CRY,FUL,LIV,SOU",4.5,9,4.7,3.5,5.7,3.7,5.2,4.1,6.2,6.2,52.8,1.76,1.623302532,2.857012457
"AVL,FUL,LEI,TOT,WHU",4.7,5.3,4.4,9.7,5.8,4.9,4.2,5.4,5.5,5.3,55.2,1.84,1.553347639,2.858159657
"CRY,EVE,MUN,SHU,TOT",7.4,3.6,4.2,8,4,6.8,6.4,5.1,4.7,4.2,54.4,1.813333333,1.576353034,2.858453502
"AVL,BHA,CHE,EVE,FUL",8.5,4.4,4.3,4.7,5.9,3.4,5.3,6.2,4.8,7.5,55,1.833333333,1.559202075,2.858537138
"EVE,LEE,MUN,NEW,WOL",8.4,2.6,5.1,4.3,6.6,6.1,4.8,6.6,4.8,5.3,54.6,1.82,1.570704018,2.858681312
"ARS,AVL,EVE,LEE,WOL",6.8,3.3,4.8,3.7,8.4,4.6,5.3,6.2,4.9,6.8,54.8,1.826666667,1.565460529,2.859574566
"BUR,CHE,EVE,SOU,WOL",5,7.5,5.2,2.5,5.7,6.2,4.7,4.6,4.2,8,53.6,1.786666667,1.600833116,2.860155168
"BHA,CHE,CRY,SOU,WHU",4.7,8.5,5.6,4.1,5.3,4.2,7.7,3.7,5.7,5.9,55.4,1.846666667,1.549336776,2.861108579
"CHE,FUL,LEE,TOT,WOL",5.5,5.8,4.2,5.2,6.3,4.1,3.2,4,6.3,8.8,53.4,1.78,1.608449909,2.863040839
"BHA,CHE,CRY,FUL,WOL",6.1,8,4.7,4,4.6,3.2,4.1,4.6,5.7,7.9,52.9,1.763333333,1.62374738,2.863207881
"CRY,EVE,FUL,LEE,NEW",8.6,3.3,4.8,7.1,6.4,4.2,5,5.7,5.9,4.4,55.4,1.846666667,1.550770418,2.863756038
"ARS,AVL,BHA,TOT,WOL",5.1,5.9,5.9,4.6,5.7,3.7,4.7,4.7,5.3,9.5,55.1,1.836666667,1.559522719,2.864323394
"BHA,EVE,FUL,SOU,WOL",6.3,4.9,5.4,3.2,5.2,3.2,3.7,6.3,5.4,8.6,52.2,1.74,1.646410236,2.864753811
"ARS,BUR,CHE,LEI,WOL",4.5,7.8,6.8,3,4.5,7.3,4.9,4.6,4.6,6.8,54.8,1.826666667,1.568297024,2.864755897
"BHA,CHE,EVE,MCI,MUN",9,3.7,4.6,4.1,5.7,6.2,6.1,5.5,4.1,6.3,55.3,1.843333333,1.554241508,2.864985181
"AVL,FUL,LEE,SOU,WOL",6.3,4.3,4.8,5.3,6.8,3.8,3.7,5.7,6,8.8,55.5,1.85,1.548655331,2.865012362
"CRY,LEI,MCI,SHU,WOL",5.6,7,6.1,5.1,3.5,5,4.4,7.9,7.4,3.5,55.5,1.85,1.548655331,2.865012362
"CRY,FUL,LEI,LIV,WOL",4.4,7.8,6.3,5.1,4.5,3.6,3.6,7.4,6.9,4,53.6,1.786666667,1.603607045,2.865111254
"AVL,BUR,CHE,LIV,SOU",4.5,8,5.2,3.5,6.2,4.7,6.7,4.6,4.2,7.8,55.4,1.846666667,1.552202736,2.866401052
"CRY,EVE,FUL,MCI,MUN",9.2,3.8,4.8,6.3,5.2,4.7,4.8,6.7,4.3,4.7,54.5,1.816666667,1.578501399,2.867610875
"CHE,EVE,FUL,MUN,NEW",7.9,3.3,4.3,4.3,6.3,7.5,5,6.6,4.1,6,55.3,1.843333333,1.555670631,2.867619529
"BUR,SHU,SOU,TOT,WOL",5.1,7.8,5.1,3.6,4,5.6,4.1,4.7,5.9,8.4,54.3,1.81,1.584683635,2.868277379
"FUL,MCI,SHU,SOU,WOL",6.2,6.8,5.2,3.5,4.6,4.2,3.6,7.9,7,6.6,55.6,1.853333333,1.547901806,2.868778013
"CHE,EVE,LEI,NEW,TOT",5,4.3,4.2,4.3,6.3,8.9,5.2,5.7,7,3.8,54.7,1.823333333,1.573425139,2.868878503
"CHE,LEI,LIV,TOT,WOL",4.4,8.8,5.6,3.4,5.4,5,4,5.7,7.2,5.6,55.1,1.836666667,1.562369995,2.86955289
"BUR,FUL,MUN,SHU,WOL",7.9,4.6,4.6,5.7,4,5.3,4.8,7.2,3.7,7.8,55.6,1.853333333,1.548619457,2.87010806
"BHA,EVE,LEE,LIV,SHU",7.9,3.6,4.6,5.7,4.5,4,7.8,6.9,5.9,4.6,55.5,1.85,1.55152255,2.870316717
"ARS,LEI,MCI,SHU,WOL",4.5,6.1,7.2,4,3.9,6.6,4.4,7.9,6.9,3.9,55.4,1.846666667,1.554348738,2.870364003
"FUL,LIV,SHU,SOU,WOL",4.5,6.8,5.2,3.5,4.6,3.6,3.7,7.9,7,6.6,53.4,1.78,1.61258936,2.870409061
"BUR,CHE,LEE,TOT,WOL",5.5,7.3,4.5,3.5,5.7,5.5,4.5,4,5.2,8.8,54.5,1.816666667,1.580611696,2.871444581
"BHA,CRY,FUL,MUN,NEW",8.6,4.2,5.2,7.4,4.6,3.3,6,5.6,4.7,5.9,55.5,1.85,1.552238527,2.871641275
"ARS,FUL,MUN,SOU,TOT",4.7,5.3,4.7,5.3,6.3,5.3,4.3,4.2,4.7,9.6,54.4,1.813333333,1.58408754,2.872478739
"CHE,MUN,SOU,WHU,WOL",4.7,7.4,5.5,2.5,6.1,6.7,5,3.7,4.6,7.5,53.7,1.79,1.604888366,2.872750175
"ARS,BHA,CHE,CRY,SHU",5.7,6.2,4.5,4.6,3.6,5.3,9.3,4.1,5.6,5.7,54.6,1.82,1.578466203,2.87280849
"CHE,LEE,SOU,WHU,WOL",4.7,7.4,5.5,2.5,7.3,5,5,3.6,6.3,6.8,54.1,1.803333333,1.593354254,2.873348838
"EVE,FUL,SOU,TOT,WOL",5.1,6,4.4,3.2,6.3,4.2,3.2,5.8,6,8.6,52.8,1.76,1.632857073,2.873828449
"BUR,CHE,EVE,TOT,WOL",5.5,7.5,4.2,3.1,5.7,6.7,4.2,4.6,4.2,8,53.7,1.79,1.605580546,2.873989177
"BHA,EVE,MUN,SHU,TOT",8.5,3.6,4.2,6.9,4,6.3,6.4,5.6,4.2,5.8,55.5,1.85,1.553669492,2.874288559
"BHA,CRY,LEI,LIV,WOL",4.4,7.7,7.8,5,4.1,3.5,5.4,6.3,6.8,4,55,1.833333333,1.568438714,2.875470976
"ARS,CHE,EVE,WBA,WHU",4.7,6,5.9,3.7,8.1,8,5.8,3.7,5.2,4.5,55.6,1.853333333,1.552202736,2.876749071
"CHE,EVE,NEW,SHU,SOU",6.2,4.3,4.1,3.2,7,8.5,5.9,5.7,5.8,4.3,55,1.833333333,1.569146973,2.87676945
"CHE,FUL,LIV,SHU,WOL",4.9,7.8,4.1,3.4,4.6,3.6,4.1,7.8,6.3,6.1,52.7,1.756666667,1.638461338,2.878230417
"CHE,EVE,MCI,TOT,WHU",5.2,7.4,4.2,4.1,7.9,7.7,5.2,3.7,5.3,4.8,55.5,1.85,1.555813471,2.878254921
"BHA,CRY,FUL,SOU,WOL",5.7,6.9,5.8,4.1,4.6,3.2,3.7,4.7,6.3,8.5,53.5,1.783333333,1.614001239,2.87830221
"LEI,MUN,SHU,SOU,WHU",4.2,4.4,5.5,6.4,3.9,8.9,6.7,4.7,5.3,3.6,53.6,1.786666667,1.611210725,2.878696495
"BHA,LEE,MUN,TOT,WOL",7.3,3.5,5,6.2,5,4,5.2,4.6,5.2,8.8,54.8,1.826666667,1.576071064,2.878956478
"BHA,EVE,FUL,LIV,SHU",7.4,4.7,4.3,5.7,4.2,3.2,5.8,8.6,5.4,4.6,53.9,1.796666667,1.602394042,2.878967963
"BUR,CHE,CRY,EVE,MUN",7.9,5.3,4.6,4.2,4.6,7.4,7.3,4.6,3.2,5.9,55,1.833333333,1.571269833,2.880661361
"LEI,MCI,MUN,SHU,WOL",6.1,4.4,6,5.1,3.9,7.1,4.4,8.8,5.8,3.9,55.5,1.85,1.55724115,2.880896128
"CHE,LEI,LIV,SHU,WOL",4.4,7.6,5.5,3.4,3.9,6.1,4.9,7.8,6.8,3.9,54.3,1.81,1.591679756,2.880940358
"ARS,BUR,CHE,LEI,SOU",4.1,7.3,6.2,3.1,5.2,7.9,6,4.1,4.6,6.8,55.3,1.843333333,1.563507453,2.882065405
"BHA,CHE,MUN,SOU,TOT",5.1,5.7,4.5,4.1,5.7,5.2,5.6,4.1,4.5,9.6,54.1,1.803333333,1.598228186,2.882138161
"ARS,EVE,FUL,SOU,WOL",4.6,5.5,5.4,3.1,7.9,4.2,3.7,5.8,5.4,8,53.6,1.786666667,1.613278236,2.882390448
"CRY,LEI,LIV,SHU,TOT",4.5,6.6,4.6,7.8,3.5,5.1,6,5.8,7.8,3.5,55.2,1.84,1.566879418,2.883058129
"BUR,CRY,LIV,SHU,SOU",5.2,8.3,5.6,4.6,3.6,4.6,8.2,4.7,5.8,4.5,55.1,1.836666667,1.57017338,2.883885109
"FUL,LEE,TOT,WHU,WOL",5.2,5.8,4.7,8,6.3,4.1,3.2,3.7,6.5,7.3,54.8,1.826666667,1.578888498,2.88410299
"ARS,CRY,LIV,SHU,WOL",4.5,8.3,6.1,4,4,4,7.1,6.3,6.8,4.5,55.6,1.853333333,1.556491782,2.884698102
"BUR,CHE,EVE,TOT,WHU",5.2,7.5,4.2,4.2,6.4,8.4,5.7,3.7,4.2,6,55.5,1.85,1.559380219,2.884853405
"BHA,CRY,LEI,WBA,WOL",5.6,6.2,8.5,5.7,4.1,3.6,4.1,6.3,6.8,3.7,54.6,1.82,1.58548976,2.885591362
"CRY,LEI,SHU,SOU,WHU",4.2,6.6,5.6,6.9,3.5,6.8,7.2,3.8,6.9,3.5,55,1.833333333,1.57409586,2.885842411
"CHE,CRY,NEW,SOU,WOL",5,8.6,5.6,2.5,5.7,4.6,4.7,4.1,6.7,5.9,53.4,1.78,1.621521919,2.886309016
"BHA,EVE,FUL,TOT,WOL",6.8,4.9,4.4,4.7,5.2,3.2,3.2,6.3,5.4,8.6,52.7,1.756666667,1.643201482,2.88655727
"CHE,EVE,LEE,MUN,WBA",8.5,2.6,4.6,5.3,6.3,6.8,5.8,4.9,4.1,5.3,54.2,1.806666667,1.597776232,2.88664906
"ARS,EVE,FUL,LEE,SOU",5.9,3.8,4.8,3.8,9.1,4.7,4.9,4.1,5.4,6.8,53.3,1.776666667,1.624841873,2.886802394
"ARS,EVE,LEE,SOU,WOL",4.6,4.3,5.7,3.1,8.9,5,4.7,4.1,5.9,6.8,53.1,1.77,1.631257184,2.887325215
"ARS,BHA,CHE,CRY,SOU",4.6,7.4,5.6,3.1,5.3,4.2,7.7,4.1,5.6,7.4,55,1.833333333,1.575506973,2.888429451
"CRY,FUL,LEE,LEI,MUN",6.9,3.4,5.1,9.1,4.5,4.2,5.8,5,5.2,4.5,53.7,1.79,1.613863549,2.888815753
"BHA,LEI,MCI,WHU,WOL",4.6,7.1,9,5,4.5,4.5,4.4,5.9,6.4,4.1,55.5,1.85,1.562938827,2.89143683
"ARS,BHA,CHE,LEE,SOU",4.6,5.2,5.5,3.1,6.9,4.6,7.2,4,5.6,8.3,55,1.833333333,1.578325414,2.893596592
"AVL,LEI,MUN,TOT,WHU",4.7,4.1,4.7,9.1,5.6,7.4,5.7,4.7,4.3,5.3,55.6,1.853333333,1.561480779,2.893944377
"ARS,CRY,LEI,WHU,WOL",4.2,7.9,8,4.7,4.5,5.7,6.1,3.8,6.3,3.7,54.9,1.83,1.581455026,2.894062698
"CHE,EVE,NEW,SHU,WOL",6.6,4.3,4.1,3.1,5.1,7.9,4.8,7.8,5.8,4.3,53.8,1.793333333,1.614379826,2.895121154
"BUR,CHE,CRY,LEI,SHU",5.6,7.1,4.5,5.2,3.5,7.9,7.6,4.6,5.1,3.5,54.6,1.82,1.591086282,2.895777033
"BHA,EVE,SHU,WBA,WOL",7.9,4.7,5.8,4.7,4,4.2,4.3,8.5,5.9,4.3,54.3,1.81,1.600729001,2.897319491
"AVL,CHE,EVE,SOU,TOT",5.1,5.5,4.2,3.2,8.6,5.8,5.3,4.1,4.8,7.5,54.1,1.803333333,1.607240561,2.898390479
"BHA,CHE,LEE,SOU,WOL",5,5.7,5.5,2.5,5.7,4,5,4,6.2,8.8,52.4,1.746666667,1.659451047,2.898507829
"BHA,SOU,WBA,WHU,WOL",4.7,7.4,8.5,4.1,5.2,4.1,4.2,4.3,6.4,6.5,55.4,1.846666667,1.569996461,2.899260132
"CRY,LEI,SOU,WHU,WOL",4.2,8.4,7.3,4.2,4.5,4.6,4.5,3.8,6.9,3.7,52.1,1.736666667,1.669630698,2.899591978
"AVL,EVE,LEI,LIV,MUN",6.2,3.3,4.8,5.8,5.4,5.8,6.3,8.9,3.8,4.1,54.4,1.813333333,1.599444348,2.900325751
"ARS,CHE,FUL,MCI,SOU",4.6,7.5,5.2,3.1,7.4,5.2,4.7,4.1,5.7,7.8,55.3,1.843333333,1.573425139,2.900347005
"EVE,LEE,NEW,SOU,WOL",6.2,3.3,5.7,3.2,8.5,5,4.7,5.7,7,5.3,54.6,1.82,1.593877174,2.900856456
"BHA,EVE,LEE,LEI,MUN",8.5,2.6,5.1,6.4,4.5,5.7,6.8,5.5,4.2,4.6,53.9,1.796666667,1.615515054,2.902542047
"BUR,CHE,CRY,MUN,WOL",6.1,8.4,5,3.5,4.6,5.7,6.1,4.6,3.5,7.4,54.9,1.83,1.586365518,2.903048897
