COMBO,GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,SUM,AVG PER TEAM
"CHE,LEE,LEI,WOL",3.1,2.6,3.1,1.6,3.1,3.1,2.6,2.6,4.3,3.1,29.2,1.46
"CRY,EVE,MUN,WOL",4.3,1.8,3.3,2.3,3.2,2.7,2.8,3.7,2.3,2.9,29.3,1.465
"CHE,CRY,FUL,LEI",3.1,3.8,2.8,3.3,2.7,2.4,2.8,2.7,3.8,2.2,29.6,1.48
"CHE,LEE,SHU,WOL",3.6,2.6,2.6,1.6,2.6,3.1,3.1,2.6,4.3,3.6,29.7,1.485
"CHE,EVE,LEE,WOL",3.6,1.8,2.8,1.6,4.3,3.1,2.8,2.6,3.3,3.8,29.7,1.485
"CRY,LEI,MUN,WOL",3.1,2.6,3.7,3.3,2.7,2.7,2.6,3.7,3.2,2.2,29.8,1.49
"CRY,EVE,MUN,SOU",3.9,1.8,3.3,2.4,3.2,3.3,3.9,2.8,2.3,2.9,29.8,1.49
"CRY,EVE,LEE,WOL",4.3,1.8,3.3,2.3,3.2,2.7,2.8,2.7,3.9,2.9,29.9,1.495
"CRY,EVE,LEI,SOU",2.7,2.8,3.4,2.4,2.7,3.3,3.7,2.8,3.9,2.2,29.9,1.495
"EVE,LEE,LEI,WOL",3.1,1.8,3.3,2.3,3.1,3.1,2.6,4.3,4,2.3,29.9,1.495
"EVE,MUN,SOU,WOL",3.2,1.8,3.3,1.7,3.6,3.2,2.7,3.7,2.3,4.5,30,1.5
"BHA,EVE,LEI,SOU",2.7,2.8,3.9,2.4,2.7,2.8,3.7,3.3,3.4,2.3,30,1.5
"EVE,MUN,WHU,WOL",3.3,1.8,3.3,2.3,3.6,4.3,2.8,3.3,2.3,3,30,1.5
"EVE,FUL,WHU,WOL",3.3,3,3,2.3,3.8,2.3,1.8,4,3.5,3,30,1.5
"ARS,CRY,EVE,WOL",3.2,3.5,3.4,2.2,3.2,2.7,2.8,2.8,3.4,2.9,30.1,1.505
"CHE,CRY,EVE,FUL",4.3,3,2.8,2.3,3.4,2.4,3,2.7,3.3,2.9,30.1,1.505
"CRY,EVE,LEI,WOL",3.1,2.8,3.4,2.3,2.7,2.7,2.6,4.4,3.9,2.2,30.1,1.505
"EVE,FUL,LEI,SOU",2.7,2.8,3,2.4,3.3,2.9,2.8,4.4,3.5,2.3,30.1,1.505
"BHA,CHE,EVE,WOL",3.6,2.9,2.8,1.6,3.2,2.2,2.8,3.2,3.3,4.5,30.1,1.505
"CHE,CRY,EVE,LEI",3.1,2.8,2.8,2.3,2.7,4.4,3.8,2.7,3.3,2.2,30.1,1.505
"BHA,CHE,SHU,WOL",3.6,3.7,2.6,1.6,2.2,2.2,3.1,3.2,3.7,4.3,30.2,1.51
"EVE,LEI,MUN,SOU",2.7,1.8,3.3,2.4,3.1,4.9,3.7,3.7,2.3,2.3,30.2,1.51
"CHE,FUL,LEE,LEI",3.1,2.6,2.8,3.3,3.3,2.8,2.8,2.6,3.8,3.1,30.2,1.51
"CHE,LEE,MUN,WOL",3.6,1.6,3.1,1.6,3.6,3.1,3.1,2.6,2.6,5.3,30.2,1.51
"BHA,CHE,EVE,LEI",3.1,2.8,2.8,2.3,2.7,3.9,3.8,3.2,3.3,2.3,30.2,1.51
"CRY,EVE,FUL,SOU",3.9,3,3,2.4,3.4,2.4,2.9,2.8,3.5,2.9,30.2,1.51
"EVE,FUL,LEI,WOL",3.1,2.8,3,2.3,3.1,2.3,1.8,6,3.5,2.3,30.2,1.51
"CHE,EVE,LEI,WOL",3.1,2.8,2.8,1.6,3.1,4.3,2.6,4.3,3.3,2.3,30.2,1.51
"EVE,LEE,WHU,WOL",3.3,1.8,3.3,2.3,4.8,3.1,2.8,2.3,3.5,3,30.2,1.51
"LEE,SHU,SOU,WOL",3.2,2.6,3.1,1.7,2.6,3.1,2.7,2.7,5,3.6,30.3,1.515
"BHA,CRY,EVE,WOL",4.3,2.9,3.4,2.3,2.8,2.2,2.8,3.3,3.4,2.9,30.3,1.515
"CHE,FUL,LEI,SOU",2.7,3.8,2.8,1.7,3.3,2.9,2.8,2.7,3.8,3.8,30.3,1.515
"CRY,LEI,MUN,SOU",2.7,2.6,3.7,3.4,2.7,3.3,3.7,2.8,3.2,2.2,30.3,1.515
"LEE,LEI,MUN,WOL",3.1,1.6,3.6,3.3,3.1,3.1,2.6,3.6,3.3,3.1,30.4,1.52
"MUN,SHU,SOU,WOL",3.2,2.6,3.1,1.7,2.6,3.2,2.7,3.7,3.3,4.3,30.4,1.52
"AVL,CHE,CRY,LEI",3.1,3.3,2.8,3.3,2.7,2.9,4.1,2.7,3.3,2.2,30.4,1.52
"CHE,FUL,LEE,WOL",3.6,2.8,2.8,1.6,3.8,2.3,1.8,2.6,3.8,5.3,30.4,1.52
"CHE,FUL,LEI,WOL",3.1,3.8,2.8,1.6,3.1,2.3,1.8,4.3,3.8,3.8,30.4,1.52
"EVE,LEI,MUN,WOL",3.1,1.8,3.3,2.3,3.1,4.3,2.6,5.3,2.3,2.3,30.4,1.52
"BHA,EVE,WHU,WOL",3.3,2.9,4.5,2.3,3.2,2.2,2.8,2.9,3.4,3,30.5,1.525
"CRY,EVE,SOU,WOL",3.2,4,3.4,1.7,3.2,2.7,2.7,2.8,3.9,2.9,30.5,1.525
"CRY,LEE,LEI,WOL",3.1,2.6,3.7,3.3,2.7,2.7,2.6,2.7,4.9,2.2,30.5,1.525
"CRY,EVE,TOT,WOL",3.7,4,2.9,2.3,3.2,2.7,2.2,2.8,3.9,2.9,30.6,1.53
"ARS,CRY,FUL,LEI",2.7,3.8,3.4,3.9,2.7,2.4,2.8,2.8,3.9,2.2,30.6,1.53
"CRY,FUL,LEI,SOU",2.7,3.8,3.4,3.4,2.7,2.4,2.8,2.8,4.4,2.2,30.6,1.53
"BHA,CHE,CRY,EVE",4.3,2.9,2.8,2.3,2.8,2.3,4.3,2.7,3.3,2.9,30.6,1.53
"CHE,EVE,LEE,LEI",3.1,1.8,2.8,2.3,3.8,4.8,3.8,2.6,3.3,2.3,30.6,1.53
"EVE,LIV,MUN,SOU",2.7,1.8,3.3,2.4,4.1,3.2,3.9,3.7,2.3,3.3,30.7,1.535
"EVE,MUN,TOT,WOL",3.7,1.8,2.9,2.3,3.6,3.7,2.2,3.7,2.3,4.5,30.7,1.535
"CHE,FUL,MUN,WOL",3.6,2.8,2.8,1.6,3.6,2.3,1.8,3.6,2.6,6,30.7,1.535
"ARS,CRY,EVE,FUL",3.9,3,3,2.9,3.4,2.4,3,2.8,3.4,2.9,30.7,1.535
"BHA,CRY,EVE,SOU",3.9,2.9,3.4,2.4,2.8,2.3,3.9,2.8,3.4,2.9,30.7,1.535
"CHE,FUL,SHU,SOU",3.2,3.8,2.6,1.7,2.8,2.9,2.9,2.7,3.8,4.3,30.7,1.535
"CHE,CRY,EVE,WOL",3.6,5.1,2.8,1.6,3.2,2.7,2.8,2.7,3.3,2.9,30.7,1.535
"CRY,EVE,SHU,SOU",3.9,2.8,2.8,2.4,2.2,3.3,3.9,2.8,3.9,2.7,30.7,1.535
"EVE,LEI,SOU,WOL",2.7,2.8,3.9,1.7,3.1,3.2,2.6,4.4,4,2.3,30.7,1.535
"EVE,SHU,SOU,WOL",3.2,2.8,2.8,1.7,2.6,3.2,2.7,4.9,4,2.8,30.7,1.535
"AVL,CHE,LEI,WOL",3.1,3.3,2.8,1.6,3.1,2.8,2.6,4.3,3.3,3.8,30.7,1.535
"CHE,EVE,LEI,SOU",2.7,2.8,2.8,1.7,3.8,4.9,3.7,2.7,3.3,2.3,30.7,1.535
"CHE,FUL,SHU,WOL",3.6,3.8,2.6,1.6,2.6,2.3,1.8,4.3,3.8,4.3,30.7,1.535
"CRY,EVE,FUL,WOL",4.3,3,3,2.3,3.2,2.3,1.8,4.4,3.5,2.9,30.7,1.535
"BUR,LEE,LEI,WOL",3.1,2.6,4.3,2.7,2.7,3.1,2.6,3.2,3.4,3.1,30.8,1.54
"BHA,EVE,LEI,WOL",3.1,2.8,4.5,2.3,2.7,2.2,2.6,4.9,3.4,2.3,30.8,1.54
"BHA,EVE,SHU,SOU",4.4,2.8,2.8,2.4,2.2,2.8,3.9,3.3,3.4,2.8,30.8,1.54
"EVE,LEE,TOT,WOL",3.7,1.8,2.9,2.3,4.3,3.1,2.2,2.7,4,3.8,30.8,1.54
"EVE,LEI,TOT,WOL",3.1,2.8,2.9,2.3,3.1,3.7,2.2,4.4,4,2.3,30.8,1.54
"LEE,MUN,SOU,WOL",3.2,1.6,3.6,1.7,3.6,3.1,2.7,2.7,3.3,5.3,30.8,1.54
"CHE,CRY,LEI,WOL",3.1,5.9,3.2,1.6,2.7,2.7,2.6,2.7,4.2,2.2,30.9,1.545
"BHA,CHE,LEE,LEI",3.1,2.6,3.1,3.2,2.7,2.7,4.1,2.6,3.7,3.1,30.9,1.545
"CHE,EVE,MUN,WOL",3.6,1.8,2.8,1.6,3.6,4.3,2.8,3.6,2.3,4.5,30.9,1.545
"LEI,MUN,SOU,WOL",2.7,2.6,4.2,1.7,3.1,3.2,2.6,3.7,3.3,3.8,30.9,1.545
"BHA,CHE,CRY,LEI",3.1,3.7,3.2,3.2,2.7,2.3,4.1,2.7,3.7,2.2,30.9,1.545
"CHE,LEI,MUN,WOL",3.1,2.6,3.1,1.6,3.1,4.8,2.6,3.6,2.6,3.8,30.9,1.545
"CRY,SHU,SOU,WOL",3.2,4.8,3.2,1.7,2.2,2.7,2.7,2.8,4.9,2.7,30.9,1.545
"BHA,CHE,FUL,LEI",3.1,3.7,2.8,3.2,2.7,1.9,2.8,3.2,3.7,3.8,30.9,1.545
"BHA,CHE,LEI,WOL",3.1,3.7,4.3,1.6,2.7,2.2,2.6,3.2,3.7,3.8,30.9,1.545
"CHE,FUL,LEI,LIV",2.6,3.8,2.8,2.6,3.3,2.3,2.8,4.3,3.8,2.6,30.9,1.545
"CHE,LEI,SHU,SOU",2.7,3.6,2.6,1.7,2.1,5.4,3.7,2.7,4.3,2.1,30.9,1.545
"EVE,LIV,MUN,WOL",3.1,1.8,3.3,2.3,3.6,2.6,2.8,5.8,2.3,3.3,30.9,1.545
"AVL,CRY,LEI,SOU",2.7,3.3,3.4,3.4,2.7,2.9,3.7,2.8,3.9,2.2,31,1.55
"CHE,CRY,EVE,MUN",4.3,1.8,2.8,2.3,3.2,4.4,4.3,2.7,2.3,2.9,31,1.55
"BHA,EVE,LEI,TOT",3.2,2.8,2.9,3.9,2.7,3.3,3.2,3.3,3.4,2.3,31,1.55
"CHE,EVE,FUL,WOL",3.6,3,2.8,1.6,3.8,2.3,1.8,4.3,3.3,4.5,31,1.55
"CHE,EVE,FUL,LEI",3.1,2.8,2.8,2.3,3.3,4,2.8,4.3,3.3,2.3,31,1.55
"ARS,FUL,LEE,LEI",2.7,2.6,3.3,3.9,3.3,2.8,2.8,2.7,3.9,3.1,31.1,1.555
"BHA,CHE,LEE,WOL",3.6,2.7,3.1,1.6,3.2,2.2,3.1,2.6,3.7,5.3,31.1,1.555
"BHA,CHE,SHU,SOU",3.2,3.7,2.6,1.7,2.2,2.8,4.2,2.7,3.7,4.3,31.1,1.555
"FUL,LEI,MUN,SOU",2.7,2.6,3.3,3.4,3.1,2.9,2.8,3.7,2.8,3.8,31.1,1.555
"BHA,CHE,EVE,LIV",3.1,2.9,2.8,2.3,3.7,2.2,4.3,3.2,3.3,3.3,31.1,1.555
"CRY,EVE,WHU,WOL",3.3,4.6,3.4,2.3,3.2,2.7,2.8,2.4,3.5,2.9,31.1,1.555
"ARS,CRY,EVE,LEI",2.7,2.8,3.4,2.9,2.7,4.4,3.8,2.8,3.4,2.2,31.1,1.555
"BHA,EVE,TOT,WOL",3.7,2.9,2.9,2.3,3.2,2.2,2.2,3.3,3.4,5,31.1,1.555
"BUR,EVE,LEI,SOU",2.7,2.8,3.9,2.4,2.7,4.9,3.7,3.3,2.4,2.3,31.1,1.555
"ARS,EVE,LEE,WOL",3.2,1.8,3.3,2.2,4.8,3.1,2.8,2.7,3.4,3.8,31.1,1.555
"CHE,CRY,LEE,LEI",3.1,2.6,3.1,3.3,2.7,3.2,4.1,2.6,4.2,2.2,31.1,1.555
"EVE,LEE,SOU,WOL",3.2,1.8,3.3,1.7,4.8,3.1,2.7,2.7,4,3.8,31.1,1.555
"LEI,SHU,SOU,WOL",2.7,3.6,3.7,1.7,2.1,3.2,2.6,4.4,5,2.1,31.1,1.555
"CHE,LEI,SHU,WOL",3.1,3.6,2.6,1.6,2.1,4.8,2.6,4.3,4.3,2.1,31.1,1.555
"CHE,CRY,LEI,SOU",2.7,4.8,3.2,1.7,2.7,3.3,3.7,2.7,4.2,2.2,31.2,1.56
"AVL,CHE,LEI,SOU",2.7,3.3,2.8,1.7,3.8,3.4,3.7,2.7,3.3,3.8,31.2,1.56
"AVL,EVE,LEI,WOL",3.1,2.5,3,2.3,3.1,2.8,2.6,6.5,3,2.3,31.2,1.56
"BHA,CHE,LEI,SOU",2.7,3.7,3.7,1.7,2.7,2.8,3.7,2.7,3.7,3.8,31.2,1.56
"CHE,EVE,SHU,SOU",3.2,2.8,2.6,1.7,3.3,4.9,3.9,2.7,3.3,2.8,31.2,1.56
"CHE,EVE,SHU,WOL",3.6,2.8,2.6,1.6,2.6,4.3,2.8,4.8,3.3,2.8,31.2,1.56
"CHE,CRY,SHU,WOL",3.6,5.9,2.6,1.6,2.2,2.7,3.1,2.7,4.2,2.7,31.3,1.565
"BHA,CHE,MUN,WOL",3.6,2.7,3.1,1.6,3.2,2.2,3.1,3.2,2.6,6,31.3,1.565
"LEE,LEI,SOU,WOL",2.7,2.6,4.2,1.7,3.1,3.1,2.6,2.7,5.5,3.1,31.3,1.565
"ARS,LEE,LEI,WOL",2.7,2.6,4.8,2.2,3.1,3.1,2.6,2.7,4.4,3.1,31.3,1.565
"ARS,LEE,SHU,WOL",3.2,2.6,3.1,2.2,2.6,3.1,3.8,2.7,4.4,3.6,31.3,1.565
"ARS,FUL,SHU,SOU",2.8,3.8,2.8,2.3,2.8,2.9,2.9,2.8,3.9,4.3,31.3,1.565
"SHU,SOU,WHU,WOL",2.9,4.8,3.7,1.7,2.6,3.2,2.7,2.4,4.5,2.8,31.3,1.565
"ARS,FUL,LEE,WOL",3.2,2.8,3.3,2.2,3.8,2.3,1.8,2.7,3.9,5.3,31.3,1.565
"ARS,FUL,SHU,WOL",3.2,3.8,2.8,2.2,2.6,2.3,1.8,4.4,3.9,4.3,31.3,1.565
"BUR,EVE,LEE,WOL",5.4,1.8,3.3,2.3,3.2,3.1,2.8,3.2,2.4,3.8,31.3,1.565
"CHE,CRY,LEI,MUN",3.1,2.6,3.1,3.3,2.7,4.9,4.1,2.7,2.6,2.2,31.3,1.565
"FUL,LEI,SHU,SOU",2.7,3.6,2.8,3.4,2.1,2.9,2.8,4.4,4.5,2.1,31.3,1.565
"LEE,LEI,SHU,WOL",3.1,2.6,3.1,3.3,2.1,3.1,2.6,4.3,5,2.1,31.3,1.565
"CHE,MUN,SHU,WOL",3.6,2.6,2.6,1.6,2.6,4.8,3.1,3.6,2.6,4.3,31.4,1.57
"FUL,LEE,LEI,WOL",3.1,2.6,3.3,3.3,3.1,2.3,1.8,4.3,4.5,3.1,31.4,1.57
"LEE,LEI,MUN,SOU",2.7,1.6,3.6,3.4,3.1,3.7,3.7,2.7,3.8,3.1,31.4,1.57
"CRY,EVE,LEE,LEI",3.8,1.8,3.3,4,2.7,3.2,3.8,2.7,3.9,2.2,31.4,1.57
"CRY,EVE,SHU,WOL",4.3,2.8,2.8,2.3,2.2,2.7,2.8,4.9,3.9,2.7,31.4,1.57
"BHA,EVE,LEE,WOL",5.4,1.8,3.3,2.3,3.2,2.2,2.8,3.2,3.4,3.8,31.4,1.57
"BUR,CHE,EVE,LEI",3.1,2.8,2.8,2.3,2.7,6,3.8,3.2,2.4,2.3,31.4,1.57
"BUR,CRY,EVE,WOL",4.3,4.5,3.4,2.3,2.8,2.7,2.8,3.3,2.4,2.9,31.4,1.57
"CHE,FUL,MUN,SOU",3.2,2.8,2.8,1.7,3.8,2.9,2.9,2.7,2.6,6,31.4,1.57
"CRY,MUN,SOU,WOL",3.2,3.8,3.7,1.7,3.2,2.7,2.7,2.8,3.2,4.4,31.4,1.57
"EVE,LEE,LEI,SOU",2.7,1.8,3.3,2.4,4.3,3.7,3.7,2.7,4.5,2.3,31.4,1.57
"ARS,CRY,LEI,WOL",2.7,4.3,4.9,2.2,2.7,2.7,2.6,2.8,4.3,2.2,31.4,1.57
"BUR,EVE,LEI,WOL",3.1,2.8,4,2.3,2.7,4.3,2.6,4.9,2.4,2.3,31.4,1.57
"CHE,CRY,EVE,LEE",4.3,1.8,2.8,2.3,3.9,3.2,4.3,2.6,3.3,2.9,31.4,1.57
"CHE,LEI,MUN,SOU",2.7,2.6,3.1,1.7,3.1,5.4,3.7,2.7,2.6,3.8,31.4,1.57
"CRY,FUL,LEI,WOL",3.1,3.8,3.4,3.3,2.7,2.3,1.8,4.4,4.4,2.2,31.4,1.57
"CRY,LEI,SOU,WOL",2.7,4.8,4.3,1.7,2.7,2.7,2.6,2.8,4.9,2.2,31.4,1.57
"FUL,LEI,MUN,WOL",3.1,2.6,3.3,3.3,3.1,2.3,1.8,5.3,2.8,3.8,31.4,1.57
"CHE,EVE,LEE,LIV",3.1,1.8,2.8,2.3,4.8,3.1,4.3,2.6,3.3,3.3,31.4,1.57
"LEE,LEI,WHU,WOL",2.8,2.6,4.8,3.3,3.1,3.1,2.6,2.3,4.5,2.3,31.4,1.57
"BUR,CHE,LEE,LEI",3.1,2.6,3.1,2.7,2.7,4.8,4.1,2.6,2.7,3.1,31.5,1.575
"CHE,MUN,WBA,WOL",3.6,3.3,3.1,1.6,3.6,3.3,2.3,3.6,2.6,4.5,31.5,1.575
"BHA,EVE,SHU,WOL",4.8,2.8,2.8,2.3,2.2,2.2,2.8,5.4,3.4,2.8,31.5,1.575
"BHA,EVE,SOU,WOL",3.2,2.9,3.9,1.7,3.2,2.2,2.7,3.3,3.4,5,31.5,1.575
"CHE,EVE,FUL,SOU",3.2,3,2.8,1.7,4.5,2.9,2.9,2.7,3.3,4.5,31.5,1.575
"BHA,CHE,LIV,SHU",3.1,3.7,2.6,2.6,2.2,2.2,5.1,3.2,3.7,3.1,31.5,1.575
"CHE,EVE,FUL,WHU",3.3,3,2.8,2.3,4.5,4,3,2.3,3.3,3,31.5,1.575
"CRY,EVE,LEI,TOT",3.2,2.8,2.9,4,2.7,3.8,3.2,2.8,3.9,2.2,31.5,1.575
"FUL,LEI,SOU,WHU",2.7,3.8,3.9,3.4,3.3,2.9,2.8,2.4,4,2.3,31.5,1.575
"CHE,LEE,NEW,WOL",3.6,2.3,3.1,1.6,4.3,3.1,2.8,2.6,4.3,3.8,31.5,1.575
"CHE,LEE,WBA,WOL",3.6,3.3,3.1,1.6,3.8,3.1,2.3,2.6,4.3,3.8,31.5,1.575
"EVE,FUL,LEE,WOL",4.9,1.8,3,2.3,3.8,2.3,1.8,4.3,3.5,3.8,31.5,1.575
"FUL,MUN,WHU,WOL",3.3,2.8,3.3,3.8,3.6,2.3,1.8,3.3,2.8,4.5,31.5,1.575
"ARS,FUL,MUN,WOL",3.2,2.8,3.3,2.2,3.6,2.3,1.8,3.7,2.7,6,31.6,1.58
"AVL,MUN,SOU,WOL",3.2,2.3,3.3,1.7,3.6,2.8,2.7,3.7,2.3,6,31.6,1.58
"CRY,MUN,NEW,WOL",4.3,2.3,3.7,2.8,3.2,2.7,2.8,3.7,3.2,2.9,31.6,1.58
"EVE,MUN,SHU,SOU",4.4,1.8,2.8,2.4,2.6,4.9,3.9,3.7,2.3,2.8,31.6,1.58
"BHA,EVE,LIV,TOT",3.2,2.9,2.9,3.3,3.7,2.2,3.4,3.3,3.4,3.3,31.6,1.58
"CHE,CRY,SHU,SOU",3.2,4.8,2.6,1.7,2.2,3.3,4.2,2.7,4.2,2.7,31.6,1.58
"CHE,LEE,LEI,LIV",2.6,2.6,3.1,2.6,3.6,3.1,4.1,2.6,4.7,2.6,31.6,1.58
"CHE,CRY,FUL,NEW",4.3,3.5,2.8,2.8,3.4,2.4,3,2.7,3.8,2.9,31.6,1.58
"CHE,EVE,LEI,MUN",3.1,1.8,2.8,2.3,3.1,6.5,3.8,3.6,2.3,2.3,31.6,1.58
"EVE,FUL,SOU,WHU",2.9,3,3,2.4,5.6,2.9,2.9,2.4,3.5,3,31.6,1.58
"ARS,AVL,CRY,LEI",2.7,3.3,3.4,3.9,2.7,2.9,4.3,2.8,3.4,2.2,31.6,1.58
"ARS,EVE,FUL,LEI",2.7,2.8,3,2.9,3.3,4,2.8,4.4,3.4,2.3,31.6,1.58
"AVL,CHE,CRY,EVE",4.3,2.5,2.8,2.3,3.9,2.9,4.3,2.7,3,2.9,31.6,1.58
"AVL,CRY,LEI,WOL",3.1,3.3,3.4,3.3,2.7,2.7,2.6,4.4,3.9,2.2,31.6,1.58
"BUR,CHE,FUL,LEI",3.1,3.8,2.8,2.7,2.7,4,2.8,3.2,2.7,3.8,31.6,1.58
"BUR,EVE,LEI,TOT",3.2,2.8,2.9,3.4,2.7,5.4,3.2,3.3,2.4,2.3,31.6,1.58
"CHE,EVE,WBA,WOL",3.6,3.5,2.8,1.6,3.8,3.3,2.3,4.4,3.3,3,31.6,1.58
"CRY,EVE,FUL,LEI",3.8,2.8,3,4,2.7,2.4,2.8,4.4,3.5,2.2,31.6,1.58
"EVE,TOT,WHU,WOL",3.3,4,2.9,2.3,4.3,3.7,2.2,2.4,3.5,3,31.6,1.58
"ARS,EVE,FUL,WOL",3.2,3,3,2.2,3.8,2.3,1.8,4.4,3.4,4.5,31.6,1.58
"AVL,CRY,EVE,WOL",4.3,2.5,3,2.3,3.2,2.7,2.8,4.9,3,2.9,31.6,1.58
"BHA,CHE,LEI,LIV",2.6,3.7,4.2,2.6,2.7,2.2,4.1,3.2,3.7,2.6,31.6,1.58
"BHA,CRY,EVE,LEI",3.8,2.8,3.4,3.9,2.7,2.3,3.8,3.3,3.4,2.2,31.6,1.58
"CHE,CRY,EVE,SHU",4.3,2.8,2.6,2.3,2.2,4.4,4.3,2.7,3.3,2.7,31.6,1.58
"CHE,EVE,LEI,TOT",3.1,2.8,2.7,2.3,3.8,5.4,3.2,2.7,3.3,2.3,31.6,1.58
"FUL,LEI,SHU,WOL",3.1,3.6,2.8,3.3,2.1,2.3,1.8,6,4.5,2.1,31.6,1.58
"LEE,LEI,SHU,SOU",2.7,2.6,3.1,3.4,2.1,3.7,3.7,2.7,5.5,2.1,31.6,1.58
"AVL,CHE,MUN,WOL",3.6,2.3,2.8,1.6,3.6,2.8,3.1,3.6,2.3,6,31.7,1.585
"LEE,LIV,MUN,WOL",3.1,1.6,3.6,2.6,3.6,2.6,3.6,3.6,3.3,4.1,31.7,1.585
"LIV,MUN,SHU,SOU",2.7,2.6,3.1,2.7,2.6,3.2,4.7,3.7,3.3,3.1,31.7,1.585
"ARS,EVE,MUN,WOL",3.2,1.8,3.3,2.2,3.6,4.3,2.8,3.7,2.3,4.5,31.7,1.585
"AVL,LEI,MUN,SOU",2.7,2.3,3.3,3.4,3.1,3.4,3.7,3.7,2.3,3.8,31.7,1.585
"BHA,EVE,LIV,SOU",2.7,2.9,3.9,2.4,3.7,2.2,3.9,3.3,3.4,3.3,31.7,1.585
"EVE,LIV,MUN,TOT",3.2,1.8,2.9,3.3,4.1,3.7,3.4,3.7,2.3,3.3,31.7,1.585
"FUL,MUN,SOU,WOL",3.2,2.8,3.3,1.7,3.6,2.3,1.8,3.7,2.8,6.5,31.7,1.585
"AVL,CHE,LEE,WOL",3.6,2.3,2.8,1.6,4.3,2.8,3.1,2.6,3.3,5.3,31.7,1.585
"CHE,FUL,LIV,MUN",3.1,2.8,2.8,2.6,3.8,2.3,3.3,3.6,2.6,4.8,31.7,1.585
"CHE,LEI,LIV,MUN",2.6,2.6,3.1,2.6,3.1,4.8,4.1,3.6,2.6,2.6,31.7,1.585
"FUL,LEE,LEI,SOU",2.7,2.6,3.3,3.4,3.3,2.8,2.8,2.7,5,3.1,31.7,1.585
"AVL,CHE,LEE,LEI",3.1,2.3,2.8,3.3,3.8,3.3,4.1,2.6,3.3,3.1,31.7,1.585
"BHA,CHE,EVE,SOU",3.2,2.9,2.8,1.7,3.9,2.8,3.9,2.7,3.3,4.5,31.7,1.585
"CHE,CRY,EVE,SOU",3.2,4,2.8,1.7,3.9,3.3,3.9,2.7,3.3,2.9,31.7,1.585
"CHE,SHU,SOU,WBA",3.2,4.3,2.6,1.7,2.8,3.9,3.4,2.7,4.3,2.8,31.7,1.585
"FUL,SHU,SOU,WHU",2.9,3.8,2.8,4.4,2.8,2.9,2.9,2.4,4,2.8,31.7,1.585
"BHA,CRY,EVE,TOT",4.4,2.9,2.9,3.9,2.8,2.3,3.4,2.8,3.4,2.9,31.7,1.585
"BUR,CRY,FUL,LEI",3.8,3.8,3.4,4.4,2.7,2.4,2.8,3.3,2.9,2.2,31.7,1.585
"EVE,FUL,SHU,SOU",4.4,2.8,2.8,2.4,2.8,2.9,2.9,4.4,3.5,2.8,31.7,1.585
"EVE,SHU,TOT,WOL",3.7,2.8,2.7,2.3,2.6,3.7,2.2,4.9,4,2.8,31.7,1.585
"EVE,SHU,WHU,WOL",3.3,2.8,2.8,2.3,2.6,4.3,2.8,4.5,3.5,2.8,31.7,1.585
"ARS,CRY,FUL,WOL",3.2,4.5,3.4,2.2,3.2,2.3,1.8,2.8,3.9,4.4,31.7,1.585
"BHA,LEI,SHU,SOU",2.7,3.6,3.7,3.3,2.1,2.8,3.7,3.3,4.4,2.1,31.7,1.585
"CHE,EVE,FUL,LIV",3.1,3,2.8,2.3,4.3,2.3,3,4.3,3.3,3.3,31.7,1.585
"CHE,FUL,LEE,LIV",3.1,2.8,2.8,2.6,4.3,2.3,3.3,2.6,3.8,4.1,31.7,1.585
"CHE,FUL,LEI,WHU",2.8,3.8,2.8,3.3,3.3,4.5,2.8,2.3,3.8,2.3,31.7,1.585
"CHE,FUL,LIV,SHU",3.1,3.8,2.6,2.6,2.8,2.3,3.3,4.3,3.8,3.1,31.7,1.585
"EVE,FUL,SOU,WOL",3.2,3,3,1.7,3.8,2.3,1.8,4.4,3.5,5,31.7,1.585
"EVE,SHU,SOU,TOT",3.3,2.8,2.7,2.4,3.3,4.3,3.3,2.8,4,2.8,31.7,1.585
"FUL,LEI,LIV,MUN",2.6,2.6,3.3,4.3,3.1,2.3,2.8,5.3,2.8,2.6,31.7,1.585
"FUL,SHU,WHU,WOL",3.3,3.8,2.8,4.3,2.6,2.3,1.8,4,4,2.8,31.7,1.585
"LEE,MUN,WHU,WOL",3.3,1.6,3.6,3.8,3.6,3.1,3.8,2.3,2.8,3.8,31.7,1.585
"CHE,LEE,SHU,SOU",3.2,2.6,2.6,1.7,3.3,3.7,4.2,2.6,4.3,3.6,31.8,1.59
"CRY,EVE,LIV,MUN",3.8,1.8,3.3,3.3,3.2,2.7,4.8,3.7,2.3,2.9,31.8,1.59
"CRY,FUL,LEI,MUN",3.8,2.6,3.3,5.5,2.7,2.4,2.8,3.7,2.8,2.2,31.8,1.59
"EVE,FUL,MUN,SOU",4.5,1.8,3,2.4,3.8,2.9,2.9,3.7,2.3,4.5,31.8,1.59
"CHE,LEE,LEI,SOU",2.7,2.6,3.1,1.7,3.8,3.7,3.7,2.6,4.8,3.1,31.8,1.59
"FUL,LIV,MUN,SOU",2.7,2.8,3.3,2.7,3.8,2.3,2.9,3.7,2.8,4.8,31.8,1.59
"BUR,CRY,EVE,FUL",5.6,3,3,3.4,2.8,2.4,3,3.3,2.4,2.9,31.8,1.59
