COMBO,GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,SUM,AVG PER TEAM
"BUR,CRY,EVE,SOU",3.9,4,3.4,2.4,2.8,3.3,3.9,2.8,2.4,2.9,31.8,1.59
"EVE,LEE,MUN,WOL",5.4,1.6,3.3,2.3,3.6,3.1,2.8,3.6,2.3,3.8,31.8,1.59
"MUN,SOU,WHU,WOL",2.9,3.8,4.2,1.7,3.6,3.2,2.7,2.4,2.8,4.5,31.8,1.59
"ARS,CHE,FUL,LEI",2.7,3.8,2.8,2.2,3.3,4,2.8,2.7,3.7,3.8,31.8,1.59
"ARS,EVE,SHU,WOL",3.2,2.8,2.8,2.2,2.6,4.3,2.8,4.9,3.4,2.8,31.8,1.59
"ARS,LEE,MUN,WOL",3.2,1.6,3.6,2.2,3.6,3.1,3.8,2.7,2.7,5.3,31.8,1.59
"BHA,LEI,MUN,SOU",2.7,2.6,4.2,3.3,2.7,2.8,3.7,3.3,2.7,3.8,31.8,1.59
"CHE,FUL,WHU,WOL",3.3,5.6,2.8,1.6,3.8,2.3,1.8,2.3,3.8,4.5,31.8,1.59
"CRY,EVE,LEI,LIV",2.6,2.8,3.4,3.3,2.7,2.7,3.8,4.4,3.9,2.2,31.8,1.59
"EVE,FUL,LIV,SOU",2.7,3,3,2.4,4.3,2.3,2.9,4.4,3.5,3.3,31.8,1.59
"EVE,FUL,MUN,WOL",4.9,1.8,3,2.3,3.6,2.3,1.8,5.3,2.3,4.5,31.8,1.59
"EVE,LEE,SHU,WOL",4.8,1.8,2.8,2.3,2.6,3.1,2.8,4.8,4,2.8,31.8,1.59
"FUL,LEE,WHU,WOL",3.3,2.8,3.3,4.4,3.8,2.3,1.8,2.3,4,3.8,31.8,1.59
"CHE,EVE,FUL,LEE",4.9,1.8,2.8,2.3,4.5,2.8,3,2.6,3.3,3.8,31.8,1.59
"CHE,SHU,WBA,WOL",3.6,4.3,2.6,1.6,2.6,3.3,2.3,4.4,4.3,2.8,31.8,1.59
"CRY,LEI,SHU,SOU",2.7,3.6,3.2,3.4,2.1,3.3,3.7,2.8,4.9,2.1,31.8,1.59
"CHE,CRY,MUN,WOL",3.6,4.9,3.1,1.6,3.2,2.7,3.1,2.7,2.6,4.4,31.9,1.595
"ARS,EVE,LEI,MUN",2.7,1.8,3.3,2.9,3.1,6,3.8,3.7,2.3,2.3,31.9,1.595
"BHA,LEE,LEI,WOL",3.1,2.6,4.8,3.2,2.7,2.2,2.6,3.2,4.4,3.1,31.9,1.595
"EVE,LEI,MUN,TOT",3.2,1.8,2.9,4,3.1,5.4,3.2,3.7,2.3,2.3,31.9,1.595
"LEE,LEI,TOT,WOL",3.1,2.6,3.2,3.3,3.1,3.1,2.2,2.7,5.5,3.1,31.9,1.595
"AVL,LEE,LEI,WOL",3.1,2.3,3.3,3.3,3.1,2.8,2.6,4.3,4,3.1,31.9,1.595
"BHA,LEI,MUN,WOL",3.1,2.6,4.8,3.2,2.7,2.2,2.6,4.2,2.7,3.8,31.9,1.595
"CHE,EVE,LIV,MUN",3.1,1.8,2.8,2.3,4.1,4.3,4.3,3.6,2.3,3.3,31.9,1.595
"CHE,MUN,SHU,SOU",3.2,2.6,2.6,1.7,2.6,5.4,4.2,2.7,2.6,4.3,31.9,1.595
"AVL,BHA,CHE,LEI",3.1,3.3,2.8,3.2,2.7,2.4,4.1,3.2,3.3,3.8,31.9,1.595
"CHE,LEE,LEI,MUN",3.1,1.6,3.1,3.3,3.1,5.3,4.1,2.6,2.6,3.1,31.9,1.595
"ARS,CRY,SHU,WOL",3.2,4.3,3.2,2.2,2.2,2.7,4.3,2.8,4.3,2.7,31.9,1.595
"AVL,LEI,SHU,SOU",2.7,3.3,2.8,3.4,2.1,3.4,3.7,4.4,4,2.1,31.9,1.595
"BUR,EVE,SHU,SOU",4.4,2.8,2.8,2.4,2.2,4.9,3.9,3.3,2.4,2.8,31.9,1.595
"AVL,LEI,MUN,WOL",3.1,2.3,3.3,3.3,3.1,2.8,2.6,5.3,2.3,3.8,31.9,1.595
"BHA,SHU,SOU,WOL",3.2,3.7,3.7,1.7,2.2,2.2,2.7,3.3,4.4,4.8,31.9,1.595
"EVE,FUL,LEI,LIV",2.6,2.8,3,3.3,3.3,2.3,2.8,6,3.5,2.3,31.9,1.595
"EVE,MUN,SOU,TOT",3.3,1.8,2.9,2.4,4.3,4.3,3.3,2.8,2.3,4.5,31.9,1.595
"FUL,LEE,SOU,WOL",3.2,2.8,3.3,1.7,3.8,2.3,1.8,2.7,4.5,5.8,31.9,1.595
"FUL,LEI,WHU,WOL",2.8,3.8,4.5,3.3,3.1,2.3,1.8,4,4,2.3,31.9,1.595
"FUL,SHU,SOU,WOL",3.2,3.8,2.8,1.7,2.6,2.3,1.8,4.4,4.5,4.8,31.9,1.595
"EVE,LEI,SHU,SOU",2.7,2.8,2.8,2.4,2.1,4.9,3.7,4.4,4,2.1,31.9,1.595
"AVL,CHE,SHU,SOU",3.2,3.3,2.6,1.7,3.3,3.4,4.2,2.7,3.3,4.3,32,1.6
"BHA,EVE,MUN,WOL",5.4,1.8,3.3,2.3,3.2,2.2,2.8,4.2,2.3,4.5,32,1.6
"CRY,EVE,LEI,MUN",3.8,1.8,3.3,4,2.7,4.4,3.8,3.7,2.3,2.2,32,1.6
"LEI,MUN,TOT,WOL",3.1,2.6,3.2,3.3,3.1,3.7,2.2,3.7,3.3,3.8,32,1.6
"AVL,CHE,LEI,LIV",2.6,3.3,2.8,2.6,3.6,2.8,4.1,4.3,3.3,2.6,32,1.6
"AVL,CHE,SHU,WOL",3.6,3.3,2.6,1.6,2.6,2.8,3.1,4.8,3.3,4.3,32,1.6
"BUR,LEI,MUN,WOL",3.1,2.6,4.3,2.7,2.7,4.3,2.6,4.2,1.7,3.8,32,1.6
"AVL,BUR,LEI,SOU",2.7,3.3,3.9,2.8,2.7,3.4,3.7,3.3,2.4,3.8,32,1.6
"BHA,EVE,FUL,WHU",4.6,2.9,3,3.9,3.4,1.9,3,2.9,3.4,3,32,1.6
"CHE,EVE,SOU,WBA",3.2,3.5,2.8,1.7,4.5,3.9,3.4,2.7,3.3,3,32,1.6
"CRY,LEI,TOT,WOL",3.1,4.8,3.3,3.3,2.7,2.7,2.2,2.8,4.9,2.2,32,1.6
"ARS,CRY,MUN,WOL",3.2,3.3,3.7,2.2,3.2,2.7,3.8,2.8,2.7,4.4,32,1.6
"ARS,EVE,LEE,LEI",2.7,1.8,3.3,2.9,4.3,4.8,3.8,2.7,3.4,2.3,32,1.6
"BHA,CHE,EVE,WHU",3.3,2.9,2.8,2.3,3.9,3.9,4.3,2.3,3.3,3,32,1.6
"BHA,CRY,LEI,SOU",2.7,3.7,4.3,3.3,2.7,2.3,3.7,2.8,4.3,2.2,32,1.6
"BHA,EVE,LEE,LEI",4.9,1.8,3.3,3.9,2.7,2.7,3.8,3.2,3.4,2.3,32,1.6
"CHE,FUL,NEW,WOL",3.6,3.5,2.8,1.6,3.8,2.3,1.8,4.3,3.8,4.5,32,1.6
"CHE,LEI,TOT,WOL",3.1,4.8,2.7,1.6,3.1,3.7,2.2,2.7,4.3,3.8,32,1.6
"CHE,SHU,SOU,WOL",3.2,4.8,2.6,1.6,2.6,3.2,2.7,2.7,4.3,4.3,32,1.6
"CRY,EVE,LEI,WHU",2.8,2.8,3.4,4,2.7,4.4,3.8,2.4,3.5,2.2,32,1.6
"CRY,EVE,MUN,TOT",4.4,1.8,2.9,4.5,3.2,3.8,3.4,2.8,2.3,2.9,32,1.6
"CRY,LEI,SHU,WOL",3.1,3.6,3.2,3.3,2.1,2.7,2.6,4.4,4.9,2.1,32,1.6
"FUL,LIV,SHU,SOU",2.7,3.8,2.8,2.7,2.8,2.3,2.9,4.4,4.5,3.1,32,1.6
"LEI,LIV,MUN,WOL",2.6,2.6,4.7,2.6,3.1,2.6,2.6,5.3,3.3,2.6,32,1.6
"CHE,LEE,LIV,MUN",3.1,1.6,3.1,2.6,4.1,3.1,5.1,2.6,2.6,4.1,32,1.6
"BUR,LEE,LEI,SOU",2.7,2.6,4.2,2.8,2.7,3.7,3.7,2.7,3.9,3.1,32.1,1.605
"CRY,MUN,SHU,WOL",4.3,2.6,3.1,3.8,2.2,2.7,3.8,3.7,3.2,2.7,32.1,1.605
"EVE,MUN,SOU,WBA",4.5,1.8,3.3,2.4,3.8,3.9,3.4,3.7,2.3,3,32.1,1.605
"LEI,LIV,MUN,SOU",2.6,2.6,4.2,2.7,3.1,3.2,3.7,3.7,3.7,2.6,32.1,1.605
"LEI,MUN,SHU,SOU",2.7,2.6,3.1,3.4,2.1,5.4,3.7,3.7,3.3,2.1,32.1,1.605
"BHA,CHE,LEI,TOT",3.1,3.7,2.7,3.2,2.7,3.3,3.2,2.7,3.7,3.8,32.1,1.605
"BHA,EVE,FUL,LEI",4.4,2.8,3,3.9,2.7,1.9,2.8,4.9,3.4,2.3,32.1,1.605
"CHE,CRY,EVE,WBA",4.3,3.5,2.8,2.3,3.4,3.4,3.5,2.7,3.3,2.9,32.1,1.605
"CHE,EVE,LEI,LIV",2.6,2.8,2.8,2.3,3.6,4.3,3.8,4.3,3.3,2.3,32.1,1.605
"BHA,CHE,LEI,SHU",3.1,3.6,2.6,3.2,2.1,4.4,4.1,3.2,3.7,2.1,32.1,1.605
"CHE,CRY,FUL,SHU",4.3,3.8,2.6,4.3,2.2,2.4,3.3,2.7,3.8,2.7,32.1,1.605
"CHE,EVE,MUN,SOU",3.2,1.8,2.8,1.7,4.3,4.9,3.9,2.7,2.3,4.5,32.1,1.605
"CHE,LEE,LEI,SHU",3.1,2.6,2.6,3.3,2.1,5.3,4.1,2.6,4.3,2.1,32.1,1.605
"CRY,MUN,NEW,SOU",3.9,2.3,3.7,2.9,3.2,3.3,3.9,2.8,3.2,2.9,32.1,1.605
"EVE,LEE,LIV,WOL",3.1,1.8,3.3,2.3,4.1,2.6,2.8,4.8,4,3.3,32.1,1.605
"EVE,LEI,LIV,MUN",2.6,1.8,3.3,3.3,3.1,4.3,3.8,5.3,2.3,2.3,32.1,1.605
"BHA,CHE,MUN,SOU",3.2,2.7,3.1,1.7,3.2,2.8,4.2,2.7,2.6,6,32.2,1.61
"BUR,FUL,LEE,LEI",4.4,2.6,3.3,4.4,2.7,2.8,2.8,3.2,2.9,3.1,32.2,1.61
"CHE,FUL,LEI,MUN",3.1,2.6,2.8,3.3,3.1,4.5,2.8,3.6,2.6,3.8,32.2,1.61
"CHE,LEE,LIV,SHU",3.1,2.6,2.6,2.6,3.1,3.1,5.1,2.6,4.3,3.1,32.2,1.61
"ARS,EVE,LEI,TOT",2.7,2.8,2.9,2.9,3.8,5.4,3.2,2.8,3.4,2.3,32.2,1.61
"ARS,FUL,LEI,SOU",2.7,3.8,3.9,2.3,3.3,2.9,2.8,2.8,3.9,3.8,32.2,1.61
"BHA,CHE,EVE,SHU",4.8,2.8,2.6,2.3,2.2,3.9,4.3,3.2,3.3,2.8,32.2,1.61
"BUR,FUL,LEI,SOU",2.7,3.8,3.9,2.8,2.7,2.9,2.8,3.3,2.9,4.4,32.2,1.61
"CHE,CRY,MUN,SOU",3.2,3.8,3.1,1.7,3.2,3.3,4.2,2.7,2.6,4.4,32.2,1.61
"CHE,MUN,SOU,WBA",3.2,3.3,3.1,1.7,3.8,3.9,3.4,2.7,2.6,4.5,32.2,1.61
"EVE,FUL,LEI,TOT",3.2,2.8,2.9,4,3.3,3.4,2.4,4.4,3.5,2.3,32.2,1.61
"EVE,FUL,SHU,WOL",4.8,2.8,2.8,2.3,2.6,2.3,1.8,6.5,3.5,2.8,32.2,1.61
"EVE,LEI,WHU,WOL",2.8,2.8,4.5,2.3,3.1,4.3,2.6,4,3.5,2.3,32.2,1.61
"FUL,MUN,SOU,WHU",2.9,2.8,3.3,3.9,3.8,2.9,2.9,2.4,2.8,4.5,32.2,1.61
"ARS,BHA,EVE,WOL",3.2,2.9,4.5,2.2,3.2,2.2,2.8,3.3,3.4,4.5,32.2,1.61
"ARS,CHE,CRY,LEI",2.7,4.3,3.2,2.2,2.7,4.4,4.1,2.7,3.7,2.2,32.2,1.61
"AVL,LEI,WHU,WOL",2.8,3.3,4.5,3.3,3.1,2.8,2.6,4,3.5,2.3,32.2,1.61
"BHA,CHE,EVE,FUL",4.9,2.9,2.8,2.3,3.4,1.9,3,3.2,3.3,4.5,32.2,1.61
"BHA,CHE,EVE,WBA",4.9,2.9,2.8,2.3,3.4,2.9,3.5,3.2,3.3,3,32.2,1.61
"BHA,CHE,FUL,WOL",3.6,3.9,2.8,1.6,3.2,1.9,1.8,3.2,3.7,6.5,32.2,1.61
"BHA,CRY,LEI,WOL",3.1,3.7,4.9,3.2,2.7,2.2,2.6,3.3,4.3,2.2,32.2,1.61
"BUR,CRY,EVE,LEI",3.8,2.8,3.4,3.4,2.7,4.4,3.8,3.3,2.4,2.2,32.2,1.61
"CHE,FUL,LEI,SHU",3.1,3.6,2.6,3.3,2.1,4.5,2.8,4.3,3.8,2.1,32.2,1.61
"CHE,FUL,LEI,WBA",3.1,3.8,2.8,3.3,3.3,3,2.5,4.3,3.8,2.3,32.2,1.61
"CHE,LEE,LEI,WBA",3.1,2.6,3.1,3.3,3.3,3.8,3.3,2.6,4.8,2.3,32.2,1.61
"EVE,FUL,LEE,LEI",4.4,1.8,3,4,3.3,2.8,2.8,4.3,3.5,2.3,32.2,1.61
"EVE,FUL,LIV,WHU",2.8,3,3,3.3,4.3,2.3,3,4,3.5,3,32.2,1.61
"EVE,LEI,SOU,TOT",2.7,2.8,2.9,2.4,3.8,4.3,3.2,2.8,5,2.3,32.2,1.61
"EVE,MUN,WBA,WOL",4.9,1.8,3.3,2.3,3.6,3.3,2.3,5.4,2.3,3,32.2,1.61
"LEI,SHU,TOT,WOL",3.1,3.6,2.7,3.3,2.1,3.7,2.2,4.4,5,2.1,32.2,1.61
"CRY,LEE,SOU,WOL",3.2,3.8,3.7,1.7,3.2,2.7,2.7,2.7,4.9,3.7,32.3,1.615
"CRY,LEI,LIV,MUN",2.6,2.6,3.7,4.3,2.7,2.7,4.6,3.7,3.2,2.2,32.3,1.615
"CHE,LEE,MUN,SOU",3.2,1.6,3.1,1.7,4.3,3.7,4.2,2.6,2.6,5.3,32.3,1.615
"ARS,EVE,FUL,LIV",2.7,3,3,2.9,4.3,2.3,3,4.4,3.4,3.3,32.3,1.615
"ARS,EVE,LEI,WOL",2.7,2.8,4.5,2.2,3.1,4.3,2.6,4.4,3.4,2.3,32.3,1.615
"ARS,FUL,MUN,SOU",2.8,2.8,3.3,2.3,3.8,2.9,2.9,2.8,2.7,6,32.3,1.615
"AVL,BUR,LEI,WOL",3.1,3.3,4,2.7,2.7,2.8,2.6,4.9,2.4,3.8,32.3,1.615
"AVL,CRY,EVE,SOU",3.9,2.5,3,2.4,5,2.9,3.9,2.8,3,2.9,32.3,1.615
"AVL,EVE,LEI,SOU",2.7,2.5,3,2.4,4.9,3.4,3.7,4.4,3,2.3,32.3,1.615
"AVL,LEI,SOU,WOL",2.7,3.3,3.9,1.7,3.1,2.8,2.6,4.4,4,3.8,32.3,1.615
"AVL,SHU,SOU,WOL",3.2,3.3,2.8,1.7,2.6,2.8,2.7,4.9,4,4.3,32.3,1.615
"BHA,CHE,FUL,WHU",3.3,3.9,2.8,3.2,3.4,1.9,3.3,2.3,3.7,4.5,32.3,1.615
"BUR,LEI,SHU,SOU",2.7,3.6,3.7,2.8,2.1,4.9,3.7,3.3,3.4,2.1,32.3,1.615
"CHE,CRY,FUL,MUN",4.3,2.8,2.8,3.8,3.2,2.4,3.3,2.7,2.6,4.4,32.3,1.615
"CHE,CRY,FUL,SOU",3.2,5,2.8,1.7,3.4,2.4,2.9,2.7,3.8,4.4,32.3,1.615
"CHE,EVE,LEE,SOU",3.2,1.8,2.8,1.7,5.5,3.7,3.9,2.6,3.3,3.8,32.3,1.615
"CHE,EVE,SHU,TOT",3.7,2.8,2.6,2.3,3.3,5.4,3.4,2.7,3.3,2.8,32.3,1.615
"CHE,EVE,SOU,WOL",3.2,4,2.8,1.6,4.3,3.2,2.7,2.7,3.3,4.5,32.3,1.615
"CHE,EVE,WHU,WOL",3.3,4.6,2.8,1.6,4.3,4.3,2.8,2.3,3.3,3,32.3,1.615
"CHE,FUL,LEI,TOT",3.1,3.8,2.7,3.3,3.3,3.4,2.4,2.7,3.8,3.8,32.3,1.615
"CRY,LEE,NEW,WOL",4.3,2.3,3.7,2.8,3.2,2.7,2.8,2.7,4.9,2.9,32.3,1.615
"EVE,LEE,SHU,SOU",4.4,1.8,2.8,2.4,3.8,3.7,3.9,2.7,4,2.8,32.3,1.615
"EVE,MUN,SHU,WOL",4.8,1.8,2.8,2.3,2.6,4.3,2.8,5.8,2.3,2.8,32.3,1.615
"EVE,MUN,SOU,WHU",2.9,1.8,3.3,2.4,5.4,4.9,3.9,2.4,2.3,3,32.3,1.615
"FUL,LEE,LEI,WHU",2.8,2.6,3.3,6.1,3.3,2.8,2.8,2.3,4,2.3,32.3,1.615
"ARS,CHE,LEI,SHU",2.7,3.6,2.6,2.2,2.1,6.5,4.1,2.7,3.7,2.1,32.3,1.615
"ARS,FUL,LEI,SHU",2.7,3.6,2.8,3.9,2.1,4,2.8,4.4,3.9,2.1,32.3,1.615
"ARS,LEI,SHU,SOU",2.7,3.6,3.7,2.3,2.1,4.9,3.7,2.8,4.4,2.1,32.3,1.615
"AVL,CRY,EVE,LEI",3.8,2.5,3,4,2.7,2.9,3.8,4.4,3,2.2,32.3,1.615
"BUR,CRY,LEI,WOL",3.1,5.3,4.4,2.7,2.7,2.7,2.6,3.3,3.3,2.2,32.3,1.615
"BUR,FUL,LEI,LIV",2.6,3.8,4,3.7,2.7,2.3,2.8,4.9,2.9,2.6,32.3,1.615
"CHE,CRY,FUL,WOL",3.6,6.1,2.8,1.6,3.2,2.3,1.8,2.7,3.8,4.4,32.3,1.615
"CRY,FUL,SHU,SOU",3.9,3.8,2.8,4.4,2.2,2.4,2.9,2.8,4.4,2.7,32.3,1.615
"CRY,LEE,LEI,SOU",2.7,2.6,3.7,3.4,2.7,3.2,3.7,2.7,5.4,2.2,32.3,1.615
"LEI,MUN,SHU,WOL",3.1,2.6,3.1,3.3,2.1,4.8,2.6,5.3,3.3,2.1,32.3,1.615
"CHE,LIV,SHU,SOU",2.7,4.8,2.6,1.7,3.1,3.2,4.2,2.7,4.3,3.1,32.4,1.62
"ARS,CHE,SHU,WOL",3.2,4.3,2.6,1.6,2.6,4.3,3.1,2.7,3.7,4.3,32.4,1.62
"CRY,EVE,FUL,MUN",5.6,1.8,3,4.5,3.2,2.4,3,3.7,2.3,2.9,32.4,1.62
"CRY,EVE,LIV,SOU",2.7,4,3.4,2.4,3.7,2.7,3.9,2.8,3.9,2.9,32.4,1.62
"AVL,BHA,CHE,WOL",3.6,3.4,2.8,1.6,3.2,2.2,3.1,3.2,3.3,6,32.4,1.62
"CRY,FUL,MUN,WOL",4.3,2.8,3.3,3.8,3.2,2.3,1.8,3.7,2.8,4.4,32.4,1.62
"LIV,MUN,SHU,WOL",3.1,2.6,3.1,2.6,2.6,2.6,3.6,5.8,3.3,3.1,32.4,1.62
"MUN,NEW,SOU,WOL",3.2,2.3,4.2,1.7,3.6,3.2,2.7,3.7,3.3,4.5,32.4,1.62
"ARS,CHE,EVE,LEI",2.7,2.8,2.8,2.2,3.8,6,3.8,2.7,3.3,2.3,32.4,1.62
"ARS,CHE,FUL,WOL",3.2,4.5,2.8,1.6,3.8,2.3,1.8,2.7,3.7,6,32.4,1.62
"ARS,SHU,TOT,WOL",3.2,4.3,2.7,2.2,2.6,3.7,2.2,2.8,4.4,4.3,32.4,1.62
"AVL,CHE,EVE,LEI",3.1,2.5,2.8,2.3,3.8,4.5,3.8,4.3,3,2.3,32.4,1.62
"BHA,CHE,CRY,NEW",4.3,3.4,3.2,2.8,2.8,2.3,4.3,2.7,3.7,2.9,32.4,1.62
"BHA,EVE,LEI,LIV",2.6,2.8,4.4,3.3,2.7,2.2,3.8,4.9,3.4,2.3,32.4,1.62
"BHA,LEI,WHU,WOL",2.8,3.7,6.1,3.2,2.7,2.2,2.6,2.9,3.9,2.3,32.4,1.62
"BHA,MUN,SOU,WOL",3.2,2.7,4.2,1.7,3.2,2.2,2.7,3.3,2.7,6.5,32.4,1.62
"BHA,SHU,TOT,WOL",3.7,3.7,2.7,3.2,2.2,2.2,2.2,3.3,4.4,4.8,32.4,1.62
"BUR,LEI,MUN,SOU",2.7,2.6,4.2,2.8,2.7,4.9,3.7,3.3,1.7,3.8,32.4,1.62
"CHE,CRY,LEI,WBA",3.1,4.3,3.2,3.3,2.7,3.4,3.3,2.7,4.2,2.2,32.4,1.62
"CHE,EVE,LIV,SOU",2.7,4,2.8,1.7,4.8,3.2,3.9,2.7,3.3,3.3,32.4,1.62
"CHE,FUL,LEE,SOU",3.2,2.8,2.8,1.7,4.5,2.8,2.9,2.6,3.8,5.3,32.4,1.62
"CHE,FUL,LEI,MCI",3.1,3.8,2.8,2.6,3.3,3.3,2.8,4.3,3.8,2.6,32.4,1.62
"CHE,SHU,TOT,WOL",3.6,4.8,2.6,1.6,2.6,3.7,2.2,2.7,4.3,4.3,32.4,1.62
"CRY,EVE,LEE,SOU",3.9,1.8,3.3,2.4,4.4,3.2,3.9,2.7,3.9,2.9,32.4,1.62
"CRY,EVE,NEW,WOL",4.3,2.5,3.4,2.3,3.2,2.7,2.8,4.4,3.9,2.9,32.4,1.62
"CRY,FUL,MUN,SOU",3.9,2.8,3.3,3.9,3.2,2.4,2.9,2.8,2.8,4.4,32.4,1.62
"CRY,LEI,MUN,TOT",3.2,2.6,3.2,5.5,2.7,3.8,3.2,2.8,3.2,2.2,32.4,1.62
"EVE,FUL,LEE,SOU",4.5,1.8,3,2.4,5,2.8,2.9,2.7,3.5,3.8,32.4,1.62
"FUL,LIV,MUN,WOL",3.1,2.8,3.3,2.6,3.6,2.3,1.8,5.3,2.8,4.8,32.4,1.62
"LEE,SHU,WHU,WOL",3.3,2.6,3.1,4.3,2.6,3.1,3.8,2.3,4.5,2.8,32.4,1.62
"LEI,MUN,WHU,WOL",2.8,2.6,4.8,3.3,3.1,4.8,2.6,3.3,2.8,2.3,32.4,1.62
"ARS,LEI,MUN,WOL",2.7,2.6,4.8,2.2,3.1,4.3,2.6,3.7,2.7,3.8,32.5,1.625
"ARS,MUN,SHU,WOL",3.2,2.6,3.1,2.2,2.6,4.3,3.8,3.7,2.7,4.3,32.5,1.625
"BUR,LEE,SHU,WOL",4.8,2.6,3.1,2.7,2.2,3.1,3.8,3.2,3.4,3.6,32.5,1.625
"LEE,SHU,TOT,WOL",3.7,2.6,2.7,4.3,2.6,3.1,2.2,2.7,5,3.6,32.5,1.625
"AVL,BHA,LEI,SOU",2.7,3.3,3.9,3.3,2.7,2.4,3.7,3.3,3.4,3.8,32.5,1.625
"BHA,FUL,LEI,WHU",2.8,3.7,4.6,4.9,2.7,1.9,2.8,2.9,3.9,2.3,32.5,1.625
"CHE,LEI,MUN,WBA",3.1,2.6,3.1,3.3,3.1,5.5,3.3,3.6,2.6,2.3,32.5,1.625
"CHE,LIV,MUN,WBA",3.1,3.3,3.1,2.6,3.8,3.3,3.8,3.6,2.6,3.3,32.5,1.625
"CHE,MUN,NEW,WOL",3.6,2.3,3.1,1.6,3.6,4.8,2.8,3.6,2.6,4.5,32.5,1.625
"EVE,LEE,LEI,LIV",2.6,1.8,3.3,3.3,3.6,3.1,3.8,4.3,4.4,2.3,32.5,1.625
"ARS,CRY,EVE,MUN",3.9,1.8,3.3,2.9,3.2,4.4,5,2.8,2.3,2.9,32.5,1.625
"ARS,CRY,LEI,MUN",2.7,2.6,3.7,3.9,2.7,4.4,4.8,2.8,2.7,2.2,32.5,1.625
"ARS,FUL,LEI,WOL",2.7,3.8,4.5,2.2,3.1,2.3,1.8,4.4,3.9,3.8,32.5,1.625
"ARS,SHU,SOU,WOL",2.8,4.3,3.7,1.7,2.6,3.2,2.7,2.8,4.4,4.3,32.5,1.625
"AVL,CHE,FUL,LEI",3.1,3.3,2.8,3.3,3.3,2.5,2.8,4.3,3.3,3.8,32.5,1.625
"AVL,CHE,LEI,WBA",3.1,3.3,2.8,3.3,3.3,3.5,3.3,4.3,3.3,2.3,32.5,1.625
"AVL,CRY,SOU,WOL",3.2,4.5,3.4,1.7,3.2,2.7,2.7,2.8,3.9,4.4,32.5,1.625
"AVL,MUN,WHU,WOL",3.3,2.3,3.3,3.8,3.6,2.8,3.3,3.3,2.3,4.5,32.5,1.625
"BHA,CHE,NEW,WOL",3.6,3.4,4.3,1.6,3.2,2.2,2.8,3.2,3.7,4.5,32.5,1.625
"BHA,EVE,MUN,SOU",5,1.8,3.3,2.4,3.2,2.8,3.9,3.3,2.3,4.5,32.5,1.625
"BHA,EVE,TOT,WHU",3.4,2.9,2.9,3.9,3.9,3.3,3.4,2.4,3.4,3,32.5,1.625
"BHA,LEI,SHU,WOL",3.1,3.6,4.3,3.2,2.1,2.2,2.6,4.9,4.4,2.1,32.5,1.625
"BUR,FUL,LEI,WOL",3.1,3.8,4,2.7,2.7,2.3,1.8,4.9,2.9,4.3,32.5,1.625
"CHE,CRY,NEW,WOL",3.6,5.6,3.2,1.6,3.2,2.7,2.8,2.7,4.2,2.9,32.5,1.625
"CHE,EVE,FUL,TOT",3.7,3,2.7,2.3,4.5,3.4,2.4,2.7,3.3,4.5,32.5,1.625
"CHE,EVE,LEE,WBA",4.9,1.8,2.8,2.3,4.5,3.8,3.5,2.6,3.3,3,32.5,1.625
"CHE,EVE,LEI,WBA",3.1,2.8,2.8,2.3,3.3,5,3.3,4.3,3.3,2.3,32.5,1.625
"CHE,EVE,NEW,WOL",3.6,2.5,2.8,1.6,4.3,4.3,2.8,4.3,3.3,3,32.5,1.625
"CHE,FUL,NEW,SOU",3.2,3.5,2.8,1.7,4.5,2.9,2.9,2.7,3.8,4.5,32.5,1.625
"CHE,LEI,SOU,WOL",2.7,4.8,3.7,1.6,3.1,3.2,2.6,2.7,4.3,3.8,32.5,1.625
"CHE,MUN,SOU,WOL",3.2,3.8,3.1,1.6,3.6,3.2,2.7,2.7,2.6,6,32.5,1.625
"CHE,MUN,TOT,WOL",3.6,3.8,2.7,1.6,3.6,3.7,2.2,2.7,2.6,6,32.5,1.625
"CRY,FUL,NEW,SOU",3.9,3.5,3.4,2.9,3.4,2.4,2.9,2.8,4.4,2.9,32.5,1.625
"EVE,FUL,LEI,WHU",2.8,2.8,3,4,3.3,4,2.8,4,3.5,2.3,32.5,1.625
"EVE,FUL,LIV,MUN",4.4,1.8,3,3.3,3.8,2.3,3,5.3,2.3,3.3,32.5,1.625
"FUL,LEI,SOU,WOL",2.7,3.8,3.9,1.7,3.1,2.3,1.8,4.4,4.5,4.3,32.5,1.625
"LEE,MUN,TOT,WOL",3.7,1.6,3.2,3.8,3.6,3.1,2.2,2.7,3.3,5.3,32.5,1.625
"ARS,FUL,LEI,MUN",2.7,2.6,3.3,3.9,3.1,4,2.8,3.7,2.7,3.8,32.6,1.63
"BHA,CHE,LEI,MCI",3.1,3.7,4.2,2.6,2.7,3.2,3.6,3.2,3.7,2.6,32.6,1.63
"BHA,LEE,LEI,SOU",2.7,2.6,4.2,3.3,2.7,2.7,3.7,2.7,4.9,3.1,32.6,1.63
"CRY,LEE,MUN,WOL",4.3,1.6,3.6,3.8,3.2,2.7,3.8,2.7,3.2,3.7,32.6,1.63
"MUN,SHU,TOT,WOL",3.7,2.6,2.7,3.8,2.6,3.7,2.2,3.7,3.3,4.3,32.6,1.63
"ARS,CHE,CRY,FUL",3.2,4.5,2.8,2.2,3.4,2.4,3.3,2.7,3.7,4.4,32.6,1.63
