COMBO,GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,SUM,AVERAGE PER TEAM,STD DEV,AVG * STD DEV
"AVL,LEE,SOU,TOT,WHU",9.8,8.3,7.1,13.1,12.7,7.6,8.8,5.1,10,10.4,92.9,2.3225,,
"BHA,BUR,CHE,LEE,WHU",11.9,9.8,8.7,8.7,8.3,9.7,12.4,5.5,6.6,11.3,92.9,2.3225,,
"BHA,BUR,CHE,MUN,WHU",11.9,9.8,8.7,8.1,7.1,11.4,12.4,6.1,5.4,12,92.9,2.3225,,
"BUR,CHE,LEE,SHU,WHU",11.3,9.7,6.9,9.8,7.7,13.3,13.4,5.5,7.2,8.1,92.9,2.3225,,
"BUR,MUN,SHU,TOT,WBA",13,8.1,7,11.4,6,10.9,9.5,8.7,8.4,9.9,92.9,2.3225,,
"CRY,EVE,MCI,NEW,WBA",12.2,8.4,9.9,8.3,10,8.7,7.3,11.2,11,5.9,92.9,2.3225,,
"CRY,LEE,SHU,WBA,WHU",10.1,8.7,8.1,14.2,7.2,9.7,12.5,6.8,9.9,5.7,92.9,2.3225,,
"CRY,LIV,NEW,SHU,WBA",9.8,9.8,9.7,10.3,6.5,8.3,9.8,11.5,11.5,5.7,92.9,2.3225,,
"EVE,LEE,MCI,TOT,WHU",12,8.2,7.6,11,12,9.5,8.2,7.4,9.9,7.1,92.9,2.3225,,
"LEI,NEW,SHU,SOU,WHU",7.2,8.1,10.4,8.9,9.4,13.5,10.2,8.4,11.7,5.1,92.9,2.3225,,
"AVL,BUR,FUL,MCI,WOL",14.9,10.4,8.4,8.1,8.1,6.1,6.1,12,6.9,11.9,92.9,2.3225,,
"EVE,LEE,NEW,WBA,WHU",11.2,5.8,10,10.1,12.3,10.4,8.5,8.4,10.2,6,92.9,2.3225,,
"ARS,LIV,MUN,NEW,WHU",7.2,8.4,11.4,8.2,11.4,11.4,11.9,7.7,7.6,7.8,93,2.325,,
"BUR,CHE,LEE,TOT,WHU",10.2,10.9,7,10.4,9.4,11.2,10.3,5,7.7,10.9,93,2.325,,
"EVE,MCI,MUN,WBA,WHU",13.2,7.7,9.3,9.3,10.3,10.8,8.3,10.1,7.7,6.3,93,2.325,,
"ARS,AVL,CHE,LEE,WHU",9.7,8.4,7.7,10.3,12.7,10.3,11.9,5,7.2,9.8,93,2.325,,
"ARS,LEE,LEI,NEW,SHU",8.7,5.9,11.7,9.4,8.8,11.9,10.9,8.7,11.1,5.9,93,2.325,,
"ARS,LEE,MCI,WHU,WOL",9.7,10.3,10.8,7.6,11.3,8.4,9.7,7.2,9.4,8.6,93,2.325,,
"BUR,EVE,MCI,SOU,WBA",13.1,9.9,9.3,6.1,10.4,9.2,7.2,10.1,9.3,8.4,93,2.325,,
"CRY,LEE,MCI,MUN,WBA",15.6,7.5,8.4,11.9,8.1,7.5,9.3,8.1,9.6,7,93,2.325,,
"LEI,MCI,NEW,SOU,WHU",7.2,9.7,12,7.2,11.5,11.3,7.5,8.4,12.6,5.6,93,2.325,,
"ARS,AVL,FUL,LIV,MCI",10.8,9.4,8.8,8.6,10.8,6.1,8.1,12.5,8.3,9.6,93,2.325,,
"ARS,BHA,LEI,NEW,SHU",8.7,7,13.5,8.3,7.2,11,11.4,9.3,10,6.6,93,2.325,,
"AVL,BUR,LEE,LIV,SOU",12.7,8.8,8.2,9.1,10.3,6.5,10.2,8.2,8.3,10.7,93,2.325,,
"AVL,CRY,LEI,MCI,WBA",11.9,9.2,10,11.4,7.6,7.2,7.6,11.1,11.5,5.5,93,2.325,,
"AVL,EVE,NEW,SHU,WBA",12.7,5.8,7.9,10,10.1,10.1,8,13.4,9.2,5.8,93,2.325,,
"AVL,MCI,MUN,TOT,WOL",13.7,8.7,7.6,9.7,9,7.5,6.5,10.8,8.2,11.3,93,2.325,,
"BHA,MCI,NEW,SOU,TOT",9.9,9.4,10.3,7.1,10.5,7.5,7.1,7.7,12.5,11,93,2.325,,
"BUR,CRY,LEE,MUN,TOT",14.4,8.1,6.9,13.1,7.1,8.6,10.9,6,7.1,10.8,93,2.325,,
"CRY,MCI,MUN,NEW,SHU",13.5,7.5,7.9,10.3,6.9,10.8,10.3,10.7,9.1,6,93,2.325,,
"LEE,LEI,MCI,MUN,TOT",13.2,6.4,7.9,11.4,8.5,10,8,8,11.7,7.9,93,2.325,,
"LEI,LIV,MCI,NEW,SOU",7,9.7,11.8,6.5,10.2,9,7.5,11.9,13.5,5.9,93,2.325,,
"LIV,MCI,MUN,SOU,WHU",9.2,10.8,10,7.5,10.6,9,9.5,9.2,9.1,8.1,93,2.325,,
"ARS,AVL,SOU,WBA,WHU",7.4,9.5,10.7,8.9,13.3,8.4,10,6.9,8.9,9,93,2.325,,
"ARS,SHU,WBA,WHU,WOL",7.7,10.4,11.1,8.7,8.2,10.8,10.9,9,8.9,7.3,93,2.325,,
"ARS,AVL,BHA,BUR,LEI",11.3,7.7,12.6,8.2,7.7,8.4,11.4,8.2,6.2,11.3,93,2.325,,
"ARS,BHA,BUR,CRY,LEE",12.5,8.7,9.8,9.8,7.2,7.1,13.6,6,7.1,11.2,93,2.325,,
"ARS,BUR,NEW,SOU,TOT",7.7,10,9.9,6.2,11.7,10.3,8.9,6.1,10,12.2,93,2.325,,
"AVL,BHA,CHE,MCI,NEW",13.4,8.3,9.3,7,10.4,8.3,8.6,9.8,8.6,9.3,93,2.325,,
"AVL,BHA,LEE,LIV,WBA",13,6.7,9.8,11.7,8.7,5.5,9.8,9.9,9.3,8.6,93,2.325,,
"AVL,CHE,CRY,MCI,NEW",12.3,10.5,7.6,8.7,10.4,8.8,8.6,9.3,9.1,7.7,93,2.325,,
"AVL,MUN,SHU,SOU,WHU",10.9,7.1,7,11,9.8,11.4,11.9,8.3,6.8,8.8,93,2.325,,
"BUR,EVE,LIV,MCI,WOL",11.7,11.9,9.8,5.9,8.4,7.9,7.4,13.6,7.8,8.6,93,2.325,,
"BUR,LEE,LIV,MUN,WHU",12.8,8.7,9,10.3,8.5,9.6,12.4,6.5,6.6,8.6,93,2.325,,
"CHE,LIV,MCI,NEW,SHU",9.1,10.7,8.4,6.4,8.5,11.2,8.9,12.8,10.6,6.4,93,2.325,,
"ARS,AVL,BUR,FUL,NEW",12.5,7.5,9.1,8.9,10.7,8.5,9.1,9.3,6.3,11.1,93,2.325,,
"ARS,AVL,CRY,EVE,MCI",12.5,8.4,7.8,8.8,12.4,8.2,9.8,10.1,7.3,7.7,93,2.325,,
"ARS,AVL,EVE,MCI,SOU",11.4,8,8.3,5.6,15.1,8.7,8.2,10.1,8.3,9.3,93,2.325,,
"ARS,BHA,MCI,MUN,SHU",13,7,9.6,8.6,6.9,9.7,12.4,9.6,7.1,9.1,93,2.325,,
"ARS,BUR,FUL,LIV,MCI",10.8,11.4,9.8,6.9,8.6,7.6,9.2,10.8,7.7,10.2,93,2.325,,
"ARS,BUR,FUL,MCI,TOT",11.4,10.9,8.3,8.7,8.8,8.7,7.8,7.7,8.2,12.5,93,2.325,,
"ARS,BUR,LEE,LEI,TOT",9.6,8.1,10.7,9.9,8.2,10.2,9.8,6,10.3,10.2,93,2.325,,
"ARS,BUR,MCI,SHU,WOL",11.2,11.2,9.7,5.9,6.9,9.6,10.3,10.8,7.8,9.6,93,2.325,,
"ARS,EVE,LEE,NEW,WHU",9.5,5.8,10,8.5,14.8,11.4,11.1,6.7,8.4,6.8,93,2.325,,
"ARS,EVE,LEE,SHU,WHU",9.5,6.1,7.7,10,11.9,12.3,13.6,7.4,7.9,6.6,93,2.325,,
"ARS,FUL,LEE,MCI,NEW",12.5,6.8,9.8,8.8,11.6,8.1,7.8,8.7,10.3,8.6,93,2.325,,
"ARS,LIV,MCI,WHU,WOL",6,13.5,11.9,5.8,10.6,7.9,9.5,10.4,9.3,8.1,93,2.325,,
"AVL,BHA,BUR,SOU,WBA",13.1,8.9,10,8.2,8.4,6.3,9.4,8.3,7.8,12.6,93,2.325,,
"AVL,BUR,CHE,TOT,WHU",10.2,11.6,6.7,10.4,10,10.9,9.8,5.6,6.2,11.6,93,2.325,,
"AVL,BUR,EVE,TOT,WBA",13.6,8,6.9,10.5,9.5,8.9,7.4,10,8.1,10.1,93,2.325,,
"AVL,BUR,LEI,NEW,SHU",12.3,6.6,8.9,9.9,7.1,11.6,9.9,11.5,8.6,6.6,93,2.325,,
"AVL,CHE,CRY,LEE,MCI",14.3,9.8,6.5,11.2,9.8,7,9.6,7.6,8.7,8.5,93,2.325,,
"AVL,CHE,MCI,NEW,SOU",11.2,9.4,8.1,5.5,12.7,9.3,8,9.3,10.2,9.3,93,2.325,,
"AVL,LEE,LEI,MCI,SOU",12.7,7.1,8.6,9.7,10.8,7.5,8,9.3,11.4,7.9,93,2.325,,
"AVL,LEE,LIV,MUN,SHU",14.3,4.9,6.4,12.8,7.9,8.1,11.3,11.2,7.7,8.4,93,2.325,,
"AVL,LEE,SOU,WBA,WHU",11,7.8,8.8,12,12.2,7.2,8.9,6.8,10,8.3,93,2.325,,
"AVL,LEI,MUN,NEW,TOT",11.2,5.6,8.3,11.6,9.2,10.9,7.7,9.7,10.5,8.3,93,2.325,,
"AVL,LEI,TOT,WBA,WHU",7.8,8.8,9.7,13.2,9.4,9.4,7.2,8.5,12.2,6.8,93,2.325,,
"BHA,BUR,CHE,NEW,WHU",9.9,10.5,10.5,7.1,8.9,11.5,11.4,6.1,6.6,10.5,93,2.325,,
"BHA,EVE,NEW,SHU,WHU",11.1,6.2,9.5,9.4,9.5,12,12,9.6,7.9,5.8,93,2.325,,
"BHA,FUL,MCI,TOT,WBA",11.7,9.4,9.4,10.8,7.9,6.2,5.7,9.4,11.5,11,93,2.325,,
"BHA,LEE,MUN,NEW,WHU",13.1,5,10.3,11,9.8,9.8,11.5,6.5,7.7,8.3,93,2.325,,
"BHA,LIV,MCI,WBA,WOL",9.8,11.8,12.4,6.8,7.5,5.5,6.9,13,10.7,8.6,93,2.325,,
"BUR,CRY,MCI,NEW,SOU",11.9,11.4,9.7,6.6,9.4,8.6,9.2,7.7,10.2,8.3,93,2.325,,
"BUR,LEE,MUN,NEW,SHU",16,4.9,7.4,10.4,7,11.9,11.6,8.5,7.2,8.1,93,2.325,,
"EVE,LIV,MCI,MUN,WHU",11.4,8.8,9.1,8.1,10.6,10.1,9.6,11.5,7.2,6.6,93,2.325,,
"LEE,LEI,MCI,MUN,WHU",12.8,6.8,9.6,10.9,9,11.1,9.6,7.6,9.2,6.4,93,2.325,,
"LIV,NEW,SHU,TOT,WBA",9.2,8.8,9.2,10.3,7.6,9.3,7.7,11.5,13.3,6.1,93,2.325,,
"ARS,AVL,BUR,EVE,WBA",13.1,7.5,9.2,7.8,11.5,9.5,9.6,10,5.8,9,93,2.325,,
"ARS,AVL,MCI,SHU,WOL",11.2,9.2,8.7,7.5,9.1,8.1,9.2,12.5,8.4,9.1,93,2.325,,
"ARS,AVL,NEW,SHU,SOU",8.8,7.3,8.8,7.8,12.2,10,10.5,9.4,9.4,8.8,93,2.325,,
"ARS,BHA,LIV,MCI,SHU",9.3,9.6,10.7,7.4,7.4,7.5,12.2,11.8,9.2,7.9,93,2.325,,
"ARS,CHE,NEW,TOT,WHU",6.6,10.6,9.4,7.8,12.3,13,9.8,5.1,9.4,9,93,2.325,,
"ARS,CRY,NEW,TOT,WBA",8.8,9.5,10.6,10.5,9.6,8.8,8.4,7.2,12.2,7.4,93,2.325,,
"ARS,CRY,TOT,WBA,WHU",7.3,11.6,10.1,12.1,9.5,8.8,10.5,5.2,10.5,7.4,93,2.325,,
"ARS,LEE,LEI,MCI,MUN",12.7,5.9,11.5,8.7,9,10.6,9.6,8,9.1,7.9,93,2.325,,
"AVL,BUR,CRY,LEI,MCI",13.8,10.2,8.8,10.3,7,8.2,9.6,9.9,8.2,7,93,2.325,,
"AVL,BUR,CRY,MUN,SHU",15.5,7.6,6.5,12.5,5.4,9.4,12.6,9.2,5.6,8.7,93,2.325,,
"AVL,BUR,EVE,WBA,WHU",13.2,8.5,8.6,10,10.6,9.5,9.6,9.6,5.9,7.5,93,2.325,,
"AVL,BUR,FUL,TOT,WBA",13.1,9,6.9,12.6,7.9,6.9,6.4,9.4,8.6,12.2,93,2.325,,
"AVL,BUR,FUL,WBA,WHU",12.7,9.5,8.6,12.1,9,7.5,8.6,9,6.4,9.6,93,2.325,,
"AVL,BUR,LEI,MUN,NEW",14.3,5.6,9.4,9.4,8.1,11.5,9.3,10.2,6.9,8.3,93,2.325,,
"AVL,CHE,LEE,NEW,WBA",12.9,6.3,8.2,10.3,11.1,8.9,8.3,8.7,10,8.3,93,2.325,,
"AVL,CRY,FUL,MCI,WHU",12.1,10.5,7.8,13.1,9.9,6.2,8.8,9,7.9,7.7,93,2.325,,
"AVL,CRY,LEE,NEW,SHU",13.5,5.6,6.5,14.1,8.8,8.3,11,9.3,9.4,6.5,93,2.325,,
"AVL,EVE,LEE,LEI,NEW",12.9,4.8,8.4,10.5,11.6,9.8,8.3,10.9,9.7,6.1,93,2.325,,
"AVL,EVE,LEE,MUN,WHU",15.1,4.1,6.6,12.6,12,9.8,10.5,8.2,5.8,8.3,93,2.325,,
"AVL,LEI,MUN,NEW,SHU",12.3,5.6,8.2,11,7.5,12.1,9.3,11.9,8.5,6.6,93,2.325,,
"BHA,LEE,LIV,MCI,MUN",14.9,6.9,9.4,9,8.4,6.3,10.6,10,8.6,8.9,93,2.325,,
"BHA,LEE,MUN,NEW,WBA",14.7,5,10.8,10.4,8.2,8.2,9.5,8.5,9.4,8.3,93,2.325,,
"BHA,MCI,NEW,SHU,SOU",11,8.2,10.2,7.1,8.8,8.7,9.2,10.3,11.3,8.2,93,2.325,,
"BUR,CHE,LEE,NEW,WHU",11.3,9.4,8.7,8.3,10.5,12.4,10.9,5.5,7.7,8.3,93,2.325,,
"BUR,CHE,MCI,MUN,WBA",14.9,10.2,8.5,7.5,7.7,10.8,8.6,8.6,6.9,9.3,93,2.325,,
"BUR,CRY,LEE,MCI,SOU",13.9,10.7,8.6,8.7,8.7,7.4,10.2,6,9.7,9.1,93,2.325,,
"BUR,CRY,LEE,NEW,TOT",12.4,8.8,7.6,12.1,8.3,8.6,9.9,6,10,9.3,93,2.325,,
"BUR,CRY,LEE,NEW,WBA",13.6,8.3,9.8,11,7.8,8.2,10,7.6,10,6.7,93,2.325,,
"BUR,LEI,MCI,SOU,WBA",10.8,10.7,11.5,7.1,7.6,9.2,7,9.4,12,7.7,93,2.325,,
"BUR,MUN,SHU,SOU,WHU",10.9,9.1,8,9.3,7.6,12.9,13,6.6,6.2,9.4,93,2.325,,
"BUR,MUN,SHU,WHU,WOL",11.3,9.7,8.6,9.2,5.8,12.3,11.9,8.7,6.2,9.3,93,2.325,,
"LEE,LEI,LIV,MCI,TOT",9.5,9,9,10.2,9,7.8,7.8,10.2,13.8,6.7,93,2.325,,
"LIV,MUN,NEW,WBA,WHU",8.9,8.4,11.4,9.8,9.7,10.4,9.3,9.4,9.4,6.3,93,2.325,,
"LIV,NEW,SOU,WBA,WHU",7.2,10.6,12,7.7,11.6,8.8,8.2,8.5,12.1,6.3,93,2.325,,
"ARS,BHA,MCI,SHU,TOT",9.9,9.2,9.2,9.1,7.6,8.6,10.8,8.7,9.7,10.2,93,2.325,,
"ARS,LEE,LEI,LIV,MCI",9,8.5,12.6,7.5,9.5,8.4,9.4,10.2,11.2,6.7,93,2.325,,
"ARS,LEI,LIV,MCI,MUN",9,8.5,12.6,7.5,8.3,10.1,9.4,11.2,9,7.4,93,2.325,,
"AVL,BHA,FUL,LEE,NEW",14.7,5.7,8.4,12.5,10,5.2,8.5,9.2,8.4,10.4,93,2.325,,
"AVL,BUR,EVE,MCI,WOL",15.4,9.4,8.4,6,9.7,8.1,7.1,12.7,6.4,9.8,93,2.325,,
"AVL,EVE,MCI,NEW,WOL",13.4,7.4,8.9,6.1,12,8.1,6.6,13.8,8.9,7.8,93,2.325,,
"FUL,LEI,NEW,TOT,WBA",9.3,7.8,10.2,11.1,7.8,8.9,5.7,10.4,14.4,7.4,93,2.325,,
"EVE,MCI,NEW,SOU,WHU",9.5,8.9,9.9,6.2,14.3,10.8,7.7,9.1,10.4,6.3,93.1,2.3275,,
"AVL,BHA,LEE,LIV,WHU",11.4,7.8,9.3,12.3,10.3,5.5,11.8,7.8,8.3,8.6,93.1,2.3275,,
"BHA,BUR,CRY,TOT,WBA",11.1,10.9,9.4,11.4,6.2,6.7,9.9,6.6,9.4,11.5,93.1,2.3275,,
"ARS,AVL,LEI,MUN,WHU",9.2,6.6,11.4,10.5,10.3,11.5,11.4,7.7,6.2,8.3,93.1,2.3275,,
"ARS,BUR,LIV,NEW,SHU",8.7,9.3,10.3,7.1,8.2,10.9,12.5,10.3,8.2,7.6,93.1,2.3275,,
"AVL,BHA,LEI,NEW,WBA",11,6.7,12.4,9.9,8.3,7.9,7.8,11,11.3,6.8,93.1,2.3275,,
"BHA,BUR,LEE,LIV,WHU",11.4,9.8,10.3,9.7,8.1,7,12.9,6.1,7.7,10.1,93.1,2.3275,,
"BHA,MCI,SOU,TOT,WBA",10,10.4,10.3,8.1,8.8,7.1,6.6,7.8,13,11,93.1,2.3275,,
"CHE,LEE,MCI,WBA,WHU",11.4,10.3,9.1,9.2,10.4,10.1,8.6,6.7,10.2,7.1,93.1,2.3275,,
"MCI,MUN,SOU,WBA,WHU",11,9.7,10.2,8.7,10.3,9.7,8.2,7.8,9.7,7.8,93.1,2.3275,,
"ARS,BHA,LEI,SHU,WHU",7.2,8,13,9.8,7.1,11.9,13.9,7.3,8.3,6.6,93.1,2.3275,,
"ARS,BHA,MCI,SOU,WBA",9.5,9.9,12.6,6.5,10.4,7.1,8.7,7.8,10.7,9.9,93.1,2.3275,,
"ARS,LEI,MCI,SOU,WBA",7.2,9.8,14,6.6,10.3,9.2,7,8.9,13,7.1,93.1,2.3275,,
"AVL,BHA,EVE,MCI,TOT",14.1,7.4,7.3,9.8,10.4,7.1,7.7,10.6,8.3,10.4,93.1,2.3275,,
"BUR,LIV,NEW,SHU,WBA",10.4,9.3,10.3,8.7,6.5,9.9,9.9,12,10,6.1,93.1,2.3275,,
"CRY,MCI,SHU,SOU,WHU",8.4,11.8,8.5,9.8,8.7,10.1,11.7,7.8,10.3,6,93.1,2.3275,,
"LEE,NEW,SHU,TOT,WBA",11,6.6,8.1,12.6,8.3,9.8,7.9,8.8,13.4,6.6,93.1,2.3275,,
"NEW,TOT,WBA,WHU,WOL",8.2,10.6,11.1,9.4,9.9,9.3,5.7,8.5,12.4,8,93.1,2.3275,,
"ARS,BHA,EVE,NEW,WBA",11.1,6.9,12.4,7.3,11.6,8.9,9,9.4,9,7.5,93.1,2.3275,,
"AVL,BUR,LIV,MUN,TOT",13.2,8.8,7.2,10.8,8,8.2,9.7,9.2,6.1,11.9,93.1,2.3275,,
"CRY,LIV,MCI,NEW,TOT",8.7,11.9,9.1,9.7,9.1,7.4,8,10.3,12.4,6.5,93.1,2.3275,,
"LEI,NEW,SOU,WBA,WHU",7.2,8.8,12.8,8.4,10.6,11,7.2,8.4,13.4,5.3,93.1,2.3275,,
"BHA,BUR,LEI,NEW,TOT",9.8,8.2,11.1,8.8,6.6,9.8,8.7,8.2,11,10.9,93.1,2.3275,,
"ARS,AVL,BHA,BUR,SOU",11.4,8.9,10,6.6,10.5,7.3,11.5,6.6,6.2,14.1,93.1,2.3275,,
"ARS,BHA,LEI,TOT,WHU",6.1,9.2,13.1,9.9,8.8,9.8,10.8,5.7,10.3,9.4,93.1,2.3275,,
"ARS,BHA,NEW,SHU,TOT",9.3,7.7,9.9,9.3,8.4,9.9,11,7.7,10,9.9,93.1,2.3275,,
"ARS,FUL,LEE,MCI,WHU",11,8.7,9.3,10.4,11.5,8.1,9.9,6.7,8.9,8.6,93.1,2.3275,,
"AVL,FUL,MCI,SHU,WBA",14.2,7.8,7.2,11.9,7.7,6.8,6.8,13.7,9.4,7.6,93.1,2.3275,,
"AVL,LIV,TOT,WBA,WHU",7.8,10.6,8.9,12.5,10.4,7.2,8.2,9.1,10.6,7.8,93.1,2.3275,,
"CHE,LIV,MCI,WBA,WHU",7.7,13.5,10.2,7.4,9.7,9.6,8.4,9.9,10.1,6.6,93.1,2.3275,,
"ARS,AVL,LEE,SOU,WBA",10.9,7.3,9.4,9.8,12.7,7.2,8.9,7.2,9.9,9.8,93.1,2.3275,,
"ARS,BUR,LEI,MUN,WHU",9.2,8.6,12.4,8.8,8.1,13,12.5,6.6,5.6,8.3,93.1,2.3275,,
"ARS,LEE,MCI,MUN,TOT",13.3,7.1,7.9,10.3,10.2,9.5,9.2,6.4,9.1,10.1,93.1,2.3275,,
"AVL,BHA,BUR,LEE,WOL",15.4,7.7,8.8,9.6,7.6,5.5,9.8,8.6,6.8,13.3,93.1,2.3275,,
"AVL,BHA,BUR,LEI,WHU",11.4,8.7,10.7,10.4,7.7,8.9,11.4,7.8,6.3,9.8,93.1,2.3275,,
"AVL,CHE,MCI,MUN,SHU",14.8,7.5,5.9,9.1,8,11.3,9.6,11.2,6.6,9.1,93.1,2.3275,,
"AVL,CRY,LEE,TOT,WBA",12.5,7.8,6.6,15.7,8.9,6.7,8.4,7.2,11.1,8.2,93.1,2.3275,,
"AVL,LEE,NEW,SHU,SOU",12.4,5.6,7,10.9,11.1,8.8,9.4,9.3,10.5,8.1,93.1,2.3275,,
"AVL,MUN,NEW,SOU,WHU",10.9,6.8,8.8,9.5,12.7,10.5,9.4,7.7,7.8,9,93.1,2.3275,,
"BHA,BUR,MUN,NEW,SHU",14.6,6,9.2,9.3,5.4,11,12.1,9.1,6.1,10.3,93.1,2.3275,,
"BHA,CHE,MCI,NEW,WHU",9.9,10.4,10.9,7,10.4,10.8,9.6,7.2,9.1,7.8,93.1,2.3275,,
"BHA,CRY,NEW,SHU,WHU",10,8.8,9.9,11.5,7.2,10.4,13.5,7.3,8.8,5.7,93.1,2.3275,,
"BHA,LIV,MCI,NEW,WOL",9.7,10.8,12.4,6.4,8.4,5.8,7.4,12.9,10.7,8.6,93.1,2.3275,,
"BUR,LIV,TOT,WBA,WHU",7.8,12.6,9.9,10.3,8.2,8.7,9.3,7.4,10,8.9,93.1,2.3275,,
"CHE,CRY,MCI,SHU,WHU",8.8,12.9,7.4,9.7,7.6,12.2,12.1,7.7,8.7,6,93.1,2.3275,,
"EVE,LEI,MCI,WBA,WHU",9.5,8.7,11.2,8.8,9.8,10.8,7.1,10.8,11.1,5.3,93.1,2.3275,,
"FUL,LEE,LIV,MCI,NEW",12.4,7.7,9.1,9.2,10.2,6.4,7.6,11.8,11.3,7.4,93.1,2.3275,,
"ARS,AVL,BUR,EVE,SHU",13,6.8,6.8,8.3,10.3,10.5,12.2,10.6,5.8,8.8,93.1,2.3275,,
"ARS,AVL,FUL,MCI,TOT",11.4,9,7.3,10.9,11,7.2,6.7,9.4,8.8,11.4,93.1,2.3275,,
"ARS,AVL,NEW,WHU,WOL",7.7,9.1,11.2,7.8,12.7,9.4,9.4,8.9,7.9,9,93.1,2.3275,,
"ARS,BHA,BUR,LEE,SOU",11.4,8.2,10.3,6.6,9.9,7.6,12,6,7.7,13.4,93.1,2.3275,,
"ARS,BUR,EVE,MCI,WOL",11.8,10.4,9.9,5.5,10.6,9.6,8.2,10.5,6.8,9.8,93.1,2.3275,,
"ARS,BUR,NEW,WHU,WOL",7.7,11.1,12.2,6.1,10.5,10.9,10.5,7.3,7.3,9.5,93.1,2.3275,,
"ARS,CRY,LEE,LIV,MCI",10.2,10.7,9.5,9.1,9.6,6.8,11.1,8.6,10.2,7.3,93.1,2.3275,,
"ARS,CRY,MCI,MUN,NEW",11.9,8.2,10.2,8.2,9.8,10.2,10.3,8.1,8.5,7.7,93.1,2.3275,,
"ARS,EVE,MCI,TOT,WHU",8.4,9.9,8.9,8.3,13.5,10.7,9.3,7.5,8.8,7.8,93.1,2.3275,,
"ARS,EVE,NEW,TOT,WHU",7.8,8,9.6,8.5,14.3,12,9.5,6.8,9.1,7.5,93.1,2.3275,,
"ARS,FUL,LEI,NEW,WHU",7.2,7.8,13.2,9.5,10.6,11.1,8.9,8.4,9.6,6.8,93.1,2.3275,,
"ARS,FUL,SHU,WBA,WHU",9,8.8,9.6,11.5,8.4,10.5,11.1,8.5,8.4,7.3,93.1,2.3275,,
"ARS,LEE,LEI,MUN,NEW",10.7,4.9,12.2,8.9,9.8,11.8,9.8,8,9.4,7.6,93.1,2.3275,,
"ARS,LEI,SHU,SOU,WHU",5.6,9.1,11.8,8.3,9.8,12.9,12.3,6.8,9.9,6.6,93.1,2.3275,,
"ARS,MUN,NEW,TOT,WBA",9.4,7.3,10.5,9.4,10,10.9,7.9,8.1,10.6,9,93.1,2.3275,,
"AVL,BHA,BUR,FUL,NEW",14.7,6.9,9.1,9.9,8.4,6.4,9,9.8,6.3,12.6,93.1,2.3275,,
"AVL,BUR,CHE,CRY,MCI",14.3,12.5,7.2,8.6,8.2,8.2,10.1,8.2,6.6,9.2,93.1,2.3275,,
"AVL,BUR,NEW,TOT,WOL",11.7,9.5,8.4,8.8,9.3,8.2,6.7,9.8,8.6,12.1,93.1,2.3275,,
"AVL,CHE,LIV,SHU,WHU",7.6,10.9,7,9.7,9.2,11.3,12.1,9.9,7.8,7.6,93.1,2.3275,,
"AVL,CHE,MCI,SHU,WBA",12.9,9.2,7,9.1,8.2,9.8,8.1,12,9.2,7.6,93.1,2.3275,,
"AVL,CRY,EVE,LIV,MCI",12.4,9.9,7.8,9.2,10.2,6.5,9.1,13.2,8.3,6.5,93.1,2.3275,,
"AVL,CRY,FUL,LIV,MCI",11.9,10.9,7.8,11.3,8.6,5.2,8.1,12.5,8.8,8,93.1,2.3275,,
"AVL,CRY,LEE,MUN,NEW",15.5,4.6,7,13.6,9.8,8.2,10.5,8,7.7,8.2,93.1,2.3275,,
"AVL,CRY,MCI,NEW,WOL",12.3,10.5,9.3,8.7,9.7,6.5,7.1,11.5,9.8,7.7,93.1,2.3275,,
"AVL,FUL,LIV,MCI,SHU",12.4,8.7,7.2,10.7,8,6.1,8.1,15.1,8.9,7.9,93.1,2.3275,,
"AVL,FUL,MCI,MUN,SHU",16.1,6.1,6.1,11.9,7.5,8.3,8.3,12.9,6.8,9.1,93.1,2.3275,,
"AVL,MCI,MUN,WBA,WOL",14.9,8.2,9.2,8.6,8.5,7.1,6.6,12.5,8.2,9.3,93.1,2.3275,,
"AVL,MUN,SHU,WHU,WOL",11.3,7.7,7.6,10.9,8,10.8,10.8,10.4,6.8,8.8,93.1,2.3275,,
"AVL,NEW,WBA,WHU,WOL",9.4,9.1,11.2,9.4,11,8.4,6.8,10.6,9.7,7.5,93.1,2.3275,,
"BHA,BUR,EVE,MCI,SHU",15.2,8.1,8.2,7.6,6.5,9.2,10.9,11.5,6.8,9.1,93.1,2.3275,,
"BHA,BUR,SHU,SOU,WHU",9.5,10.2,9.3,8.7,7.2,10.3,13.5,6.2,7.3,10.9,93.1,2.3275,,
"BHA,BUR,SHU,WHU,WOL",9.9,10.8,9.9,8.6,5.4,9.7,12.4,8.3,7.3,10.8,93.1,2.3275,,
"BHA,CHE,MCI,SHU,WHU",9.9,10.7,8.6,8.5,7.6,11.7,12.1,8.2,8.2,7.6,93.1,2.3275,,
"BHA,CRY,LEE,MCI,TOT",13,9.1,8,12.4,8.2,6.4,9.7,6,10.7,9.6,93.1,2.3275,,
"BHA,LEI,MCI,WBA,WHU",9.5,9.6,13.3,9.7,7.6,8.7,8.6,9,11.5,5.6,93.1,2.3275,,
"BUR,CHE,LIV,MCI,TOT",10,13.9,8.1,6.3,8.7,9,8.3,9.1,9,10.7,93.1,2.3275,,
