COMBO,GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,SUM,AVG PER TEAM,STD DEV,AVG * STD DEV
"BHA,TOT,WHU",1.5,1.9,1.4,2.4,1.4,0.9,1.4,1,1.9,1.5,15.3,1.53,0.4423422506,0.6767836434
"BHA,CHE,WHU",1.5,1.9,1.3,0.8,1.4,0.9,2.3,1,1.8,1.5,14.4,1.44,0.4718756898,0.6795009934
"CHE,LEI,TOT",1.3,1.8,1.3,0.8,1.3,2.4,1.4,1.3,1.8,0.8,14.2,1.42,0.4802776974,0.6819943304
"BUR,LEE,WOL",1.8,0.8,1.8,0.8,1.4,1.3,0.8,1.3,0.9,2.3,13.2,1.32,0.5181162461,0.6839134448
"CRY,EVE,LEE",2.5,0.8,1.5,1.5,1.4,1.4,2,1.3,1.5,1.4,15.3,1.53,0.4473378042,0.6844268405
"AVL,BHA,LIV",1.3,1.5,1.5,1.8,1.4,0.9,2.5,1.9,1.5,1.8,16.1,1.61,0.4254409477,0.6849599258
"CHE,LEI,MCI",1.3,1.8,1.3,0.8,1.3,2.3,1.8,1.3,1.8,0.8,14.5,1.45,0.474341649,0.6877953911
"BUR,LEI,TOT",1.3,1.8,1.4,1.9,1.3,2.4,1.4,1.4,0.9,0.8,14.6,1.46,0.4718756898,0.6889385072
"CHE,CRY,SHU",1.8,1.8,1.3,0.8,0.8,1.4,2.3,1.3,1.8,1.3,14.6,1.46,0.4718756898,0.6889385072
"CRY,SHU,SOU",1.4,1.8,1.3,0.9,0.8,1.4,1.9,1.4,2.4,1.3,14.6,1.46,0.4718756898,0.6889385072
"BHA,LEI,TOT",1.3,1.8,1.4,2.4,1.3,0.9,1.4,1.4,1.9,0.8,14.6,1.46,0.4718756898,0.6889385072
"BUR,CRY,EVE",2.5,1,1.5,1.5,1.4,1.4,2,1.4,0.9,1.4,15,1.5,0.4594682917,0.6892024376
"CRY,LEE,SOU",1.4,0.8,1.8,0.9,1.4,1.4,1.9,1.3,2.4,1.4,14.7,1.47,0.4691600059,0.6896652086
"BHA,CHE,CRY",1.8,1.9,1.3,0.8,1.4,0.9,2.3,1.3,1.8,1.4,14.9,1.49,0.4629614815,0.6898126074
"BHA,CHE,LIV",1.3,1.9,1.3,0.8,1.4,0.9,2.3,1.3,1.8,1.8,14.8,1.48,0.466190233,0.6899615448
"EVE,LEE,TOT",1.9,0.8,1.4,1.5,2.5,1.8,1.4,1.3,1.5,1.5,15.6,1.56,0.4427188724,0.690641441
"BHA,CRY,EVE",2.5,1,1.5,1.5,1.4,0.9,2,1.4,1.5,1.4,15.1,1.51,0.4581363213,0.6917858452
"AVL,BUR,LIV",1.3,1.5,1.5,1.8,1.4,1.3,2.5,1.9,0.9,1.8,15.9,1.59,0.4357624225,0.6928622518
"LEE,LEI,WOL",1.3,0.8,1.8,0.8,1.3,1.3,0.8,1.3,2.5,0.8,12.7,1.27,0.5457919832,0.6931558186
"LEE,SHU,WOL",1.8,0.8,1.3,0.8,0.8,1.3,0.8,1.3,2.5,1.3,12.7,1.27,0.5457919832,0.6931558186
"BHA,NEW,SOU",1.4,1.5,2.4,0.9,1.4,0.9,1.9,1.4,1.9,1.5,15.2,1.52,0.4565571645,0.69396689
"BHA,SOU,WBA",1.4,1.9,2.4,0.9,1.4,0.9,1.5,1.4,1.9,1.5,15.2,1.52,0.4565571645,0.69396689
"BUR,NEW,SOU",1.4,1.5,2.4,0.9,1.4,1.9,1.9,1.4,0.9,1.5,15.2,1.52,0.4565571645,0.69396689
"AVL,LEE,WOL",1.8,0.8,1.5,0.8,1.8,1.3,0.8,1.3,1.5,2.3,13.9,1.39,0.4998888765,0.6948455384
"ARS,AVL,LIV",1.3,1.5,1.5,1.4,2.3,1.3,2.5,1.4,1.5,1.8,16.5,1.65,0.4222953153,0.6967872703
"LIV,MUN,WBA",1.3,0.8,1.8,1.8,1.8,1.3,1.5,2.3,0.8,1.5,14.9,1.49,0.4677368681,0.6969279335
"AVL,LEE,LEI",1.3,0.8,1.5,2.5,1.3,1.5,1.8,1.3,1.5,0.8,14.3,1.43,0.4877385456,0.6974661202
"LEI,TOT,WOL",1.3,1.8,1.4,0.8,1.3,1.3,0.8,1.4,2.5,0.8,13.4,1.34,0.5211099266,0.6982873016
"SHU,SOU,WOL",1.4,1.8,1.3,0.8,0.8,1.3,0.8,1.4,2.5,1.3,13.4,1.34,0.5211099266,0.6982873016
"AVL,BHA,LEI",1.3,1.5,1.5,2.4,1.3,0.9,1.8,1.9,1.5,0.8,14.9,1.49,0.4701063709,0.7004584927
"CRY,LEI,MCI",1.3,1.8,1.9,1.8,1.3,1.4,1.8,1.4,2.4,0.8,15.9,1.59,0.4408325457,0.7009237476
"AVL,CHE,MCI",1.8,1.5,1.3,0.8,2.5,1.5,1.8,1.3,1.5,1.8,15.8,1.58,0.4442221666,0.7018710233
"ARS,FUL,LEE",1.4,0.8,1.5,1.4,2,1,1,1.3,1.9,2.3,14.6,1.46,0.4812021982,0.7025552094
"EVE,LIV,MUN",1.3,0.8,1.5,1.5,1.8,1.3,2,2.3,0.8,1.5,14.8,1.48,0.4756282395,0.7039297945
"CRY,LEI,LIV",1.3,1.8,1.9,1.8,1.3,1.3,1.8,1.4,2.4,0.8,15.8,1.58,0.4467164151,0.7058119359
"BUR,LEE,TOT",1.9,0.8,1.4,1.9,1.4,1.8,1.4,1.3,0.9,2.3,15.1,1.51,0.4677368681,0.7062826708
"CRY,EVE,SHU",2.5,1,1.3,1.5,0.8,1.4,2,1.4,1.5,1.3,14.7,1.47,0.4808557187,0.7068579065
"BHA,FUL,WHU",1.5,1.9,1.5,2.4,1.4,0.9,1,1,1.9,1.5,15,1.5,0.4714045208,0.7071067812
"CRY,NEW,WOL",1.8,1.5,1.9,0.8,1.4,1.3,0.8,1.4,2.4,1.4,14.7,1.47,0.4831608888,0.7102465065
"CRY,SHU,WOL",1.8,1.8,1.3,0.8,0.8,1.3,0.8,1.4,2.4,1.3,13.7,1.37,0.5186520992,0.7105533759
"BHA,CHE,SHU",1.8,1.8,1.3,0.8,0.8,0.9,2.3,1.3,1.8,1.3,14.1,1.41,0.5043147166,0.7110837503
"CRY,LEI,NEW",1.3,1.5,1.9,2,1.3,1.4,1.8,1.4,2.4,0.8,15.8,1.58,0.4516635916,0.7136284748
"ARS,CRY,SOU",1.4,2.5,1.9,0.9,1.4,1.4,1.9,1.4,1.9,1.4,16.1,1.61,0.4433458645,0.7137868418
"AVL,CHE,NEW",1.8,1.5,1.3,0.8,2.5,1.5,2,1.3,1.5,1.5,15.7,1.57,0.4547282461,0.7139233463
"EVE,MUN,TOT",1.9,0.8,1.4,1.5,1.8,2.4,1.4,1.4,0.8,1.5,14.9,1.49,0.479467297,0.7144062725
"CRY,LEE,WOL",1.8,0.8,1.8,0.8,1.4,1.3,0.8,1.3,2.4,1.4,13.8,1.38,0.5181162461,0.7150004196
"EVE,MUN,WOL",1.8,0.8,1.5,0.8,1.8,1.3,0.8,2.3,0.8,1.5,13.4,1.34,0.5337498374,0.7152247821
"CHE,LIV,WBA",1.3,2.5,1.3,0.8,2,1.3,1.5,1.3,1.8,1.5,15.3,1.53,0.4691600059,0.717814809
"FUL,LIV,MUN",1.3,0.8,1.5,1.8,1.8,1,1,2.3,0.8,1.8,14.1,1.41,0.510881591,0.7203430433
"BUR,LEE,SOU",1.4,0.8,1.8,0.9,1.4,1.8,1.9,1.3,0.9,2.3,14.5,1.45,0.497214463,0.7209609714
"ARS,MCI,MUN",1.4,0.8,1.8,1.4,1.8,2.3,1.8,1.4,0.8,1.8,15.3,1.53,0.4715223572,0.7214292065
"CHE,LEE,WOL",1.8,0.8,1.3,0.8,1.8,1.3,0.8,1.3,1.8,2.3,14,1.4,0.5163977795,0.7229568913
"CHE,LEE,SHU",1.8,0.8,1.3,0.8,0.8,1.8,2.3,1.3,1.8,1.3,14,1.4,0.5163977795,0.7229568913
"LEI,LIV,MUN",1.3,0.8,1.8,1.8,1.3,1.3,1.8,2.3,0.8,0.8,14,1.4,0.5163977795,0.7229568913
"CHE,SHU,TOT",1.8,1.8,1.3,0.8,0.8,2.4,1.4,1.3,1.8,1.3,14.7,1.47,0.4922736366,0.7236422459
"LIV,SHU,SOU",1.3,1.8,1.3,0.9,0.8,1.3,1.9,1.4,2.5,1.3,14.5,1.45,0.4994441355,0.7241939964
"CHE,MCI,SHU",1.8,1.8,1.3,0.8,0.8,2.3,1.8,1.3,1.8,1.3,15,1.5,0.4830458915,0.7245688373
"CRY,LEI,SOU",1.3,1.8,1.9,0.9,1.3,1.4,1.8,1.4,2.4,0.8,15,1.5,0.4830458915,0.7245688373
"MCI,SHU,WHU",1.5,1.8,1.3,1.8,0.8,2.3,1.8,1,2,1.3,15.6,1.56,0.4647580015,0.7250224824
"BUR,LIV,NEW",1.3,1.5,2.5,1.8,1.4,1.3,2,1.9,0.9,1.5,16.1,1.61,0.4508017549,0.7257908254
"AVL,CHE,LIV",1.3,1.5,1.3,0.8,2.3,1.3,2.3,1.3,1.5,1.8,15.4,1.54,0.4718756898,0.7266885624
"SHU,SOU,TOT",1.4,1.8,1.3,0.9,0.8,1.9,1.4,1.4,2.5,1.3,14.7,1.47,0.4945255864,0.7269526119
"FUL,LEE,LEI",1.3,0.8,1.5,2.5,1.3,1,1,1.3,2,0.8,13.5,1.35,0.5400617249,0.7290833286
"BUR,CRY,NEW",2.5,1.5,1.9,1.9,1.4,1.4,2,1.4,0.9,1.4,16.3,1.63,0.4473378042,0.7291606209
"BUR,TOT,WBA",1.9,2.5,1.4,1.9,1.4,2,1.4,1.4,0.9,1.5,16.3,1.63,0.4473378042,0.7291606209
"ARS,NEW,TOT",1.4,1.5,1.4,1.4,2.5,2.4,1.4,1.4,1.9,1.5,16.8,1.68,0.4341018826,0.7292911627
"CRY,LEI,WOL",1.3,1.8,1.9,0.8,1.3,1.3,0.8,1.4,2.4,0.8,13.8,1.38,0.5287301349,0.7296475862
"CRY,MCI,NEW",2.5,1.5,1.9,1.8,1.4,1.4,1.8,1.4,2.4,1.4,17.5,1.75,0.4169998668,0.7297497669
"ARS,LIV,TOT",1.3,2.5,1.4,1.4,2.3,1.3,1.4,1.4,1.9,1.8,16.7,1.67,0.437289632,0.7302736854
"SHU,SOU,WBA",1.4,1.8,1.3,0.9,0.8,1.9,1.5,1.4,2.5,1.3,14.8,1.48,0.4939635614,0.7310660709
"BHA,CRY,MCI",2.5,1.9,1.9,1.8,1.4,0.9,1.8,1.4,1.9,1.4,16.9,1.69,0.4332051092,0.7321166346
"CHE,NEW,SOU",1.4,1.5,1.3,0.8,2.5,1.9,1.9,1.3,1.8,1.5,15.9,1.59,0.4605552205,0.7322828006
"NEW,TOT,WOL",1.8,1.5,1.4,0.8,1.8,1.3,0.8,1.4,2.5,1.5,14.8,1.48,0.4962078418,0.7343876058
"CRY,FUL,NEW",2.5,1.5,1.5,2,1.4,1,1,1.4,2,1.4,15.7,1.57,0.4691600059,0.7365812092
"CRY,EVE,MUN",2.5,0.8,1.5,1.5,1.4,1.4,2,1.4,0.8,1.4,14.7,1.47,0.501220732,0.7367944761
"MCI,MUN,TOT",1.9,0.8,1.4,1.8,1.8,2.3,1.4,1.4,0.8,1.8,15.4,1.54,0.4788875999,0.7374869038
"CHE,EVE,SOU",1.4,1,1.3,0.8,2.5,1.9,1.9,1.3,1.5,1.5,15.1,1.51,0.488648931,0.7378598858
"BHA,LEE,SOU",1.4,0.8,1.8,0.9,1.4,0.9,1.9,1.3,1.9,2.3,14.6,1.46,0.5059644256,0.7387080614
"BHA,SHU,TOT",1.9,1.8,1.3,2.4,0.8,0.9,1.4,1.4,1.9,1.3,15.1,1.51,0.4909175083,0.7412854376
"BUR,SHU,TOT",1.9,1.8,1.3,1.9,0.8,2.4,1.4,1.4,0.9,1.3,15.1,1.51,0.4909175083,0.7412854376
"LIV,MUN,WOL",1.3,0.8,1.8,0.8,1.8,1.3,0.8,2.3,0.8,1.8,13.5,1.35,0.5502524673,0.7428408309
"LEE,MUN,WOL",1.8,0.8,1.8,0.8,1.8,1.3,0.8,1.3,0.8,2.3,13.5,1.35,0.5502524673,0.7428408309
"AVL,CHE,EVE",1.8,1,1.3,0.8,2.5,1.5,2,1.3,1.5,1.5,15.2,1.52,0.4894441291,0.7439550763
"BHA,MCI,SOU",1.4,1.9,2.4,0.9,1.4,0.9,1.8,1.4,1.9,1.8,15.8,1.58,0.4709328803,0.7440739509
"ARS,LEE,WOL",1.4,0.8,1.8,0.8,1.8,1.3,0.8,1.3,1.9,2.3,14.2,1.42,0.5245103537,0.7448047022
"FUL,LEE,SOU",1.4,0.8,1.5,0.9,2,1,1,1.3,2,2.3,14.2,1.42,0.5245103537,0.7448047022
"SHU,TOT,WOL",1.8,1.8,1.3,0.8,0.8,1.3,0.8,1.4,2.5,1.3,13.8,1.38,0.5411920998,0.7468450977
"AVL,LIV,WHU",1.3,1.5,1.5,1.8,2.3,1.3,2.5,1,1.5,1.5,16.2,1.62,0.4613988393,0.7474661196
"NEW,SHU,SOU",1.4,1.5,1.3,0.9,0.8,1.9,1.9,1.4,2.5,1.3,14.9,1.49,0.502106673,0.7481389428
"FUL,LEI,TOT",1.3,1.8,1.4,2.5,1.3,1,1,1.4,2,0.8,14.5,1.45,0.516935414,0.7495563503
"EVE,MCI,TOT",1.9,1,1.4,1.5,2.5,2.3,1.4,1.4,1.5,1.5,16.4,1.64,0.4575295983,0.7503485412
"CHE,FUL,LEE",1.8,0.8,1.3,0.8,2,1,1,1.3,1.8,2.3,14.1,1.41,0.5321862665,0.7503826357
"CHE,SOU,WBA",1.4,2.5,1.3,0.8,2,1.9,1.5,1.3,1.8,1.5,16,1.6,0.469041576,0.7504665216
"CRY,LEI,MUN",1.3,0.8,1.8,2.5,1.3,1.4,1.8,1.4,0.8,0.8,13.9,1.39,0.5404730438,0.7512575309
"MCI,MUN,WHU",1.5,0.8,1.8,1.8,1.8,2.3,1.8,1,0.8,1.5,15.1,1.51,0.4976611967,0.751468407
"CRY,NEW,WBA",2.5,1.5,1.9,2,1.4,1.4,1.5,1.4,2.4,1.4,17.4,1.74,0.4325634186,0.7526603484
"BHA,LEI,SOU",1.3,1.8,2.4,0.9,1.3,0.9,1.8,1.4,1.9,0.8,14.5,1.45,0.5190803834,0.7526665559
"BUR,LEI,SOU",1.3,1.8,2.4,0.9,1.3,1.9,1.8,1.4,0.9,0.8,14.5,1.45,0.5190803834,0.7526665559
"LIV,MCI,MUN",1.3,0.8,1.8,1.8,1.8,1.3,1.8,2.3,0.8,1.8,15.5,1.55,0.4859126579,0.7531646198
"CRY,FUL,LEI",1.3,1.8,1.5,2.5,1.3,1,1,1.4,2,0.8,14.6,1.46,0.5168279318,0.7545687805
"ARS,EVE,TOT",1.4,1,1.4,1.4,2.5,2.4,1.4,1.4,1.5,1.5,15.9,1.59,0.4748099035,0.7549477465
"BUR,CHE,WBA",1.8,2.5,1.3,0.8,1.4,2,1.5,1.3,0.9,1.5,15,1.5,0.5033222957,0.7549834435
"LEE,SHU,SOU",1.4,0.8,1.3,0.9,0.8,1.8,1.9,1.3,2.5,1.3,14,1.4,0.5395471352,0.7553659893
"MUN,NEW,WOL",1.8,0.8,1.8,0.8,1.8,1.3,0.8,2.3,0.8,1.5,13.7,1.37,0.5518655231,0.7560557666
"MUN,WBA,WOL",1.8,0.8,1.8,0.8,1.8,1.3,0.8,2.3,0.8,1.5,13.7,1.37,0.5518655231,0.7560557666
"CRY,LIV,WBA",1.3,2.5,1.9,1.8,1.4,1.3,1.5,1.4,2.4,1.4,16.9,1.69,0.4483302354,0.7576780979
"CRY,FUL,MCI",2.5,2,1.5,1.8,1.4,1,1,1.4,2,1.4,16,1.6,0.4737556801,0.7580090882
"BHA,LEE,WOL",1.8,0.8,1.8,0.8,1.4,0.9,0.8,1.3,1.9,2.3,13.8,1.38,0.549343042,0.7580933979
"BUR,CRY,FUL",2.5,2,1.5,1.9,1.4,1,1,1.4,0.9,1.4,15,1.5,0.5055250296,0.7582875444
"ARS,CRY,WOL",1.4,2.5,1.9,0.8,1.4,1.3,0.8,1.4,1.9,1.4,14.8,1.48,0.5138093031,0.7604377687
"CRY,MCI,MUN",2.5,0.8,1.8,1.8,1.4,1.4,1.8,1.4,0.8,1.4,15.1,1.51,0.5043147166,0.761515222
"MCI,SHU,SOU",1.4,1.8,1.3,0.9,0.8,1.9,1.8,1.4,2.5,1.3,15.1,1.51,0.5043147166,0.761515222
"LIV,MUN,NEW",1.3,0.8,1.8,1.8,1.8,1.3,2,2.3,0.8,1.5,15.4,1.54,0.4948624949,0.7620882422
"BHA,LIV,SOU",1.3,1.9,2.4,0.9,1.4,0.9,1.9,1.4,1.9,1.8,15.8,1.58,0.4825856286,0.7624852931
"FUL,LEI,WHU",1.3,1.8,1.5,2.5,1.3,1,1,1,2,0.8,14.2,1.42,0.5370702416,0.7626397431
"BHA,LEE,LEI",1.3,0.8,1.8,2.4,1.3,0.9,1.8,1.3,1.9,0.8,14.3,1.43,0.5334374898,0.7628156105
"ARS,AVL,MCI",1.4,1.5,1.5,1.4,2.9,1.5,1.8,1.4,1.5,1.8,16.7,1.67,0.457165178,0.7634658473
"BHA,FUL,LEI",1.3,1.8,1.5,2.4,1.3,0.9,1,1.9,1.9,0.8,14.8,1.48,0.5159672686,0.7636315575
"BHA,SOU,WHU",1.4,1.9,2.4,0.9,1.4,0.9,1.9,1,1.9,1.5,15.2,1.52,0.5028805911,0.7643784984
"CHE,WBA,WOL",1.8,2.5,1.3,0.8,1.8,1.3,0.8,1.3,1.8,1.5,14.9,1.49,0.5130518709,0.7644472876
"BHA,CRY,NEW",2.5,1.5,1.9,2,1.4,0.9,2,1.4,1.9,1.4,16.9,1.69,0.453259798,0.7660090585
"BUR,LEI,WOL",1.3,1.8,2.5,0.8,1.3,1.3,0.8,1.9,0.9,0.8,13.4,1.34,0.5719362824,0.7663946184
"CHE,MCI,MUN",1.8,0.8,1.3,0.8,1.8,2.3,1.8,1.3,0.8,1.8,14.5,1.45,0.5296749527,0.7680286815
"ARS,CHE,WBA",1.4,2.5,1.3,0.8,2,2,1.5,1.3,1.8,1.5,16.1,1.61,0.4771442829,0.7682022954
"ARS,LEI,SOU",1.3,1.8,2.4,0.9,1.3,1.9,1.8,1.4,1.9,0.8,15.5,1.55,0.497214463,0.7706824177
"BHA,CRY,LEI",1.3,1.8,1.9,2.4,1.3,0.9,1.8,1.4,1.9,0.8,15.5,1.55,0.497214463,0.7706824177
"LEE,MUN,SOU",1.4,0.8,1.8,0.9,1.8,1.8,1.9,1.3,0.8,2.3,14.8,1.48,0.5223876806,0.7731337674
"BUR,NEW,WOL",1.8,1.5,2.5,0.8,1.4,1.3,0.8,1.9,0.9,1.5,14.4,1.44,0.5378971401,0.7745718818
"MUN,NEW,TOT",1.9,0.8,1.4,2,1.8,2.4,1.4,1.4,0.8,1.5,15.4,1.54,0.5059644256,0.7791852155
"FUL,LEE,WOL",1.8,0.8,1.5,0.8,1.8,1,0.8,1.3,2,2.3,14.1,1.41,0.5526702855,0.7792651025
"CHE,MCI,WBA",1.8,2.5,1.3,0.8,2,2,1.5,1.3,1.8,1.5,16.5,1.65,0.474341649,0.7826637209
"EVE,NEW,TOT",1.9,1,1.4,1.5,2.5,2.4,1.4,1.4,1.5,1.5,16.5,1.65,0.474341649,0.7826637209
"CHE,TOT,WBA",1.8,2.5,1.3,0.8,2,2,1.4,1.3,1.8,1.5,16.4,1.64,0.4788875999,0.7853756638
"BHA,LEI,MUN",1.3,0.8,1.8,2.4,1.3,0.9,1.8,1.9,0.8,0.8,13.8,1.38,0.5692099788,0.7855097708
"ARS,CHE,CRY",1.4,2.5,1.3,0.8,1.4,1.4,2.3,1.3,1.8,1.4,15.6,1.56,0.5059644256,0.789304504
"EVE,TOT,WHU",1.5,1,1.4,1.5,2.5,2.4,1.4,1,1.5,1.5,15.7,1.57,0.5034326613,0.7903892782
"LEE,LIV,WOL",1.3,0.8,1.8,0.8,1.8,1.3,0.8,1.3,2.5,1.8,14.2,1.42,0.5573747991,0.7914722147
"LEE,LEI,MUN",1.3,0.8,1.8,2.5,1.3,1.8,1.8,1.3,0.8,0.8,14.2,1.42,0.5573747991,0.7914722147
"BUR,LEI,LIV",1.3,1.8,2.5,1.8,1.3,1.3,1.8,1.9,0.9,0.8,15.4,1.54,0.5146735751,0.7925973056
"MCI,MUN,WOL",1.8,0.8,1.8,0.8,1.8,1.3,0.8,2.3,0.8,1.8,14,1.4,0.5676462122,0.7947046971
"AVL,CHE,WHU",1.5,1.5,1.3,0.8,2.5,1.5,2.3,1,1.5,1.5,15.4,1.54,0.5168279318,0.795915015
"LEI,SHU,SOU",1.3,1.8,1.3,0.9,0.8,1.9,1.8,1.4,2.5,0.8,14.5,1.45,0.5522680509,0.8007886737
"LEE,NEW,WOL",1.8,0.8,1.8,0.8,1.8,1.3,0.8,1.3,2.5,1.5,14.4,1.44,0.5561774297,0.8008954988
"LEE,WBA,WOL",1.8,0.8,1.8,0.8,1.8,1.3,0.8,1.3,2.5,1.5,14.4,1.44,0.5561774297,0.8008954988
"CHE,WBA,WHU",1.5,2.5,1.3,0.8,2,2,1.5,1,1.8,1.5,15.9,1.59,0.5043147166,0.8018603993
"CHE,EVE,LEE",1.8,0.8,1.3,0.8,2.5,1.8,2,1.3,1.5,1.5,15.3,1.53,0.525039681,0.803310712
"CHE,LEE,LIV",1.3,0.8,1.3,0.8,2.3,1.3,2.3,1.3,1.8,1.8,15,1.5,0.5374838499,0.8062257748
"CRY,SOU,WBA",1.4,2.5,1.9,0.9,1.4,1.4,1.5,1.4,2.4,1.4,16.2,1.62,0.4984420171,0.8074760678
"AVL,BHA,WHU",1.5,1.5,1.5,2.4,1.4,0.9,2.5,1,1.5,1.5,15.7,1.57,0.5143496433,0.80752894
"CRY,LEI,WHU",1.3,1.8,1.9,2.5,1.3,1.4,1.8,1,2,0.8,15.8,1.58,0.5116422361,0.8083947331
"AVL,MCI,WHU",1.5,1.5,1.5,1.8,2.9,1.5,1.8,1,1.5,1.5,16.5,1.65,0.4904646323,0.8092666433
"LEI,SOU,WHU",1.3,1.8,2.4,0.9,1.3,1.9,1.8,1,2,0.8,15.2,1.52,0.5349974039,0.813196054
"AVL,LEE,LIV",1.3,0.8,1.5,1.8,2.3,1.3,2.5,1.3,1.5,1.8,16.1,1.61,0.5065131346,0.8154861468
"FUL,LEI,MUN",1.3,0.8,1.5,2.5,1.3,1,1,2.3,0.8,0.8,13.3,1.33,0.6147266782,0.817586482
"BHA,LEI,SHU",1.3,1.8,1.3,2.4,0.8,0.9,1.8,1.9,1.9,0.8,14.9,1.49,0.5506561742,0.8204776996
"CRY,LEI,TOT",1.3,1.8,1.4,2.5,1.3,1.4,1.4,1.4,2.4,0.8,15.7,1.57,0.5229191567,0.820983076
"CHE,LEE,MCI",1.8,0.8,1.3,0.8,2.5,1.8,1.8,1.3,1.8,1.8,15.7,1.57,0.5229191567,0.820983076
"ARS,LEE,TOT",1.4,0.8,1.4,1.4,2.5,1.8,1.4,1.3,1.9,2.3,16.2,1.62,0.5072803301,0.8217941348
"ARS,LIV,SHU",1.3,1.8,1.3,1.4,0.8,1.3,2.8,1.4,1.9,1.3,15.3,1.53,0.5375872022,0.8225084194
"CHE,MCI,NEW",1.8,1.5,1.3,0.8,2.5,2.3,1.8,1.3,1.8,1.5,16.6,1.66,0.4971027169,0.82519051
"CHE,LEE,NEW",1.8,0.8,1.3,0.8,2.5,1.8,2,1.3,1.8,1.5,15.6,1.56,0.5316640543,0.8293959248
"NEW,TOT,WHU",1.5,1.5,1.4,2,2.5,2.4,1.4,1,2,1.5,17.2,1.72,0.4825856286,0.8300472811
"CRY,MUN,NEW",2.5,0.8,1.8,2,1.4,1.4,2,1.4,0.8,1.4,15.5,1.55,0.535931173,0.8306933182
"BUR,CHE,LEE",1.8,0.8,1.3,0.8,1.4,1.8,2.3,1.3,0.9,2.3,14.7,1.47,0.5657836257,0.8317019298
"BHA,CHE,LEE",1.8,0.8,1.3,0.8,1.4,0.9,2.3,1.3,1.8,2.3,14.7,1.47,0.5657836257,0.8317019298
"AVL,MCI,SOU",1.4,1.5,1.5,0.9,2.9,1.5,1.8,1.4,1.5,1.8,16.2,1.62,0.5138093031,0.8323710711
"LEE,MCI,WOL",1.8,0.8,1.8,0.8,1.8,1.3,0.8,1.3,2.5,1.8,14.7,1.47,0.5677440738,0.8345837885
"BUR,LEI,WBA",1.3,1.8,2.5,1.9,1.3,2,1.5,1.9,0.9,0.8,15.9,1.59,0.5279941077,0.8395106313
"AVL,BUR,CRY",2.5,1.5,1.5,1.9,1.4,1.4,2.5,1.4,0.9,1.4,16.4,1.64,0.5125101625,0.8405166665
"BHA,BUR,LEI",1.3,1.8,2.5,1.9,1.3,0.9,1.8,1.9,0.9,0.8,15.1,1.51,0.5566766466,0.8405817364
"CHE,NEW,TOT",1.8,1.5,1.3,0.8,2.5,2.4,1.4,1.3,1.8,1.5,16.3,1.63,0.5165053512,0.8419037224
"MCI,SHU,TOT",1.9,1.8,1.3,1.8,0.8,2.3,1.4,1.4,2.5,1.3,16.5,1.65,0.5104464277,0.8422366057
"CHE,EVE,MCI",1.8,1,1.3,0.8,2.5,2.3,1.8,1.3,1.5,1.5,15.8,1.58,0.5349974039,0.8452958982
"LEE,LEI,WHU",1.3,0.8,1.8,2.5,1.3,1.8,1.8,1,2,0.8,15.1,1.51,0.5606543796,0.8465881132
"CRY,LIV,MUN",1.3,0.8,1.8,1.8,1.4,1.3,2.8,1.4,0.8,1.4,14.8,1.48,0.573100728,0.8481890775
"BHA,CRY,WBA",2.5,1.9,1.9,2.4,1.4,0.9,1.5,1.4,1.9,1.4,17.2,1.72,0.4939635614,0.8496173256
"CHE,EVE,TOT",1.8,1,1.3,0.8,2.5,2.4,1.4,1.3,1.5,1.5,15.5,1.55,0.5482294734,0.8497556838
"BHA,LEE,TOT",1.9,0.8,1.4,2.4,1.4,0.9,1.4,1.3,1.9,2.3,15.7,1.57,0.5417051268,0.8504770491
"LEI,LIV,TOT",1.3,1.8,1.4,1.8,1.3,1.3,1.4,1.4,2.9,0.8,15.4,1.54,0.5541760651,0.8534311402
"CRY,LEE,MCI",2.5,0.8,1.8,1.8,1.4,1.4,1.8,1.3,2.4,1.4,16.6,1.66,0.5146735751,0.8543581346
"AVL,TOT,WBA",1.9,1.5,1.4,3,2,1.5,1.4,1.4,1.5,1.5,17.1,1.71,0.4998888765,0.8548099789
"LEI,MUN,TOT",1.3,0.8,1.4,2.5,1.3,2.4,1.4,1.4,0.8,0.8,14.1,1.41,0.6063552314,0.8549608763
"CRY,LEI,WBA",1.3,1.8,1.9,2.5,1.3,1.4,1.5,1.4,2.4,0.8,16.3,1.63,0.525039681,0.8558146801
"ARS,BUR,WBA",1.4,2.5,2.5,1.4,1.4,2,1.5,1.4,0.9,1.5,16.5,1.65,0.5190803834,0.8564826326
"ARS,MCI,TOT",1.4,2.5,1.4,1.4,2.5,2.3,1.4,1.4,1.9,1.8,18,1.8,0.4760952286,0.8569714114
"ARS,SOU,WBA",1.4,2.5,2.4,0.9,2,1.9,1.5,1.4,1.9,1.5,17.4,1.74,0.4926120854,0.8571450286
"BUR,SOU,WBA",1.4,2.5,2.4,0.9,1.4,1.9,1.5,1.4,0.9,1.5,15.8,1.58,0.543241301,0.8583212556
"CRY,MCI,SHU",2.5,1.8,1.3,1.8,0.8,1.4,1.8,1.4,2.4,1.3,16.5,1.65,0.5212165257,0.8600072674
"EVE,FUL,LEI",1.3,1,1.5,1.5,1.3,1,1,3,1.5,0.8,13.9,1.39,0.6190494505,0.8604787363
