COMBO,GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,GW11,GW12,GW13,GW14,GW15,SUM,AVERAGE PER TEAM
"ARS,CHE,MCI,MUN,SHU",6.2,5.1,4.4,4,5.1,8.8,7.1,5,4.5,6.1,5.1,7.2,5.1,5.5,6.6,85.8,1.906666667
"ARS,CRY,EVE,LEI,WBA",5.2,5.3,7.1,5.4,4.7,6.4,5.3,5.8,5.8,3.7,4.2,5.2,7.3,7,7.4,85.8,1.906666667
"ARS,EVE,LEI,SOU,WHU",4.1,5.3,7,3.8,9,7.9,5.7,3.8,5.4,3.8,6.2,4.6,5.3,9,4.9,85.8,1.906666667
"ARS,LIV,SHU,SOU,TOT",4.1,7.3,5.1,4.1,5.6,5.6,6.1,4.2,7.3,6.1,7.8,4.1,8.9,5.5,4,85.8,1.906666667
"AVL,BHA,CRY,EVE,TOT",8,4.4,4.4,8,5.3,3.8,5.9,4.7,4.9,5.9,5.4,7.9,6.4,5.9,4.9,85.8,1.906666667
"AVL,BHA,EVE,FUL,WOL",8.5,4.4,4.5,4.7,5.2,3.2,3.8,8.4,4.9,8,6.5,8.4,4.9,4.9,5.5,85.8,1.906666667
"AVL,BUR,CHE,EVE,WBA",8.5,5,4.3,4.2,5.9,6.5,5.8,6.3,3.9,6,3.8,7.8,7.4,5.5,4.9,85.8,1.906666667
"AVL,BUR,CHE,TOT,WBA",6.8,7,4.2,5.7,5.9,5.9,5.2,4.6,4.2,7.5,3.8,5.7,7.4,5.5,6.4,85.8,1.906666667
"AVL,BUR,EVE,NEW,SOU",8,4,5.4,4.3,8.7,6.4,5.9,6.3,3.9,6,5.3,5.9,5.9,5.5,4.3,85.8,1.906666667
"AVL,BUR,LEE,SOU,WBA",9.5,4.8,5.7,5.8,6.4,5.2,5.9,4.6,5.4,6.8,4.4,5.9,5.2,6,4.2,85.8,1.906666667
"AVL,BUR,SOU,TOT,WHU",4.8,7.5,5.3,6.4,7.5,5.8,5.8,3.8,4.4,8.1,5.3,4.8,4.9,7.5,3.9,85.8,1.906666667
"AVL,CHE,EVE,LEE,MCI",10.4,3.3,4.3,4.1,8.4,5.6,6.1,6.2,4.8,5.6,3.6,8.4,4.1,6.8,4.1,85.8,1.906666667
"AVL,CRY,LEE,NEW,SHU",8.5,3.8,4.6,9.6,5.2,4.7,7.5,5.7,6.4,4.2,4.9,6.5,5.3,4.3,4.6,85.8,1.906666667
"AVL,CRY,MUN,TOT,WHU",5.9,5.3,4.7,10.7,5.7,5.3,6.9,3.8,4.3,5.9,5.9,6.4,4.8,5.8,4.4,85.8,1.906666667
"AVL,LEE,LEI,MUN,NEW",9.3,3.1,5.1,7.5,6.1,6.8,6.3,6.6,5.3,4.6,5.3,4.8,4.9,3.8,6.3,85.8,1.906666667
"AVL,LIV,SHU,TOT,WBA",6.2,5.8,4.2,8.3,5.1,4.8,5.4,8.1,6.9,4.6,5.4,4.7,8.4,4.3,3.6,85.8,1.906666667
"BHA,BUR,EVE,LEI,NEW",7.9,4.3,7.6,5.4,4.1,6.9,5.8,6.8,4.3,3.8,5.7,5.8,5.1,5.4,6.9,85.8,1.906666667
"BHA,BUR,FUL,LEI,NEW",7.4,5.2,7.6,6.3,4.1,4.9,4.8,6.8,4.8,5.9,5.7,5.8,4.7,4.4,7.4,85.8,1.906666667
"BHA,BUR,FUL,LIV,SHU",7.4,5.7,5.3,6.1,3.6,3.2,7.3,6.8,4.8,6.7,7.3,7.8,4.8,4.5,4.5,85.8,1.906666667
"BHA,BUR,LEE,SHU,WOL",8.4,4.5,5.6,5.1,3.6,4,7.3,5.1,5.3,7.1,7.4,6.8,4.6,5.5,5.5,85.8,1.906666667
"BHA,BUR,SHU,SOU,WHU",5.9,6.7,6.2,5.2,3.6,5.8,9,4.3,4.8,6.4,6.3,6.4,4.3,6.2,4.7,85.8,1.906666667
"BHA,CRY,FUL,MCI,MUN",9.2,4.7,5.2,7.2,4.6,3.3,5.8,5.6,4.7,6.2,4.7,10.5,3.7,4.7,5.7,85.8,1.906666667
"BHA,CRY,FUL,MUN,WOL",7.4,4.7,5.2,6.2,4.6,3.2,4.8,5.6,4.7,7.9,6.9,7.8,4.7,4.7,7.4,85.8,1.906666667
"BHA,CRY,LEE,SHU,SOU",6.9,4.5,5,6.8,3.6,4.1,8.4,4.1,6.8,5,5.8,6.9,5.7,7.2,5,85.8,1.906666667
"BHA,EVE,LEI,NEW,SHU",7.3,4.3,6.4,5.9,3.5,7.4,5.8,7.9,5.9,3.6,6.3,5.3,5.2,4.2,6.8,85.8,1.906666667
"BHA,FUL,LEE,NEW,SHU",9.1,4.1,4.6,7.9,4.2,3.7,6,6.2,6.4,5.1,7.5,6.5,4.2,4.2,6.1,85.8,1.906666667
"BHA,LEE,MCI,SHU,WBA",9.7,4.5,6,7.2,4.2,4.7,6.3,6.3,7.4,4.6,4.3,7.5,3.5,4.7,4.9,85.8,1.906666667
"BHA,LEE,MCI,SOU,WHU",6.5,5.7,7.1,5.1,7.3,4.6,6.7,3.7,6.9,5.6,5.2,5.9,3.1,8.2,4.2,85.8,1.906666667
"BHA,LEI,NEW,SHU,WHU",5.8,5.1,8,6.9,3.5,8,7.3,5.9,6.4,3.6,6.3,4.3,4.2,4.2,6.3,85.8,1.906666667
"BHA,NEW,SOU,WBA,WOL",6.2,5.9,9,3.7,5.2,4.1,4.2,6.3,7.9,6.5,4.9,3.7,6.9,3.9,7.4,85.8,1.906666667
"BUR,CHE,CRY,EVE,WOL",6.1,8.6,4.7,3.1,4.6,5.7,5.1,4.6,4.2,5.9,4.6,6.6,8.4,7.8,5.8,85.8,1.906666667
"BUR,CHE,CRY,MCI,SOU",5.7,9.9,5.6,3.5,5.3,5.6,6,4.1,5.1,6.2,3.5,6.7,5.7,8.3,4.6,85.8,1.906666667
"BUR,CHE,LEE,MCI,WBA",9.9,6.7,5.6,4.5,5.9,6.1,5.6,4.5,5.7,5.6,3.1,6.8,4,6.8,5,85.8,1.906666667
"BUR,CHE,LEE,NEW,TOT",6.7,5.3,4.5,4.7,6.4,7.2,5.7,4,5.7,6.8,5.2,4.7,5.2,6.5,7.2,85.8,1.906666667
"BUR,CHE,MCI,SHU,WBA",7.9,7.7,5.1,4.5,4.2,7.3,5.6,6.3,5.2,4.6,3.1,7.3,6.2,5.8,5,85.8,1.906666667
"BUR,CHE,NEW,SOU,WBA",6.2,7,6.2,3.6,5.9,6.9,5.4,4.6,6.2,6,4.2,4.4,7.4,5,6.8,85.8,1.906666667
"BUR,CRY,EVE,FUL,WBA",8.7,5.5,4.9,6.4,4.8,4.4,4.5,6.3,4.4,4.4,4.3,8.5,6.4,6.5,5.8,85.8,1.906666667
"BUR,CRY,FUL,WBA,WHU",7.1,8,5.9,8.5,4.8,4.4,6,4.3,4.9,4.4,4.3,7,4.4,6.5,5.3,85.8,1.906666667
"BUR,CRY,MCI,WBA,WOL",7.4,9.4,7.3,4.5,4.6,4.7,4.1,6.4,5.8,4.7,3.2,6.3,5.7,6.6,5.1,85.8,1.906666667
"BUR,EVE,LEI,NEW,TOT",6.2,4.3,5.4,5.4,5.2,8.4,5.2,6.3,6.1,3.8,5.7,3.7,5.7,7,7.4,85.8,1.906666667
"BUR,LEI,TOT,WHU,WOL",4.6,8.3,6.9,5.2,4.5,6.7,4,4.3,5.4,5.8,6.7,4,4.7,8.3,6.4,85.8,1.906666667
"BUR,LIV,MUN,SHU,TOT",6.2,5.6,4.5,6.7,4,6.7,7.2,5.6,4.2,6.1,7.8,5.7,6.6,4.4,4.5,85.8,1.906666667
"CHE,EVE,LEI,TOT,WOL",4.9,5.8,4.2,3.1,5.6,6.7,4,5.7,5.8,5.3,5.6,4,8.8,7.8,8.5,85.8,1.906666667
"CHE,NEW,SHU,SOU,TOT",5.1,6.3,4,3.7,5.8,7.9,5.3,4.1,7.8,5.8,5.2,3.8,9,5.3,6.7,85.8,1.906666667
"CRY,EVE,LIV,MUN,SHU",6.8,3.6,4.6,6.3,4,5.7,7.8,7.4,4.7,4.2,6.8,7.3,7.7,4.4,4.5,85.8,1.906666667
"CRY,LEE,MCI,NEW,TOT",7.4,5.3,5.1,7.9,6.8,5.5,5.2,4.1,8.8,4.7,4.2,4.9,4.1,6.8,5,85.8,1.906666667
"CRY,LEE,MUN,SHU,SOU",6.9,3.4,4.9,7.4,4,5.1,7.9,4.1,5.7,5,6.3,6.9,6.1,7.1,5,85.8,1.906666667
"CRY,LEE,NEW,SHU,WBA",8.5,4.1,5,8.5,4.2,5.2,6.5,5.7,7.9,4.2,4.4,5.5,6.3,4.3,5.5,85.8,1.906666667
"CRY,LEI,MUN,TOT,WBA",5.7,5.1,5.1,8.5,4.5,5.8,4.7,5.1,7.4,3.7,4.2,4.7,6.6,5.8,8.9,85.8,1.906666667
"EVE,FUL,MCI,NEW,WHU",7.6,4.5,5.9,5.3,8.5,6.3,4.8,7,5.5,4.5,5.3,6.7,3.3,5.8,4.8,85.8,1.906666667
"EVE,LEE,NEW,SHU,SOU",7.4,3.3,4.6,4.4,7.5,6.7,5.9,5.7,7,4.3,6.4,4.9,6.8,5.9,5,85.8,1.906666667
"EVE,LEI,NEW,SHU,SOU",5.7,4.3,5.2,4.4,5.8,8.4,5.7,7.4,7.5,3.6,5.7,3.7,7.3,5.9,5.2,85.8,1.906666667
"LEI,SHU,SOU,TOT,WHU",4.2,6.6,5.1,6.9,4.6,7.8,5.1,3.8,8,3.6,6.7,4.1,6.3,8.3,4.7,85.8,1.906666667
"ARS,BUR,LEI,SHU,WOL",4.5,6.1,6.8,4.1,3.5,7.3,6.2,6.3,5.3,5.1,6.7,4.5,6.2,6.5,6.7,85.8,1.906666667
"ARS,BUR,LIV,MUN,WOL",4.5,6.8,7.2,4,5,5.6,6.6,5.6,3.6,7.8,7.8,4.5,6.2,4.9,5.7,85.8,1.906666667
"AVL,BHA,BUR,NEW,WHU",8.1,4.9,7.1,6.3,6.4,5.4,8,4.8,4.3,6,5.4,6.5,4.3,3.9,4.4,85.8,1.906666667
"AVL,BHA,CRY,FUL,WBA",8.7,5.4,4.9,9,4.8,3.3,5,6.3,5.4,5.9,3.9,8.5,4.9,4.4,5.4,85.8,1.906666667
"AVL,EVE,LEI,TOT,WBA",6.3,4.3,4.4,7,5.8,5.9,4.7,7.5,7.2,3.8,4.3,4.7,7.4,6,6.5,85.8,1.906666667
"BHA,CHE,CRY,FUL,TOT",6.2,6.9,4.2,6.8,4.8,3.3,4.7,4.1,5.7,8,5.2,6.7,5.9,5.9,7.4,85.8,1.906666667
"BHA,CHE,CRY,SOU,TOT",5.1,7.9,4.6,4.1,5.3,4.2,5.6,4.1,6.1,8,4.6,5.1,7.9,6.9,6.3,85.8,1.906666667
"BHA,CRY,LEE,MCI,SHU",9.1,4.5,5,7.7,3.6,4.1,8.3,4.6,6.8,4.5,4.7,8.5,3.5,6,4.9,85.8,1.906666667
"BHA,LEE,MUN,TOT,WOL",7.3,3.5,5,6.2,5,4,5.2,4.6,5.2,8.8,8.5,5.2,4.5,5,7.8,85.8,1.906666667
"BUR,CHE,FUL,SOU,TOT",5.1,8,4.2,3.6,5.9,5.3,4.3,4.1,4.7,10.2,5.1,5.1,6.9,7.5,5.8,85.8,1.906666667
"BUR,EVE,LEE,NEW,WBA",9.7,3.3,5.8,5.4,6.4,6.8,5.5,6.2,5.4,4.5,4.9,5.5,5.2,5.5,5.7,85.8,1.906666667
"BUR,EVE,LEI,MUN,TOT",6.8,3.6,4.7,5.9,4.5,8.4,5.2,5.6,3.2,5.3,6.2,6.2,5.5,7.3,7.4,85.8,1.906666667
"CHE,CRY,LIV,TOT,WOL",4.9,11.1,4.6,3.4,5.5,4,4.5,4.1,6.7,6.2,5.6,4,9.4,6.1,5.7,85.8,1.906666667
"CRY,LEE,MCI,MUN,WBA",10.6,4.1,5.5,7.8,5.2,5.2,6.3,5,6.2,4.7,3.2,7.5,3.9,5.6,5,85.8,1.906666667
"AVL,CHE,LEE,TOT,WHU",5.2,5.3,4.2,8.5,8,5.7,6.2,3.6,5.3,6.8,5.8,5.7,4.3,7,4.3,85.9,1.908888889
"AVL,CRY,MCI,MUN,WHU",9,5.7,5.2,8.4,6.1,5.2,7.3,4.7,4.3,4.7,3.7,8.6,3.6,5.6,3.8,85.9,1.908888889
"BHA,EVE,MCI,MUN,WBA",10.3,3.7,6.2,5.7,5.2,5.2,5.3,7.3,4.2,4.8,4.3,9.2,4,4.2,6.3,85.9,1.908888889
"BUR,CRY,FUL,LIV,TOT",5.7,8.5,4.8,7.3,4.8,3.7,5.2,4.7,5.3,6.8,6.2,5.7,6.3,6.3,4.6,85.9,1.908888889
"CRY,FUL,LEE,LIV,WHU",5.3,6.4,5.2,9,5.7,3.7,6.8,3.7,6.4,4.7,8,5.8,3.8,7.3,4.1,85.9,1.908888889
"ARS,BUR,CHE,LIV,WBA",4.5,8.5,6.7,4,5.7,6.3,6.6,4.6,4.6,6.3,4.2,5.2,7.3,5.2,6.2,85.9,1.908888889
"ARS,LEE,MCI,WHU,WOL",4.7,6.7,7.7,4,7.7,5.4,5.6,3.7,6.4,5.6,8,5.2,3.1,7.5,4.6,85.9,1.908888889
"BHA,BUR,CRY,LIV,WOL",5.6,9.4,7.3,4.5,4.2,3.5,7.1,5.2,5.2,6.7,5.8,5.6,6.2,5,4.6,85.9,1.908888889
"BHA,CHE,LEE,TOT,WHU",5.2,5.7,4.5,6.8,6.4,5.1,6.7,3.6,5.7,6.8,6.8,5.7,3.7,6.9,6.3,85.9,1.908888889
"BUR,CRY,FUL,LEE,WBA",8.7,5.3,5.2,8.5,4.8,4.2,5.5,4.6,5.3,5.2,4.3,7.5,4.7,6.5,5.6,85.9,1.908888889
"BUR,CRY,LIV,SOU,TOT",4.6,9.5,5.7,4.6,5.1,4.6,6.1,4.2,6.2,6.8,5.2,4.1,7.8,7.3,4.1,85.9,1.908888889
"BUR,EVE,LEE,WHU,WOL",6.9,5.3,5.8,4.2,6.2,6.1,5.8,4.2,4.4,5.3,8.1,5.8,4.2,8.4,5.2,85.9,1.908888889
"ARS,AVL,CRY,EVE,MCI",7.5,5,4.9,4.7,7.9,5.2,6.3,6.4,4.9,4.7,3.7,8.5,5.3,6.7,4.2,85.9,1.908888889
"ARS,BHA,LIV,NEW,SHU",5.7,5.2,7.8,5.2,4.5,5.2,8.3,6.3,6.3,4.6,7.4,4.2,5.9,3.7,5.6,85.9,1.908888889
"ARS,BUR,LIV,SOU,WOL",4.1,9,7.8,3.1,5.5,4.5,5.5,4.7,5.3,8.3,6.7,4,7.3,6,4.1,85.9,1.908888889
"ARS,BUR,LIV,WBA,WHU",4.2,8.5,8.5,5.1,5.7,6.3,7.9,4.3,4.8,4.8,5.8,5.2,5.4,5.2,4.2,85.9,1.908888889
"ARS,BUR,NEW,SHU,SOU",5.8,5.8,6.2,4.2,5.9,7.9,7.5,4.7,5.3,5.8,5.8,4.3,6.4,5.2,5.1,85.9,1.908888889
"ARS,CHE,CRY,MCI,WHU",4.7,9.5,6.1,4,6.8,6.7,7.6,3.7,5.7,4.7,3.5,6.2,4.3,7.7,4.7,85.9,1.908888889
"ARS,CHE,CRY,MUN,WBA",5.7,5.8,5,5.2,5.2,6.4,6.8,4.1,4.5,5.9,3.7,6.2,7.3,5.2,8.9,85.9,1.908888889
"ARS,CRY,MCI,TOT,WOL",5.1,8.9,6.2,4,5.7,5,4,4.2,6.8,6.2,5.2,4.6,6.3,7.5,6.2,85.9,1.908888889
"ARS,EVE,LEE,LIV,WHU",4.2,4.3,6.2,4.7,8.9,6.1,7.8,3.7,5.4,4.8,8.9,5.2,4.8,6.8,4.1,85.9,1.908888889
"ARS,EVE,LEE,SOU,WOL",4.6,4.3,5.7,3.1,8.9,5,4.7,4.1,5.9,6.8,7.9,4.6,7.3,7.8,5.2,85.9,1.908888889
"ARS,EVE,MUN,NEW,SOU",5.8,3.3,5.7,3.8,9.6,7.9,5.9,5.1,4.2,6,6.4,4.3,6.3,4.7,6.9,85.9,1.908888889
"ARS,FUL,LIV,SHU,WHU",4.2,6.3,5.7,6.7,5.1,5.3,7.9,5.4,5.9,4.6,9.4,5.2,5,5.1,4.1,85.9,1.908888889
"ARS,FUL,MCI,SOU,TOT",4.7,7.5,5.3,4.1,7.4,5.2,4.2,4.2,7.3,8.4,5.7,4.7,4.8,7.2,5.2,85.9,1.908888889
"ARS,FUL,MUN,SOU,TOT",4.7,5.3,4.7,5.3,6.3,5.3,4.3,4.2,4.7,9.6,7.9,4.7,5.8,5.7,7.4,85.9,1.908888889
"ARS,LEE,LIV,NEW,TOT",4.6,4.8,6.1,5.2,7.8,5.5,6.2,4.1,7.8,5.6,7.9,3.7,5.8,4.7,6.1,85.9,1.908888889
"ARS,LEE,MCI,WBA,WOL",6.3,5.8,7.7,4,6.7,5.1,4.1,5.8,7.4,5.6,5.3,5.2,4.6,6.2,6.1,85.9,1.908888889
"ARS,LIV,NEW,SOU,WHU",4.1,7,8.4,4.1,9.6,6.2,6.7,3.8,6.8,4.8,6.8,3.7,5.5,4.7,3.7,85.9,1.908888889
"ARS,MCI,MUN,SOU,TOT",4.7,6.3,5.6,4.1,7.2,6.6,5.1,4.2,6.1,7.8,5.7,4.7,5.1,6.5,6.2,85.9,1.908888889
"ARS,MCI,SHU,SOU,TOT",4.7,7.3,5.1,4.1,6.2,6.6,5.1,4.2,7.8,6.1,5.7,4.7,6.8,7,4.5,85.9,1.908888889
"AVL,BHA,EVE,MCI,TOT",9.1,4.4,4.4,5.7,6.8,4.7,5.2,6.9,4.9,6.3,4.8,8.5,4.2,5.7,4.3,85.9,1.908888889
"AVL,BUR,CHE,MCI,SOU",8.2,7.9,5.2,3.5,6.8,5.7,6,4.6,4.2,7.8,3.6,7.2,4.7,6.8,3.7,85.9,1.908888889
"AVL,BUR,EVE,LEE,LIV",9.9,3.3,4.8,5.2,6.7,4.6,7.3,6.8,3.9,5.6,5.9,7.3,5.2,5.8,3.6,85.9,1.908888889
"AVL,BUR,LEE,LIV,WHU",7.8,5.8,5.8,7.3,6.7,4.6,8.3,4.2,4.4,5.6,6.3,5.8,4.2,5.8,3.3,85.9,1.908888889
"AVL,CHE,CRY,LEE,MCI",9.3,5.7,4.6,6.7,6.8,4.7,6.6,4,5.7,5.5,3.5,7.8,4.1,6.8,4.1,85.9,1.908888889
"AVL,CHE,CRY,LEE,WHU",5.8,5.9,4.6,8.5,6.9,4.7,7.8,3.6,5.3,5.2,4.2,6.8,4.3,8,4.3,85.9,1.908888889
"AVL,MCI,MUN,TOT,WOL",8.7,5.3,4.7,5.6,6.1,5.1,4,7.2,4.8,7.8,5.3,6.3,4.6,5.1,5.3,85.9,1.908888889
"BHA,BUR,LIV,TOT,WOL",5,8.4,6.8,4.5,4.6,3.5,5,5.2,5.3,9.4,7.3,4,6.2,5,5.7,85.9,1.908888889
"BHA,CHE,EVE,TOT,WBA",6.8,5.4,4.2,4.7,5.9,5.3,4.9,4.6,5.2,6,4.8,5.7,8.5,5.4,8.5,85.9,1.908888889
"BHA,CHE,MUN,NEW,SHU",7.8,4.1,4.4,5.2,4,8,7.3,5.5,4.5,5.8,5.8,6.3,5.2,3.7,8.3,85.9,1.908888889
"BHA,CHE,MUN,NEW,WBA",7.9,4.2,6.7,5.2,5.2,6.4,5.8,5.5,4.5,6,4.3,5.3,5.2,3.7,10,85.9,1.908888889
"BHA,CRY,MCI,TOT,WBA",7.5,7.4,6.2,7.2,4.8,4.3,4.7,4.7,7.7,4.7,3.2,6.4,5.2,5.7,6.2,85.9,1.908888889
"BHA,EVE,LIV,MUN,SHU",7.9,3.6,4.6,5.7,4,5.2,7.8,7.9,4.2,4.6,7.9,7.8,6.1,4,4.6,85.9,1.908888889
"BHA,FUL,LEE,WBA,WHU",7.7,4.7,6.4,9,5.4,3.7,5.5,4.2,5.9,5.3,7.2,6.5,3.7,4.9,5.8,85.9,1.908888889
"BUR,CRY,MCI,SOU,WBA",7,8.9,6.8,4.6,4.8,5.3,5.2,4.7,6.7,4.7,3.2,6.4,5.7,7.3,4.6,85.9,1.908888889
"BUR,FUL,LEE,NEW,WHU",7.6,4.3,5.8,7.5,6.4,5.8,6,4.2,4.9,5.3,7.6,5.5,3.8,6,5.2,85.9,1.908888889
"BUR,LEI,MCI,WBA,WHU",5.9,7.7,8.5,6.2,4.7,7.3,5.1,5.9,6.3,3.8,3.6,5.3,3.6,7.3,4.7,85.9,1.908888889
"BUR,LIV,MCI,MUN,NEW",9.3,5.7,7.2,5.5,5.5,6.6,6.6,7.2,4.6,5.1,4.7,5.8,4.5,3.6,4,85.9,1.908888889
"CHE,LEE,LIV,TOT,WHU",4.6,7.4,4.5,6.2,7.3,5.5,6.5,3.6,6.7,5.6,7.2,4.7,5.2,6.8,4.1,85.9,1.908888889
"CHE,MCI,NEW,SHU,TOT",6.7,6.3,4,4.6,5.8,8.3,5.2,5.7,7.7,4.6,4.1,4.7,6.3,5.3,6.6,85.9,1.908888889
"CHE,MCI,SHU,TOT,WHU",5.2,8.2,4,6.1,5.8,8.7,5.5,3.7,6.3,4.6,5.1,5.7,5.3,7.1,4.6,85.9,1.908888889
"CHE,MUN,NEW,TOT,WHU",5.2,5.3,4.5,5.8,6.8,9.5,5.7,3.7,4.6,6,6.3,4.4,4.8,4.8,8.5,85.9,1.908888889
"CRY,LEE,MUN,NEW,WHU",7,3.1,5.5,8.6,6.2,6.7,8,3.7,5.2,4.4,6.4,5.5,4.1,6.3,5.2,85.9,1.908888889
"CRY,LEI,LIV,SHU,WHU",4.1,7.2,6.1,7.8,3.5,6.2,8.1,5.4,6.9,3.5,6.1,4.6,5.7,6.6,4.1,85.9,1.908888889
"FUL,LEE,MCI,NEW,WHU",7.6,4.3,6.2,7.4,7.9,5.1,4.8,5.3,7,4.8,6.5,5.5,3.1,5.8,4.6,85.9,1.908888889
"FUL,LEE,MCI,WHU,WOL",6.4,6.2,6.2,6.2,6.7,4.1,3.6,5.3,6.5,5.6,8.5,5.8,3.1,7.1,4.6,85.9,1.908888889
"FUL,MUN,SHU,WHU,WOL",6.3,4.6,4.6,7.3,4.4,5.8,4.8,6.3,4.8,5.8,9.7,6.3,4.3,5.1,5.8,85.9,1.908888889
"LEE,LIV,SHU,WBA,WHU",5.8,5.1,6,8.3,5.1,5.1,7.3,5.4,7.4,4.3,6.9,5.3,5.2,4.6,4.1,85.9,1.908888889
"LEE,NEW,TOT,WHU,WOL",5.2,5.3,6.2,6.4,7.3,5.5,4.2,3.7,7.5,5.3,8.7,3.7,4.3,6.3,6.3,85.9,1.908888889
"ARS,AVL,BUR,LEE,WOL",8.2,4.8,5.8,4.1,6.2,4.6,6.3,4.6,4.3,8.3,6.9,5.7,5.2,6.2,4.7,85.9,1.908888889
"ARS,AVL,EVE,LEI,NEW",5.7,4,6.6,4.9,8.6,7.5,5.8,7.4,4.9,3.8,5.3,4.2,5.8,4.9,6.5,85.9,1.908888889
"ARS,AVL,EVE,NEW,WOL",6.2,4,6,3.7,9.1,5.8,4.8,7.9,4.9,6,6,4.2,6.5,4.8,6,85.9,1.908888889
"ARS,BHA,CHE,LEI,NEW",4.5,5.2,8.5,4.2,5.2,7.4,6.1,4.6,5.6,5.3,5.1,4.2,5.2,4.8,10,85.9,1.908888889
"ARS,BHA,EVE,LEI,WBA",5.8,4.7,8.8,5.3,4.7,5.9,5.3,6.3,5.3,3.8,5.3,5.2,5.7,5.3,8.5,85.9,1.908888889
"ARS,BHA,EVE,MCI,SOU",6.4,5.4,6.8,3.8,8.4,5.1,5.7,4.7,5.3,6.3,5.2,6.8,4.7,6.6,4.7,85.9,1.908888889
"ARS,BHA,LIV,MUN,TOT",4.6,5.2,6.1,5.6,5.5,4.6,7.2,4.7,4.6,7.8,8.4,4.6,5.7,4,7.3,85.9,1.908888889
"ARS,BHA,MCI,WBA,WOL",6.3,6.9,9.5,4,5.2,4.2,4.1,6.4,6.3,6.3,4.3,5.2,4.7,5.2,7.3,85.9,1.908888889
"ARS,BUR,FUL,LEI,WBA",5.8,6.3,7.7,5.8,4.7,6,4.3,6.3,4.8,5.3,4.7,5.2,5.2,5.9,7.9,85.9,1.908888889
"ARS,BUR,LEI,NEW,WOL",4.5,5.8,9.1,4.1,4.5,7.3,4.6,6.3,5.3,5.3,5.7,3.6,5.7,5.7,8.4,85.9,1.908888889
"ARS,CHE,CRY,LEE,WOL",5,7.4,5,3,5.7,4.5,6.1,4,6.1,6.7,6.2,5.5,6.8,7.2,6.7,85.9,1.908888889
"ARS,CHE,EVE,LEI,WHU",4.2,5.3,5.9,3.7,7.4,9.5,6.1,3.7,5.2,3.8,5.6,5.2,5.3,8,7,85.9,1.908888889
"ARS,CHE,EVE,LEI,WOL",4.5,5.3,5.8,3,5.6,7.3,4.6,5.7,5.2,5.3,5.6,4.5,7.8,7.2,8.5,85.9,1.908888889
"ARS,CRY,EVE,LEE,MCI",7.5,4.3,5.2,4.7,7.3,5.5,6.8,4.1,5.8,4.7,4.7,7.4,4.6,8.3,5,85.9,1.908888889
"ARS,CRY,EVE,MUN,WBA",7,4.3,5.2,5.9,5.2,6.4,6.5,5.1,4.2,4.4,4.9,6.9,7.3,5.2,7.4,85.9,1.908888889
"ARS,CRY,FUL,MCI,WHU",5.4,7.9,6.3,6.8,6.3,4.7,6.3,3.8,5.9,4.7,5.7,6.9,3.3,7.2,4.7,85.9,1.908888889
"ARS,CRY,LEI,NEW,SHU",5.2,5.1,6.8,5.9,3.5,7.9,7.3,5.8,6.8,3.5,5.2,4.2,6.3,5.2,7.2,85.9,1.908888889
"ARS,CRY,LIV,WBA,WHU",4.2,8.6,7.9,6.2,5.7,4.7,7.8,3.8,6.3,4.4,5.3,5.2,6.4,5.2,4.2,85.9,1.908888889
"ARS,EVE,FUL,MCI,SOU",5.9,5.5,5.4,3.8,9,5.2,4.7,5.8,5.4,6.3,5.2,7,4.8,7.2,4.7,85.9,1.908888889
"ARS,EVE,LEE,LEI,MUN",6.3,2.6,5.1,5.4,6.1,7.8,6.8,5,4.2,4.6,7.3,5.7,4.9,6.8,7.3,85.9,1.908888889
"ARS,EVE,LEI,WHU,WOL",4.2,5.3,7.6,3.7,6.7,7.3,4.6,5.4,5.4,3.8,7.8,4.5,5.3,7.8,6.5,85.9,1.908888889
"ARS,FUL,MUN,NEW,WOL",6.2,4.3,6.3,4.2,5.6,5.3,3.8,6.7,4.7,7.5,8.5,4.2,5.3,4.3,9,85.9,1.908888889
"ARS,LEE,LIV,MCI,WHU",4.2,6.7,7.6,5,8.2,5.4,7.6,3.7,6.8,5.1,7.2,5.2,3.1,6.5,3.6,85.9,1.908888889
"ARS,LIV,MCI,SHU,WOL",4.5,7.7,7.1,4,4.9,4.9,5.4,8.9,6.9,4.9,6.7,4.5,6.2,5.4,3.9,85.9,1.908888889
"ARS,MCI,SHU,SOU,WHU",4.3,7.3,6.6,4.1,7.3,7.2,7.8,3.8,6.4,4.6,5.7,5.3,4.3,7,4.2,85.9,1.908888889
"AVL,BHA,BUR,SHU,WOL",8.4,5.2,5.3,5.1,3.6,3.7,6.8,7.3,4.3,7.8,5.9,7.8,5.3,4.7,4.7,85.9,1.908888889
"AVL,BHA,EVE,MCI,WBA",10.3,4.4,5.9,5.7,6.3,4.4,5.3,8.6,4.9,4.8,3.3,9.1,4.2,4.4,4.3,85.9,1.908888889
"AVL,BHA,LEE,LIV,MUN",9.9,3.1,5.1,7.2,5.5,3.7,8.3,5.5,4.2,7.1,6.9,7.3,4.5,4,3.6,85.9,1.908888889
"AVL,BHA,MUN,WBA,WOL",8.5,4.2,6.3,6.2,5,3.7,4.8,7.3,4.2,7.5,5,6.8,5.2,4.2,7,85.9,1.908888889
