COMBO,GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,SUM,AVG PER TEAM
"CHE,EVE,FUL,LEI",6.2,4.8,4.3,4.8,5.8,7.5,4.8,7.3,5.3,5.3,56.1,1.87
"CRY,EVE,FUL,LEI",6.9,4.8,4.9,7.6,4.7,5.4,4.8,7.4,5.9,3.7,56.1,1.87
"CHE,CRY,EVE,LEI",5.6,6.9,4.7,4.8,5.2,7.9,6.1,5.7,5.7,3.7,56.3,1.876666667
"CRY,EVE,LEI,WOL",5.6,6.9,6.4,4.8,4.5,5.7,4.6,7.9,6.4,3.7,56.5,1.883333333
"EVE,FUL,LEI,WOL",6.2,4.8,6,4.8,5.1,5.3,3.6,9.5,6,5.8,57.1,1.903333333
"CHE,EVE,LEE,LEI",6.7,3.6,4.6,4.8,6.8,8.3,6.1,5.6,6.3,4.6,57.4,1.913333333
"CHE,EVE,LEI,MUN",6.7,3.6,4.6,4.8,5.6,10,6.1,6.6,4.1,5.3,57.4,1.913333333
"CRY,EVE,LEI,SOU",5.2,5.8,5.8,4.9,6.8,6.3,5.7,5.8,7.4,3.7,57.4,1.913333333
"CRY,EVE,LEI,MUN",7.4,3.6,5.2,7,4.5,7.9,6.8,6.7,4.7,3.7,57.5,1.916666667
"EVE,LEI,MUN,WOL",6.7,3.6,6.3,4.8,4.9,7.8,4.6,8.8,4.8,5.3,57.6,1.92
"EVE,LEE,LEI,WOL",6.7,3.6,6.3,4.8,6.1,6.1,4.6,7.8,7,4.6,57.6,1.92
"CHE,CRY,EVE,WOL",6.1,9.6,4.7,3.1,5.7,5.7,5.1,6.2,5.7,5.9,57.8,1.926666667
"BHA,CHE,EVE,LEI",6.7,4.7,6.4,4.7,5.2,7.4,6.1,6.2,5.2,5.3,57.9,1.93
"CHE,CRY,EVE,SOU",5.7,8.1,4.7,3.2,8,6.3,6.2,4.1,5.7,5.9,57.9,1.93
"BHA,CHE,FUL,SOU",6.3,6.9,5.2,4.1,5.9,3.8,5.2,4.6,5.7,10.2,57.9,1.93
"CHE,CRY,FUL,LEI",5.6,7.9,4.7,6.9,4.7,5.9,5.1,5.7,6.2,5.2,57.9,1.93
"CHE,FUL,LEI,MUN",6.2,4.6,4.6,6.3,5.1,8,5.1,6.6,4.6,6.8,57.9,1.93
"EVE,LEI,SHU,WOL",6.1,4.6,5.8,4.8,3.9,7.8,4.6,10.2,6.5,3.6,57.9,1.93
"BHA,CHE,EVE,FUL",8.5,4.9,4.3,4.7,5.9,4.9,5.3,6.2,5.2,8.1,58,1.933333333
"CHE,FUL,LEI,SOU",4.5,6.8,5.2,4.2,5.8,6.4,4.7,5.7,7.3,7.4,58,1.933333333
"CRY,FUL,LEI,SOU",5.2,6.8,5.8,7,4.7,4.3,4.7,5.8,7.9,5.8,58,1.933333333
"BHA,CRY,EVE,LEI",7.4,4.7,7,6.4,4.1,5.3,7.3,6.3,5.8,3.7,58,1.933333333
"CHE,EVE,LEI,WOL",4.9,7.3,5.8,3.1,5.6,7.8,4.6,7.8,5.8,5.3,58,1.933333333
"CHE,FUL,LEE,LEI",6.2,4.6,4.6,6.9,5.8,6.3,5.1,5.6,6.8,6.1,58,1.933333333
"FUL,MUN,SOU,WOL",6.3,5.8,5.7,4.7,5.6,4.2,3.7,6.7,5.3,10.1,58.1,1.936666667
"CHE,EVE,FUL,WOL",6.7,7.5,4.3,3.1,6.3,5.3,3.8,7.8,5.3,8,58.1,1.936666667
"EVE,FUL,LEI,LIV",5.7,4.8,5.9,5.8,5.6,5.3,4.8,9.7,6.4,4.1,58.1,1.936666667
"CRY,EVE,FUL,WOL",7.4,7.1,4.9,5.9,5.2,3.7,3.8,7.9,5.9,6.4,58.2,1.94
"EVE,FUL,MUN,WOL",8.5,3.8,4.8,5.3,5.6,5.3,3.8,8.8,4.3,8,58.2,1.94
"CHE,CRY,EVE,FUL",7.4,7.1,4.3,5.9,5.9,5.4,5.3,5.7,5.3,5.9,58.2,1.94
"CHE,CRY,LEI,SOU",4.5,8.9,5.6,4.2,5.2,6.8,6,4.1,7.7,5.2,58.2,1.94
"CHE,EVE,LEI,SHU",6.1,4.6,4.1,4.8,4.6,10.5,6.1,8,5.8,3.6,58.2,1.94
"CHE,LEI,MUN,SOU",4.5,5.6,5.5,4.2,5.6,8.9,6,5,6.1,6.8,58.2,1.94
"FUL,LEE,LEI,WOL",6.2,4.6,6.3,6.9,5.1,4.1,3.6,7.3,7.5,6.6,58.2,1.94
"CHE,LEE,LEI,SOU",4.5,5.6,5.5,4.2,6.8,7.2,6,4,8.3,6.1,58.2,1.94
"CHE,EVE,FUL,SOU",6.3,6,4.3,3.2,8.6,5.9,4.9,5.7,5.3,8.1,58.3,1.943333333
"CHE,LEE,LEI,WOL",4.9,7.1,6.1,4.1,5.6,6.6,4.9,5.6,7.3,6.1,58.3,1.943333333
"CRY,LEI,MUN,SOU",5.2,5.6,6.1,6.4,4.5,6.8,6.7,5.1,6.7,5.2,58.3,1.943333333
"BHA,CHE,CRY,EVE",7.9,7,4.7,4.7,5.3,5.3,7.8,4.6,5.2,5.9,58.4,1.946666667
"BHA,CHE,EVE,LEE",9,3.7,4.6,4.7,6.9,5.7,7.3,4.5,5.2,6.8,58.4,1.946666667
"CRY,LEI,SOU,WOL",4.5,8.9,7.3,4.2,4.5,4.6,4.5,5.8,8.4,5.7,58.4,1.946666667
"LEI,MUN,SOU,WOL",4.5,5.6,7.2,4.2,4.9,6.7,4.5,6.7,6.8,7.3,58.4,1.946666667
"CRY,MUN,SOU,WOL",5.7,7.9,6.1,4.7,5,4.6,5.7,5.1,5.7,7.9,58.4,1.946666667
"CHE,EVE,LEE,WOL",7.2,6.3,4.6,3.1,7.3,6.1,5.1,6.1,5.8,6.8,58.4,1.946666667
"LEE,LEI,SOU,WOL",4.5,5.6,7.2,4.2,6.1,5,4.5,5.7,9,6.6,58.4,1.946666667
"CHE,CRY,FUL,SOU",5.7,9.1,4.7,5.3,5.9,4.3,5.2,4.1,6.2,8,58.5,1.95
"CHE,EVE,LEI,SOU",4.5,5.8,5.2,3.2,7.9,8.4,5.7,5.7,6.8,5.3,58.5,1.95
"CHE,FUL,SOU,WOL",5,9.5,5.2,2.5,6.3,4.2,3.7,5.7,6.3,10.1,58.5,1.95
"CHE,FUL,LEI,WOL",4.9,8.3,5.8,4.1,5.1,5.8,3.6,7.3,6.3,7.3,58.5,1.95
"CHE,FUL,MUN,SOU",6.3,5.8,4.6,4.7,6.3,6.4,5.2,5,4.6,9.6,58.5,1.95
"CRY,EVE,SOU,WOL",5.7,8.1,5.8,3.2,7.3,4.6,4.7,6.3,6.4,6.4,58.5,1.95
"BHA,CHE,FUL,LEI",6.2,5.7,6.4,5.7,4.7,5.4,5.1,6.2,5.7,7.4,58.5,1.95
"CRY,EVE,MUN,WOL",7.9,5.9,5.2,5.3,5,5.7,5.8,7.2,4.7,5.9,58.6,1.953333333
"BHA,EVE,LEI,WOL",6.7,4.7,8.1,4.7,4.5,5.2,4.6,8.4,5.9,5.8,58.6,1.953333333
"CRY,FUL,LEI,WOL",5.6,7.9,6.4,6.9,4.5,3.7,3.6,7.4,6.9,5.7,58.6,1.953333333
"FUL,LEI,SOU,WOL",4.5,6.8,6.9,4.2,5.1,4.2,3.6,7.4,8,7.9,58.6,1.953333333
"CHE,EVE,FUL,LIV",6.2,7,4.3,4.1,6.8,5.3,5.3,8,5.3,6.3,58.6,1.953333333
"FUL,LEI,MUN,WOL",6.2,4.6,6.3,6.3,4.9,5.8,3.6,8.3,5.3,7.3,58.6,1.953333333
"BHA,EVE,FUL,WOL",8.5,4.9,6,4.7,5.2,3.2,3.8,8.4,5.4,8.6,58.7,1.956666667
"EVE,FUL,LEI,MUN",8,3.6,4.8,7,5.1,7.5,4.8,8.3,4.3,5.3,58.7,1.956666667
"CHE,CRY,SOU,WOL",5,11.6,5.6,2.5,5.7,4.6,5,4.1,6.7,7.9,58.7,1.956666667
"CHE,LEE,SOU,WOL",5,8.3,5.5,2.5,7.3,5,5,4,7.3,8.8,58.7,1.956666667
"CHE,MUN,SOU,WOL",5,8.3,5.5,2.5,6.1,6.7,5,5,5.1,9.5,58.7,1.956666667
"CHE,CRY,LEI,WOL",4.9,10.4,6.2,4.1,4.5,6.2,4.9,5.7,6.7,5.2,58.8,1.96
"CHE,EVE,FUL,LEE",8.5,3.8,4.3,5.9,7.5,5.8,5.3,5.6,5.3,6.8,58.8,1.96
"CRY,EVE,FUL,SOU",7,6,4.9,6,7.5,4.3,4.9,5.8,5.9,6.5,58.8,1.96
"EVE,FUL,LEE,WOL",8.5,3.8,4.8,5.9,6.8,4.1,3.8,7.8,6,7.3,58.8,1.96
"CHE,CRY,LEI,MUN",5.6,6.7,5,6.3,4.5,8.4,7.1,5,5,5.2,58.8,1.96
"CHE,EVE,FUL,WBA",8,5.5,4.3,5.3,6.5,6,4.5,7.4,5.3,6,58.8,1.96
"CHE,LEI,MUN,WOL",4.9,7.1,6.1,4.1,4.9,8.3,4.9,6.6,5.1,6.8,58.8,1.96
"BHA,CHE,EVE,TOT",7.3,5.9,4.2,4.7,6.4,6.3,5.7,4.6,5.2,8.6,58.9,1.963333333
"BUR,EVE,FUL,LEI",8,4.8,5.5,5.9,4.7,7,4.8,7.9,4.4,5.9,58.9,1.963333333
"CHE,LEI,SHU,SOU",4.5,6.6,5,4.2,4.6,9.4,6,5.7,7.8,5.1,58.9,1.963333333
"CHE,EVE,MUN,WOL",7.2,6.3,4.6,3.1,6.1,7.8,5.1,7.1,4.1,7.5,58.9,1.963333333
"BHA,CHE,EVE,SOU",6.8,5.9,5.2,3.2,8,5.8,6.2,4.6,5.2,8.1,59,1.966666667
"CHE,CRY,EVE,WBA",7.4,7.6,4.7,5.3,5.9,6.4,5.8,5.8,5.7,4.4,59,1.966666667
"CHE,EVE,MUN,SOU",6.8,4.8,4.6,3.2,8.4,8.4,6.2,5,4.1,7.5,59,1.966666667
"CHE,EVE,LEE,SOU",6.8,4.8,4.6,3.2,9.6,6.7,6.2,4,6.3,6.8,59,1.966666667
"EVE,FUL,SHU,WOL",7.9,4.8,4.3,5.8,4.6,5.3,3.8,10.2,6,6.3,59,1.966666667
"AVL,CHE,FUL,LEI",6.2,5.3,4.3,6.9,5.8,6,5.1,7.3,5.3,6.8,59,1.966666667
"BUR,CHE,EVE,LEI",6.7,6.3,5.3,4.2,5.2,9.5,6.1,6.2,4.2,5.3,59,1.966666667
"CHE,FUL,LEI,SHU",6.1,5.6,4.1,6.8,4.1,8.5,5.1,7.3,6.3,5.1,59,1.966666667
"CHE,EVE,LEI,TOT",5,5.8,4.2,4.8,6.3,8.9,5.2,5.7,7.8,5.3,59,1.966666667
"CHE,FUL,LEE,WOL",6.7,7.3,4.6,5.2,6.3,4.1,4.1,5.6,6.3,8.8,59,1.966666667
"CHE,EVE,TOT,WOL",5.5,8.5,4.2,3.1,6.8,6.7,4.2,6.2,5.8,8,59,1.966666667
"FUL,LEI,MUN,SOU",5.8,4.6,5.7,6.4,5.1,6.4,4.7,6.7,6.3,7.4,59.1,1.97
"CRY,FUL,LEI,MUN",6.9,4.6,5.2,9.1,4.5,5.9,5.8,6.7,5.2,5.2,59.1,1.97
"CHE,FUL,LEE,SOU",6.3,5.8,4.6,5.3,7.5,4.7,5.2,4,6.8,8.9,59.1,1.97
"EVE,MUN,SOU,WOL",6.8,4.8,5.7,3.2,7.7,6.2,4.7,7.2,4.8,8,59.1,1.97
"CHE,FUL,LEI,LIV",4.4,7.8,5.7,5.1,5.6,5.8,5.1,7.3,6.7,5.6,59.1,1.97
"CRY,EVE,MUN,SOU",7.5,4.8,5.2,5.4,7.3,6.3,6.9,5.1,4.7,5.9,59.1,1.97
"CRY,LEE,LEI,WOL",5.6,6.7,6.7,7.4,4.5,4.5,5.6,5.7,7.9,4.5,59.1,1.97
"BUR,CRY,EVE,LEI",7.4,6.3,5.9,5.9,4.1,7.4,7.3,6.3,4.8,3.7,59.1,1.97
"EVE,MUN,TOT,WOL",7.3,4.8,4.7,5.3,6.1,6.7,4.2,7.2,4.8,8,59.1,1.97
"LEI,SHU,SOU,WOL",4.5,6.6,6.7,4.2,3.9,6.7,4.5,7.9,8.5,5.6,59.1,1.97
"CHE,FUL,LIV,SOU",4.5,9,5.2,3.5,6.8,4.2,5.2,5.7,6.7,8.4,59.2,1.973333333
"EVE,FUL,LEI,SOU",5.8,4.8,5.4,4.9,7.4,5.9,4.7,7.4,7,5.9,59.2,1.973333333
"FUL,SHU,SOU,WOL",6.2,6.8,5.2,5.2,4.6,4.2,3.7,7.9,7,8.4,59.2,1.973333333
"CRY,FUL,MUN,SOU",7,5.8,5.2,7.5,5.2,4.3,5.9,5.1,5.2,8,59.2,1.973333333
"EVE,FUL,SOU,WOL",6.3,6,5.4,3.2,7.9,4.2,3.7,7.9,6,8.6,59.2,1.973333333
"CRY,FUL,LEE,LEI",6.9,4.6,5.2,10.2,4.7,4.2,5.8,5.7,7.4,4.5,59.2,1.973333333
"CRY,LEI,MUN,WOL",5.6,6.7,6.7,6.3,4.5,6.2,5.6,6.7,5.7,5.2,59.2,1.973333333
"BHA,FUL,LEI,WOL",6.2,5.7,8.1,5.7,4.5,3.2,3.6,7.9,6.4,7.9,59.2,1.973333333
"CHE,EVE,FUL,MUN",8.5,3.8,4.3,5.3,6.3,7.5,5.3,6.6,4.1,7.5,59.2,1.973333333
"CHE,CRY,EVE,LIV",5.6,9.1,4.7,4.1,6.2,5.7,7.1,6.4,5.7,4.7,59.3,1.976666667
"FUL,LEI,LIV,SOU",4,6.8,6.8,5.2,5.6,4.2,4.7,7.4,8.4,6.2,59.3,1.976666667
"BHA,EVE,FUL,LEI",8,4.7,6.6,6.4,4.7,4.9,4.8,7.9,5.4,5.9,59.3,1.976666667
"CHE,EVE,LEI,LIV",4.4,6.8,5.7,4.1,6.1,7.8,6.1,8,6.2,4.1,59.3,1.976666667
"CRY,EVE,LEE,LEI",7.4,3.6,5.2,8.1,5.7,6.2,6.8,5.7,6.9,3.7,59.3,1.976666667
"BHA,CRY,EVE,FUL",9.2,4.9,4.9,7.5,4.8,3.3,6.5,6.3,5.4,6.5,59.3,1.976666667
"CRY,EVE,FUL,WBA",8.7,5.5,4.9,8.1,5.4,4.4,4.5,7.5,5.9,4.4,59.3,1.976666667
"EVE,FUL,LEE,LEI",8,3.6,4.8,7.6,6.3,5.8,4.8,7.3,6.5,4.6,59.3,1.976666667
"BHA,CHE,CRY,LEI",5.6,7.8,6.8,5.7,4.1,5.8,7.6,4.6,6.1,5.2,59.3,1.976666667
"BHA,CHE,LEI,SOU",4.5,6.7,7.3,4.1,5.2,6.3,6,4.6,7.2,7.4,59.3,1.976666667
"BHA,CHE,SOU,WOL",5,9.4,6.7,2.5,5.7,4.1,5,4.6,6.2,10.1,59.3,1.976666667
"CHE,CRY,FUL,WOL",6.1,10.6,4.7,5.2,5.2,3.7,4.1,5.7,6.2,7.9,59.4,1.98
"BHA,CRY,LEI,SOU",5.2,6.7,7.9,5.8,4.1,4.2,7.2,4.7,7.8,5.8,59.4,1.98
"CHE,CRY,LEE,LEI",5.6,6.7,5,7.4,5.2,6.7,7.1,4,7.2,4.5,59.4,1.98
"CRY,EVE,FUL,MUN",9.2,3.8,4.8,8.1,5.2,5.4,6,6.7,4.3,5.9,59.4,1.98
"EVE,SHU,SOU,WOL",6.2,5.8,5.2,3.2,6.7,6.2,4.7,8.6,6.5,6.3,59.4,1.98
"BHA,CHE,EVE,WOL",7.2,7.4,5.8,3.1,5.7,5.2,5.1,6.7,5.2,8,59.4,1.98
"CRY,LEE,LEI,SOU",5.2,5.6,6.1,7.5,5.7,5.1,6.7,4.1,8.9,4.5,59.4,1.98
"ARS,CHE,FUL,WOL",5,9,5.8,3,6.3,5.3,4.1,5.7,5.7,9.5,59.4,1.98
"BHA,CHE,LEE,LEI",6.7,4.5,6.7,5.7,5.2,6.2,7.1,4.5,6.7,6.1,59.4,1.98
"CHE,FUL,MUN,WOL",6.7,7.3,4.6,4.6,5.6,5.8,4.1,6.6,4.6,9.5,59.4,1.98
"BHA,CHE,FUL,WOL",6.7,8.4,5.8,4,5.2,3.2,4.1,6.2,5.7,10.1,59.4,1.98
"BHA,CRY,EVE,SOU",7.5,5.9,5.8,4.8,6.9,4.2,7.4,4.7,5.8,6.5,59.5,1.983333333
"CHE,CRY,EVE,TOT",6.2,8.1,4.2,6.4,6.4,6.8,5.7,4.1,5.7,5.9,59.5,1.983333333
"CHE,CRY,MUN,SOU",5.7,7.9,5,4.7,5.7,6.8,7.2,4.1,5,7.4,59.5,1.983333333
"ARS,CHE,EVE,FUL",6.3,5.5,4.3,3.7,9,7,5.3,5.7,5.2,7.5,59.5,1.983333333
"ARS,CHE,FUL,SOU",4.6,7.5,5.2,3.1,8.6,5.9,5.2,4.1,5.7,9.6,59.5,1.983333333
"BHA,CHE,EVE,MUN",9,3.7,4.6,4.7,5.7,7.4,7.3,5.5,4.1,7.5,59.5,1.983333333
"BHA,CRY,EVE,WOL",7.9,7,6.4,4.7,4.6,3.6,6.3,6.8,5.8,6.4,59.5,1.983333333
"BHA,LEI,SOU,WOL",4.5,6.7,9,4.1,4.5,4.1,4.5,6.3,7.9,7.9,59.5,1.983333333
"CRY,LEI,SHU,SOU",5.2,6.6,5.6,6.9,3.5,6.8,7.2,5.8,8.4,3.5,59.5,1.983333333
"EVE,FUL,LEI,SHU",7.4,4.6,4.3,7.5,4.1,7.5,4.8,9.7,6,3.6,59.5,1.983333333
"EVE,LEI,SOU,WOL",4.5,5.8,6.9,3.2,7.2,6.2,4.5,7.9,7.5,5.8,59.5,1.983333333
"CRY,EVE,LEI,TOT",5.7,5.8,4.8,8.1,5.2,6.8,5.2,5.8,8.4,3.7,59.5,1.983333333
"EVE,LEI,LIV,WOL",4.4,6.8,7.4,4.1,5.4,5.6,4.6,10.2,6.9,4.1,59.5,1.983333333
"BHA,MUN,SOU,WOL",6.8,5.7,7.2,4.1,5,4.1,5.7,5.6,5.2,10.1,59.5,1.983333333
"BHA,EVE,MUN,WOL",9,3.7,6.3,4.7,5,5.2,5.8,7.7,4.2,8,59.6,1.986666667
"EVE,LEI,MUN,SOU",6.3,3.6,5.7,4.9,7.2,8.4,5.7,6.7,5.8,5.3,59.6,1.986666667
"BHA,CRY,EVE,MUN",9.7,3.7,5.2,6.9,4.6,5.3,8.5,5.6,4.2,5.9,59.6,1.986666667
"CRY,EVE,FUL,LIV",6.9,7,4.9,6.9,5.7,3.7,5.8,8.1,5.9,4.7,59.6,1.986666667
"EVE,LEE,SOU,WOL",6.8,4.8,5.7,3.2,8.9,5,4.7,6.2,7,7.3,59.6,1.986666667
"BHA,EVE,LEE,WOL",9,3.7,6.3,4.7,6.2,4,5.8,6.7,5.9,7.3,59.6,1.986666667
"CHE,CRY,EVE,MUN",7.9,5.9,4.6,5.3,5.7,7.9,7.3,5,4.1,5.9,59.6,1.986666667
"CHE,FUL,SHU,SOU",6.2,6.8,4.1,5.2,5.3,6.9,5.2,5.7,6.3,7.9,59.6,1.986666667
"CRY,EVE,TOT,WOL",6.2,8.1,4.8,6.4,5.7,5.1,4.2,6.3,6.4,6.4,59.6,1.986666667
"MUN,SHU,SOU,WOL",6.2,5.6,5.5,4.7,4.4,6.7,5.7,7.2,5.8,7.8,59.6,1.986666667
"ARS,CHE,FUL,LEE",6.3,5.3,4.6,5.8,7.5,5.8,6.3,4,5.7,8.3,59.6,1.986666667
"AVL,CHE,EVE,LEI",6.7,4.3,4.3,4.8,7.4,8,6.1,7.9,4.8,5.3,59.6,1.986666667
"CHE,EVE,MUN,TOT",7.3,4.8,4.2,5.3,6.8,8.9,5.7,5,4.1,7.5,59.6,1.986666667
"EVE,LEE,LEI,SOU",6.3,3.6,5.7,4.9,8.4,6.7,5.7,5.7,8,4.6,59.6,1.986666667
"BHA,CHE,FUL,LEE",8.5,4.7,4.6,6.8,5.9,3.7,6.3,4.5,5.7,8.9,59.6,1.986666667
"BHA,LEE,LEI,WOL",6.7,4.5,8.4,5.7,4.5,4,5.6,6.2,7.4,6.6,59.6,1.986666667
"BUR,CHE,FUL,LEI",6.2,7.3,5.3,5.2,4.7,7.5,5.1,6.2,4.7,7.4,59.6,1.986666667
"CRY,EVE,LEE,WOL",7.9,5.9,5.2,6.4,6.2,4.5,5.8,6.2,6.4,5.2,59.7,1.99
"FUL,LEE,LEI,SOU",5.8,4.6,5.7,7,6.3,4.7,4.7,5.7,8.5,6.7,59.7,1.99
"ARS,FUL,MUN,WOL",6.3,5.3,6.3,5.2,5.6,5.3,4.8,6.7,4.7,9.5,59.7,1.99
"BHA,FUL,LEI,SOU",5.8,5.7,7.5,5.8,4.7,3.8,4.7,6.3,7.4,8,59.7,1.99
"BUR,EVE,LEI,WOL",6.7,6.3,7,4.2,4.5,7.3,4.6,8.4,4.9,5.8,59.7,1.99
"FUL,LEI,SHU,SOU",5.7,5.6,5.2,6.9,4.1,6.4,4.7,7.4,8,5.7,59.7,1.99
"CRY,FUL,SOU,WOL",5.7,9.1,5.8,5.3,5.2,3.7,3.7,5.8,6.9,8.5,59.7,1.99
"EVE,FUL,LIV,MUN",8,3.8,4.8,6.3,6.1,5.3,5.8,9,4.3,6.3,59.7,1.99
"EVE,FUL,LIV,WOL",6.2,7,5.9,4.1,6.1,3.6,3.8,10.2,6,6.8,59.7,1.99
"AVL,CRY,FUL,LEI",6.9,5.3,4.9,10.2,4.7,3.9,5.3,7.4,5.9,5.2,59.7,1.99
"AVL,FUL,LEI,WOL",6.2,5.3,6,6.9,5.1,3.8,3.6,9.5,6,7.3,59.7,1.99
"CHE,EVE,SHU,WOL",6.6,7.3,4.1,3.1,5.1,8.3,5.1,8.5,5.8,5.8,59.7,1.99
"CRY,EVE,WBA,WOL",7.4,7.6,6.4,5.3,5.2,4.7,4.3,8,6.4,4.4,59.7,1.99
"LEE,LEI,SHU,WOL",6.1,4.4,6.1,6.8,3.9,6.6,5.6,7.8,8,4.4,59.7,1.99
"BHA,FUL,SOU,WOL",6.3,6.9,6.9,4.1,5.2,3.2,3.7,6.3,6.4,10.7,59.7,1.99
"FUL,LEI,SHU,WOL",6.1,5.6,5.8,6.8,3.9,5.8,3.6,9.5,7,5.6,59.7,1.99
"FUL,LIV,MUN,SOU",5.8,5.8,5.7,5.7,6.1,4.2,5.7,6.7,5.7,8.4,59.8,1.993333333
"CHE,EVE,SHU,SOU",6.2,5.8,4.1,3.2,7.4,8.9,6.2,6.4,5.8,5.8,59.8,1.993333333
"BHA,CHE,CRY,SOU",5.7,9,5.6,4.1,5.3,4.2,7.7,4.1,6.1,8,59.8,1.993333333
"AVL,CHE,LEI,SOU",4.5,6.3,5.2,4.2,7.4,6.9,6,5.7,6.8,6.8,59.8,1.993333333
"AVL,CHE,LEI,WOL",4.9,7.8,5.8,4.1,5.6,6.3,4.9,7.8,5.8,6.8,59.8,1.993333333
"CHE,CRY,MUN,WOL",6.1,9.4,5,4.6,5,6.2,6.1,5,5,7.4,59.8,1.993333333
"CRY,FUL,LEI,LIV",5.1,7.8,6.3,7.9,4.7,3.7,5.6,7.4,7.3,4,59.8,1.993333333
"FUL,LEE,LEI,LIV",5.7,4.6,6.2,7.9,5.6,4.1,5.6,7.3,7.9,4.9,59.8,1.993333333
"AVL,EVE,LEI,WOL",6.7,4.3,6,4.8,6.7,5.8,4.6,10.1,5.5,5.3,59.8,1.993333333
"BHA,EVE,FUL,SOU",8.1,4.9,5.4,4.8,7.5,3.8,4.9,6.3,5.4,8.7,59.8,1.993333333
"CHE,EVE,FUL,TOT",6.8,6,4.2,5.9,7,6.4,4.4,5.7,5.3,8.1,59.8,1.993333333
"EVE,FUL,TOT,WOL",6.8,6,4.4,5.9,6.3,4.7,3.2,7.9,6,8.6,59.8,1.993333333
"EVE,LEI,WHU,WOL",4.6,6.4,7.6,4.8,6.7,7.8,4.6,7.5,6,3.8,59.8,1.993333333
"BHA,CHE,LEI,WOL",4.9,8.2,7.9,4,4.5,5.7,4.9,6.2,6.2,7.3,59.8,1.993333333
"BHA,CHE,LEE,WOL",7.2,7.2,6.1,4,5.7,4,6.1,4.5,6.2,8.8,59.8,1.993333333
"AVL,CHE,CRY,LEI",5.6,7.4,4.7,7.4,5.2,6.4,6.6,5.7,5.7,5.2,59.9,1.996666667
"CHE,CRY,LEE,WOL",6.1,9.4,5,5.7,5.7,4.5,6.1,4,6.7,6.7,59.9,1.996666667
"CHE,EVE,LIV,TOT",5,8,4.2,4.1,7.3,6.7,5.7,6.4,6.2,6.3,59.9,1.996666667
"ARS,CHE,EVE,TOT",5.1,6.5,4.2,3.7,9.5,8.4,5.7,4.1,5.2,7.5,59.9,1.996666667
"AVL,BHA,CHE,LEI",6.7,5.2,6.4,5.7,5.2,5.9,6.6,6.2,5.2,6.8,59.9,1.996666667
"CRY,EVE,SHU,WOL",7.3,6.9,4.7,5.8,4,5.7,6.3,8.6,6.4,4.2,59.9,1.996666667
"EVE,FUL,MUN,SOU",8.1,3.8,4.8,5.4,7.9,5.9,4.9,6.7,4.3,8.1,59.9,1.996666667
"EVE,LEI,LIV,MUN",6.2,3.6,6.2,5.8,5.4,7.8,6.6,9,5.2,4.1,59.9,1.996666667
"EVE,LEI,SHU,SOU",5.7,4.6,5.2,4.9,6.2,8.4,5.7,8.1,7.5,3.6,59.9,1.996666667
"FUL,LEI,LIV,MUN",5.7,4.6,6.2,7.3,5.1,5.8,5.6,8.3,5.7,5.6,59.9,1.996666667
"BHA,CHE,SHU,SOU",6.2,6.7,5,4.1,4.7,6.8,7.7,4.6,6.2,7.9,59.9,1.996666667
"CHE,CRY,LIV,SOU",4.5,11.1,5.6,3.5,6.2,4.6,7,4.1,7.1,6.2,59.9,1.996666667
"CHE,LIV,MUN,SOU",4.5,7.8,5.5,3.5,6.6,6.7,7,5,5.5,7.8,59.9,1.996666667
"CRY,LEI,LIV,SOU",4,8.8,7.2,5.2,5,4.6,6.5,5.8,8.8,4,59.9,1.996666667
"EVE,FUL,LEI,WHU",5.9,4.8,6.1,7.6,6.9,7.5,4.8,7,5.5,3.8,59.9,1.996666667
"BHA,CHE,LEI,MUN",6.7,4.5,6.7,5.7,4.5,7.9,7.1,5.5,4.5,6.8,59.9,1.996666667
"CHE,LEE,LEI,LIV",4.4,6.6,6,5.1,6.1,6.6,6.9,5.6,7.7,4.9,59.9,1.996666667
"CHE,LEE,LIV,SOU",4.5,7.8,5.5,3.5,7.8,5,7,4,7.7,7.1,59.9,1.996666667
"CHE,SHU,SOU,WOL",5,9.3,5,2.5,5.1,7.2,5,6.2,6.8,7.8,59.9,1.996666667
"ARS,CHE,FUL,LEI",4.5,6.3,7.8,4.7,5.8,7.5,5.1,5.7,5.7,6.8,59.9,1.996666667
"ARS,CHE,LEE,WOL",5,7.8,6.1,3,7.3,6.1,6.1,4,6.2,8.3,59.9,1.996666667
"CRY,EVE,LEI,LIV",5.1,6.8,6.3,5.8,5,5.7,6.6,8.1,6.8,3.7,59.9,1.996666667
"CRY,EVE,LIV,WOL",5.6,9.1,6.3,4.1,5.5,4,5.6,8.6,6.4,4.7,59.9,1.996666667
"EVE,SHU,TOT,WOL",6.7,5.8,4.2,5.8,5.1,6.7,4.2,8.6,6.5,6.3,59.9,1.996666667
"CHE,MUN,SHU,SOU",6.2,5.6,4.4,4.7,5.1,9.4,7.2,5,5.1,7.3,60,2
"BHA,CHE,MUN,SOU",6.8,5.7,5.5,4.1,5.7,6.3,7.2,4.6,4.5,9.6,60,2
"CHE,LEE,LEI,SHU",6.1,4.4,4.4,6.8,4.6,9.3,7.1,5.6,7.3,4.4,60,2
"CRY,LIV,MUN,SOU",5.2,7.8,6.1,5.7,5.5,4.6,7.7,5.1,6.1,6.2,60,2
