COMBO,GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,SUM,AVG PER TEAM
"LIV,MCI,WHU,WOL",4.6,11,8.8,4.4,7,4.9,5.4,9,7.4,5.1,67.6,2.253333333
"MUN,NEW,TOT,WHU",6.4,5.3,6.3,8.6,7.9,9.5,6.4,4.7,6.5,6,67.6,2.253333333
"NEW,TOT,WBA,WOL",6.7,7,8,5.8,6.3,5.7,3.7,7.5,10.4,6.5,67.6,2.253333333
"ARS,BUR,MUN,WBA",9.5,5.8,8,6.3,5.2,8,8.1,5.6,3.6,7.5,67.6,2.253333333
"AVL,CRY,NEW,WBA",8.6,5.5,7,9.1,7,4.9,6,7.5,7.6,4.4,67.6,2.253333333
"ARS,BHA,BUR,SHU",8,6.2,7.4,5.7,3.6,6.9,11.2,5.2,4.7,8.8,67.7,2.256666667
"BUR,LIV,TOT,WBA",6.3,9,6.8,6.7,5.7,5.7,5.7,6.4,8,7.4,67.7,2.256666667
"CRY,MCI,MUN,NEW",10.5,5.7,6.6,6.8,6.1,7.2,6.8,6.7,6.6,4.7,67.7,2.256666667
"ARS,BHA,BUR,LIV",6.3,7.9,9,5.1,5.1,5.2,9.9,5.2,4.7,9.3,67.7,2.256666667
"ARS,BHA,MCI,TOT",6.9,7.4,7.9,5.6,6.8,5.6,6.7,4.7,7.2,8.9,67.7,2.256666667
"ARS,EVE,MCI,SHU",8,5.3,5.7,4.7,8.2,8.3,7.9,9.1,5.9,4.6,67.7,2.256666667
"ARS,NEW,SOU,TOT",4.7,7,7.4,4.3,10.3,7.3,5.3,4.2,9.1,8.1,67.7,2.256666667
"AVL,LEE,SOU,WHU",7.9,5.3,5.7,9,10.2,5.2,7.4,3.7,6.5,6.8,67.7,2.256666667
"CHE,LEE,MCI,NEW",9.8,5.7,6,4.6,8.4,7.7,6.1,5.6,8.2,5.6,67.7,2.256666667
"FUL,LEE,MCI,WHU",9.6,6.2,6.2,9,7.9,5.1,5.8,5.3,7,5.6,67.7,2.256666667
"ARS,AVL,BHA,SHU",8,5.2,6.4,7.3,5.8,5.4,10.1,6.9,5.3,7.3,67.7,2.256666667
"ARS,AVL,BHA,WBA",8.1,5.9,8.8,6.8,7,4.4,7.5,6.4,5.3,7.5,67.7,2.256666667
"ARS,AVL,BUR,FUL",9.5,6,5.5,6.9,7,5.5,7.1,6.3,4.3,9.6,67.7,2.256666667
"ARS,AVL,LIV,NEW",5.7,5.5,8,5.2,9.6,5.8,7.3,8,6.3,6.3,67.7,2.256666667
"ARS,BHA,CRY,WHU",5.4,8,8.6,7.4,6.4,5.3,11.1,3.8,5.8,5.9,67.7,2.256666667
"ARS,BHA,MCI,MUN",10,5.2,8.3,5.6,6.1,6.2,8.3,5.6,4.6,7.8,67.7,2.256666667
"ARS,BHA,TOT,WBA",6.4,6.9,8.7,6.8,5.9,5.3,6.4,4.7,8,8.6,67.7,2.256666667
"ARS,CHE,MCI,WHU",4.7,9.5,7.3,4,9,9.3,8.2,3.7,5.7,6.3,67.7,2.256666667
"ARS,MUN,WBA,WHU",6,5.8,8.6,7.4,7.4,8.5,8.6,4.7,4.7,6,67.7,2.256666667
"AVL,LEE,LEI,MUN",11.3,3.1,5.1,10,6.1,6.8,7.3,6.6,5.3,6.1,67.7,2.256666667
"AVL,LEI,TOT,WBA",6.3,5.8,6.6,9.6,5.8,5.9,4.7,7.5,10.2,5.3,67.7,2.256666667
"AVL,MCI,SHU,WOL",9.8,6.7,5.7,6.1,5.5,5.1,5.1,11.1,6.5,6.1,67.7,2.256666667
"BHA,LEI,MCI,WBA",8,6.2,10.2,6.7,4.7,5.2,5.1,8,9.5,4.1,67.7,2.256666667
"BUR,LEI,TOT,WBA",6.3,7.3,7.6,7.4,4.7,7.4,4.7,6.3,9.6,6.4,67.7,2.256666667
"CHE,MCI,MUN,NEW",9.8,5.7,6,4.6,7.2,9.4,6.1,6.6,6,6.3,67.7,2.256666667
"EVE,LIV,MCI,SOU",6.3,7.4,6.8,4.2,9.3,5.5,5.7,9.6,7.8,5.1,67.7,2.256666667
"FUL,LIV,MCI,NEW",7.4,6.9,7.3,5.6,7.2,4.6,4.8,10.5,8.3,5.1,67.7,2.256666667
"ARS,AVL,MCI,WOL",8.2,7.4,7.4,4,8.3,5.1,5.1,8.5,5.9,7.8,67.7,2.256666667
"ARS,CRY,NEW,WBA",6.9,6.5,9.2,6.4,7.1,6.4,7,5.8,8,4.4,67.7,2.256666667
"ARS,CRY,WBA,WHU",5.4,8.6,8.7,8,7,6.4,9.1,3.8,6.3,4.4,67.7,2.256666667
"ARS,LEE,NEW,TOT",6.3,4.8,6.8,7.5,9.2,7.2,6.4,4.1,8.6,6.8,67.7,2.256666667
"AVL,BHA,MCI,WOL",10.4,6.8,7.4,5,6.1,3.7,5.1,9,5.9,8.3,67.7,2.256666667
"AVL,EVE,NEW,SHU",9.6,4,4.3,7,8.1,8.1,6.5,10.3,5.5,4.3,67.7,2.256666667
"BHA,LEE,MUN,NEW",11.6,3.1,7.2,7.4,6.2,6.2,8,5.5,5.7,6.8,67.7,2.256666667
"BHA,LIV,MCI,SOU",6.3,8.3,8.2,4.5,6.6,4.1,6.5,7.8,8.2,7.2,67.7,2.256666667
"BUR,LEE,MUN,WBA",13.1,4.1,6.1,7.9,5.2,6.8,7.5,5.5,4.7,6.8,67.7,2.256666667
"CHE,LIV,MCI,WBA",6.2,9.9,7.1,4.4,6.8,5.6,5.6,8.9,8.1,5.1,67.7,2.256666667
"FUL,LIV,MCI,TOT",6.3,8.4,5.8,7.2,6.8,4.6,4.2,8.9,8.3,7.2,67.7,2.256666667
"BHA,BUR,CRY,TOT",8,8.4,5.8,8.4,4.2,4.7,8.4,4.7,5.2,10,67.8,2.26
"MCI,MUN,SOU,WHU",7.9,7.2,7.1,5.7,8.3,7.7,6.7,4.7,6.2,6.3,67.8,2.26
"ARS,MCI,SHU,TOT",6.3,7.3,5.6,6.7,6.2,7.7,7.3,6.8,7.8,6.1,67.8,2.26
"AVL,LIV,MUN,NEW",9.3,3.8,6.2,6.8,7.7,6.3,7.3,8.9,5.2,6.3,67.8,2.26
"ARS,BHA,MCI,SOU",6.4,7.4,8.9,4.1,8.4,5.1,7.2,4.7,7.2,8.4,67.8,2.26
"AVL,LIV,NEW,TOT",6.2,6,5.8,7.9,8.4,5.2,5.9,8,8.1,6.3,67.8,2.26
"AVL,LIV,WBA,WHU",5.9,7.6,7.5,8.4,7.9,4.8,6.8,7.7,6.4,4.8,67.8,2.26
"AVL,MUN,TOT,WHU",8.4,5.3,4.7,10.7,7.9,7.4,6.9,4.7,4.3,7.5,67.8,2.26
"BHA,MCI,MUN,SHU",11.6,4.5,6,7.2,4,6.7,8.3,8.2,5.2,6.1,67.8,2.26
"BHA,MCI,SHU,TOT",8.5,6.7,5.6,7.7,4.7,5.6,6.7,7.3,7.8,7.2,67.8,2.26
"BUR,CHE,MUN,WHU",8.3,7.9,5.6,5.7,5.7,10.5,8.9,4.2,3.5,7.5,67.8,2.26
"BUR,CHE,SHU,WHU",6.3,8.9,5.1,6.2,4.7,11.5,10.4,4.2,4.7,5.8,67.8,2.26
"BUR,NEW,SHU,TOT",7.9,6.3,5.2,7.4,4.7,9,7,6.3,7.1,6.9,67.8,2.26
"EVE,LIV,MCI,SHU",7.9,6.2,5.7,5.1,6,6.6,6.6,12.2,6.9,4.6,67.8,2.26
"EVE,MCI,MUN,WHU",10.1,5.2,6.2,6.3,8.3,8.8,6.8,7,4.3,4.8,67.8,2.26
"EVE,MCI,SHU,WBA",9.7,5.3,5.7,6.3,5.7,7.3,5.3,10.8,7.4,4.3,67.8,2.26
"LEE,MCI,NEW,WOL",9.8,5.7,7.7,4.6,7.7,5.4,4.6,7.8,8.9,5.6,67.8,2.26
"LIV,MCI,SOU,TOT",4.6,9.4,6.7,4.5,7.7,5.5,5.1,7.3,9.8,7.2,67.8,2.26
"LIV,MCI,TOT,WOL",5,10.4,7.2,4.4,6.6,4.9,4,9.4,8.8,7.1,67.8,2.26
"MCI,MUN,NEW,WOL",9.8,5.7,7.7,4.6,6.5,7.1,4.6,8.8,6.7,6.3,67.8,2.26
"ARS,BUR,LEI,WBA",5.8,6.8,11.2,5.8,4.7,8,6.9,6.3,7,5.3,67.8,2.26
"ARS,LIV,MCI,WOL",4.5,9.9,8.8,4,7,4.9,5.4,9.4,7.3,6.6,67.8,2.26
"ARS,LIV,TOT,WHU",4.2,9.1,7.4,6.8,8.4,6.7,8.3,3.8,6.8,6.3,67.8,2.26
"ARS,MUN,NEW,SHU",7.4,4.1,6.7,6.4,6.3,10.1,9.1,6.7,5.2,5.8,67.8,2.26
"ARS,NEW,SHU,SOU",5.8,5.8,7.3,4.3,8.6,8.5,8,5.8,7.9,5.8,67.8,2.26
"AVL,CRY,MCI,WOL",9.3,9,6.3,6.7,6.1,4.2,5.1,8.5,6.4,6.2,67.8,2.26
"BHA,LIV,MCI,SHU",7.9,7.1,7.1,6,4.5,4.5,8.1,10.4,7.3,4.9,67.8,2.26
"BUR,CHE,LEE,WHU",8.3,7.9,5.6,6.3,6.9,8.8,8.9,3.6,4.7,6.8,67.8,2.26
"BUR,CRY,LEE,MUN",12.5,5.1,5.5,9,4.6,6.2,9.5,4.6,4.1,6.7,67.8,2.26
"BUR,FUL,NEW,WHU",7.6,7,7.1,7.5,7,7.6,6.6,5.9,4.9,6.6,67.8,2.26
"CHE,LIV,SHU,WHU",4.6,9.4,5.5,6.1,5.6,9.8,9.6,6.3,6.3,4.6,67.8,2.26
"EVE,LEE,MCI,SHU",11.6,3.6,4.6,6.8,6.7,7.1,6.8,9,7,4.6,67.8,2.26
"FUL,LEI,NEW,WBA",7.4,5.3,8.8,7.5,5.3,6.5,4.3,9,9.9,3.8,67.8,2.26
"LEE,LEI,MCI,SHU",9.3,4.4,6,7.8,5,7.6,6.6,8.3,8.9,3.9,67.8,2.26
"LEE,LIV,NEW,WBA",7.4,4.8,8.3,6.8,7.3,5.1,6.3,7.4,9.6,4.8,67.8,2.26
"LEE,MUN,NEW,TOT",9.9,3.1,5,9.1,7.3,7.7,6.4,5,7.5,6.8,67.8,2.26
"MUN,NEW,SHU,WBA",9.1,4.1,6.7,8,4.6,9.1,6.5,8.4,7,4.3,67.8,2.26
"NEW,WBA,WHU,WOL",6.3,7.6,9.7,5.8,7.4,6.9,4.3,7.1,8.2,4.5,67.8,2.26
"EVE,MCI,NEW,WOL",8.4,5.9,7.4,4.1,8.4,6.6,4.6,10.2,7.4,4.8,67.8,2.26
"AVL,BHA,LEE,LIV",9.9,4.2,6.2,8.7,6.7,3.7,8.3,6.8,6.3,7.1,67.9,2.263333333
"AVL,CHE,MCI,TOT",8.7,7.9,4.2,6.7,7.9,6.2,5.5,6.3,6.7,7.8,67.9,2.263333333
"CHE,LIV,MCI,WHU",4.6,11,7.1,4.4,7.7,7.6,6.9,6.8,6.7,5.1,67.9,2.263333333
"ARS,AVL,BHA,MUN",10,4.2,6.9,6.8,6.8,5.4,9,5.6,4.2,9,67.9,2.263333333
"ARS,AVL,LEE,LIV",7.7,4.8,6.2,7.7,8.9,4.6,8.3,6.3,6.3,7.1,67.9,2.263333333
"ARS,NEW,WHU,WOL",4.7,7.6,9.7,4.2,9.1,7.9,6.9,5.4,6.4,6,67.9,2.263333333
"AVL,CHE,MCI,MUN",11.8,5.7,4.6,5.6,7.2,7.3,6.6,7.2,4.1,7.8,67.9,2.263333333
"AVL,CRY,MUN,WHU",9,5.9,5.2,10.7,6.8,6.4,9,4.7,4.3,5.9,67.9,2.263333333
"BHA,SHU,TOT,WHU",6.4,6.7,5.8,9.5,4.7,7.8,9.4,4.3,6.4,6.9,67.9,2.263333333
"ARS,BUR,FUL,MCI",9.5,7.9,6.9,5.1,6.3,6.3,6.4,6.3,4.8,8.4,67.9,2.263333333
"ARS,BUR,FUL,WHU",6,8,7.1,6.9,7,7,8.7,4.3,4.8,8.1,67.9,2.263333333
"ARS,BUR,LIV,WHU",4.2,9.6,8.5,5.1,7.3,7.3,10.5,4.3,4.8,6.3,67.9,2.263333333
"ARS,EVE,LEE,MCI",10,4.3,6.2,4.7,10.4,7.1,6.8,6.4,6.4,5.6,67.9,2.263333333
"AVL,BHA,BUR,FUL",11.7,5.4,5.5,7.9,4.8,3.4,7,6.8,4.3,11.1,67.9,2.263333333
"AVL,BUR,FUL,MUN",13.1,4.3,4.8,8.5,5.2,5.5,6.5,7.2,3.2,9.6,67.9,2.263333333
"BHA,LIV,MCI,WOL",6.7,9.3,8.8,4.4,5.5,3.5,5.4,9.9,7.3,7.1,67.9,2.263333333
"BHA,MCI,SOU,WBA",8.1,7.4,8.9,5.1,6.3,4.8,5.2,6.4,8.8,6.9,67.9,2.263333333
"BUR,SHU,TOT,WBA",8,7.3,5.2,8.4,4.2,7.4,6.5,6.4,7.6,6.9,67.9,2.263333333
"CHE,LEE,MCI,WHU",8.3,7.8,6,6.2,8.4,8.1,7.1,3.6,6.8,5.6,67.9,2.263333333
"LEE,LEI,NEW,WHU",5.8,4.1,8.5,8.1,7.9,8.9,6.8,5.3,8.7,3.8,67.9,2.263333333
"LEE,SHU,TOT,WHU",6.4,5.6,4.5,11.2,6.3,8.7,8.9,3.7,7.5,5.1,67.9,2.263333333
"LIV,MCI,SOU,WOL",4.5,10.4,8.2,3.5,7,4.5,4.5,9.4,8.8,7.1,67.9,2.263333333
"SHU,SOU,WBA,WHU",5.9,7.3,6.8,7.4,6.4,8.4,7.9,5.5,8,4.3,67.9,2.263333333
"ARS,FUL,NEW,WBA",7.5,6,8.8,6.4,7.7,6,4.5,7.4,7.6,6,67.9,2.263333333
"AVL,CRY,LEE,SHU",10.5,4.1,4.6,12.1,5.2,4.7,9,6.3,6.4,5,67.9,2.263333333
"AVL,EVE,NEW,WHU",8.1,4,6.1,7.1,10.9,8.1,6.5,7.6,5,4.5,67.9,2.263333333
"BUR,CHE,LEE,MCI",11.8,7.7,5.6,4.5,6.8,7.1,7.1,4.5,5.7,7.1,67.9,2.263333333
"BUR,LEE,MUN,SHU",13,3.4,4.9,8.4,4,8.3,9.6,5.5,4.2,6.6,67.9,2.263333333
"EVE,LIV,NEW,WBA",7.4,5,8,5.3,8,6.3,5.5,9.8,8.1,4.5,67.9,2.263333333
"EVE,NEW,TOT,WBA",8,5,6.5,6.5,8.2,7.4,4.9,7.5,9.4,4.5,67.9,2.263333333
"LEI,LIV,MCI,SHU",5.6,7,7.1,6.1,4.4,7.1,6.4,11.5,8.8,3.9,67.9,2.263333333
"ARS,AVL,BUR,CRY",8.9,7.5,5.9,7.4,6.4,5.9,9.6,4.7,4.3,7.4,68,2.266666667
"ARS,BHA,MCI,SHU",8,6.2,7.8,5.6,5.1,6.2,9.4,7.3,6.3,6.1,68,2.266666667
"BHA,BUR,SOU,WHU",6.5,8.4,8,5.2,6.4,5.8,9,4.3,4.8,9.6,68,2.266666667
"BHA,LEE,NEW,WHU",8.1,4.2,8.5,8,8,6.3,8.5,4.2,6.9,5.3,68,2.266666667
"BHA,MUN,NEW,WBA",9.7,4.2,9,7.4,5.2,6.4,6.5,7.2,6.4,6,68,2.266666667
"BUR,LEE,LIV,WHU",7.8,7.9,7.2,7.3,6.7,6.1,9.4,4.2,5.8,5.6,68,2.266666667
"CRY,MCI,MUN,WHU",9,7.8,6.6,8.4,6.1,7.2,8.3,4.7,5.2,4.7,68,2.266666667
"LEE,MCI,TOT,WOL",8.7,7.2,6.1,6.7,7.2,5.4,4,6.2,8.9,7.6,68,2.266666667
"ARS,LEI,MCI,MUN",7.7,5.1,9.7,5.7,6,8.8,6.6,6.7,6.1,5.6,68,2.266666667
"AVL,BHA,FUL,LEE",11.7,4.2,4.8,10.5,6.4,3.4,6.5,6.2,5.4,8.9,68,2.266666667
"AVL,BUR,CRY,SHU",10.5,6.8,4.7,9.5,3.6,5.9,9.6,6.9,4.8,5.7,68,2.266666667
"AVL,BUR,LIV,WBA",9.4,7.5,6.9,6.7,5.7,4.8,6.8,8.6,5.3,6.3,68,2.266666667
"AVL,LIV,TOT,WBA",6.3,7,5.8,8.9,6.8,4.8,5.4,8.1,8.6,6.3,68,2.266666667
"AVL,MCI,MUN,WOL",11.8,5.7,6.2,5.6,6.5,5.1,5.1,9.4,4.8,7.8,68,2.266666667
"AVL,SHU,SOU,WHU",5.9,6.3,5.2,8,8,7.9,8.9,6,6,5.8,68,2.266666667
"BHA,BUR,CRY,MUN",11.1,6.2,6.2,7.3,4.2,5.3,10,5.2,3.6,8.9,68,2.266666667
"BHA,BUR,LEI,NEW",7.9,5.2,9.7,6.3,4.1,7.4,7.3,6.8,6.5,6.8,68,2.266666667
"BHA,LIV,SHU,WHU",5.8,7.3,7.3,7.7,4.5,6.7,10.8,6.9,6.4,4.6,68,2.266666667
"BUR,CHE,MCI,WBA",9.9,9.4,6.7,4.5,5.9,7.3,5.6,6.3,6.1,6.3,68,2.266666667
"LEE,LEI,MCI,TOT",8.2,5.6,6.1,8.4,6.7,6.5,5,5.7,10.9,4.9,68,2.266666667
"LIV,MCI,SOU,WHU",4.2,10,8.2,4.5,8.8,5.5,6.5,6.9,8.3,5.1,68,2.266666667
"LIV,MUN,SHU,WHU",5.8,6.2,6,8.3,4.9,9.3,10.3,7.3,5.3,4.6,68,2.266666667
"MCI,NEW,TOT,WOL",6.7,7.9,7.3,4.6,7.2,6,4,7.9,9.6,6.8,68,2.266666667
"ARS,AVL,FUL,MCI",9.5,6,5.9,6.8,8.5,4.8,5.3,8,5.4,7.8,68,2.266666667
"ARS,BUR,LEE,MUN",11.4,4.1,6.1,6.3,6.2,7.8,9.6,4.6,3.6,8.3,68,2.266666667
"ARS,EVE,NEW,SHU",7.4,4.3,6.4,4.9,9,9.6,8.1,8.1,5.9,4.3,68,2.266666667
"ARS,LEI,TOT,WBA",4.6,6.8,10.1,6.9,5.8,7.4,4.7,5.8,10.6,5.3,68,2.266666667
"AVL,BHA,BUR,EVE",12.2,4.4,5.5,5.8,6.4,5.4,8,7.4,3.9,9,68,2.266666667
"AVL,BUR,LEI,NEW",9.3,4.8,7.6,6.4,6.3,8,6.3,7.9,6.1,5.3,68,2.266666667
"AVL,BUR,LIV,MUN",11.3,5.8,5.8,6.7,5.5,5.8,8.3,7.8,3.2,7.8,68,2.266666667
"AVL,EVE,LEE,WBA",11.7,3.3,4.8,9,8.6,5.3,6,8,6,5.3,68,2.266666667
"AVL,EVE,LEE,WHU",10.1,3.3,4.8,9.6,10.2,6.3,7.5,5.9,5,5.3,68,2.266666667
"AVL,LEE,LIV,SHU",9.3,4.1,4.6,9.8,6.1,4.6,8.3,8.9,6.9,5.4,68,2.266666667
"AVL,LEI,NEW,SHU",7.3,4.8,6.4,8,5.7,8.6,6.3,9.6,7.7,3.6,68,2.266666667
"AVL,MUN,TOT,WBA",10,4.8,4.7,10.1,6.3,5.9,5.4,6.8,6.5,7.5,68,2.266666667
"BHA,LEE,MCI,MUN",13.6,3.5,6.5,7.2,6.1,5,7.8,5.5,5.7,7.1,68,2.266666667
"BHA,LEE,NEW,WBA",9.7,4.2,9,7.4,6.4,4.7,6.5,6.2,8.6,5.3,68,2.266666667
"BUR,LEE,NEW,SHU",11,4.1,5.6,7.4,5.2,8.4,8.6,6.2,6.4,5.1,68,2.266666667
"BUR,MCI,SOU,WOL",8.2,9.9,7.8,3.5,6.1,5.5,4.5,6.8,6.8,8.9,68,2.266666667
"BUR,SHU,SOU,WHU",5.9,8.3,6.2,6.3,5.8,9.4,10,4.3,5.4,6.4,68,2.266666667
"BUR,SHU,WHU,WOL",6.3,8.9,6.8,6.2,4,8.8,8.9,6.4,5.4,6.3,68,2.266666667
"CRY,LEE,MCI,MUN",12.5,5,5.5,8.9,6.1,5.5,7.8,5,6.2,5.5,68,2.266666667
"LEE,MUN,NEW,SHU",11,3.1,4.9,8.5,5.6,8.9,8,6.6,6.3,5.1,68,2.266666667
"MUN,SHU,WBA,WHU",7.6,5.1,6.2,9.5,4.6,10,9,6.4,5.3,4.3,68,2.266666667
"ARS,LEE,LEI,MCI",7.7,5.1,9.7,5.7,7.2,7.1,6.6,5.7,8.3,4.9,68,2.266666667
"BUR,CHE,MCI,MUN",11.8,7.7,5.6,4.5,5.7,8.8,7.1,5.5,3.5,7.8,68,2.266666667
"ARS,BUR,CRY,MCI",8.9,9.4,7.3,5.1,5.7,6.7,8.9,4.7,5.2,6.2,68.1,2.27
"ARS,BHA,NEW,SOU",5.8,5.9,9.6,4.3,9.2,5.8,7.4,4.7,7.3,8.1,68.1,2.27
"ARS,BUR,CHE,MCI",8.2,9.4,6.7,4,6.8,8.3,7.7,4.6,4.6,7.8,68.1,2.27
"ARS,CHE,CRY,WHU",4.7,10.2,6.3,5.8,7.5,8.4,9.9,3.7,5.7,5.9,68.1,2.27
"ARS,CHE,TOT,WHU",4.7,9.1,5.8,5.8,8.6,9.4,7.8,3.7,5.7,7.5,68.1,2.27
"ARS,CRY,MCI,NEW",6.9,7.4,8.4,5.2,8,6.7,7.3,5.8,7.7,4.7,68.1,2.27
"ARS,LEI,MUN,NEW",5.7,4.1,10.4,5.9,6.8,10,6.8,6.7,6.4,5.3,68.1,2.27
"AVL,CHE,MCI,SHU",9.8,6.7,4.1,6.1,6.2,7.8,6.6,8.9,5.8,6.1,68.1,2.27
"AVL,CRY,LEE,MUN",12.5,3.1,5.1,11.6,6.2,4.7,8.5,5,4.7,6.7,68.1,2.27
"AVL,FUL,MCI,SHU",11.1,5.3,4.3,8.9,5.7,4.8,5.3,10.6,6,6.1,68.1,2.27
"AVL,LIV,MUN,WHU",7.8,5.9,6.2,8.4,7.7,6.3,8.3,6.9,4.3,6.3,68.1,2.27
"BHA,BUR,NEW,SHU",9.6,5.2,7.4,6.3,3.6,7.5,9.1,6.8,5.3,7.3,68.1,2.27
"FUL,LEE,MCI,NEW",11.1,4.3,6.2,7.4,7.9,5.1,4.8,7.3,8.4,5.6,68.1,2.27
"MCI,SOU,WBA,WHU",6,8.9,8.4,5.7,8.5,6.2,5.2,5.5,8.9,4.8,68.1,2.27
"MUN,NEW,TOT,WBA",8,4.8,6.8,8,6.3,7.9,4.9,6.7,8.7,6,68.1,2.27
"ARS,AVL,LEI,WHU",4.2,5.8,9.6,7.5,8.5,8,8.4,5.4,5.4,5.3,68.1,2.27
"ARS,AVL,MUN,WBA",9.5,4.8,7,7.4,7.4,6.5,7,6.8,4.2,7.5,68.1,2.27
"ARS,BUR,LEE,WBA",9.5,5.8,8,6.3,6.4,6.8,8.1,4.6,5.8,6.8,68.1,2.27
"ARS,BUR,LEI,WHU",4.2,7.8,10.6,5.8,6.3,9.5,9.5,4.3,4.8,5.3,68.1,2.27
"ARS,EVE,LEI,NEW",5.7,4.3,10.1,4.9,9.5,9.5,5.8,7.4,7.1,3.8,68.1,2.27
"ARS,SOU,WBA,WHU",4.3,8,9.2,5.3,9.7,6.9,7.5,3.8,7.4,6,68.1,2.27
"AVL,BHA,FUL,MCI",11.7,5.4,5.9,7.8,6.3,3.4,5.3,8.5,5.4,8.4,68.1,2.27
"AVL,CRY,LEE,NEW",10.5,3.8,5.2,10.6,8,4.7,7.5,5.7,6.9,5.2,68.1,2.27
"AVL,EVE,LEE,TOT",10.5,3.3,4.4,10.1,9.1,5.7,5.9,6.3,6,6.8,68.1,2.27
"AVL,EVE,MUN,SHU",11.6,3.3,4.3,8,6.2,8,7.5,9.6,3.8,5.8,68.1,2.27
"AVL,MCI,SOU,WOL",8.2,7.9,6.8,3.5,8.3,4.7,4.5,8.5,7.4,8.3,68.1,2.27
"AVL,NEW,SOU,TOT",6.3,6,5.3,7,9.8,5.8,5.3,5.8,8.7,8.1,68.1,2.27
"AVL,NEW,SOU,WHU",5.9,6,7,6.5,10.9,7,6.4,5.4,7,6,68.1,2.27
"AVL,SHU,WHU,WOL",6.3,6.9,5.8,7.9,6.2,7.3,7.8,8.1,6,5.8,68.1,2.27
"BHA,EVE,MCI,NEW",10.2,4.4,8,5.3,8,6.2,5.8,8.6,6.8,4.8,68.1,2.27
"BHA,TOT,WBA,WHU",6.5,7.4,8.1,9,5.9,5.3,6.4,4.3,8.1,7.1,68.1,2.27
"BUR,CRY,MUN,WHU",9,7.9,6.2,8.5,4.6,7.9,10.1,4.3,3.7,5.9,68.1,2.27
"BUR,CRY,NEW,WHU",7,8.6,7.5,7.5,6.4,8,9.1,4.3,5.3,4.4,68.1,2.27
"BUR,CRY,TOT,WHU",5.9,10.1,5.8,9.6,5.3,6.8,8.5,3.8,5.3,7,68.1,2.27
"BUR,LEE,SHU,TOT",9.9,5.6,4.5,9.5,4.7,7.2,8,4.6,6.4,7.7,68.1,2.27
"BUR,SOU,TOT,WHU",4.8,9.5,6.3,6.4,7.5,7.3,6.9,3.8,6.4,9.2,68.1,2.27
"CRY,LEE,SHU,WHU",7,6.2,5,11.2,5.2,7.7,11,3.7,6.9,4.2,68.1,2.27
"EVE,MCI,TOT,WBA",8.6,6.5,5.8,6.3,7.4,6.7,4.7,8.2,9.1,4.8,68.1,2.27
"LEE,LEI,LIV,MCI",7.6,6,7.6,6.1,6.5,5.4,6.4,8.8,9.3,4.4,68.1,2.27
"ARS,LEE,LEI,NEW",5.7,4.1,10.4,5.9,8,8.3,6.8,5.7,8.6,4.6,68.1,2.27
"AVL,BUR,LEE,WOL",11.8,5.8,5.8,7.2,6.2,4.6,6.3,6.7,4.9,8.8,68.1,2.27
"BHA,LIV,MCI,MUN",9.9,6.1,7.6,6,5.5,4.5,7.6,8.7,5.6,6.6,68.1,2.27
"CRY,NEW,SHU,WBA",8.5,5.8,6.8,8.5,4.2,7,7,7.5,8.6,4.2,68.1,2.27
"AVL,BHA,BUR,CRY",11.1,6.9,5.9,8.4,4.2,3.8,9.5,5.2,4.3,8.9,68.2,2.273333333
"CRY,LIV,MCI,TOT",5.7,10.4,6.2,7.7,6.2,5,6,7.3,8.7,5,68.2,2.273333333
"ARS,BHA,NEW,TOT",6.3,5.9,8.6,5.8,7.6,6.3,6.9,4.7,7.5,8.6,68.2,2.273333333
"AVL,CRY,LEE,WBA",10.6,4.8,5.2,11.6,6.4,4.7,7,5.8,6.9,5.2,68.2,2.273333333
"BHA,BUR,CRY,LEE",11.1,6.2,6.2,8.4,4.2,4.1,10,4.6,5.2,8.2,68.2,2.273333333
"LEE,MCI,WBA,WOL",9.9,6.7,7.7,5.6,6.7,5.1,4.1,7.9,8.9,5.6,68.2,2.273333333
"ARS,AVL,BUR,LIV",7.7,7.5,6.9,5.1,7.3,5.8,8.9,6.9,4.3,7.8,68.2,2.273333333
"ARS,AVL,EVE,NEW",8,4,6.6,4.9,11.8,7.5,6.5,8,4.9,6,68.2,2.273333333
"ARS,AVL,LEE,LEI",7.7,4.1,8.3,8.4,7.9,6.3,7.3,5.7,6.4,6.1,68.2,2.273333333
"ARS,AVL,TOT,WHU",4.8,7,6,9.1,9.7,6.9,8,3.8,5.4,7.5,68.2,2.273333333
"ARS,BHA,BUR,EVE",8.6,5.4,7.6,4.8,7.3,6.9,9.1,5.2,4.3,9,68.2,2.273333333
"ARS,BHA,LEE,WHU",6.5,5.2,8.5,7.4,8,5.7,10.6,3.7,5.8,6.8,68.2,2.273333333
"ARS,BHA,MUN,WHU",6.5,5.2,8.5,6.8,6.8,7.4,10.6,4.3,4.6,7.5,68.2,2.273333333
"ARS,BHA,WBA,WHU",6,6.9,10.4,6.8,7,5.9,9.1,4.3,5.8,6,68.2,2.273333333
"ARS,BUR,EVE,NEW",8,5,7.6,4.8,9.6,9,7.6,6.3,4.3,6,68.2,2.273333333
"ARS,CRY,LEE,WHU",5.4,6.9,6.8,9.1,8,6.2,10.6,3.7,6.3,5.2,68.2,2.273333333
