COMBO,GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,SUM,AVERAGE PER TEAM
"BUR,CRY,FUL,LEI,SOU",5.2,6.8,5.8,5.3,4.1,4.3,4.7,4.7,5.3,5.8,52,1.733333333
"CHE,CRY,FUL,MUN,WOL",6.1,6.9,4.6,4.6,5,3.7,4.1,5,4.6,7.4,52,1.733333333
"CRY,EVE,MUN,SOU,WBA",7,4.3,5.2,5.4,5.2,5.3,5.4,5.1,4.7,4.4,52,1.733333333
"EVE,LEI,MUN,SOU,WHU",4.2,3.6,5.7,4.9,6.7,8.4,5.7,4.7,4.3,3.8,52,1.733333333
"EVE,MUN,TOT,WHU,WOL",5.2,4.8,4.7,5.3,6.1,6.7,4.2,4.7,4.3,6,52,1.733333333
"AVL,CHE,CRY,EVE,SOU",5.7,5.5,4.3,3.2,7.5,4.8,6.2,4.1,4.8,5.9,52,1.733333333
"AVL,CHE,SHU,SOU,WOL",5,6.3,4.1,2.5,5.1,4.7,5,6.2,5.8,7.3,52,1.733333333
"AVL,EVE,LEI,SOU,WOL",4.5,4.3,5.4,3.2,6.7,4.7,4.5,7.9,5.5,5.3,52,1.733333333
"AVL,EVE,LEI,TOT,WOL",5,4.3,4.4,4.8,5.6,5.2,4,7.9,5.5,5.3,52,1.733333333
"BHA,CHE,EVE,SOU,WBA",6.3,5.4,5.2,3.2,5.9,4.8,5.4,4.6,5.2,6,52,1.733333333
"BHA,CRY,EVE,WHU,WOL",5.8,6.5,6.4,4.7,4.6,3.6,6.3,4.3,5.4,4.4,52,1.733333333
"BHA,EVE,FUL,WHU,WOL",6.4,4.9,6,4.7,5.2,3.2,3.8,5.9,5.4,6.5,52,1.733333333
"BHA,EVE,LEI,SOU,WHU",4.2,4.7,7,4.8,6.3,5.8,5.7,4.3,5.4,3.8,52,1.733333333
"BHA,EVE,MUN,TOT,WOL",7.3,3.7,4.7,4.7,5,4.6,4.2,5.6,4.2,8,52,1.733333333
"BHA,FUL,LEI,SOU,WHU",4.2,5.7,7,5.8,4.7,3.8,4.7,4.3,5.9,5.9,52,1.733333333
"BHA,LEE,LEI,WHU,WOL",4.6,4.5,7.9,5.7,4.5,4,5.6,4.2,6.4,4.6,52,1.733333333
"BUR,CRY,EVE,SOU,WOL",5.7,7.5,5.8,3.2,4.6,4.6,4.7,4.7,4.8,6.4,52,1.733333333
"CHE,FUL,LEE,WHU,WOL",5.1,6.4,4.6,5.2,6.3,4.1,4.1,3.6,5.8,6.8,52,1.733333333
"CHE,FUL,LIV,MUN,WOL",4.9,6.8,4.6,3.4,5.6,3.6,4.1,6.6,4.6,7.8,52,1.733333333
"EVE,LIV,MUN,TOT,WOL",5,4.8,4.7,4.1,5.9,5,4.2,7.2,4.8,6.3,52,1.733333333
"AVL,CHE,LEI,SHU,WOL",4.9,5.1,4.1,4.1,3.9,6.3,4.9,7.8,5.8,5.1,52,1.733333333
"BHA,CRY,LEI,SOU,WOL",4.5,6.7,7.3,4.1,4.1,3.6,4.5,4.7,6.8,5.7,52,1.733333333
"BHA,EVE,LEE,LEI,SOU",6.3,3.6,5.7,4.8,5.7,4.6,5.7,4.6,6.4,4.6,52,1.733333333
"CHE,CRY,FUL,LEI,SHU",5.6,5.6,4.1,6.8,3.5,5.9,5.1,5.7,6.2,3.5,52,1.733333333
"CHE,EVE,FUL,TOT,WOL",5.5,6,4.2,3.1,6.3,4.7,3.2,5.7,5.3,8,52,1.733333333
"CHE,FUL,LEE,NEW,WOL",6.6,4.3,4.6,3.6,6.3,4.1,3.8,5.6,6.3,6.8,52,1.733333333
"CHE,LEE,LEI,LIV,MUN",4.4,3.4,4.9,5.1,5.4,6.6,6.9,4.9,5.5,4.9,52,1.733333333
"CRY,EVE,LEE,LEI,LIV",5.1,3.6,5.2,5.8,5,4.5,6.6,5.7,6.8,3.7,52,1.733333333
"EVE,FUL,SOU,WHU,WOL",4.7,6,5.4,3.2,7.4,4.2,3.7,5.4,5.5,6.5,52,1.733333333
"EVE,LEE,LEI,LIV,SOU",4,3.6,5.7,4.2,6.6,5,5.7,5.7,7.4,4.1,52,1.733333333
"EVE,LEI,MUN,SOU,TOT",4.6,3.6,4.7,4.9,5.6,7.3,5.1,5.1,5.8,5.3,52,1.733333333
"ARS,AVL,CRY,LEI,WOL",4.5,5.8,6.4,4.7,4.5,4.2,5.1,5.8,5.8,5.2,52,1.733333333
"ARS,CHE,EVE,LEI,MUN",4.5,3.6,4.6,3.7,5.6,9.5,6.1,5,4.1,5.3,52,1.733333333
"ARS,CHE,EVE,MUN,WOL",5,4.3,4.6,3,6.1,7.3,5.1,5,4.1,7.5,52,1.733333333
"ARS,EVE,FUL,LEI,LIV",4,4.8,5.9,4.7,5.6,5.3,4.8,7.4,5.4,4.1,52,1.733333333
"AVL,CHE,CRY,EVE,WOL",6.1,6.6,4.3,3.1,5.7,4.2,5.1,6.2,4.8,5.9,52,1.733333333
"AVL,CHE,CRY,FUL,LEI",5.6,5.3,4.3,6.9,4.7,3.9,5.1,5.7,5.3,5.2,52,1.733333333
"AVL,CHE,LEI,SHU,SOU",4.5,5.1,4.1,4.2,4.6,6.9,6,5.7,5.8,5.1,52,1.733333333
"BHA,CHE,LEE,MUN,WOL",7.2,3.5,4.9,4,5,4,6.1,4.5,4.5,8.3,52,1.733333333
"CHE,CRY,LEE,LEI,MUN",5.6,3.4,4.9,6.3,4.5,6.7,7.1,4,5,4.5,52,1.733333333
"CHE,EVE,LEE,LIV,WOL",4.9,5.8,4.6,3.1,6.6,4.4,5.1,6.1,5.8,5.6,52,1.733333333
"CRY,EVE,LEI,WHU,WOL",4.6,6.4,6.4,4.8,4.5,5.7,4.6,5.4,5.9,3.7,52,1.733333333
"CRY,LEE,LEI,SHU,WOL",5.6,4.4,5,6.8,3.5,4.5,5.6,5.7,7.4,3.5,52,1.733333333
"CRY,NEW,SHU,SOU,WOL",5.7,6.3,5.6,3.7,4,4.6,4.7,5.8,7.4,4.2,52,1.733333333
"BUR,LEE,LEI,SOU,WOL",4.5,5.6,6.7,3.6,4.5,5,4.5,4.6,6.4,6.6,52,1.733333333
"CHE,LEE,LEI,WBA,WOL",4.9,5.1,6.1,4.1,5.1,5.1,4.1,5.6,7.3,4.6,52,1.733333333
"CHE,FUL,LEI,SOU,WHU",4.2,6.8,5.2,4.2,5.8,6.4,4.7,3.7,5.8,5.3,52.1,1.736666667
"BUR,CRY,EVE,LEE,WOL",7.9,5.3,5.2,4.2,4.6,4.5,5.8,4.6,4.8,5.2,52.1,1.736666667
"CHE,CRY,FUL,SOU,WOL",5,9.1,4.7,2.5,5.2,3.7,3.7,4.1,6.2,7.9,52.1,1.736666667
"BHA,EVE,FUL,LEI,LIV",5.7,4.7,5.9,5.7,4.7,3.2,4.8,7.9,5.4,4.1,52.1,1.736666667
"CRY,EVE,MUN,WBA,WOL",7.4,4.3,5.2,5.3,5,4.7,4.3,6.8,4.7,4.4,52.1,1.736666667
"EVE,MUN,SOU,WBA,WOL",6.3,4.3,5.7,3.2,5.6,5.2,4.2,6.8,4.8,6,52.1,1.736666667
"FUL,LEE,LEI,MUN,SOU",5.8,3.4,5.1,6.4,5.1,4.7,4.7,5,5.8,6.1,52.1,1.736666667
"ARS,CRY,FUL,MUN,WOL",5.7,5.3,5.2,5.2,5,3.7,4.8,5.1,4.7,7.4,52.1,1.736666667
"BHA,EVE,SHU,TOT,WOL",6.7,4.7,4.2,4.7,4,4.6,4.2,6.8,5.9,6.3,52.1,1.736666667
"CHE,EVE,FUL,SOU,WHU",4.7,6,4.3,3.2,8.1,5.9,4.9,3.7,5.3,6,52.1,1.736666667
"ARS,CHE,EVE,SHU,WOL",5,5.3,4.1,3,5.1,7.3,5.1,6.2,5.2,5.8,52.1,1.736666667
"ARS,CRY,FUL,LEE,LEI",5.2,4.6,5.2,7.5,4.7,4.2,5.8,4.1,6.3,4.5,52.1,1.736666667
"ARS,CRY,LEI,SHU,SOU",4.1,6.1,5.6,4.8,3.5,6.3,7.2,4.2,6.8,3.5,52.1,1.736666667
"ARS,EVE,FUL,TOT,WOL",5.1,5.5,4.4,3.7,6.3,4.7,3.2,5.8,5.4,8,52.1,1.736666667
"ARS,EVE,LEI,MUN,TOT",4.6,3.6,4.7,5.4,5.6,8.4,5.2,5.1,4.2,5.3,52.1,1.736666667
"ARS,FUL,LEI,MUN,WOL",4.5,4.6,6.3,4.7,4.9,5.3,3.6,6.7,4.7,6.8,52.1,1.736666667
"AVL,CRY,LEI,SHU,SOU",5.2,5.1,4.7,6.9,3.5,4.8,6.2,5.8,6.4,3.5,52.1,1.736666667
"BHA,EVE,LEE,SOU,WOL",6.8,3.7,5.7,3.2,6.2,4,4.7,4.6,5.9,7.3,52.1,1.736666667
"BHA,EVE,LEE,TOT,WOL",7.3,3.7,4.7,4.7,5.7,4,4.2,4.6,5.9,7.3,52.1,1.736666667
"BUR,CHE,FUL,LEI,SOU",4.5,6.8,5.2,3.6,4.7,5.9,4.7,4.6,4.7,7.4,52.1,1.736666667
"CRY,EVE,LEE,NEW,WOL",7.3,3.3,5.2,4.3,6.2,4.5,4.8,5.7,6.4,4.4,52.1,1.736666667
"EVE,FUL,LIV,SHU,WOL",6.1,4.8,4.3,4.1,4.6,3.6,3.8,10.2,6,4.6,52.1,1.736666667
"ARS,CRY,EVE,WBA,WOL",5.7,6,6.4,3.7,5.2,4.7,4.3,5.9,5.8,4.4,52.1,1.736666667
"ARS,CRY,LEI,MUN,SOU",4.1,5.1,6.1,4.8,4.5,6.3,6.7,4.2,5.1,5.2,52.1,1.736666667
"ARS,CRY,MUN,SOU,WOL",4.6,6.3,6.1,3.1,5,4.6,5.7,4.2,5.1,7.4,52.1,1.736666667
"ARS,CRY,SHU,SOU,WOL",4.6,7.3,5.6,3.1,4,4.6,6.2,4.2,6.8,5.7,52.1,1.736666667
"ARS,EVE,FUL,LEI,TOT",4.6,4.8,4.4,5.4,5.8,6.4,4.2,5.8,5.4,5.3,52.1,1.736666667
"AVL,EVE,FUL,LEI,WOL",6.2,4.3,4.5,4.8,5.1,3.8,3.6,9.5,5,5.3,52.1,1.736666667
"BHA,CHE,FUL,SOU,WOL",5,6.9,5.2,2.5,5.2,3.2,3.7,4.6,5.7,10.1,52.1,1.736666667
"BUR,CHE,EVE,LEI,SHU",6.1,4.6,4.1,4.2,3.5,9.5,6.1,6.2,4.2,3.6,52.1,1.736666667
"BUR,CHE,EVE,LEI,TOT",5,5.8,4.2,4.2,5.2,8.4,5.2,4.6,4.2,5.3,52.1,1.736666667
"BUR,EVE,LEI,MUN,SOU",6.3,3.6,5.7,4.3,4.5,7.9,5.7,5.6,3.2,5.3,52.1,1.736666667
"BUR,EVE,LEI,SOU,WOL",4.5,5.8,6.4,3.2,4.5,6.2,4.5,6.3,4.9,5.8,52.1,1.736666667
"CHE,CRY,FUL,LEI,TOT",5,6.8,4.2,6.9,4.7,4.8,4.2,4.1,6.2,5.2,52.1,1.736666667
"CHE,EVE,FUL,LEI,WBA",6.2,4.8,4.3,4.8,5.3,6,4.3,7.3,5.3,3.8,52.1,1.736666667
"CHE,LEE,LIV,MUN,WOL",4.9,5.6,4.9,3.4,5.9,4.4,5.9,4.9,5.1,7.1,52.1,1.736666667
"AVL,BHA,CRY,EVE,LEI",7.4,4.3,4.9,6.4,4.1,3.8,6.3,6.3,4.9,3.7,52.1,1.736666667
"BHA,CHE,CRY,LEI,MUN",5.6,4.5,5,5.7,4.1,5.8,7.1,4.6,4.5,5.2,52.1,1.736666667
"CHE,CRY,EVE,FUL,NEW",7.3,4.5,4.3,4.3,5.9,5.4,5,5.7,5.3,4.4,52.1,1.736666667
"CHE,CRY,EVE,FUL,SHU",7.3,4.8,4.1,5.8,4.2,5.4,5.3,5.7,5.3,4.2,52.1,1.736666667
"CHE,CRY,LEI,TOT,WOL",4.9,8.9,4.6,4.1,4.5,5.1,4,4.1,6.7,5.2,52.1,1.736666667
"CHE,EVE,FUL,LIV,MUN",6.2,3.8,4.3,4.1,6.1,5.3,5.3,6.6,4.1,6.3,52.1,1.736666667
"CHE,EVE,FUL,SOU,WBA",6.3,5.5,4.3,3.2,6.5,4.9,4.4,5.7,5.3,6,52.1,1.736666667
"CHE,EVE,MUN,SOU,WBA",6.3,4.3,4.6,3.2,6.3,6.9,5.4,5,4.1,6,52.1,1.736666667
"CHE,LEI,MUN,TOT,WOL",4.9,5.6,4.5,4.1,4.9,7.2,4,5,5.1,6.8,52.1,1.736666667
"CRY,EVE,FUL,LEI,WHU",5.3,4.8,4.9,7.6,4.7,5.4,4.8,5.4,5.5,3.7,52.1,1.736666667
"CRY,LEI,SOU,WHU,WOL",4.2,8.4,7.3,4.2,4.5,4.6,4.5,3.8,6.9,3.7,52.1,1.736666667
"LEE,LEI,LIV,MUN,SOU",4,3.4,6,5.2,5.4,5,6.5,5,6.7,4.9,52.1,1.736666667
"ARS,CHE,FUL,LEI,SHU",4.5,5.6,4.1,4.7,4.1,7.5,5.1,5.7,5.7,5.1,52.1,1.736666667
"ARS,CHE,LEE,MUN,WOL",5,4.1,4.9,3,6.1,6.1,6.1,4,4.5,8.3,52.1,1.736666667
"ARS,LEE,LEI,MUN,WOL",4.5,3.4,6.6,4.7,4.9,6.1,5.6,5,5.2,6.1,52.1,1.736666667
"BHA,EVE,SHU,SOU,TOT",6.3,4.7,4.2,4.8,4.7,5.2,5.3,4.7,5.9,6.4,52.2,1.74
"CRY,EVE,MUN,SOU,TOT",5.8,4.8,4.7,5.4,5.7,5.7,5.3,4.2,4.7,5.9,52.2,1.74
"BHA,CRY,EVE,LIV,TOT",5.7,5.9,4.8,5.7,5.1,3.6,6.2,4.7,5.8,4.7,52.2,1.74
"BUR,CRY,EVE,FUL,WOL",7.4,6.5,4.9,4.2,4.6,3.7,3.8,6.3,4.4,6.4,52.2,1.74
"CRY,EVE,FUL,LIV,MUN",6.9,3.8,4.8,6.3,5.2,3.7,5.8,6.7,4.3,4.7,52.2,1.74
"CRY,EVE,LEE,TOT,WOL",6.2,4.8,4.7,6.4,5.7,4.5,4.2,4.1,6.4,5.2,52.2,1.74
"FUL,LEE,LEI,LIV,WOL",4.4,4.6,6.2,5.1,5.1,3.6,3.6,7.3,7.4,4.9,52.2,1.74
"FUL,MUN,SHU,SOU,WOL",6.2,4.6,4.6,4.7,4.4,4.2,3.7,6.7,5.3,7.8,52.2,1.74
"ARS,BHA,EVE,LEI,WOL",4.5,4.7,8.1,3.7,4.5,5.2,4.6,6.3,5.3,5.3,52.2,1.74
"AVL,BHA,CHE,LEI,TOT",5,5.2,4.2,5.7,5.2,4.8,5.5,4.6,5.2,6.8,52.2,1.74
"BHA,CHE,CRY,FUL,NEW",7.3,5.4,4.7,5.2,4.8,3.3,5.3,4.6,5.7,5.9,52.2,1.74
"BHA,EVE,LEI,LIV,TOT",4.5,4.7,5.8,5.7,5,4.6,5.2,6.3,6.3,4.1,52.2,1.74
"BUR,EVE,FUL,LEI,SOU",5.8,4.8,5.4,4.3,4.7,5.9,4.7,6.3,4.4,5.9,52.2,1.74
"BUR,EVE,FUL,LEI,WOL",6.2,4.8,5.5,4.2,4.5,5.3,3.6,7.9,4.4,5.8,52.2,1.74
"CHE,EVE,FUL,LIV,WOL",4.9,7,4.3,3.1,6.1,3.6,3.8,7.8,5.3,6.3,52.2,1.74
"CHE,EVE,LEI,LIV,SOU",4,5.8,5.2,3.2,6.1,6.2,5.7,5.7,6.2,4.1,52.2,1.74
"CHE,FUL,LEE,SHU,SOU",6.2,4.6,4.1,5.2,5.3,4.7,5.2,4,6.3,6.6,52.2,1.74
"CHE,LEE,LIV,SHU,SOU",4.5,5.6,4.4,3.5,5.6,5,7,4,7.2,5.4,52.2,1.74
"CHE,SHU,SOU,WBA,WOL",5,7.3,5,2.5,4.6,5.2,4.2,5.8,6.8,5.8,52.2,1.74
"CRY,EVE,SHU,SOU,TOT",5.8,5.8,4.2,5.9,4.7,5.7,5.3,4.2,6.4,4.2,52.2,1.74
"ARS,CHE,CRY,EVE,SHU",5.7,5.3,4.1,3.7,4.7,7.4,7.8,4.1,5.2,4.2,52.2,1.74
"ARS,CHE,EVE,LEI,TOT",4.5,5.3,4.2,3.7,6.3,8.4,5.2,4.1,5.2,5.3,52.2,1.74
"AVL,CHE,LEE,LEI,LIV",4.4,4.1,4.6,5.1,6.1,4.6,6.6,5.6,6.2,4.9,52.2,1.74
"BHA,CHE,EVE,WBA,WOL",6.7,5.4,5.8,3.1,5.2,4.2,4.3,6.3,5.2,6,52.2,1.74
"CHE,EVE,FUL,LEI,SHU",6.1,4.6,4.1,4.8,4.1,7.5,4.8,7.3,5.3,3.6,52.2,1.74
"EVE,SHU,SOU,WHU,WOL",4.7,5.8,5.2,3.2,6.2,6.2,4.7,5.9,6,4.3,52.2,1.74
"ARS,LEI,MUN,SOU,WOL",4.1,5.1,7.2,3.1,4.9,6.2,4.5,5.1,5.2,6.8,52.2,1.74
"BHA,CHE,EVE,MUN,SOU",6.8,3.7,4.6,3.2,5.7,5.8,6.2,4.6,4.1,7.5,52.2,1.74
"BHA,CHE,LIV,SHU,SOU",4.5,6.7,5,3.5,4.5,4.1,7,4.6,6.2,6.1,52.2,1.74
"BHA,EVE,FUL,LEE,LEI",8,3.6,4.8,6.4,4.7,3.7,4.8,6.2,5.4,4.6,52.2,1.74
"BHA,EVE,FUL,SOU,WOL",6.3,4.9,5.4,3.2,5.2,3.2,3.7,6.3,5.4,8.6,52.2,1.74
"BHA,EVE,LEI,SHU,TOT",6.2,4.6,4.2,6.4,3.5,6.3,5.2,6.3,5.9,3.6,52.2,1.74
"BUR,CRY,LEE,LEI,WOL",5.6,6.1,6.2,5.2,4.1,4.5,5.6,4.6,5.8,4.5,52.2,1.74
"CHE,CRY,EVE,FUL,WBA",7.4,5.5,4.3,5.3,5.4,4.4,4.5,5.7,5.3,4.4,52.2,1.74
"CHE,EVE,SHU,SOU,TOT",5.1,5.8,4,3.2,5.8,7.3,5.3,4.1,5.8,5.8,52.2,1.74
"CHE,EVE,SHU,TOT,WOL",5.5,5.8,4,3.1,5.1,6.7,4.2,6.2,5.8,5.8,52.2,1.74
"CRY,EVE,FUL,SOU,WHU",5.4,6,4.9,6,7,4.3,4.9,3.8,5.5,4.4,52.2,1.74
"CRY,LEE,MUN,SOU,WOL",5.7,4.6,5.5,4.7,5,4.5,5.7,4.1,5.7,6.7,52.2,1.74
"EVE,FUL,LEE,LEI,LIV",5.7,3.6,4.8,5.8,5.6,4.1,4.8,7.3,6.4,4.1,52.2,1.74
"EVE,FUL,SHU,WHU,WOL",6.3,4.8,4.3,5.8,4.6,5.3,3.8,7.5,5.5,4.3,52.2,1.74
"EVE,LEI,SHU,SOU,TOT",4.6,4.6,4.2,4.9,4.6,7.3,5.1,5.8,7.5,3.6,52.2,1.74
"EVE,SHU,SOU,TOT,WOL",5.1,5.8,4.2,3.2,5.1,5.6,4.1,6.3,6.5,6.3,52.2,1.74
"FUL,LEE,LEI,SHU,WOL",6.1,4.4,4.6,6.8,3.9,4.1,3.6,7.3,7,4.4,52.2,1.74
"LEE,LEI,SHU,TOT,WOL",5,4.4,4.5,6.8,3.9,5.5,4,5.7,8,4.4,52.2,1.74
"ARS,CHE,FUL,LEE,LIV",4.5,5.3,4.6,4,6.8,4.1,6.1,4,5.7,7.1,52.2,1.74
"ARS,CRY,LEI,MUN,WOL",4.5,5.1,6.7,4.7,4.5,5.7,5.6,5.1,5.1,5.2,52.2,1.74
"ARS,EVE,FUL,LEE,LEI",5.8,3.6,4.8,5.4,6.3,5.8,4.8,5.7,5.4,4.6,52.2,1.74
"ARS,LEE,SHU,SOU,WOL",4.6,5.1,5.5,3.1,5.6,5,5.7,4.1,6.9,6.6,52.2,1.74
"ARS,MUN,SHU,SOU,WOL",4.6,5.1,5.5,3.1,4.4,6.2,5.7,5.1,5.2,7.3,52.2,1.74
"BUR,FUL,LEE,LEI,WOL",6.2,4.6,5.8,5.2,4.5,4.1,3.6,6.2,5.4,6.6,52.2,1.74
"CHE,CRY,EVE,LIV,MUN",5.6,5.8,4.6,4.1,5.5,5.7,7.1,5,4.1,4.7,52.2,1.74
"CHE,EVE,LEI,SHU,TOT",5,4.6,4,4.8,4.6,8.9,5.2,5.7,5.8,3.6,52.2,1.74
"CRY,EVE,SHU,TOT,WOL",6.2,5.8,4.2,5.8,4,5.1,4.2,6.3,6.4,4.2,52.2,1.74
"CRY,LEE,SHU,SOU,WOL",5.7,5.6,5,5.2,4,4.5,5.7,4.1,7.4,5,52.2,1.74
"FUL,LEE,MUN,SOU,WOL",6.3,3.6,5.1,4.7,5.6,4.1,3.7,5,5.3,8.8,52.2,1.74
